age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,66265540.2217504,66019011.5251145,67284415.6723446
20-34,Female,Food_price,USD,37819191.2151251,37603893.7093404,38109276.3828209
20-34,Female,FL,mrh-eq,2222389.24376848,2218027.60104042,2249683.99288735
20-34,Male,CED,MJ,63966959.4698956,63028203.0024466,63600781.5915863
20-34,Male,Food_price,USD,33892719.1142788,32585913.1453753,33623574.5096398
20-34,Male,FL,mrh-eq,2100007.01347494,2060102.56412085,2086635.7195444
35-44,Female,CED,MJ,42797916.8565284,42757023.4601513,42448442.4809348
35-44,Female,Food_price,USD,21153332.00734,20417998.5556149,20693874.057679
35-44,Female,FL,mrh-eq,1457700.75217971,1445128.99258599,1438267.96194509
35-44,Male,CED,MJ,38712695.736292,39371829.8948895,37389000.2618485
35-44,Male,Food_price,USD,19976205.9739583,20422788.2735482,19397685.9984439
35-44,Male,FL,mrh-eq,1292675.29965726,1314070.28214841,1252668.81241852
45-54,Female,CED,MJ,41749935.0754394,41135135.2229161,39569728.7689044
45-54,Female,Food_price,USD,21814620.1597129,22021612.3113321,20239399.8551705
45-54,Female,FL,mrh-eq,1423553.13763834,1408321.56281702,1343544.99275117
45-54,Male,CED,MJ,35912404.3702465,37175034.3355145,36389893.1374991
45-54,Male,Food_price,USD,17822383.0482221,18082519.7150925,17594113.2018593
45-54,Male,FL,mrh-eq,1234398.48522305,1271364.19963953,1242112.25207079
55-64,Female,CED,MJ,52256893.9166316,52840630.5246849,52181821.6917163
55-64,Female,Food_price,USD,26881953.4143861,27763577.2660615,27466851.0134116
55-64,Female,FL,mrh-eq,1778390.50109713,1812831.30239704,1789330.83347627
55-64,Male,CED,MJ,42801819.3668615,44743849.2529849,43310290.0952427
55-64,Male,Food_price,USD,20714563.9131603,21379519.1483698,19865194.1159232
55-64,Male,FL,mrh-eq,1489645.02541594,1555788.3915795,1495030.3539933
65-74,Female,CED,MJ,32945694.3240605,32543706.2504415,32793063.9655836
65-74,Female,Food_price,USD,16429140.0883934,16520570.2623213,16338073.6603802
65-74,Female,FL,mrh-eq,1110841.55089134,1104889.46209458,1104552.78620357
65-74,Male,CED,MJ,26876527.5895621,26951790.5779181,26969595.4870536
65-74,Male,Food_price,USD,11893512.5989122,12300057.0632237,12201635.2224317
65-74,Male,FL,mrh-eq,912775.183047986,924184.566394965,923740.206817653
75+,Female,CED,MJ,25309912.0664602,24741551.1911916,25291155.3831245
75+,Female,Food_price,USD,12571835.9304331,12414703.8139395,12563372.8858788
75+,Female,FL,mrh-eq,872176.600891902,853881.421982088,872121.83098045
75+,Male,CED,MJ,18564981.957028,18065984.0342017,18054256.3941541
75+,Male,Food_price,USD,8293982.3390334,7986638.41221536,8212116.62690648
75+,Male,FL,mrh-eq,621494.806604307,604709.163973268,607447.99168748
