age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-29281617.9321538,-29035089.2355179,-30300493.3827481
20-34,Female,Food_price,USD,-17331045.6465843,-17115748.1407996,-17621130.8142801
20-34,Female,FL,mrh-eq,-919114.099358226,-914752.456630166,-946408.848477097
20-34,Male,CED,MJ,-25840720.5376643,-24901964.0702153,-25474542.6593551
20-34,Male,Food_price,USD,-13697672.5185307,-12390866.5496271,-13428527.9138916
20-34,Male,FL,mrh-eq,-770979.987903148,-731075.538549055,-757608.693972604
35-44,Female,CED,MJ,-19309916.7678906,-19269023.3715136,-18960442.392297
35-44,Female,Food_price,USD,-10388771.4015688,-9653437.94984362,-9929313.45190776
35-44,Female,FL,mrh-eq,-631100.313080369,-618528.553486645,-611667.52284574
35-44,Male,CED,MJ,-16500280.0803121,-17159414.2389096,-15176584.6058686
35-44,Male,Food_price,USD,-8888949.73752517,-9335532.03711507,-8310429.76201073
35-44,Male,FL,mrh-eq,-512165.401170244,-533560.383661395,-472158.913931501
45-54,Female,CED,MJ,-19127835.3006784,-18513035.448155,-16947628.9941434
45-54,Female,Food_price,USD,-10519891.288415,-10726883.4400342,-8944670.98387264
45-54,Female,FL,mrh-eq,-616540.007546836,-601308.432725512,-536531.862659659
45-54,Male,CED,MJ,-14604858.717266,-15867488.6825339,-15082347.4845186
45-54,Male,Food_price,USD,-7585150.47436063,-7845287.14123102,-7356880.62799782
45-54,Male,FL,mrh-eq,-470023.759485909,-506989.473902389,-477737.526333649
55-64,Female,CED,MJ,-23972983.092904,-24556719.7009572,-23897910.8679887
55-64,Female,Food_price,USD,-11968701.4394449,-12850325.2911203,-12553599.0384704
55-64,Female,FL,mrh-eq,-768390.438685797,-802831.239985705,-779330.771064936
55-64,Male,CED,MJ,-17612237.176441,-19554267.0625643,-18120707.9048222
55-64,Male,Food_price,USD,-8661676.32606166,-9326631.56127114,-7812306.52882455
55-64,Male,FL,mrh-eq,-577223.649784338,-643367.015947902,-582608.978361697
65-74,Female,CED,MJ,-15294173.5236529,-14892185.4500339,-15141543.165176
65-74,Female,Food_price,USD,-6850899.39689949,-6942329.57082738,-6759832.96888623
65-74,Female,FL,mrh-eq,-490379.297837221,-484427.209040465,-484090.533149452
65-74,Male,CED,MJ,-11706507.4036657,-11781770.3920217,-11799575.3011571
65-74,Male,Food_price,USD,-4872125.36132771,-5278669.82563927,-5180247.98484723
65-74,Male,FL,mrh-eq,-372267.707480872,-383677.090827851,-383232.731250539
75+,Female,CED,MJ,-12112414.2781514,-11544053.4028828,-12093657.5948158
75+,Female,Food_price,USD,-5902114.15121459,-5744982.03472105,-5893651.10666033
75+,Female,FL,mrh-eq,-402689.282181403,-384394.10327159,-402634.51226995
75+,Male,CED,MJ,-8753614.70308024,-8254616.78025394,-8242889.14020634
75+,Male,Food_price,USD,-3576812.43719526,-3269468.51037723,-3494946.72506833
75+,Male,FL,mrh-eq,-277020.155556299,-260234.51292526,-262973.340639471
