sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.18247142507999997,0,0.18247142507999997,0.18247142507999997,0.18247142507999997
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.2768910956624733,0,0.2768910956624733,0.2768910956624733,0.2768910956624733
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.00790950636,0,0.00790950636,0.00790950636,0.00790950636
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.254739573,0,0.254739573,0.254739573,0.254739573
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.1727107008285345,0,0.1727107008285345,0.1727107008285345,0.1727107008285345
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.013149,0,0.013149,0.013149,0.013149
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.6987869529099987,0,0.6987869529099987,0.6987869529099987,0.6987869529099987
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.10298628049403363,0,0.10298628049403363,0.10298628049403363,0.10298628049403363
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.01912945644000002,0,0.01912945644000002,0.01912945644000002,0.01912945644000002
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.1769815290599999,0,0.1769815290599999,0.1769815290599999,0.1769815290599999
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.3060082556729845,0,0.3060082556729845,0.3060082556729845,0.3060082556729845
