sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.4103795562346303,0.008870030109435932,0.4097998424879156,0.40221291441375573,0.4190389547402123
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.6282588862914626,0.012477415588633054,0.6237699945954795,0.6189031226281335,0.6414302078963774
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.017788537074386875,3.8448518464311623e-4,0.017763408484720817,0.017434541343856837,0.018163892106133065
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.2638483460597981,0.0011005091336055615,0.2634885678990714,0.26299854484246915,0.2650039587137448
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.17671993817201254,0.0018409095332524565,0.17717656198882348,0.17481783515313604,0.1782339109465997
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.013619171381512385,5.680544419291331e-5,0.013600600560419757,0.013575306833593646,0.013678821127359856
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,1.3076264866084408,0.023188594460431387,1.3179480581588634,1.2829131532155535,1.3235664841834691
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.19606322497037124,0.002612558627537871,0.19750328220199406,0.19327030624072944,0.19763209505313362
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.035796581220067646,6.347932024036336e-4,0.03607913665780715,0.03512004793240723,0.036232942385649475
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.3630458241762186,0.0199088230306434,0.3531087895026633,0.3502139115047371,0.3843242163202222
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.6272634684836461,0.04840517306563305,0.6186136263813166,0.5855087288377604,0.676370573916512
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.018139058893628775,9.947155135996831e-4,0.01764256934556512,0.01749793095834939,0.019202202944762266
Female,HIS,35-44,11,4706043,oil,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.23962960206017817,0.006232428691854008,0.24045861205282654,0.23339588087674892,0.24515866474985626
