sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.46084733854904,0.5238870618022846,-13.426607936009766,-13.972293949675915,-12.97850421958055
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.46084733854904,0.5238870618022846,-13.426607936009766,-13.972293949675915,-12.97850421958055
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.46084733854904,0.5238870618022846,-13.426607936009766,-13.972293949675915,-12.97850421958055
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-1.1575674146772466,0.13985566489069431,-1.1118458369591608,-1.304425783352763,-1.0495723870621028
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-1.1575674146772466,0.13985566489069431,-1.1118458369591608,-1.304425783352763,-1.0495723870621028
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-1.1575674146772466,0.13985566489069431,-1.1118458369591608,-1.304425783352763,-1.0495723870621028
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-15.163133099121714,0.5775113551664292,-15.420191576025214,-15.560118333246734,-14.547648159628721
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-15.163133099121714,0.5775113551664292,-15.420191576025214,-15.560118333246734,-14.547648159628721
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-15.163133099121714,0.5775113551664292,-15.420191576025214,-15.560118333246734,-14.547648159628721
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,-11.295534956423545,1.2086188075117565,-10.692280460722332,-12.587297151469889,-10.516539082723233
