sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.2090543139156524,0.00451854394491112,0.2087589978899255,0.20489408790799588,0.2134655585451768
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.320045744091553,0.006356207359001024,0.31775902644324816,0.31527975922685836,0.3267554389573068
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.009061782823126124,1.9586328135786382e-4,0.009048981892883626,0.008881451387383953,0.00925299504957442
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.05250573361133202,2.1900095364946784e-4,0.052434137876325906,0.05233662345011258,0.05273570014730666
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.035167209255000734,3.6634038832903255e-4,0.035258077243540784,0.034788691383269184,0.03546848933647325
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.002710210601065132,1.1304264608849064e-5,0.0027065150138090616,0.0027014815705352947,0.0027220808807626286
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.39957370002831466,0.0070857791440450445,0.4027276806005544,0.3920220037565133,0.4044445128137123
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.05991138069104749,7.98324084160973e-4,0.060351421484182925,0.05905794365676414,0.06039078305116572
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.010938423588806952,1.939748630322935e-4,0.011024764545400394,0.010731694135319086,0.011071763229190392
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.18325887831860135,0.010049608986738286,0.1782428453364816,0.17678156397903072,0.19399982069297378
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.31663110271377726,0.024434044217293515,0.31226482095057906,0.29555407540089484,0.34141946952537827
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.00915626448574148,5.021141606077458e-4,0.008905645661295529,0.008832634854290356,0.009692920117971666
Female,HIS,35-44,11,4706043,oil,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.04701439125206909,0.0012227781478176445,0.04717703977216498,0.045791359522456505,0.04809917173960016
Female,HIS,35-44,11,4706043,oil,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.02959191067973148,9.899394427928625e-4,0.03010288984854397,0.02853349535839396,0.03021599370757838
Female,HIS,35-44,11,4706043,oil,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.002392441450871216,6.22240349848178e-5,0.0024007182157305957,0.002330204511761061,0.002447643139850899
