Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-1867606.74228961,-1984321.73935095,-1980228.65355435
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-4013578.84367231,-4121086.38689836,-4299108.07982248
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-85933.2451726923,-91303.5933464764,-91115.2602583016
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-67960.3778778432,-63279.0330581288,-65059.5731652772
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-40599.1771377869,-38694.6729157628,-53517.1497333283
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-3623.03055295803,-3373.46373416776,-3468.38597283691
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-3549868.90874335,-3446224.43526902,-3769956.72054999
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-429158.800491588,-403330.676635513,-448735.681457087
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-92524.8141844448,-89823.3945275559,-98261.2468289051
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-702613.824079,-656687.845985952,-680392.106805736
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-1292741.46545792,-1231380.36716207,-1241910.11751254
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-27618.27505866,-25813.0212309625,-26744.7859827323
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-44122.3930887082,-35026.204728233,-34665.4793216638
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-33851.6836205014,-25879.5969583438,-24642.7153727549
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-2272.98005366168,-1804.38682332303,-1785.80393158521
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-772822.183834219,-761664.644509638,-836839.448131277
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-87493.3125180956,-85728.2254396865,-90860.9660500711
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-20248.7515926698,-19956.4123626442,-21926.0710453313
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-731871.011885848,-790968.730488019,-758518.406738257
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-1140324.31742702,-1219445.68646455,-1157418.12110387
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-31724.0818428027,-34285.7639305072,-32879.1544190712
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-10731.464799084,-13482.9789032283,-11403.7975134969
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-2584.71126046719,-5820.98595128157,-7271.71420842322
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-553.930545542509,-695.956609766902,-588.634626882142
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-1165428.73816443,-1239241.16830104,-1251078.21136109
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-180256.143803844,-189174.285380549,-189445.671576425
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-31903.8845642442,-33924.5171206317,-34248.5589457585
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,-399393.965139179,-313048.308168592,-306255.281633127
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,-793072.077341331,-578161.661782948,-615694.61930063
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,-18157.5264209724,-14232.0200672815,-13923.1907669862
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-15004.0061042459,-24290.4538376186,-21324.8027727354
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-8845.75776258012,-23715.5621708213,-12739.4232985772
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-767.946821846159,-1243.2530816234,-1091.46280013737
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-594469.481712386,-550647.907661297,-511160.665606302
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-74158.6655275587,-70877.741615962,-65538.9106488082
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-15744.821491599,-14584.1851895842,-13538.3458378978
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,-1702359.69806782,-1443541.25147155,-1524901.7610247
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,-3279298.70767798,-2870284.00384413,-3079086.4629216
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,-69834.6650845212,-59217.3439882444,-62554.9370610826
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,60883.8942676608,47867.4495391196,46051.1700610127
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,46863.4282243831,32700.803297282,26567.4740344881
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,3122.01483568094,2454.55533692296,2361.41984444831
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,-3694595.02926282,-3722886.49398005,-3770010.49442128
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,-423649.80312765,-440148.67198358,-432241.411755951
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,-100550.846133603,-101320.817048723,-102603.327873329
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,-546973.740695937,-504328.03359622,-544992.231555333
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,-961640.645998178,-902650.112920875,-953866.59535469
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,-21328.6350256488,-19665.7129245196,-21251.368272027
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,3108.73571287199,14146.4140084576,172.45916931255
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,87.3933486239431,1825.91787281202,951.629409900722
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,153.532681305769,698.65600494339,8.51732701840371
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,-732315.640636248,-662241.270946121,-665871.479131406
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,-67710.5016773736,-62046.9027830102,-61421.4280760362
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,-19706.6393771361,-17820.9356498968,-17918.6246785091
