sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.27542546725821404,0,0.27542546725821404,0.27542546725821404,0.27542546725821404
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.4179441212181027,0,0.4179441212181027,0.4179441212181027,0.4179441212181027
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.011938743197899164,0,0.011938743197899164,0.011938743197899164,0.011938743197899164
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.3054326637847004,0,0.3054326637847004,0.3054326637847004,0.3054326637847004
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.20708007317803684,0,0.20708007317803684,0.20708007317803684,0.20708007317803684
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.015765646651629696,0,0.015765646651629696,0.015765646651629696,0.015765646651629696
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.9123164975966941,0,0.9123164975966941,0.9123164975966941,0.9123164975966941
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.13445597736128378,0,0.13445597736128378,0.13445597736128378,0.13445597736128378
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.024974877718584206,0,0.024974877718584206,0.024974877718584206,0.024974877718584206
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.2663185612989488,0,0.2663185612989488,0.2663185612989488,0.2663185612989488
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.46047561476769383,0,0.46047561476769383,0.46047561476769383,0.46047561476769383
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.013306221270633078,0,0.013306221270633078,0.013306221270633078,0.013306221270633078
Female,HIS,35-44,11,4706043,oil,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.2983001693489496,0,0.2983001693489496,0.2983001693489496,0.2983001693489496
Female,HIS,35-44,11,4706043,oil,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.18841053411449002,0,0.18841053411449002,0.18841053411449002,0.18841053411449002
Female,HIS,35-44,11,4706043,oil,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.01517972839690704,0,0.01517972839690704,0.01517972839690704,0.01517972839690704
Female,HIS,35-44,11,4706043,sat_fat,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.8797737384809999,0,0.8797737384809999,0.8797737384809999,0.8797737384809999
Female,HIS,35-44,11,4706043,sat_fat,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.09528220231465752,0,0.09528220231465752,0.09528220231465752,0.09528220231465752
Female,HIS,35-44,11,4706043,sat_fat,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.023544709983306825,0,0.023544709983306825,0.023544709983306825,0.023544709983306825
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.27142541529870873,0,0.27142541529870873,0.27142541529870873,0.27142541529870873
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.4386415405146419,0,0.4386415405146419,0.4386415405146419,0.4386415405146419
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.012890475324365462,0,0.012890475324365462,0.012890475324365462,0.012890475324365462
Female,HIS,45-54,19,2981376,oil,g/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.29872618107753235,0,0.29872618107753235,0.29872618107753235,0.29872618107753235
Female,HIS,45-54,19,2981376,oil,g/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.20471244955119813,0,0.20471244955119813,0.20471244955119813,0.20471244955119813
Female,HIS,45-54,19,2981376,oil,g/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.014706347036523942,0,0.014706347036523942,0.014706347036523942,0.014706347036523942
Female,HIS,45-54,19,2981376,sat_fat,g/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.8758378131654663,0,0.8758378131654663,0.8758378131654663,0.8758378131654663
Female,HIS,45-54,19,2981376,sat_fat,g/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.10908708829890071,0,0.10908708829890071,0.10908708829890071,0.10908708829890071
Female,HIS,45-54,19,2981376,sat_fat,g/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.023324815993564747,0,0.023324815993564747,0.023324815993564747,0.023324815993564747
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,CED,MJ,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.26901187833328843,0,0.26901187833328843,0.26901187833328843,0.26901187833328843
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,Food_price,USD,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.3605288423668045,0,0.3605288423668045,0.3605288423668045,0.3605288423668045
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,FL,mrh-eq,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.012876431222975656,0,0.012876431222975656,0.012876431222975656,0.012876431222975656
