Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,3234770.5884521,3234770.5884521,3234770.5884521
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,6949404.18357036,6949404.18357036,6949404.18357036
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,148839.864282179,148839.864282179,148839.864282179
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,4588518.15149468,4588518.15149468,4588518.15149468
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,3200606.30832476,3200606.30832476,3200606.30832476
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,244618.143318,244618.143318,244618.143318
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,12486546.8150779,12486546.8150779,12486546.8150779
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,1477839.21910372,1477839.21910372,1477839.21910372
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,325452.982510115,325452.982510115,325452.982510115
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,847217.529663644,847217.529663644,847217.529663644
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,1557655.05395369,1557655.05395369,1557655.05395369
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,33302.3432885631,33302.3432885631,33302.3432885631
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,1149099.23585963,1149099.23585963,1149099.23585963
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,859481.91052388,859481.91052388,859481.91052388
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,59196.237102,59196.237102,59196.237102
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,2942236.66167947,2942236.66167947,2942236.66167947
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,328412.898106823,328412.898106823,328412.898106823
