age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,added_sugar,CED,MJ,-0.15591638586430207,-0.1509669085055151,-0.14016841360149207,-0.14891462164753755,0.008476826797753459,0,0,0,0,0,-0.15591638586430207,-0.1509669085055151,-0.14016841360149207,-0.14891462164753755,0.008476826797753459,-6.1698289694112844,-5.980765414582201,-5.54834066295087,-5.895375520967377,0.33535414465462937,-0.10327121100517296,-0.09999435944337834,-0.09284484718130635,-0.09863553112749156,0.005612318997547149,-0.05264517485912908,-0.050972549062136795,-0.04732356642018575,-0.050279090520046005,0.002864507800825349,0.26870144977261895,0.27949994467664196,0.28444942203542883,0.2774476578186644,0.008476826797753434,0.12853303617112682,0.12853303617112682,0.12853303617112682,0.12853303617112682,0,0.17798439071965885,0.18513390298173082,0.18841075454352543,0.183775074665844,0.005612318997547143,0.08513954353835249,0.08513954353835249,0.08513954353835249,0.08513954353835247,0,0.09071705905296011,0.09436604169491114,0.096038667491903415,0.09367258315282034,0.0028645078008253362,0.04339349263277434,0.04339349263277434,0.04339349263277434,0.04339349263277434,0,-0.10327121100517296,-0.09999435944337834,-0.09284484718130635,-0.09863553112749156,0.005612318997547149,-0.05264517485912908,-0.050972549062136795,-0.04732356642018575,-0.050279090520046005,0.002864507800825349,0,0,0,0,0,0,0,0,0,0,0.09071705905296011,0.09436604169491114,0.096038667491903415,0.09367258315282034,0.0028645078008253362,0.04339349263277434,0.04339349263277434,0.04339349263277434,0.04339349263277434,0
20-34,Female,added_sugar,FL,mrh-eq,-0.006884748666995988,-0.006681064769259851,-0.006205763569247702,-0.006585760452671777,3.667680017515334e-4,0,0,0,0,0,-0.006884748666995988,-0.006681064769259851,-0.006205763569247702,-0.006585760452671777,3.667680017515334e-4,-6.1698289694112844,-5.980765414582201,-5.54834066295087,-5.895375520967377,0.33535414465462937,-0.004560320439569174,-0.0044254683980114225,-0.004110746414071506,-0.004362356137526452,2.4284851765674718e-4,-0.0023244282274268134,-0.0022555963712484273,-0.0020950171551761976,-0.0022234043151453243,1.2391948442675606e-4,0.011911339698495024,0.01238664089850717,0.012590324796243309,0.012291336581919096,3.667680017515328e-4,0.005705576129247322,0.005705576129247322,0.005705576129247322,0.005705576129247322,0,0.007890237783519088,0.008204959767459006,0.008339811809016755,0.008141847506974035,2.4284851765674694e-4,0.0037794913694475813,0.0037794913694475813,0.0037794913694475813,0.0037794913694475813,0,0.004021101914975936,0.004181681131048167,0.004250512987226554,0.004149489074945064,1.2391948442675666e-4,0.0019260847597997396,0.0019260847597997396,0.0019260847597997396,0.0019260847597997396,0,-0.004560320439569174,-0.0044254683980114225,-0.004110746414071506,-0.004362356137526452,2.4284851765674718e-4,-0.0023244282274268134,-0.0022555963712484273,-0.0020950171551761976,-0.0022234043151453243,1.2391948442675606e-4,0,0,0,0,0,0,0,0,0,0,0.004021101914975936,0.004181681131048167,0.004250512987226554,0.004149489074945064,1.2391948442675666e-4,0.0019260847597997396,0.0019260847597997396,0.0019260847597997396,0.0019260847597997396,0
20-34,Female,added_sugar,Food_price,USD,-0.4447892749409318,-0.434536999690669,-0.39957095593795783,-0.4258655019705117,0.024955841839469164,0,0,0,0,0,-0.4447892749409318,-0.434536999690669,-0.39957095593795783,-0.4258655019705117,0.024955841839469164,-6.1698289694112844,-5.980765414582201,-5.54834066295087,-5.895375520967377,0.33535414465462937,-0.2946152035169905,-0.28782917830813143,-0.26467557140076414,-0.28208616718584784,0.016523975821664802,-0.1501740714239414,-0.14670782138253755,-0.1348953845371936,-0.14377933478466384,0.008431866155369111,0.7689759531470189,0.8039419968997301,0.814194272149993,0.7952704991795727,0.024955841839469157,0.3694049972090611,0.3694049972090611,0.3694049972090611,0.3694049972090611,0,0.5093744305745781,0.5325280374819453,0.5393140626908043,0.5267850263596617,0.01652397582166475,0.24469885917381384,0.24469885917381384,0.24469885917381384,0.24469885917381384,0,0.25960152257244085,0.27141395941778484,0.2748802094591886,0.2684854728199111,0.00843186615536912,0.12470613803524726,0.12470613803524726,0.12470613803524726,0.12470613803524726,0,-0.2946152035169905,-0.28782917830813143,-0.26467557140076414,-0.28208616718584784,0.016523975821664802,-0.1501740714239414,-0.14670782138253755,-0.1348953845371936,-0.14377933478466384,0.008431866155369111,0,0,0,0,0,0,0,0,0,0,0.25960152257244085,0.27141395941778484,0.2748802094591886,0.2684854728199111,0.00843186615536912,0.12470613803524726,0.12470613803524726,0.12470613803524726,0.12470613803524726,0
20-34,Female,oil,CED,MJ,-0.016406658061508636,-0.013452798427507849,-0.012504690987319359,-0.014156571127091113,0.0021421997265079307,0,0,0,0,0,-0.016406658061508636,-0.013452798427507849,-0.012504690987319359,-0.014156571127091113,0.0021421997265079307,-1.7577622962872157,-1.4434956608918816,-1.3421981174680355,-1.5182216580748598,0.22809107750807334,-0.013690377816315234,-0.011227000463201213,-0.010437133694365082,-0.01181419715943907,0.0017861535150139407,-0.0027162802451934026,-0.0022257979643066366,-0.002067557292954276,-0.002342373967652042,3.560464261322494e-4,0.1525235708395473,0.15347167827973576,0.15642553791373653,0.15417545097931903,0.00214219972650791,0.14001887985222788,0.14001887985222788,0.14001887985222788,0.14001887985222788,0,0.12725678717551928,0.1280466539443554,0.13051003129746938,0.12863385064059327,0.0017861535150139182,0.11681965348115417,0.11681965348115417,0.11681965348115417,0.11681965348115415,0,0.025266783664028004,0.02542502433538036,0.025915506616267122,0.025541600338725767,3.560464261322464e-4,0.023199226371073727,0.023199226371073727,0.023199226371073727,0.023199226371073727,0,-0.013690377816315234,-0.011227000463201213,-0.010437133694365082,-0.01181419715943907,0.0017861535150139407,-0.0027162802451934026,-0.0022257979643066366,-0.002067557292954276,-0.002342373967652042,3.560464261322494e-4,0,0,0,0,0,0,0,0,0,0,0.025266783664028004,0.02542502433538036,0.025915506616267122,0.025541600338725767,3.560464261322464e-4,0.023199226371073727,0.023199226371073727,0.023199226371073727,0.023199226371073727,0
20-34,Female,oil,FL,mrh-eq,-8.602553962013327e-4,-7.050274048011533e-4,-6.530620009254991e-4,-7.41259891651864e-4,1.1347384334202771e-4,0,0,0,0,0,-8.602553962013327e-4,-7.050274048011533e-4,-6.530620009254991e-4,-7.41259891651864e-4,1.1347384334202771e-4,-1.7577622962872157,-1.4434956608918816,-1.3421981174680355,-1.5182216580748598,0.22809107750807334,-7.178245989247256e-4,-5.883720743015725e-4,-5.450767689219627e-4,-6.186026775449211e-4,9.461420168093303e-5,-1.424307972766069e-4,-1.1665533049958081e-4,-1.0798523200353634e-4,-1.226572141069428e-4,1.8859652039915185e-5,0.007990449576255908,0.008042414980131564,0.008197642971531742,0.008078647466982274,1.1347384334202775e-4,0.00733738757533041,0.00733738757533041,0.00733738757533041,0.00733738757533041,0,0.006666716280550201,0.006710011585929809,0.006839464110552964,0.006740242189173159,9.461420168093371e-5,0.006121639511628238,0.006121639511628238,0.006121639511628238,0.006121639511628238,0,0.001323733295705708,0.0013324033942017526,0.001358178860978779,0.0013384052778091144,1.8859652039915232e-5,0.001215748063702172,0.001215748063702172,0.001215748063702172,0.001215748063702172,0,-7.178245989247256e-4,-5.883720743015725e-4,-5.450767689219627e-4,-6.186026775449211e-4,9.461420168093303e-5,-1.424307972766069e-4,-1.1665533049958081e-4,-1.0798523200353634e-4,-1.226572141069428e-4,1.8859652039915185e-5,0,0,0,0,0,0,0,0,0,0,0.001323733295705708,0.0013324033942017526,0.001358178860978779,0.0013384052778091144,1.8859652039915232e-5,0.001215748063702172,0.001215748063702172,0.001215748063702172,0.001215748063702172,0
20-34,Female,oil,Food_price,USD,-0.003686045823131003,-0.003177700928381817,-0.0031247539361059203,-0.0033374896660917433,3.2622140639815777e-4,0,0,0,0,0,-0.003686045823131003,-0.003177700928381817,-0.0031247539361059203,-0.0033374896660917433,3.2622140639815777e-4,-1.7577622962872157,-1.4434956608918816,-1.3421981174680355,-1.5182216580748598,0.22809107750807334,-0.0030766625398441867,-0.002653049525877186,-0.002608603626151919,-0.0027860906185935837,2.7195899230940423e-4,-6.093832832868161e-4,-5.246514025046303e-4,-5.161503099540012e-4,-5.51399047498159e-4,5.426270272567327e-5,0.033161038002106374,0.033213984994382266,0.03372232988913146,0.033373773732092195,3.2622140639816037e-4,0.03003628406600045,0.03003628406600045,0.03003628406600045,0.03003628406600045,0,0.027673911915914576,0.02771835781563985,0.028141970829606847,0.027851398908356247,2.719589923094055e-4,0.02506530828976266,0.02506530828976266,0.02506530828976266,0.025065308289762656,0,0.005487126086191795,0.005495627178742424,0.00558035905952461,0.005522374823735954,5.4262702725672964e-5,0.004970975776237794,0.004970975776237794,0.004970975776237794,0.004970975776237794,0,-0.0030766625398441867,-0.002653049525877186,-0.002608603626151919,-0.0027860906185935837,2.7195899230940423e-4,-6.093832832868161e-4,-5.246514025046303e-4,-5.161503099540012e-4,-5.51399047498159e-4,5.426270272567327e-5,0,0,0,0,0,0,0,0,0,0,0.005487126086191795,0.005495627178742424,0.00558035905952461,0.005522374823735954,5.4262702725672964e-5,0.004970975776237794,0.004970975776237794,0.004970975776237794,0.004970975776237794,0
20-34,Female,sat_fat,CED,MJ,-0.3412944857889766,-0.32714413616563864,-0.32040305984841744,-0.32974388118532866,0.011223624521814664,0,0,0,0,0,-0.3412944857889766,-0.32714413616563864,-0.32040305984841744,-0.32974388118532866,0.011223624521814664,-6.693826234396442,-6.4269279318330925,-6.287702530252406,-6.4717254409498155,0.2172415327467806,-0.26547062259347926,-0.2543285044881626,-0.24911036511713264,-0.2564070935177369,0.0087968117184635,-0.0758238631954973,-0.07281563167747603,-0.07129269473128479,-0.07333678766759182,0.002427157880248775,0.7039826493041659,0.7107237256213871,0.7248740752447251,0.7133234706410772,0.01122362452181467,0.3835795894557485,0.3835795894557485,0.3835795894557485,0.3835795894557485,0,0.5472544159277567,0.5524725552987866,0.5636146734041032,0.5545511443283608,0.008796811718463415,0.29814405081062406,0.29814405081062406,0.29814405081062406,0.29814405081062406,0,0.1567282333764093,0.15825117032260053,0.16125940184062176,0.15877232631271632,0.0024271578802487737,0.08543553864512447,0.08543553864512447,0.08543553864512447,0.08543553864512447,0,-0.26547062259347926,-0.2543285044881626,-0.24911036511713264,-0.2564070935177369,0.0087968117184635,-0.0758238631954973,-0.07281563167747603,-0.07129269473128479,-0.07333678766759182,0.002427157880248775,0,0,0,0,0,0,0,0,0,0,0.1567282333764093,0.15825117032260053,0.16125940184062176,0.15877232631271632,0.0024271578802487737,0.08543553864512447,0.08543553864512447,0.08543553864512447,0.08543553864512447,0
20-34,Female,sat_fat,FL,mrh-eq,-0.00899836316071988,-0.008631505415688936,-0.008454873465911533,-0.008698251308760353,0.00029182917223624823,0,0,0,0,0,-0.00899836316071988,-0.008631505415688936,-0.008454873465911533,-0.008698251308760353,0.00029182917223624823,-6.693826234396442,-6.4269279318330925,-6.287702530252406,-6.4717254409498155,0.2172415327467806,-0.006998240404359103,-0.006709331031324117,-0.006572611520134135,-0.00676273098284868,2.2873888376144006e-4,-0.0020001227563607796,-0.0019221743843648186,-0.001882261945777397,-0.0019355203259116746,6.309956681222593e-5,0.01858513492757005,0.018761766877347458,0.019128624622378403,0.018828512770418877,2.918291722362492e-4,0.010130261461658522,0.010130261461658522,0.010130261461658522,0.010130261461658522,0,0.014445342956063255,0.014582062467253234,0.014870971840288221,0.014635462418777797,2.2873888376144017e-4,0.007872731435929117,0.007872731435929117,0.007872731435929117,0.007872731435929117,0,0.004139791971506804,0.004179704410094225,0.004257652782090186,0.004193050351641081,6.309956681222555e-5,0.0022575300257294067,0.0022575300257294067,0.0022575300257294067,0.0022575300257294067,0,-0.006998240404359103,-0.006709331031324117,-0.006572611520134135,-0.00676273098284868,2.2873888376144006e-4,-0.0020001227563607796,-0.0019221743843648186,-0.001882261945777397,-0.0019355203259116746,6.309956681222593e-5,0,0,0,0,0,0,0,0,0,0,0.004139791971506804,0.004179704410094225,0.004257652782090186,0.004193050351641081,6.309956681222555e-5,0.0022575300257294067,0.0022575300257294067,0.0022575300257294067,0.0022575300257294067,0
20-34,Female,sat_fat,Food_price,USD,-0.016011711425342044,-0.015370361843482077,-0.01506741702877348,-0.01548910035827203,5.075235902893551e-4,0,0,0,0,0,-0.016011711425342044,-0.015370361843482077,-0.01506741702877348,-0.01548910035827203,5.075235902893551e-4,-6.693826234396442,-6.4269279318330925,-6.287702530252406,-6.4717254409498155,0.2172415327467806,-0.012452577009771678,-0.011947489825943246,-0.01171305815256987,-0.012042456671716951,3.9781476336034935e-4,-0.003559134415570366,-0.0034228720175388284,-0.0033543588762036123,-0.0034466436865550816,1.0972517770130327e-4,0.03318461746629838,0.03348756228100697,0.034128911862866956,0.03360630079579694,5.075235902893618e-4,0.0181172004375249,0.0181172004375249,0.0181172004375249,0.0181172004375249,0,0.02579304818687438,0.02602747986024775,0.026532567044076184,0.026122446706021457,3.978147633603488e-4,0.014079990034304508,0.014079990034304508,0.014079990034304508,0.01407999003430451,0,0.007391569279424009,0.007460082420759224,0.007596344818790763,0.007483854089775478,1.0972517770130365e-4,0.0040372104032203975,0.0040372104032203975,0.0040372104032203975,0.0040372104032203975,0,-0.012452577009771678,-0.011947489825943246,-0.01171305815256987,-0.012042456671716951,3.9781476336034935e-4,-0.003559134415570366,-0.0034228720175388284,-0.0033543588762036123,-0.0034466436865550816,1.0972517770130327e-4,0,0,0,0,0,0,0,0,0,0,0.007391569279424009,0.007460082420759224,0.007596344818790763,0.007483854089775478,1.0972517770130365e-4,0.0040372104032203975,0.0040372104032203975,0.0040372104032203975,0.0040372104032203975,0
20-34,Male,added_sugar,CED,MJ,-0.13888821263621157,-0.1328824205510589,-0.13230147657574864,-0.13478587602819658,0.0038386700914093044,0,0,0,0,0,-0.13888821263621157,-0.1328824205510589,-0.13230147657574864,-0.13478587602819658,0.0038386700914093044,-5.2888140768944885,-5.060659285153937,-5.0369564009607775,-5.132396796574074,0.14639321732718732,-0.09192691013256003,-0.08794928935317829,-0.08757009172641253,-0.08921189396813127,0.002540425674804864,-0.046961302503651554,-0.044933131197880616,-0.044731384849336156,-0.04557398206006535,0.0012982489222146865,0.28769683320431255,0.2882777771796228,0.29428356926477556,0.2901812326567605,0.0038386700914093685,0.1553953566285639,0.1553953566285639,0.1553953566285639,0.1553953566285639,0,0.19043193739926306,0.1908111350260288,0.19478875580541052,0.19207373964098176,0.002540425674804831,0.10286184567285053,0.10286184567285053,0.10286184567285053,0.10286184567285055,0,0.09726489580504953,0.097466642153594,0.09949481345936494,0.09810749301577874,0.001298248922214691,0.05253351095571338,0.05253351095571338,0.05253351095571338,0.05253351095571338,0,-0.09192691013256003,-0.08794928935317829,-0.08757009172641253,-0.08921189396813127,0.002540425674804864,-0.046961302503651554,-0.044933131197880616,-0.044731384849336156,-0.04557398206006535,0.0012982489222146865,0,0,0,0,0,0,0,0,0,0,0.09726489580504953,0.097466642153594,0.09949481345936494,0.09810749301577874,0.001298248922214691,0.05253351095571338,0.05253351095571338,0.05253351095571338,0.05253351095571338,0
