age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,added_sugar,CED,MJ,-0.15263905315328863,-0.14030131047636557,-0.1397346594775959,-0.14443151808273516,0.00767608755777166,0,0,0,0,0,-0.15263905315328863,-0.14030131047636557,-0.1397346594775959,-0.14443151808273516,0.00767608755777166,-5.923865106194992,-5.446959121491394,-5.419039914044742,-5.60449834158155,0.2986789241421339,-0.1009878134395875,-0.09283038533384347,-0.09243888178819618,-0.09555527114440372,0.0050807176390683636,-0.05165123971370117,-0.04747092514252211,-0.047295777689399715,-0.04887624693833147,0.0025953917535652443,0.27681070426892324,0.27737735526769297,0.28971509794461603,0.2815075628740626,0.007676087557771693,0.1370760447913274,0.1370760447913274,0.1370760447913274,0.1370760447913274,0,0.1831089816980664,0.18350048524371368,0.1916579133494577,0.18622537105427392,0.00508071763906836,0.0906700999098702,0.0906700999098702,0.0906700999098702,0.0906700999098702,0,0.09370172257085696,0.09387687002397932,0.09805718459515836,0.09528219181978868,0.00259539175356523,0.04640594488145722,0.04640594488145722,0.04640594488145722,0.04640594488145722,0,-0.1009878134395875,-0.09283038533384347,-0.09243888178819618,-0.09555527114440372,0.0050807176390683636,-0.05165123971370117,-0.04747092514252211,-0.047295777689399715,-0.04887624693833147,0.0025953917535652443,0,0,0,0,0,0,0,0,0,0,0.09370172257085696,0.09387687002397932,0.09805718459515836,0.09528219181978868,0.00259539175356523,0.04640594488145722,0.04640594488145722,0.04640594488145722,0.04640594488145722,0
20-34,HIS,added_sugar,FL,mrh-eq,-0.006122100670639957,-0.0056466684488295825,-0.005563916160966976,-0.005784450881793711,3.170890468361163e-4,0,0,0,0,0,-0.006122100670639957,-0.0056466684488295825,-0.005563916160966976,-0.005784450881793711,3.170890468361163e-4,-5.923865106194992,-5.446959121491394,-5.419039914044742,-5.60449834158155,0.2986789241421339,-0.004050937464561134,-0.0037365605964560593,-0.003681147966205641,-0.003827425241317342,2.0993234098243632e-4,-0.0020711632060788233,-0.0019101078523735234,-0.0018827681947613344,-0.0019570256404763692,1.0715748468263977e-4,0.010985725433446525,0.011068477721309132,0.011543909943119506,0.011206260154273262,3.170890468361165e-4,0.005421809272479548,0.005421809272479548,0.005421809272479548,0.005421809272479548,0,0.007267877304233249,0.007323289934483666,0.00763766680258874,0.007414154579344949,2.0993234098243608e-4,0.003586729338027606,0.003586729338027606,0.003586729338027606,0.003586729338027606,0,0.0037178481292132765,0.0037451877868254655,0.003906243140530765,0.0037921055749283116,1.0715748468263972e-4,0.001835079934451942,0.001835079934451942,0.001835079934451942,0.001835079934451942,0,-0.004050937464561134,-0.0037365605964560593,-0.003681147966205641,-0.003827425241317342,2.0993234098243632e-4,-0.0020711632060788233,-0.0019101078523735234,-0.0018827681947613344,-0.0019570256404763692,1.0715748468263977e-4,0,0,0,0,0,0,0,0,0,0,0.0037178481292132765,0.0037451877868254655,0.003906243140530765,0.0037921055749283116,1.0715748468263972e-4,0.001835079934451942,0.001835079934451942,0.001835079934451942,0.001835079934451942,0
20-34,HIS,added_sugar,Food_price,USD,-0.3647372736243627,-0.3352042908132182,-0.3346366356888142,-0.34536756368575877,0.01812324540590305,0,0,0,0,0,-0.3647372736243627,-0.3352042908132182,-0.3346366356888142,-0.34536756368575877,0.01812324540590305,-5.923865106194992,-5.446959121491394,-5.419039914044742,-5.60449834158155,0.2986789241421339,-0.2412969696901098,-0.2217319625961515,-0.22139615836174048,-0.22847905131879967,0.011993723801919065,-0.12344030393425294,-0.1134723282170667,-0.11324047732707376,-0.11688851236695907,0.006129575872652297,0.6645943409568621,0.665161996081266,0.6946949788924105,0.6753252689538066,0.018123245405903037,0.32995770526804774,0.32995770526804774,0.32995770526804774,0.32995770526804774,0,0.4396357459285742,0.43997155016298517,0.4595365572569434,0.4467186388856333,0.01199372380191901,0.21823958756683368,0.21823958756683368,0.21823958756683368,0.21823958756683368,0,0.2249585950282878,0.22519044591828077,0.23515842163546705,0.22860663006817314,0.006129575872652313,0.11171811770121408,0.11171811770121408,0.11171811770121408,0.11171811770121408,0,-0.2412969696901098,-0.2217319625961515,-0.22139615836174048,-0.22847905131879967,0.011993723801919065,-0.12344030393425294,-0.1134723282170667,-0.11324047732707376,-0.11688851236695907,0.006129575872652297,0,0,0,0,0,0,0,0,0,0,0.2249585950282878,0.22519044591828077,0.23515842163546705,0.22860663006817314,0.006129575872652313,0.11171811770121408,0.11171811770121408,0.11171811770121408,0.11171811770121408,0
20-34,HIS,oil,CED,MJ,0.006642460157652227,0.007210595922938908,0.010738374092203809,0.008249066941878635,0.002335818806240153,0,0,0,0,0,0.006642460157652227,0.007210595922938908,0.010738374092203809,0.008249066941878635,0.002335818806240153,0.7243606408789433,0.7872303236379262,1.1645551751649053,0.8975654705740652,0.25061249756246795,0.005560433170802492,0.006036941526961826,0.008982641240807762,0.006903324459483441,0.001951191841282342,0.0010820269868497359,0.0011736543959770809,0.0017557328513960486,0.001345742482395194,3.846285882911263e-4,0.14359801115384904,0.14712578932311393,0.1476939250884006,0.1460873183041742,0.0023358188062401497,0.15433638524605284,0.15433638524605284,0.15433638524605284,0.15433638524605284,0,0.11994265800256622,0.12288835771641217,0.12336486607257151,0.12202197478389055,0.0019511918412823473,0.12892529924337398,0.12892529924337398,0.12892529924337398,0.12892529924337398,0,0.023655353151282803,0.02423743160670177,0.024329059015829116,0.024065343520283656,3.8462858829112564e-4,0.025411086002678853,0.025411086002678853,0.025411086002678853,0.025411086002678853,0,0.005560433170802492,0.006036941526961826,0.008982641240807762,0.006903324459483441,0.001951191841282342,0.0010820269868497359,0.0011736543959770809,0.0017557328513960486,0.001345742482395194,3.846285882911263e-4,0,0,0,0,0,0,0,0,0,0,0.023655353151282803,0.02423743160670177,0.024329059015829116,0.024065343520283656,3.8462858829112564e-4,0.025411086002678853,0.025411086002678853,0.025411086002678853,0.025411086002678853,0
20-34,HIS,oil,FL,mrh-eq,3.492054371677679e-4,3.7935852820087924e-4,5.625180624352338e-4,4.330449994995611e-4,1.2151619857006971e-4,0,0,0,0,0,3.492054371677679e-4,3.7935852820087924e-4,5.625180624352338e-4,4.330449994995611e-4,1.2151619857006971e-4,0.7243606408789433,0.7872303236379262,1.1645551751649053,0.8975654705740652,0.25061249756246795,2.9231773137086106e-4,3.176059904030633e-4,4.7054607491720007e-4,3.623961046072509e-4,1.015080271826788e-4,5.688770579690686e-5,6.175253779781584e-5,9.19719875180338e-5,7.064889489231023e-5,2.000825570918068e-5,0.007467324253017731,0.007650483787252085,0.007680636878285197,0.007596797315953404,1.2151619857006984e-4,0.008029842315452965,0.008029842315452965,0.008029842315452965,0.008029842315452965,0,0.0062372775107951,0.006390217595309237,0.006415505854341439,0.00634542748110505,1.015080271826789e-4,0.006707823585712301,0.006707823585712301,0.006707823585712301,0.006707823585712301,0,0.0012300467422226298,0.0012602661919428478,0.0012651310239437568,0.0012513698348483532,2.0008255709180666e-5,0.0013220187297406638,0.0013220187297406638,0.0013220187297406638,0.0013220187297406638,0,2.9231773137086106e-4,3.176059904030633e-4,4.7054607491720007e-4,3.623961046072509e-4,1.015080271826788e-4,5.688770579690686e-5,6.175253779781584e-5,9.19719875180338e-5,7.064889489231023e-5,2.000825570918068e-5,0,0,0,0,0,0,0,0,0,0,0.0012300467422226298,0.0012602661919428478,0.0012651310239437568,0.0012513698348483532,2.0008255709180666e-5,0.0013220187297406638,0.0013220187297406638,0.0013220187297406638,0.0013220187297406638,0
20-34,HIS,oil,Food_price,USD,-4.726732601208644e-4,-3.5596356260663445e-4,2.6919642988431383e-5,-2.625693492449377e-4,2.751021874969596e-4,0,0,0,0,0,-4.726732601208644e-4,-3.5596356260663445e-4,2.6919642988431383e-5,-2.625693492449377e-4,2.751021874969596e-4,0.7243606408789433,0.7872303236379262,1.1645551751649053,0.8975654705740652,0.25061249756246795,-3.942230112512875e-4,-2.968837871442969e-4,2.2451751804184688e-5,-2.18990343340265e-4,2.2944308871869726e-4,-7.845024886957689e-5,-5.9079775462337554e-5,4.4678911842467e-6,-4.357900590467268e-5,4.565909877826231e-5,0.01677496721067478,0.01715785041626985,0.017274560113784077,0.017064456202908154,2.751021874969602e-4,0.016801886853663215,0.016801886853663215,0.016801886853663215,0.016801886853663215,0,0.013990802199690422,0.014310137738638904,0.014407476962745894,0.014232244294834872,2.2944308871869737e-4,0.014013253951494607,0.014013253951494607,0.014013253951494607,0.014013253951494607,0,0.002784165010984362,0.0028477126776309462,0.002867083151038185,0.0028322119080732813,4.565909877826201e-5,0.0027886329021686086,0.0027886329021686086,0.0027886329021686086,0.0027886329021686086,0,-3.942230112512875e-4,-2.968837871442969e-4,2.2451751804184688e-5,-2.18990343340265e-4,2.2944308871869726e-4,-7.845024886957689e-5,-5.9079775462337554e-5,4.4678911842467e-6,-4.357900590467268e-5,4.565909877826231e-5,0,0,0,0,0,0,0,0,0,0,0.002784165010984362,0.0028477126776309462,0.002867083151038185,0.0028322119080732813,4.565909877826201e-5,0.0027886329021686086,0.0027886329021686086,0.0027886329021686086,0.0027886329021686086,0
20-34,HIS,sat_fat,CED,MJ,-0.3356715251332881,-0.3356689034678333,-0.3320575942203954,-0.3344026972987164,0.002195523776498683,0,0,0,0,0,-0.3356715251332881,-0.3356689034678333,-0.3320575942203954,-0.3344026972987164,0.002195523776498683,-6.4656141748354115,-6.465133466979443,-6.396077898233896,-6.441072112281344,0.042114464824396146,-0.2565231159815157,-0.25652107945821706,-0.25375860502971437,-0.25555250475463676,0.0016794774457828969,-0.07915033848963414,-0.07914568030088077,-0.0782988820052443,-0.07885019254407967,5.160520629508824e-4,0.7690305578130903,0.7726418670605282,0.772644488725983,0.7713756608914113,0.002195523776498683,0.4369729635926949,0.4369729635926949,0.4369729635926949,0.4369729635926949,0,0.5876741827857178,0.5904366572142206,0.5904386937375191,0.5894680825106401,0.001679477445782913,0.3339155777560034,0.3339155777560034,0.3339155777560034,0.3339155777560034,0,0.1813562678419357,0.1822030661375722,0.18220772432632557,0.1819075783807711,5.160520629508904e-4,0.10305738583669143,0.10305738583669143,0.10305738583669143,0.10305738583669143,0,-0.2565231159815157,-0.25652107945821706,-0.25375860502971437,-0.25555250475463676,0.0016794774457828969,-0.07915033848963414,-0.07914568030088077,-0.0782988820052443,-0.07885019254407967,5.160520629508824e-4,0,0,0,0,0,0,0,0,0,0,0.1813562678419357,0.1822030661375722,0.18220772432632557,0.1819075783807711,5.160520629508904e-4,0.10305738583669143,0.10305738583669143,0.10305738583669143,0.10305738583669143,0
20-34,HIS,sat_fat,FL,mrh-eq,-0.009223711444355293,-0.009223400584352707,-0.009124447695723282,-0.009188789346238027,6.023202688521526e-5,0,0,0,0,0,-0.009223711444355293,-0.009223400584352707,-0.009124447695723282,-0.009188789346238027,6.023202688521526e-5,-6.4656141748354115,-6.465133466979443,-6.396077898233896,-6.441072112281344,0.042114464824396146,-0.007048734648471921,-0.007048608052615763,-0.006972858407952982,-0.007022073649525719,4.6074387980340305e-5,-0.002174976795883373,-0.0021747925317369453,-0.0021515892877703004,-0.0021667156967123077,1.4157797036057153e-5,0.021132969267051,0.02123192215568043,0.021232233015683017,0.021197310917565753,6.023202688521776e-5,0.012008521571327722,0.012008521571327722,0.012008521571327722,0.012008521571327722,0,0.01614917493023345,0.01622492457489623,0.01622505117075239,0.016198390171806187,4.607438798033905e-5,0.00917631652228047,0.00917631652228047,0.00917631652228047,0.00917631652228047,0,0.004983794336817552,0.005006997580784197,0.005007181844930625,0.004998920745759559,1.415779703605728e-5,0.0028322050490472515,0.0028322050490472515,0.0028322050490472515,0.0028322050490472515,0,-0.007048734648471921,-0.007048608052615763,-0.006972858407952982,-0.007022073649525719,4.6074387980340305e-5,-0.002174976795883373,-0.0021747925317369453,-0.0021515892877703004,-0.0021667156967123077,1.4157797036057153e-5,0,0,0,0,0,0,0,0,0,0,0.004983794336817552,0.005006997580784197,0.005007181844930625,0.004998920745759559,1.415779703605728e-5,0.0028322050490472515,0.0028322050490472515,0.0028322050490472515,0.0028322050490472515,0
20-34,HIS,sat_fat,Food_price,USD,-0.01652539528490706,-0.016521729392585522,-0.016348089083859714,-0.016462089246478764,1.0665906411395172e-4,0,0,0,0,0,-0.01652539528490706,-0.016521729392585522,-0.016348089083859714,-0.016462089246478764,1.0665906411395172e-4,-6.4656141748354115,-6.465133466979443,-6.396077898233896,-6.441072112281344,0.042114464824396146,-0.01262796713612151,-0.01262536382346076,-0.012492443488318879,-0.01257963855241475,8.158319382809991e-5,-0.003897428148785552,-0.0038963655691247635,-0.003855645595540834,-0.0038824506940640124,2.5076161292416298e-5,0.03787856282873527,0.038052203137461084,0.03805586902978263,0.03799256299135432,1.0665906411395373e-4,0.02153047374487556,0.02153047374487556,0.02153047374487556,0.02153047374487556,0,0.02894406415228733,0.02907698448742921,0.02907958780008996,0.029031259216383196,8.15831938280969e-5,0.01645162066396845,0.01645162066396845,0.01645162066396845,0.01645162066396845,0,0.008934498676447944,0.008975218650031872,0.008976281229692662,0.00896130377497112,2.507616129241656e-5,0.005078853080907108,0.005078853080907108,0.005078853080907108,0.005078853080907108,0,-0.01262796713612151,-0.01262536382346076,-0.012492443488318879,-0.01257963855241475,8.158319382809991e-5,-0.003897428148785552,-0.0038963655691247635,-0.003855645595540834,-0.0038824506940640124,2.5076161292416298e-5,0,0,0,0,0,0,0,0,0,0,0.008934498676447944,0.008975218650031872,0.008976281229692662,0.00896130377497112,2.507616129241656e-5,0.005078853080907108,0.005078853080907108,0.005078853080907108,0.005078853080907108,0
20-34,NHB,added_sugar,CED,MJ,-0.20418702147395815,-0.195936629641563,-0.192831099662317,-0.1977418443268785,0.006177883916258197,0,0,0,0,0,-0.20418702147395815,-0.195936629641563,-0.192831099662317,-0.1977418443268785,0.006177883916258197,-7.837107989605214,-7.519887561118214,-7.387903432648529,-7.584882754106746,0.2430315401970879,-0.13506733738914184,-0.12961022450626586,-0.12756577172305034,-0.13080764910263795,0.0040821064312840955,-0.0691196840848163,-0.06632640513529713,-0.06526532793926669,-0.06693419522424054,0.00209578363170733,0.3443062663470886,0.34741179632633457,0.35566218815872985,0.34921701101165015,0.006177883916258252,0.15147516668477165,0.15147516668477165,0.15147516668477165,0.15147516668477165,0,0.22776830824526897,0.22981276102848452,0.2352698739113605,0.23101018562485662,0.00408210643128408,0.10020253652221867,0.10020253652221867,0.10020253652221867,0.10020253652221867,0,0.11653795810181967,0.1175990352978501,0.12039231424736924,0.1182068253867935,0.002095783631707309,0.05127263016255298,0.05127263016255298,0.05127263016255298,0.05127263016255298,0,-0.13506733738914184,-0.12961022450626586,-0.12756577172305034,-0.13080764910263795,0.0040821064312840955,-0.0691196840848163,-0.06632640513529713,-0.06526532793926669,-0.06693419522424054,0.00209578363170733,0,0,0,0,0,0,0,0,0,0,0.11653795810181967,0.1175990352978501,0.12039231424736924,0.1182068253867935,0.002095783631707309,0.05127263016255298,0.05127263016255298,0.05127263016255298,0.05127263016255298,0
