age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-0.14728402129766868,-0.14179904939739738,-0.13618030122329902,-0.1417521103539493,0.005844204574303353,0,0,0,0,0,-0.14728402129766868,-0.14179904939739738,-0.13618030122329902,-0.1417521103539493,0.005844204574303353,-5.72320198018778,-5.514321278571409,-5.289096449023392,-5.508586496841008,0.22853056778842928,-0.0975202628808947,-0.09388815915656586,-0.0901708309215136,-0.09385825581946994,0.003868208773193907,-0.04976375841677396,-0.04791089024083151,-0.04600947030178543,-0.04789385453447936,0.0019759961903080695,0.27833108371332055,0.2839498318874189,0.28943480378769026,0.28390289284397086,0.005844204574303366,0.1421507824900216,0.1421507824900216,0.1421507824900216,0.1421507824900216,0,0.18429462490974058,0.1880119531447928,0.19164405686912167,0.18798204980769687,0.003868208773193907,0.09412379398822696,0.09412379398822696,0.09412379398822696,0.09412379398822696,0,0.09403645880358004,0.09593787874262613,0.09779074691856855,0.09592084303627396,0.001975996190308059,0.048026988501794626,0.048026988501794626,0.048026988501794626,0.048026988501794626,0,-0.0975202628808947,-0.09388815915656586,-0.0901708309215136,-0.09385825581946994,0.003868208773193907,-0.04976375841677396,-0.04791089024083151,-0.04600947030178543,-0.04789385453447936,0.0019759961903080695,0,0,0,0,0,0,0,0,0,0,0.09403645880358004,0.09593787874262613,0.09779074691856855,0.09592084303627396,0.001975996190308059,0.048026988501794626,0.048026988501794626,0.048026988501794626,0.048026988501794626,0
20-34,added_sugar,FL,mrh-eq,-0.006204872765582254,-0.005979517362772992,-0.0057378306196447975,-0.005973787067924244,2.458617443098247e-4,0,0,0,0,0,-0.006204872765582254,-0.005979517362772992,-0.0057378306196447975,-0.005973787067924244,2.458617443098247e-4,-5.72320198018778,-5.514321278571409,-5.289096449023392,-5.508586496841008,0.22853056778842928,-0.004108670791087386,-0.0039594400522513055,-0.0037995115877590933,-0.003955686464301785,1.627478379498099e-4,-0.0020962019744948683,-0.0020200773105216864,-0.0019383190318857046,-0.002018100603622458,8.311391703826497e-5,0.011710488228144716,0.01195217497127291,0.01217753037408217,0.011946444676424162,2.458617443098243e-4,0.005972657608499919,0.005972657608499919,0.005972657608499919,0.005972657608499919,0,0.007754507650826186,0.007914436115318398,0.008063666854154475,0.007910682527368876,1.6274783794980818e-4,0.003954996063067089,0.003954996063067089,0.003954996063067089,0.003954996063067089,0,0.003955980577318533,0.004037738855954515,0.004113863519927697,0.004035762149055286,8.31139170382653e-5,0.0020176615454328283,0.0020176615454328283,0.0020176615454328283,0.0020176615454328283,0,-0.004108670791087386,-0.0039594400522513055,-0.0037995115877590933,-0.003955686464301785,1.627478379498099e-4,-0.0020962019744948683,-0.0020200773105216864,-0.0019383190318857046,-0.002018100603622458,8.311391703826497e-5,0,0,0,0,0,0,0,0,0,0,0.003955980577318533,0.004037738855954515,0.004113863519927697,0.004035762149055286,8.31139170382653e-5,0.0020176615454328283,0.0020176615454328283,0.0020176615454328283,0.0020176615454328283,0
20-34,added_sugar,Food_price,USD,-0.40314761598026094,-0.3901123666338448,-0.37177242363578056,-0.38825107061572267,0.01659174626737765,0,0,0,0,0,-0.40314761598026094,-0.3901123666338448,-0.37177242363578056,-0.38825107061572267,0.01659174626737765,-5.72320198018778,-5.514321278571409,-5.289096449023392,-5.508586496841008,0.22853056778842928,-0.2669416897222322,-0.25831072658645904,-0.24617323706871108,-0.2570803664524328,0.010982574984498495,-0.13620592625802877,-0.13180164004738565,-0.1255991865670694,-0.13117070416328983,0.005609171573256707,0.7598547003707137,0.7781946433687781,0.7912298927151942,0.776333347350656,0.016591746267377708,0.3880822767349332,0.3880822767349332,0.3880822767349332,0.3880822767349332,0,0.5031443156215024,0.5152818051392504,0.5239127682750235,0.514051445005224,0.010982574984498467,0.2569710785527913,0.2569710785527913,0.2569710785527913,0.2569710785527913,0,0.2567103847492113,0.2629128382295276,0.26731712444017064,0.26228190234543175,0.005609171573256696,0.1311111981821419,0.1311111981821419,0.1311111981821419,0.1311111981821419,0,-0.2669416897222322,-0.25831072658645904,-0.24617323706871108,-0.2570803664524328,0.010982574984498495,-0.13620592625802877,-0.13180164004738565,-0.1255991865670694,-0.13117070416328983,0.005609171573256707,0,0,0,0,0,0,0,0,0,0,0.2567103847492113,0.2629128382295276,0.26731712444017064,0.26228190234543175,0.005609171573256696,0.1311111981821419,0.1311111981821419,0.1311111981821419,0.1311111981821419,0
20-34,oil,CED,MJ,-0.0027989726259705318,9.557605646289784e-4,0.0016129969886805786,-1.3108040608958652e-4,0.002505596945561936,0,0,0,0,0,-0.0027989726259705318,9.557605646289784e-4,0.0016129969886805786,-1.3108040608958652e-4,0.002505596945561936,-0.29792124459767966,0.10258915756871655,0.17289453130029403,-0.013272255917184755,0.26734180094495236,-0.0023273738679626043,8.083948476608207e-4,0.0013571648788459696,-9.932398898418865e-5,0.0020925060748901354,-4.7159875800792633e-4,1.4736571696815934e-4,2.558321098346085e-4,-3.175641710539737e-5,4.1309087559105915e-4,0.1480648028991087,0.14872203932316033,0.1524767725137598,0.14980888029387887,0.0025055969455619162,0.1496777998877893,0.1496777998877893,0.1496777998877893,0.1496777998877893,0,0.12364930384246622,0.12419807387365138,0.12733384258927477,0.12510579271029637,0.002092506074890115,0.12500646872131219,0.12500646872131219,0.12500646872131219,0.12500646872131219,0,0.02441549905664249,0.024523965449508942,0.02514292992448502,0.024703087583582497,4.1309087559105714e-4,0.0246713311664771,0.0246713311664771,0.0246713311664771,0.0246713311664771,0,-0.0023273738679626043,8.083948476608207e-4,0.0013571648788459696,-9.932398898418865e-5,0.0020925060748901354,-4.7159875800792633e-4,1.4736571696815934e-4,2.558321098346085e-4,-3.175641710539737e-5,4.1309087559105915e-4,0,0,0,0,0,0,0,0,0,0,0.02441549905664249,0.024523965449508942,0.02514292992448502,0.024703087583582497,4.1309087559105714e-4,0.0246713311664771,0.0246713311664771,0.0246713311664771,0.0246713311664771,0
20-34,oil,FL,mrh-eq,-1.5133096620793517e-4,4.6102907432499944e-5,7.60572781383663e-5,-1.2661830439278574e-5,1.300492217718418e-4,0,0,0,0,0,-1.5133096620793517e-4,4.6102907432499944e-5,7.60572781383663e-5,-1.2661830439278574e-5,1.300492217718418e-4,-0.29792124459767966,0.10258915756871655,0.17289453130029403,-0.013272255917184755,0.26734180094495236,-1.2584700102137307e-4,3.9034368576547395e-5,6.404906387223996e-5,-1.0041657494409768e-5,1.0860665129750368e-4,-2.5483965186562144e-5,7.068538855952559e-6,1.2008214266126312e-5,-2.620172944868828e-6,2.144257047918964e-5,0.0076874809761723175,0.007717435346878184,0.007914869220518619,0.007776200084749962,1.3004922177184178e-4,0.007763538254310686,0.007763538254310686,0.007763538254310686,0.007763538254310687,0,0.006419813252787776,0.0064448279480834696,0.006609709317681391,0.006493903974154427,1.0860665129750441e-4,0.006483862316660017,0.006483862316660017,0.006483862316660017,0.006483862316660017,0,0.001267667723384542,0.0012726073987947156,0.0013051599028372303,0.001282296110595537,2.144257047918962e-5,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0,-1.2584700102137307e-4,3.9034368576547395e-5,6.404906387223996e-5,-1.0041657494409768e-5,1.0860665129750368e-4,-2.5483965186562144e-5,7.068538855952559e-6,1.2008214266126312e-5,-2.620172944868828e-6,2.144257047918964e-5,0,0,0,0,0,0,0,0,0,0,0.001267667723384542,0.0012726073987947156,0.0013051599028372303,0.001282296110595537,2.144257047918962e-5,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0
20-34,oil,Food_price,USD,-9.155311722390794e-4,1.7160603398820945e-4,2.2444217962958856e-4,-1.9130661884895185e-4,6.773199871478424e-4,0,0,0,0,0,-9.155311722390794e-4,1.7160603398820945e-4,2.2444217962958856e-4,-1.9130661884895185e-4,6.773199871478424e-4,-0.29792124459767966,0.10258915756871655,0.17289453130029403,-0.013272255917184755,0.26734180094495236,-7.630455649854683e-4,1.4507000802829563e-4,1.8932898370769505e-4,-1.580375699837621e-4,5.65824157545937e-4,-1.5248560725361106e-4,2.653602595991397e-5,3.511319592189368e-5,-3.326904886518966e-5,1.1149585117959953e-4,0.029685043664654666,0.029737879810296044,0.030825017016523338,0.030100792463133203,6.773199871478435e-4,0.029909485844284257,0.029909485844284257,0.029909485844284257,0.029909485844284257,0,0.024791737343433665,0.02483599631911306,0.025744111892126827,0.02513910389712512,5.658241575459373e-4,0.02498106632714136,0.02498106632714136,0.02498106632714136,0.024981066327141355,0,0.004893306321221005,0.004901883491182983,0.005080905124396507,0.004961688566008087,1.1149585117959904e-4,0.004928419517142897,0.004928419517142897,0.004928419517142897,0.004928419517142897,0,-7.630455649854683e-4,1.4507000802829563e-4,1.8932898370769505e-4,-1.580375699837621e-4,5.65824157545937e-4,-1.5248560725361106e-4,2.653602595991397e-5,3.511319592189368e-5,-3.326904886518966e-5,1.1149585117959953e-4,0,0,0,0,0,0,0,0,0,0,0.004893306321221005,0.004901883491182983,0.005080905124396507,0.004961688566008087,1.1149585117959904e-4,0.004928419517142897,0.004928419517142897,0.004928419517142897,0.004928419517142897,0
20-34,sat_fat,CED,MJ,-0.35002211707097974,-0.3500204415375912,-0.3394397216144857,-0.34630849613769055,0.006430805513782227,0,0,0,0,0,-0.35002211707097974,-0.3500204415375912,-0.3394397216144857,-0.34630849613769055,0.006430805513782227,-6.880671446153232,-6.875970414182477,-6.668518772005665,-6.804829849197895,0.12752856446193897,-0.26981177552667124,-0.2696568031695776,-0.26153729407533305,-0.26686222887584043,0.004982286029679227,-0.08035715746155513,-0.08020050957107294,-0.0778942710993056,-0.07944626726185008,0.001451530455000025,0.7516978437278031,0.7622785636509087,0.7622802391842971,0.7585666182510079,0.006430805513782227,0.41225812211331747,0.41225812211331747,0.41225812211331747,0.41225812211331747,0,0.579069251120315,0.5871887602145593,0.5873437325716531,0.5843941859208223,0.0049822860296791635,0.3175319570449819,0.3175319570449819,0.3175319570449819,0.3175319570449819,0,0.17262043616764122,0.17492667463940853,0.17508332252989067,0.17417243233018567,0.0014515304550000003,0.09472616506833557,0.09472616506833557,0.09472616506833557,0.09472616506833557,0,-0.26981177552667124,-0.2696568031695776,-0.26153729407533305,-0.26686222887584043,0.004982286029679227,-0.08035715746155513,-0.08020050957107294,-0.0778942710993056,-0.07944626726185008,0.001451530455000025,0,0,0,0,0,0,0,0,0,0,0.17262043616764122,0.17492667463940853,0.17508332252989067,0.17417243233018567,0.0014515304550000003,0.09472616506833557,0.09472616506833557,0.09472616506833557,0.09472616506833557,0
20-34,sat_fat,FL,mrh-eq,-0.0093979630730306,-0.009388833816657288,-0.009113386514320677,-0.009295388888249113,1.7024146528132246e-4,0,0,0,0,0,-0.0093979630730306,-0.009388833816657288,-0.009113386514320677,-0.009295388888249113,1.7024146528132246e-4,-6.880671446153232,-6.875970414182477,-6.668518772005665,-6.804829849197895,0.12752856446193897,-0.007238918935335735,-0.007236006941733358,-0.007020599866065571,-0.0071614472638156694,1.3180465130463448e-4,-0.0021590441376948656,-0.002152826874923933,-0.002092786648255107,-0.002133941624433444,3.851715470043548e-5,0.020189782062179307,0.02046522936451592,0.020474358620889234,0.02037178443610774,1.7024146528132398e-4,0.011076395547858631,0.011076395547858631,0.011076395547858631,0.011076395547858631,0,0.015550189014850193,0.015765596090517982,0.015768508084120357,0.015691036412600293,1.318046513046347e-4,0.008529589148784624,0.008529589148784624,0.008529589148784624,0.008529589148784624,0,0.0046395930473291155,0.004699633273997941,0.0047058505367688725,0.004680748023507452,3.851715470043498e-5,0.002546806399074008,0.002546806399074008,0.002546806399074008,0.002546806399074008,0,-0.007238918935335735,-0.007236006941733358,-0.007020599866065571,-0.0071614472638156694,1.3180465130463448e-4,-0.0021590441376948656,-0.002152826874923933,-0.002092786648255107,-0.002133941624433444,3.851715470043548e-5,0,0,0,0,0,0,0,0,0,0,0.0046395930473291155,0.004699633273997941,0.0047058505367688725,0.004680748023507452,3.851715470043498e-5,0.002546806399074008,0.002546806399074008,0.002546806399074008,0.002546806399074008,0
20-34,sat_fat,Food_price,USD,-0.016651758293122123,-0.016644825110099317,-0.01615012632643709,-0.016473679285313556,3.027755830029744e-4,0,0,0,0,0,-0.016651758293122123,-0.016644825110099317,-0.01615012632643709,-0.016473679285313556,3.027755830029744e-4,-6.880671446153232,-6.875970414182477,-6.668518772005665,-6.804829849197895,0.12752856446193897,-0.012827148819277354,-0.012825278439208889,-0.012440609703000295,-0.012690963226528143,2.3434788928711748e-4,-0.003826381412857,-0.0038175778497657304,-0.003709418182380561,-0.0037827160587854147,6.856451041029671e-5,0.03588821835760684,0.03638291714126906,0.03638985032429187,0.036211771316483295,3.0277558300297237e-4,0.01973809203116974,0.01973809203116974,0.01973809203116974,0.01973809203116974,0,0.027639171801421437,0.028023840537630032,0.028025710917698492,0.027889525324949285,2.3434788928711745e-4,0.01519856209842114,0.01519856209842114,0.01519856209842114,0.01519856209842114,0,0.008248948115129164,0.008357107782514334,0.008365911345605602,0.008322245991534017,6.856451041029612e-5,0.004539529932748603,0.004539529932748603,0.004539529932748603,0.004539529932748603,0,-0.012827148819277354,-0.012825278439208889,-0.012440609703000295,-0.012690963226528143,2.3434788928711748e-4,-0.003826381412857,-0.0038175778497657304,-0.003709418182380561,-0.0037827160587854147,6.856451041029671e-5,0,0,0,0,0,0,0,0,0,0,0.008248948115129164,0.008357107782514334,0.008365911345605602,0.008322245991534017,6.856451041029612e-5,0.004539529932748603,0.004539529932748603,0.004539529932748603,0.004539529932748603,0
35-44,added_sugar,CED,MJ,-0.13106394308538044,-0.1246614419322682,-0.12373303166206084,-0.12658217557539272,0.004201662357165004,0,0,0,0,0,-0.13106394308538044,-0.1246614419322682,-0.12373303166206084,-0.12658217557539272,0.004201662357165004,-5.16228575050933,-4.908736458598664,-4.873491653179917,-4.985334524034426,0.1658418020395741,-0.08681909520562439,-0.0825742256960608,-0.08196060155394393,-0.08384834687762105,0.0027850150498964503,-0.044244847879756063,-0.04208721623620739,-0.041772430108116924,-0.042733828697771675,0.0014166477704370855,0.23757212073387898,0.23850053100408636,0.2449030321571986,0.2404212646472109,0.004201662357165001,0.11383908907181813,0.11383908907181813,0.11383908907181813,0.11383908907181813,0,0.15738546865143524,0.1579990927935521,0.1622439623031157,0.15927321397511235,0.0027850150498964373,0.07542486709749131,0.07542486709749131,0.07542486709749131,0.07542486709749131,0,0.08018665208244374,0.0805014382105342,0.08265906985408289,0.0811480506720985,0.0014166477704370864,0.03841422197432682,0.03841422197432682,0.03841422197432682,0.03841422197432682,0,-0.08681909520562439,-0.0825742256960608,-0.08196060155394393,-0.08384834687762105,0.0027850150498964503,-0.044244847879756063,-0.04208721623620739,-0.041772430108116924,-0.042733828697771675,0.0014166477704370855,0,0,0,0,0,0,0,0,0,0,0.08018665208244374,0.0805014382105342,0.08265906985408289,0.0811480506720985,0.0014166477704370864,0.03841422197432682,0.03841422197432682,0.03841422197432682,0.03841422197432682,0
