Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
added_sugar,CED,MJ,-49624179.09083164,-48551364.54506503,-47785919.17389542,-48659213.378256954,972003.023534139,0,0,0,0,0,-49624179.09083164,-48551364.54506503,-47785919.17389542,-48659213.378256954,972003.023534139,-1960125363.0217814,-1917885371.9057996,-1888296985.0111341,-1922324531.2817001,37999381.28511004,-32897525.576535754,-32187306.874029256,-31678124.330847386,-32257845.877301056,644690.920764558,-16726653.51429588,-16364057.671035768,-16107794.843048053,-16401367.500955908,327313.8211184784,91688797.6964036,92454243.06757317,93527057.61333978,92562091.90076512,972003.0235341289,43902878.522508144,43902878.522508144,43902878.522508144,43902878.522508144,0,60785029.67815814,61294212.22134003,62004430.923846506,61364751.22461182,644690.9207645551,29106905.347310755,29106905.347310755,29106905.347310755,29106905.347310755,0,30903768.018245436,31160030.84623315,31522626.68949326,31197340.67615329,327313.8211184774,14795973.17519739,14795973.17519739,14795973.17519739,14795973.17519739,0,-32897525.576535754,-32187306.874029256,-31678124.330847386,-32257845.877301056,644690.920764558,-16726653.51429588,-16364057.671035768,-16107794.843048053,-16401367.500955908,327313.8211184784,0,0,0,0,0,0,0,0,0,0,30903768.018245436,31160030.84623315,31522626.68949326,31197340.67615329,327313.8211184774,14795973.17519739,14795973.17519739,14795973.17519739,14795973.17519739,0
added_sugar,FL,mrh-eq,-2296460.808207851,-2251930.4472055864,-2211629.9097503987,-2253414.595818596,44666.338052155086,0,0,0,0,0,-2296460.808207851,-2251930.4472055864,-2211629.9097503987,-2253414.595818596,44666.338052155086,-1960125363.0217814,-1917885371.9057996,-1888296985.0111341,-1922324531.2817001,37999381.28511004,-1522553.3351642825,-1493084.1416615676,-1466275.1365224726,-1494017.5410873992,29631.13260271319,-773907.4730435685,-758846.3055440184,-745354.7732279258,-759397.0547311964,15035.303960334923,4249402.599399517,4289703.136854704,4334233.49785697,4291187.285467714,44666.33805215511,2037772.6896491179,2037772.6896491179,2037772.6896491179,2037772.6896491179,0,2817439.8906909106,2844248.895830006,2873718.0893327207,2845182.2952558375,29631.132602713304,1351164.7541684387,1351164.7541684387,1351164.7541684387,1351164.7541684387,0,1431962.708708605,1445454.241024698,1460515.4085242487,1446004.990211876,15035.303960335395,686607.93548068,686607.93548068,686607.93548068,686607.93548068,0,-1522553.3351642825,-1493084.1416615676,-1466275.1365224726,-1494017.5410873992,29631.13260271319,-773907.4730435685,-758846.3055440184,-745354.7732279258,-759397.0547311964,15035.303960334923,0,0,0,0,0,0,0,0,0,0,1431962.708708605,1445454.241024698,1460515.4085242487,1446004.990211876,15035.303960335395,686607.93548068,686607.93548068,686607.93548068,686607.93548068,0
added_sugar,Food_price,USD,-58334754.72089263,-57172742.89267957,-56296711.622424185,-57273086.948103316,1076168.603721405,0,0,0,0,0,-58334754.72089263,-57172742.89267957,-56296711.622424185,-57273086.948103316,1076168.603721405,-1960125363.0217814,-1917885371.9057996,-1888296985.0111341,-1922324531.2817001,37999381.28511004,-38673891.75993132,-37904689.54627478,-37321805.44105448,-37970064.32116469,713872.9941416924,-19660862.96096133,-19268053.3464048,-18974906.18136969,-19303022.62693863,362297.82648211974,107795531.42749643,108671562.69775182,109833574.52596489,108771906.75317557,1076168.6037214014,51498819.80507224,51498819.80507224,51498819.80507224,51498819.80507224,0,71466006.59127098,72048890.69649132,72818092.91014783,72114265.4713812,713872.9941416988,34144201.15021652,34144201.15021652,34144201.15021652,34144201.15021652,0,36329524.83622541,36622672.00126053,37015481.61581707,36657641.28179436,362297.82648212556,17354618.654855724,17354618.654855724,17354618.654855724,17354618.654855724,0,-38673891.75993132,-37904689.54627478,-37321805.44105448,-37970064.32116469,713872.9941416924,-19660862.96096133,-19268053.3464048,-18974906.18136969,-19303022.62693863,362297.82648211974,0,0,0,0,0,0,0,0,0,0,36329524.83622541,36622672.00126053,37015481.61581707,36657641.28179436,362297.82648212556,17354618.654855724,17354618.654855724,17354618.654855724,17354618.654855724,0
oil,CED,MJ,-1600932.6471598574,-1123864.5020215719,-1005443.0827622361,-1249705.4584703261,331822.6531164596,0,0,0,0,0,-1600932.6471598574,-1123864.5020215719,-1005443.0827622361,-1249705.4584703261,331822.6531164596,-172735988.4062873,-121161027.45684128,-108010258.66001454,-134643200.14197084,36011538.645524435,-1333437.5123185564,-935960.7337484444,-836324.3756264433,-1040466.1444319921,276849.66437353985,-267495.13484130084,-187903.76827312764,-169118.70713579282,-209239.3140383341,54975.165520878356,43847162.33217216,43965583.751431495,44442651.89656979,44091424.70788025,331822.6531164607,42841719.24940994,42841719.24940994,42841719.24940994,42841719.24940994,0,36610302.09082711,36709938.44894912,37107415.22751923,36814443.85963266,276849.66437354,35773977.71520067,35773977.71520067,35773977.71520067,35773977.71520067,0,7236860.241345043,7255645.302482379,7335236.669050551,7276980.848247585,54975.16552087789,7067741.53420925,7067741.53420925,7067741.53420925,7067741.534209249,0,-1333437.5123185564,-935960.7337484444,-836324.3756264433,-1040466.1444319921,276849.66437353985,-267495.13484130084,-187903.76827312764,-169118.70713579282,-209239.3140383341,54975.165520878356,0,0,0,0,0,0,0,0,0,0,7236860.241345043,7255645.302482379,7335236.669050551,7276980.848247585,54975.16552087789,7067741.53420925,7067741.53420925,7067741.53420925,7067741.534209249,0
oil,FL,mrh-eq,-81733.82662273195,-56982.90735213196,-50946.63495080507,-63549.45011328042,17172.718600565528,0,0,0,0,0,-81733.82662273195,-56982.90735213196,-50946.63495080507,-63549.45011328042,17172.718600565528,-172735988.4062873,-121161027.45684128,-108010258.66001454,-134643200.14197084,36011538.645524435,-68077.48111251404,-47455.85065461261,-42378.92366136638,-52910.13257203549,14326.638597410747,-13656.345510217878,-9527.056697519349,-8567.711289438696,-10639.317541244918,2846.1818698241864,2228090.0290720174,2234126.3014733447,2258877.2207439453,2240692.844234493,17172.718600566077,2177143.394121213,2177143.394121213,2177143.394121213,2177143.394121213,0,1860300.035083427,1865376.9620766733,1885998.5925345747,1870831.243994096,14326.638597410734,1817921.1114220603,1817921.1114220603,1817921.1114220603,1817921.1114220603,0,367789.9939885911,368749.33939667157,372878.6282093702,369861.60024039727,2846.1818698241595,359222.28269915236,359222.28269915236,359222.28269915236,359222.28269915236,0,-68077.48111251404,-47455.85065461261,-42378.92366136638,-52910.13257203549,14326.638597410747,-13656.345510217878,-9527.056697519349,-8567.711289438696,-10639.317541244918,2846.1818698241864,0,0,0,0,0,0,0,0,0,0,367789.9939885911,368749.33939667157,372878.6282093702,369861.60024039727,2846.1818698241595,359222.28269915236,359222.28269915236,359222.28269915236,359222.28269915236,0
oil,Food_price,USD,-1716082.1003529266,-1141935.9730692785,-1002985.9041352314,-1294636.3444200158,397930.25976020255,0,0,0,0,0,-1716082.1003529266,-1141935.9730692785,-1002985.9041352314,-1294636.3444200158,397930.25976020255,-172735988.4062873,-121161027.45684128,-108010258.66001454,-134643200.14197084,36011538.645524435,-1429381.1143622608,-950952.8649127408,-834332.9644560503,-1077903.1628049614,331920.2063887819,-286700.9859906657,-190983.10815653834,-168652.93967918097,-216733.18161505414,66011.40084419947,46533966.63547781,46672916.70441184,47247062.83169551,46825617.07576259,397930.25976020814,45530980.73134255,45530980.73134255,45530980.73134255,45530980.73134255,0,38852889.6746523,38969509.575109,39447937.82455851,39096459.87300121,331920.2063887777,38018556.71019626,38018556.71019626,38018556.71019626,38018556.71019626,0,7681076.960825506,7703407.129302861,7799125.007136989,7729157.202761378,66011.40084419983,7512424.021146325,7512424.021146325,7512424.021146325,7512424.021146324,0,-1429381.1143622608,-950952.8649127408,-834332.9644560503,-1077903.1628049614,331920.2063887819,-286700.9859906657,-190983.10815653834,-168652.93967918097,-216733.18161505414,66011.40084419947,0,0,0,0,0,0,0,0,0,0,7681076.960825506,7703407.129302861,7799125.007136989,7729157.202761378,66011.40084419983,7512424.021146325,7512424.021146325,7512424.021146325,7512424.021146324,0
sat_fat,CED,MJ,-125928048.9225365,-125689503.35758436,-123306261.74230108,-124936978.42764361,1526044.2953834722,0,0,0,0,0,-125928048.9225365,-125689503.35758436,-123306261.74230108,-124936978.42764361,1526044.2953834722,-2430053121.0588307,-2425333071.0759854,-2380132673.3966393,-2411129440.305284,29010794.682781946,-96954243.644012,-96778179.0725601,-94922656.23144777,-96188895.4691705,1184799.9439265167,-28973805.27852455,-28911324.285024215,-28383605.510853287,-28748082.95847313,341288.2943978241,266744351.1255343,269127592.74081755,269366138.3057698,268375067.81087685,1526044.295383476,143438089.38323325,143438089.38323325,143438089.38323325,143438089.38323325,0,205257980.8893412,207113503.73045364,207289568.30190557,206524220.127064,1184799.9439265828,110335324.65789355,110335324.65789355,110335324.65789355,110335324.65789355,0,61486370.23619295,62014089.0103639,62076570.00386421,61850847.6838128,341288.29439782695,33102764.72533967,33102764.72533967,33102764.72533967,33102764.72533967,0,-96954243.644012,-96778179.0725601,-94922656.23144777,-96188895.4691705,1184799.9439265167,-28973805.27852455,-28911324.285024215,-28383605.510853287,-28748082.95847313,341288.2943978241,0,0,0,0,0,0,0,0,0,0,61486370.23619295,62014089.0103639,62076570.00386421,61850847.6838128,341288.29439782695,33102764.72533967,33102764.72533967,33102764.72533967,33102764.72533967,0
sat_fat,FL,mrh-eq,-3402094.585107714,-3395206.130219739,-3331808.053027019,-3375378.1925689518,40784.014562604156,0,0,0,0,0,-3402094.585107714,-3395206.130219739,-3331808.053027019,-3375378.1925689518,40784.014562604156,-2430053121.0588307,-2425333071.0759854,-2380132673.3966393,-2411129440.305284,29010794.682781946,-2618559.8255277355,-2613473.0764522823,-2564126.721660272,-2597943.3902359465,31648.754843024293,-783534.759579977,-781733.0537674566,-767681.331366746,-777434.802333004,9136.577653760105,7210272.324576589,7273670.401769313,7280558.856657286,7253842.464118524,40784.014562605684,3878464.271549573,3878464.271549573,3878464.271549573,3878464.271549573,0,5546621.967626405,5595968.322418414,5601055.07149387,5580438.636202079,31648.754843024948,2982495.245966131,2982495.245966131,2982495.245966131,2982495.245966131,0,1663650.356950186,1677702.0793508962,1679503.785163417,1673403.827916444,9136.577653760061,895969.0255834395,895969.0255834395,895969.0255834395,895969.0255834395,0,-2618559.8255277355,-2613473.0764522823,-2564126.721660272,-2597943.3902359465,31648.754843024293,-783534.759579977,-781733.0537674566,-767681.331366746,-777434.802333004,9136.577653760105,0,0,0,0,0,0,0,0,0,0,1663650.356950186,1677702.0793508962,1679503.785163417,1673403.827916444,9136.577653760061,895969.0255834395,895969.0255834395,895969.0255834395,895969.0255834395,0
sat_fat,Food_price,USD,-19204508.585586153,-19195221.539470952,-18832472.306773867,-19071199.71961766,223331.7130908377,0,0,0,0,0,-19204508.585586153,-19195221.539470952,-18832472.306773867,-19071199.71961766,223331.7130908377,-2430053121.0588307,-2425333071.0759854,-2380132673.3966393,-2411129440.305284,29010794.682781946,-14785958.870842287,-14779885.519672656,-14497254.331497675,-14682847.682126919,173640.3906241466,-4418549.714743863,-4415336.019798292,-4335217.975276185,-4388352.037490736,49696.04322366473,40893189.036835924,41255938.269532986,41265225.31564818,41131916.4496797,223331.7130908302,22060716.730062038,22060716.730062038,22060716.730062038,22060716.730062038,0,31467411.469282594,31750042.657457557,31756116.008627202,31653004.819911834,173640.39062414135,16970157.137784902,16970157.137784902,16970157.137784902,16970157.137784902,0,9425777.567553312,9505895.612075418,9509109.307020988,9478911.629767861,49696.043223664165,5090559.592277125,5090559.592277125,5090559.592277125,5090559.592277125,0,-14785958.870842287,-14779885.519672656,-14497254.331497675,-14682847.682126919,173640.3906241466,-4418549.714743863,-4415336.019798292,-4335217.975276185,-4388352.037490736,49696.04322366473,0,0,0,0,0,0,0,0,0,0,9425777.567553312,9505895.612075418,9509109.307020988,9478911.629767861,49696.043223664165,5090559.592277125,5090559.592277125,5090559.592277125,5090559.592277125,0
