age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,added_sugar,CED,MJ,-2327300.289453178,-2274672.1205634074,-2238630.413980131,-2280491.9318990195,46939.727941192315,0,0,0,0,0,-2327300.289453178,-2274672.1205634074,-2238630.413980131,-2280491.9318990195,46939.727941192315,-90415275.44305575,-88374155.74092585,-86914568.05613492,-88578202.06279917,1850932.1380482474,-1540031.722579155,-1505216.1087305057,-1481200.1537209519,-1509005.4627091356,31137.400078617666,-787268.5668740235,-769456.0118329017,-757430.2602591793,-771486.469189884,15802.511340368754,4293057.908609343,4329099.615192619,4381727.78408239,4334919.426528231,46939.727941192315,2054427.4946292117,2054427.4946292117,2054427.4946292117,2054427.4946292117,0,2840430.3611298474,2864446.316139401,2899261.9299880504,2868235.6701180316,31137.400078617447,1359230.2074088955,1359230.2074088955,1359230.2074088955,1359230.2074088955,0,1452627.5474794954,1464653.299053218,1482465.8540943398,1466683.7564102001,15802.511340368632,695197.2872203162,695197.2872203162,695197.2872203162,695197.2872203162,0,-1540031.722579155,-1505216.1087305057,-1481200.1537209519,-1509005.4627091356,31137.400078617666,-787268.5668740235,-769456.0118329017,-757430.2602591793,-771486.469189884,15802.511340368754,0,0,0,0,0,0,0,0,0,0,1452627.5474794954,1464653.299053218,1482465.8540943398,1466683.7564102001,15802.511340368632,695197.2872203162,695197.2872203162,695197.2872203162,695197.2872203162,0
20-34,HIS,added_sugar,FL,mrh-eq,-94292.12167023135,-92195.0645787056,-90133.59282848999,-92207.55066337582,2188.7261016918524,0,0,0,0,0,-94292.12167023135,-92195.0645787056,-90133.59282848999,-92207.55066337582,2188.7261016918524,-90415275.44305575,-88374155.74092585,-86914568.05613492,-88578202.06279917,1850932.1380482474,-62402.58910563165,-61015.13635678029,-59644.346396138666,-61020.98294913458,1451.7155191253796,-31889.532564599707,-31179.928221925307,-30489.246432351312,-31186.567714241235,737.0151312837575,172520.76747600868,174582.23922622428,176679.29631775006,174594.72531089452,2188.726101691845,82387.1746475187,82387.1746475187,82387.1746475187,82387.1746475187,0,114159.0419462068,115529.83190684841,116917.28465569978,115535.67849920271,1451.715519125376,54514.695550068136,54514.695550068136,54514.695550068136,54514.695550068136,0,58361.72552980187,59052.40731937587,59762.01166205026,59059.0468116918,737.0151312837556,27872.47909745056,27872.47909745056,27872.47909745056,27872.47909745056,0,-62402.58910563165,-61015.13635678029,-59644.346396138666,-61020.98294913458,1451.7155191253796,-31889.532564599707,-31179.928221925307,-30489.246432351312,-31186.567714241235,737.0151312837575,0,0,0,0,0,0,0,0,0,0,58361.72552980187,59052.40731937587,59762.01166205026,59059.0468116918,737.0151312837556,27872.47909745056,27872.47909745056,27872.47909745056,27872.47909745056,0
20-34,HIS,added_sugar,Food_price,USD,-2339340.30229111,-2285579.0670439,-2264049.9910751157,-2296888.596615277,40818.95367145367,0,0,0,0,0,-2339340.30229111,-2285579.0670439,-2264049.9910751157,-2296888.596615277,40818.95367145367,-90415275.44305575,-88374155.74092585,-86914568.05613492,-88578202.06279917,1850932.1380482474,-1547823.4032099894,-1512262.2942775225,-1497847.0542489018,-1519681.897401679,27076.810374033714,-791516.8990811207,-773316.7727663775,-766202.9368262137,-777206.6992135984,13742.439840169201,4349870.816621134,4371399.892589917,4425161.127837127,4382709.422161295,40818.95367145335,2085820.825546018,2085820.825546018,2085820.825546018,2085820.825546018,0,2877688.5026916433,2892103.742720264,2927664.851652731,2899523.34584442,27076.810374034165,1379841.4484427415,1379841.4484427415,1379841.4484427415,1379841.4484427415,0,1472182.3139294905,1479296.1498696539,1497496.2761843973,1483186.0763168752,13742.439840169138,705979.3771032766,705979.3771032766,705979.3771032766,705979.3771032766,0,-1547823.4032099894,-1512262.2942775225,-1497847.0542489018,-1519681.897401679,27076.810374033714,-791516.8990811207,-773316.7727663775,-766202.9368262137,-777206.6992135984,13742.439840169201,0,0,0,0,0,0,0,0,0,0,1472182.3139294905,1479296.1498696539,1497496.2761843973,1483186.0763168752,13742.439840169138,705979.3771032766,705979.3771032766,705979.3771032766,705979.3771032766,0
20-34,HIS,oil,CED,MJ,59891.780669282074,90789.02216344599,105731.40500042793,85190.82614338213,24608.421771616857,0,0,0,0,0,59891.780669282074,90789.02216344599,105731.40500042793,85190.82614338213,24608.421771616857,6565322.222982767,9884126.624241345,11574576.057019502,9312774.003721898,2682479.865616455,50169.98168149217,75983.38797481106,88553.03308471563,71336.45422624463,20598.55286168076,9721.798987789909,14805.634188634918,17178.371915712283,13854.371917137498,4010.046121739811,1870248.9262530229,1885191.309090005,1916088.5505841686,1890789.505110069,24608.42177161665,1975980.3312534508,1975980.3312534508,1975980.3312534508,1975980.331253451,0,1561830.4930617523,1574400.138171657,1600213.5444649756,1579047.0719202233,20598.552861680717,1650383.5261464678,1650383.5261464678,1650383.5261464678,1650383.5261464678,0,308418.43319127074,310791.1709183481,315875.00611919304,311742.43318984547,4010.0461217397774,325596.805106983,325596.805106983,325596.805106983,325596.805106983,0,50169.98168149217,75983.38797481106,88553.03308471563,71336.45422624463,20598.55286168076,9721.798987789909,14805.634188634918,17178.371915712283,13854.371917137498,4010.046121739811,0,0,0,0,0,0,0,0,0,0,308418.43319127074,310791.1709183481,315875.00611919304,311742.43318984547,4010.0461217397774,325596.805106983,325596.805106983,325596.805106983,325596.805106983,0
20-34,HIS,oil,FL,mrh-eq,3159.255379616816,4767.811475996634,5572.378915232186,4485.7101927881195,1293.3487551045469,0,0,0,0,0,3159.255379616816,4767.811475996634,5572.378915232186,4485.7101927881195,1293.3487551045469,6565322.222982767,9884126.624241345,11574576.057019502,9312774.003721898,2682479.865616455,2646.3578741566757,3990.2565336846083,4666.908725955343,3756.134966225942,1082.6037780198449,512.8975054601399,777.5549423120257,905.4701892768425,729.5752265621769,210.75390389864356,97154.63605832998,97959.20349756553,99567.75959394535,98241.30478077405,1293.348755104551,102727.01497356217,102727.01497356217,102727.01497356217,102727.01497356217,0,81133.97044017067,81810.6226324414,83154.52129196934,82044.74419990007,1082.603778019849,85800.87916612602,85800.87916612602,85800.87916612602,85800.87916612602,0,16020.665618159308,16148.580865124124,16413.238301976013,16196.560580873973,210.75390389864347,16926.13580743615,16926.13580743615,16926.13580743615,16926.13580743615,0,2646.3578741566757,3990.2565336846083,4666.908725955343,3756.134966225942,1082.6037780198449,512.8975054601399,777.5549423120257,905.4701892768425,729.5752265621769,210.75390389864356,0,0,0,0,0,0,0,0,0,0,16020.665618159308,16148.580865124124,16413.238301976013,16196.560580873973,210.75390389864347,16926.13580743615,16926.13580743615,16926.13580743615,16926.13580743615,0
20-34,HIS,oil,Food_price,USD,66638.75012193662,100757.0838581127,117582.6254490761,94689.43749137141,27322.626937610337,0,0,0,0,0,66638.75012193662,100757.0838581127,117582.6254490761,94689.43749137141,27322.626937610337,6565322.222982767,9884126.624241345,11574576.057019502,9312774.003721898,2682479.865616455,55820.80628157617,84325.48358838499,98477.35090993735,79289.40990934763,22870.516637004257,10817.943840360458,16431.600269727714,19105.27453913878,15400.027582023788,4452.302312839101,2062620.9906834608,2079446.5322744243,2113564.8660106007,2085514.1786411656,27322.62693761043,2180203.616132537,2180203.616132537,2180203.616132537,2180203.616132537,0,1722489.685003854,1736641.552325406,1765146.229632215,1741677.6260044437,22870.516637004195,1820967.0359137915,1820967.0359137915,1820967.0359137915,1820967.0359137915,0,340131.30567960703,342804.9799490181,348418.63637838536,343836.55263672204,4452.302312839095,359236.58021874586,359236.58021874586,359236.58021874586,359236.58021874586,0,55820.80628157617,84325.48358838499,98477.35090993735,79289.40990934763,22870.516637004257,10817.943840360458,16431.600269727714,19105.27453913878,15400.027582023788,4452.302312839101,0,0,0,0,0,0,0,0,0,0,340131.30567960703,342804.9799490181,348418.63637838536,343836.55263672204,4452.302312839095,359236.58021874586,359236.58021874586,359236.58021874586,359236.58021874586,0
20-34,HIS,sat_fat,CED,MJ,-5354560.917780425,-5200434.475102877,-5185388.31999884,-5249234.576005864,98559.0691510176,0,0,0,0,0,-5354560.917780425,-5200434.475102877,-5185388.31999884,-5249234.576005864,98559.0691510176,-102972574.60308711,-100028604.18033653,-99743352.66304408,-100961488.00681306,1881837.4066727888,-4093525.977578815,-3975509.4644012107,-3963968.293125663,-4012869.2334896517,75474.8459841997,-1261034.9402016096,-1224925.010701667,-1221420.0268731772,-1236365.3425162118,23084.226038778597,11996953.990195751,12012000.145299789,12166126.587977333,12060800.246202772,98559.06915101683,6811565.670196909,6811565.670196909,6811565.670196909,6811565.670196909,0,9170587.07153046,9182128.242806008,9300144.755983612,9219488.01189445,75474.84598419942,5206618.778404797,5206618.778404797,5206618.778404797,5206618.778404797,0,2826366.91866529,2829871.9024937795,2865981.8319937224,2841312.2343083248,23084.226038778714,1604946.891792113,1604946.891792113,1604946.891792113,1604946.891792113,0,-4093525.977578815,-3975509.4644012107,-3963968.293125663,-4012869.2334896517,75474.8459841997,-1261034.9402016096,-1224925.010701667,-1221420.0268731772,-1236365.3425162118,23084.226038778597,0,0,0,0,0,0,0,0,0,0,2826366.91866529,2829871.9024937795,2865981.8319937224,2841312.2343083248,23084.226038778714,1604946.891792113,1604946.891792113,1604946.891792113,1604946.891792113,0
20-34,HIS,sat_fat,FL,mrh-eq,-147042.79689021411,-142821.40242139885,-142410.49167013683,-144158.41425211928,2699.0395528089693,0,0,0,0,0,-147042.79689021411,-142821.40242139885,-142410.49167013683,-144158.41425211928,2699.0395528089693,-102972574.60308711,-100028604.18033653,-99743352.66304408,-100961488.00681306,1881837.4066727888,-112412.3912975933,-109180.02416868195,-108864.83027956742,-110203.59372650541,2066.875169854162,-34630.405592620795,-33641.37825271692,-33545.66139056943,-33954.8205256139,632.1644626091509,329510.3882408694,329921.2989921314,334142.6934609466,331258.3108228518,2699.039552808979,187099.89657073253,187099.89657073253,187099.89657073253,187099.8965707325,0,251879.00633351272,252194.20022262726,255426.56735153863,253217.76978045073,2066.87516985417,143014.17605394532,143014.17605394532,143014.17605394532,143014.17605394532,0,77631.38190735661,77727.09876950408,78716.12610940797,78040.54104240106,632.1644626091461,44085.72051678717,44085.72051678717,44085.72051678717,44085.72051678717,0,-112412.3912975933,-109180.02416868195,-108864.83027956742,-110203.59372650541,2066.875169854162,-34630.405592620795,-33641.37825271692,-33545.66139056943,-33954.8205256139,632.1644626091509,0,0,0,0,0,0,0,0,0,0,77631.38190735661,77727.09876950408,78716.12610940797,78040.54104240106,632.1644626091461,44085.72051678717,44085.72051678717,44085.72051678717,44085.72051678717,0
20-34,HIS,sat_fat,Food_price,USD,-1048942.2960486582,-1015361.4428567553,-1011719.9377260378,-1025866.4772641888,21600.067626731023,0,0,0,0,0,-1048942.2960486582,-1015361.4428567553,-1011719.9377260378,-1025866.4772641888,21600.067626731023,-102972574.60308711,-100028604.18033653,-99743352.66304408,-100961488.00681306,1881837.4066727888,-802166.3975299335,-776451.1282225593,-773659.2207968683,-784494.4130933253,16541.890905804583,-246775.8985187247,-238910.31463419602,-238060.71692916958,-241372.06417086348,5058.1770781933565,2332063.316006534,2335704.8211372513,2369285.674329154,2346209.8555446845,21600.067626731026,1320343.3782804958,1320343.3782804958,1320343.3782804958,1320343.3782804958,0,1783232.8069917574,1786024.7144174483,1811739.9837248228,1794067.9992882144,16541.890905804717,1009573.5861948892,1009573.5861948892,1009573.5861948892,1009573.5861948892,0,548830.5090147763,549680.1067198028,557545.6906043314,552141.8562564702,5058.177078193368,310769.7920856068,310769.7920856068,310769.7920856068,310769.7920856068,0,-802166.3975299335,-776451.1282225593,-773659.2207968683,-784494.4130933253,16541.890905804583,-246775.8985187247,-238910.31463419602,-238060.71692916958,-241372.06417086348,5058.1770781933565,0,0,0,0,0,0,0,0,0,0,548830.5090147763,549680.1067198028,557545.6906043314,552141.8562564702,5058.177078193368,310769.7920856068,310769.7920856068,310769.7920856068,310769.7920856068,0
20-34,NHB,added_sugar,CED,MJ,-1815032.2225930998,-1745312.8956008023,-1692067.3805798336,-1751093.1805030229,64911.64788328989,0,0,0,0,0,-1815032.2225930998,-1745312.8956008023,-1692067.3805798336,-1751093.1805030229,64911.64788328989,-69649134.09672341,-67034237.99134304,-65020750.20664274,-67245258.45473956,2442836.858618727,-1200634.54509111,-1154469.1274306262,-1119224.663567029,-1158301.0410435689,42975.624585418016,-614397.6775019899,-590843.7681701758,-572842.7170128045,-592792.139459454,21936.02394692512,2936607.4027824,2989852.9178033685,3059572.2447956665,2995633.2027055896,64911.64788329003,1244540.0222025667,1244540.0222025667,1244540.0222025667,1244540.0222025667,0,1942479.4957797872,1977723.9596433842,2023889.3773038678,1981555.873256327,42975.62458541779,823254.8322127579,823254.8322127579,823254.8322127579,823254.8322127579,0,994127.9070026132,1012128.9581599848,1035682.8674917987,1014077.3294492628,21936.02394692511,421285.18998980883,421285.18998980883,421285.18998980883,421285.1899898088,0,-1200634.54509111,-1154469.1274306262,-1119224.663567029,-1158301.0410435689,42975.624585418016,-614397.6775019899,-590843.7681701758,-572842.7170128045,-592792.139459454,21936.02394692512,0,0,0,0,0,0,0,0,0,0,994127.9070026132,1012128.9581599848,1035682.8674917987,1014077.3294492628,21936.02394692511,421285.18998980883,421285.18998980883,421285.18998980883,421285.1899898088,0
