age_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,CED,MJ,-39346564.49746741,-38705667.27763744,-38237306.701430306,-38766206.45083844,586169.2679372146,0,0,0,0,0,-39346564.49746741,-38705667.27763744,-38237306.701430306,-38766206.45083844,586169.2679372146,-972930765.8029335,-962274047.5402172,-940258380.6434729,-958288451.5282775,17538981.69930245,-29263015.30321365,-28782436.123166524,-28401242.99275762,-28817308.421285197,454568.6957714252,-10083549.194253774,-9923231.154470911,-9836063.708672691,-9948898.029553242,132138.5315348222,92467599.2152679,92935959.79147501,93576857.01130502,92996498.96467602,586169.2679372159,54230292.51383758,54230292.51383758,54230292.51383758,54230292.51383758,0,69798253.71744019,70179446.8478491,70660026.02789623,70214319.14596777,454568.6957714233,41397010.72468256,41397010.72468256,41397010.72468256,41397010.72468256,0,22669345.497827686,22756512.943625912,22916830.98340877,22782179.81870824,132138.53153482097,12833281.789154999,12833281.789154999,12833281.789154999,12833281.789154999,0,-29263015.30321365,-28782436.123166524,-28401242.99275762,-28817308.421285197,454568.6957714252,-10083549.194253774,-9923231.154470911,-9836063.708672691,-9948898.029553242,132138.5315348222,0,0,0,0,0,0,0,0,0,0,22669345.497827686,22756512.943625912,22916830.98340877,22782179.81870824,132138.53153482097,12833281.789154999,12833281.789154999,12833281.789154999,12833281.789154999,0
20-34,FL,mrh-eq,-1214823.9453613611,-1195519.250178999,-1180826.172081438,-1197137.361436824,17948.353052467777,0,0,0,0,0,-1214823.9453613611,-1195519.250178999,-1180826.172081438,-1197137.361436824,17948.353052467777,-972930765.8029335,-962274047.5402172,-940258380.6434729,-958288451.5282775,17538981.69930245,-890490.169652554,-876511.9981330466,-864066.4334642374,-877049.7549227653,13915.025014859973,-324333.7757088073,-319007.252045952,-316759.73861720075,-320087.60651405866,4094.66037019662,3047762.4273749967,3062455.5054725567,3081760.2006549193,3064073.616730382,17948.353052467464,1866936.255293558,1866936.255293558,1866936.255293558,1866936.2552935581,0,2291976.484896602,2304422.0495654107,2318400.2210849174,2304959.8063551295,13915.02501485945,1427910.0514323646,1427910.0514323646,1427910.0514323646,1427910.0514323646,0,755785.9424783948,758033.4559071461,763359.9795700012,759113.8103752527,4094.660370196531,439026.20386119414,439026.20386119414,439026.20386119414,439026.20386119414,0,-890490.169652554,-876511.9981330466,-864066.4334642374,-877049.7549227653,13915.025014859973,-324333.7757088073,-319007.252045952,-316759.73861720075,-320087.60651405866,4094.66037019662,0,0,0,0,0,0,0,0,0,0,755785.9424783948,758033.4559071461,763359.9795700012,759113.8103752527,4094.660370196531,439026.20386119414,439026.20386119414,439026.20386119414,439026.20386119414,0
20-34,Food_price,USD,-16820467.515722755,-16558147.420081452,-16465095.416065503,-16617539.732932454,193981.3877867016,0,0,0,0,0,-16820467.515722755,-16558147.420081452,-16465095.416065503,-16617539.732932454,193981.3877867016,-972930765.8029335,-962274047.5402172,-940258380.6434729,-958288451.5282775,17538981.69930245,-11717686.905773405,-11539344.016641654,-11439546.644965842,-11566903.847327948,148322.5417631453,-5103135.62929987,-5025903.790450183,-5019158.422790321,-5050635.885604507,49114.839197382025,45494945.67644023,45587997.680456206,45850317.7760975,45647389.993307196,193981.38778670237,29029850.260374743,29029850.260374743,29029850.260374743,29029850.260374743,0,33333539.351438247,33433336.723114055,33611679.61224581,33460896.553800356,148322.54176314853,21893992.706472408,21893992.706472408,21893992.706472408,21893992.706472408,0,12155015.97669266,12161761.344352523,12238993.183202203,12186493.439506844,49114.83919737911,7135857.553902338,7135857.553902338,7135857.553902338,7135857.553902338,0,-11717686.905773405,-11539344.016641654,-11439546.644965842,-11566903.847327948,148322.5417631453,-5103135.62929987,-5025903.790450183,-5019158.422790321,-5050635.885604507,49114.839197382025,0,0,0,0,0,0,0,0,0,0,12155015.97669266,12161761.344352523,12238993.183202203,12186493.439506844,49114.83919737911,7135857.553902338,7135857.553902338,7135857.553902338,7135857.553902338,0
35-44,CED,MJ,-29249194.03474693,-27264929.207765695,-26610614.28203722,-27731578.29592456,1446333.7952501313,0,0,0,0,0,-29249194.03474693,-27264929.207765695,-26610614.28203722,-27731578.29592456,1446333.7952501313,-751959401.0351913,-712492689.4505856,-675753883.0183667,-713449849.1531775,40116732.24959625,-21636517.147448592,-20174510.898361698,-19640828.998202737,-20500238.7400908,1087582.0370637851,-7612676.887298335,-7090418.309403997,-6969785.283834489,-7231339.555833762,359700.2863513124,63477866.84418192,64132181.76991037,66116446.59689161,64598830.85806924,1446333.7952501297,36867252.56214469,36867252.56214469,36867252.56214469,36867252.56214469,0,47686712.771457605,48220394.67161658,49682400.920703456,48546122.513345666,1087582.037063782,28045883.773254875,28045883.773254875,28045883.773254875,28045883.773254875,0,15791154.072724301,15911787.098293811,16434045.676188141,16052708.344723573,359700.2863513078,8821368.788889812,8821368.788889812,8821368.788889812,8821368.788889812,0,-21636517.147448592,-20174510.898361698,-19640828.998202737,-20500238.7400908,1087582.0370637851,-7612676.887298335,-7090418.309403997,-6969785.283834489,-7231339.555833762,359700.2863513124,0,0,0,0,0,0,0,0,0,0,15791154.072724301,15911787.098293811,16434045.676188141,16052708.344723573,359700.2863513078,8821368.788889812,8821368.788889812,8821368.788889812,8821368.788889812,0
35-44,FL,mrh-eq,-945956.2719584211,-883311.9803576702,-861427.5239929977,-897613.6769317328,46180.715983430106,0,0,0,0,0,-945956.2719584211,-883311.9803576702,-861427.5239929977,-897613.6769317328,46180.715983430106,-751959401.0351913,-712492689.4505856,-675753883.0183667,-713449849.1531775,40116732.24959625,-688642.9086681792,-643436.29495983,-625228.0220445123,-652909.3969924726,34369.74278382433,-257313.3632902423,-239875.68539784034,-236199.50194848538,-244704.27993926033,11873.308409750782,2146106.6223439723,2167991.0787086445,2230635.3703093957,2182292.7752827075,46180.71598343022,1284679.0983509743,1284679.0983509743,1284679.0983509743,1284679.0983509743,0,1601380.8644389587,1619589.1373542766,1664795.7510626256,1629062.2393869192,34369.74278382437,976152.8423944466,976152.8423944466,976152.8423944466,976152.8423944466,0,544725.7579050129,548401.9413543679,565839.61924677,553230.535895788,11873.308409750898,308526.2559565277,308526.2559565277,308526.2559565277,308526.2559565277,0,-688642.9086681792,-643436.29495983,-625228.0220445123,-652909.3969924726,34369.74278382433,-257313.3632902423,-239875.68539784034,-236199.50194848538,-244704.27993926033,11873.308409750782,0,0,0,0,0,0,0,0,0,0,544725.7579050129,548401.9413543679,565839.61924677,553230.535895788,11873.308409750898,308526.2559565277,308526.2559565277,308526.2559565277,308526.2559565277,0
35-44,Food_price,USD,-11898076.651456889,-11171641.477400152,-10949169.055744197,-11348470.513330251,522376.0732490984,0,0,0,0,0,-11898076.651456889,-11171641.477400152,-10949169.055744197,-11348470.513330251,522376.0732490984,-751959401.0351913,-712492689.4505856,-675753883.0183667,-713449849.1531775,40116732.24959625,-8230105.4100017175,-7730994.351068674,-7532113.93349567,-7836338.435756408,378522.51303594216,-3667971.2414551717,-3440647.126331478,-3417055.122248527,-3512132.0775738438,145851.67768616063,27854622.529315144,28077094.950971093,28803530.125027828,28253923.986901194,522376.07324909366,16905453.473570947,16905453.473570947,16905453.473570947,16905453.473570947,0,20138298.611665443,20337179.029238444,20836290.088171493,20442523.113926183,378522.51303594385,12606184.678169766,12606184.678169766,12606184.678169766,12606184.678169766,0,7716323.9176497,7739915.921732652,7967240.036856344,7811400.872975018,145851.67768615996,4299268.795401173,4299268.795401173,4299268.795401173,4299268.795401173,0,-8230105.4100017175,-7730994.351068674,-7532113.93349567,-7836338.435756408,378522.51303594216,-3667971.2414551717,-3440647.126331478,-3417055.122248527,-3512132.0775738438,145851.67768616063,0,0,0,0,0,0,0,0,0,0,7716323.9176497,7739915.921732652,7967240.036856344,7811400.872975018,145851.67768615996,4299268.795401173,4299268.795401173,4299268.795401173,4299268.795401173,0
45-54,CED,MJ,-27891189.912580147,-27783668.725274954,-27483897.378641024,-27716212.529019255,222182.10784428602,0,0,0,0,0,-27891189.912580147,-27783668.725274954,-27483897.378641024,-27716212.529019255,222182.10784428602,-734548305.5608369,-726396683.3041826,-705161777.7797534,-721806057.5961914,15969373.811189825,-20518929.54341673,-20486392.483041923,-20308323.90438739,-20435328.792417455,119340.92182460391,-7372260.369163406,-7297276.242233035,-7175573.47425363,-7280883.736601795,104488.30394381037,64408477.878620945,64708249.2252549,64815770.41256009,64640793.02899919,222182.10784429702,36924580.499979936,36924580.499979936,36924580.499979936,36924580.499979936,0,48411359.26872895,48589427.84738348,48621964.9077583,48538364.15675902,119340.9218246055,28103035.36434156,28103035.36434156,28103035.36434156,28103035.36434156,0,15997118.60989201,16118821.377871417,16193805.504801786,16102428.872240176,104488.30394380959,8821545.13563838,8821545.13563838,8821545.13563838,8821545.13563838,0,-20518929.54341673,-20486392.483041923,-20308323.90438739,-20435328.792417455,119340.92182460391,-7372260.369163406,-7297276.242233035,-7175573.47425363,-7280883.736601795,104488.30394381037,0,0,0,0,0,0,0,0,0,0,15997118.60989201,16118821.377871417,16193805.504801786,16102428.872240176,104488.30394380959,8821545.13563838,8821545.13563838,8821545.13563838,8821545.13563838,0
45-54,FL,mrh-eq,-923929.1942129997,-915170.65012994,-895036.9417877595,-911179.3644249854,15594.353195076586,0,0,0,0,0,-923929.1942129997,-915170.65012994,-895036.9417877595,-911179.3644249854,15594.353195076586,-734548305.5608369,-726396683.3041826,-705161777.7797534,-721806057.5961914,15969373.811189825,-668177.3189006854,-663687.0421571466,-650602.9855683182,-660671.6808079222,9611.207621076357,-255751.8753123145,-251483.60797279378,-244433.95621944152,-250507.68361706342,6016.45924220452,2202173.3496140623,2222307.057956243,2231065.6020393022,2218315.772251288,15594.35319507634,1307136.407826302,1307136.407826302,1307136.407826302,1307136.407826302,0,1645183.7878252428,1658267.844414071,1662758.1211576103,1655252.4830648468,9611.207621076397,994580.8022569243,994580.8022569243,994580.8022569243,994580.8022569244,0,556989.5617888191,564039.2135421715,568307.4808816924,563063.2891864412,6016.459242204649,312555.6055693778,312555.6055693778,312555.6055693778,312555.6055693778,0,-668177.3189006854,-663687.0421571466,-650602.9855683182,-660671.6808079222,9611.207621076357,-255751.8753123145,-251483.60797279378,-244433.95621944152,-250507.68361706342,6016.45924220452,0,0,0,0,0,0,0,0,0,0,556989.5617888191,564039.2135421715,568307.4808816924,563063.2891864412,6016.459242204649,312555.6055693778,312555.6055693778,312555.6055693778,312555.6055693778,0
45-54,Food_price,USD,-13938900.378299488,-13455937.645169213,-12886421.941996586,-13425568.181996457,554560.0431728998,0,0,0,0,0,-13938900.378299488,-13455937.645169213,-12886421.941996586,-13425568.181996457,554560.0431728998,-734548305.5608369,-726396683.3041826,-705161777.7797534,-721806057.5961914,15969373.811189825,-9581473.761771,-9272589.02393333,-8893199.950664688,-9247850.660624217,362882.34886925353,-4357426.616528487,-4183348.6212358824,-3993221.9913319,-4177717.5213722414,191748.66824671943,32094951.53029198,32664467.23346461,33147429.966594882,32634097.77029185,554560.0431729027,19208529.588295396,19208529.588295396,19208529.588295396,19208529.588295396,0,23221570.030217346,23600959.103485994,23909843.841323666,23576220.740176875,362882.34886925644,14328370.079552658,14328370.079552658,14328370.079552658,14328370.079552658,0,8873381.500074634,9063508.129978618,9237586.125271223,9057877.030114977,191748.6682467208,4880159.508742736,4880159.508742736,4880159.508742736,4880159.508742736,0,-9581473.761771,-9272589.02393333,-8893199.950664688,-9247850.660624217,362882.34886925353,-4357426.616528487,-4183348.6212358824,-3993221.9913319,-4177717.5213722414,191748.66824671943,0,0,0,0,0,0,0,0,0,0,8873381.500074634,9063508.129978618,9237586.125271223,9057877.030114977,191748.6682467208,4880159.508742736,4880159.508742736,4880159.508742736,4880159.508742736,0
55-64,CED,MJ,-37630343.19827045,-37212635.26898275,-35848485.36433182,-36880550.36534653,980926.3356058015,0,0,0,0,0,-37630343.19827045,-37212635.26898275,-35848485.36433182,-36880550.36534653,980926.3356058015,-981302188.5312856,-949536162.3713778,-942794101.1603595,-958316500.9499356,21646913.079236265,-27719747.260052964,-27405209.60632712,-26483920.289362866,-27192314.28589259,676061.6278039301,-9910595.938217469,-9807425.662655637,-9364565.074968956,-9688236.079453936,305359.7274673445,84088783.81735227,85452933.72200324,85870641.65129091,85120848.81836699,980926.3356058166,48240298.453020476,48240298.453020476,48240298.453020476,48240298.453020476,0,63038812.416896805,63960101.73386106,64274639.387586914,63747206.41342654,676061.627803931,36554892.12753396,36554892.12753396,36554892.12753396,36554892.12753396,0,21049971.400455497,21492831.988142174,21596002.263703994,21373642.40494047,305359.72746733995,11685406.325486531,11685406.325486531,11685406.325486531,11685406.325486531,0,-27719747.260052964,-27405209.60632712,-26483920.289362866,-27192314.28589259,676061.6278039301,-9910595.938217469,-9807425.662655637,-9364565.074968956,-9688236.079453936,305359.7274673445,0,0,0,0,0,0,0,0,0,0,21049971.400455497,21492831.988142174,21596002.263703994,21373642.40494047,305359.72746733995,11685406.325486531,11685406.325486531,11685406.325486531,11685406.325486531,0
