outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
CED,MJ,-176669859.809113,-175240078.27913484,-172686880.85707945,-174845897.26437092,2123917.9476058683,0,0,0,0,0,-176669859.809113,-175240078.27913484,-172686880.85707945,-174845897.26437092,2123917.9476058683,-4510647365.811305,-4450536555.915648,-4440473501.0879135,-4468097171.728954,39942123.01505865,-130782485.93544765,-129796566.30336726,-127928974.05576518,-129487207.49090351,1525557.4868702432,-45887373.873665296,-45443511.97576754,-44757906.80131435,-45358689.773467384,598977.8469671583,402869568.0122309,405422765.43428606,406852546.96426433,405028584.4195223,2123917.9476058353,230182687.15515146,230182687.15515146,230182687.15515146,230182687.15515146,0,303145181.77617013,305012774.02377206,305998693.65585274,304703415.2113084,1525557.4868702902,175216207.72040498,175216207.72040498,175216207.72040498,175216207.72040498,0,99724386.23606072,100409991.41051377,100853853.30841155,100325169.20821367,598977.846967086,54966479.4347463,54966479.4347463,54966479.4347463,54966479.4347463,0,-130782485.93544765,-129796566.30336726,-127928974.05576518,-129487207.49090351,1525557.4868702432,-45887373.873665296,-45443511.97576754,-44757906.80131435,-45358689.773467384,598977.8469671583,0,0,0,0,0,0,0,0,0,0,99724386.23606072,100409991.41051377,100853853.30841155,100325169.20821367,598977.846967086,54966479.4347463,54966479.4347463,54966479.4347463,54966479.4347463,0
FL,mrh-eq,-5755220.602120258,-5697765.513828688,-5624854.0908527095,-5692342.238500825,68774.51216649149,0,0,0,0,0,-5755220.602120258,-5697765.513828688,-5624854.0908527095,-5692342.238500825,68774.51216649149,-4510647365.811305,-4450536555.915648,-4440473501.0879135,-4468097171.728954,39942123.01505865,-4188301.8046627752,-4148668.9350913595,-4098212.132611406,-4144871.0638953815,47529.554934768494,-1566918.7974574822,-1549096.5787373304,-1526641.9582413067,-1547471.1746054457,21245.02109495381,13718234.446172617,13791145.869148593,13848600.957440166,13785722.59382073,68774.51216649091,8093380.355319904,8093380.355319904,8093380.355319904,8093380.355319905,0,10249793.24416804,10300250.046647985,10339882.916219408,10296452.175452013,47529.5549347677,6151581.111556632,6151581.111556632,6151581.111556632,6151581.1115566315,0,3468441.2020045803,3490895.822500604,3508718.041220756,3489270.4183687195,21245.021094953594,1941799.2437632724,1941799.2437632724,1941799.2437632724,1941799.2437632724,0,-4188301.8046627752,-4148668.9350913595,-4098212.132611406,-4144871.0638953815,47529.554934768494,-1566918.7974574822,-1549096.5787373304,-1526641.9582413067,-1547471.1746054457,21245.02109495381,0,0,0,0,0,0,0,0,0,0,3468441.2020045803,3490895.822500604,3508718.041220756,3489270.4183687195,21245.021094953594,1941799.2437632724,1941799.2437632724,1941799.2437632724,1941799.2437632724,0
Food_price,USD,-78673886.11802523,-77363637.1747629,-76837952.86802807,-77638923.01214097,995256.2629867184,0,0,0,0,0,-78673886.11802523,-77363637.1747629,-76837952.86802807,-77638923.01214097,995256.2629867184,-4510647365.811305,-4450536555.915648,-4440473501.0879135,-4468097171.728954,39942123.01505865,-54404665.606188595,-53512770.14090577,-53242302.99741673,-53730815.16609657,640249.955657413,-24269220.51183663,-23850867.033857144,-23595649.87061141,-23908107.846044425,357959.96352813515,195928470.13450497,196454154.4412399,197764403.38450202,196729440.27861786,995256.2629866462,119090517.26647685,119090517.26647685,119090517.26647685,119090517.26647685,0,142375217.9956143,142645685.13910347,143537580.60438627,142863730.1642942,640249.9556574648,89132914.99819772,89132914.99819772,89132914.99819772,89132914.99819772,0,53553252.13889061,53808469.30213634,54226822.78011581,53865710.114323616,357959.96352813084,29957602.268279176,29957602.268279176,29957602.268279176,29957602.268279176,0,-54404665.606188595,-53512770.14090577,-53242302.99741673,-53730815.16609657,640249.955657413,-24269220.51183663,-23850867.033857144,-23595649.87061141,-23908107.846044425,357959.96352813515,0,0,0,0,0,0,0,0,0,0,53553252.13889061,53808469.30213634,54226822.78011581,53865710.114323616,357959.96352813084,29957602.268279176,29957602.268279176,29957602.268279176,29957602.268279176,0
