age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,CED,MJ,-22561633.955827042,-21689562.448621325,-21541047.067841515,-21943441.79122691,580406.95245589,0,0,0,0,0,-22561633.955827042,-21689562.448621325,-21541047.067841515,-21943441.79122691,580406.95245589,-606254908.9557356,-586976643.3025336,-573931751.0907204,-589163791.8784595,17117308.97734884,-16861149.527551025,-16202408.285364734,-16118882.112960603,-16404238.134411106,427986.23574409913,-5700484.428276022,-5487154.163256587,-5422164.954880918,-5539203.656815804,153262.53641760343,49649285.58638018,49797800.96715999,50669872.47436572,50051680.30976558,580406.9524558929,28108238.51853867,28108238.51853867,28108238.51853867,28108238.51853867,0,37691874.9334643,37775401.10586843,38434142.34805471,37977230.9549148,427986.23574409314,21572992.820503697,21572992.820503697,21572992.820503697,21572992.820503697,0,11957410.652915884,12022399.861291556,12235730.126310987,12074449.354850769,153262.53641760297,6535245.698034966,6535245.698034966,6535245.698034966,6535245.698034967,0,-16861149.527551025,-16202408.285364734,-16118882.112960603,-16404238.134411106,427986.23574409913,-5700484.428276022,-5487154.163256587,-5422164.954880918,-5539203.656815804,153262.53641760343,0,0,0,0,0,0,0,0,0,0,11957410.652915884,12022399.861291556,12235730.126310987,12074449.354850769,153262.53641760297,6535245.698034966,6535245.698034966,6535245.698034966,6535245.698034967,0
20-34,Female,FL,mrh-eq,-718487.3462584759,-687468.0466349134,-686414.3683310427,-697982.299729542,19179.77880724224,0,0,0,0,0,-718487.3462584759,-687468.0466349134,-686414.3683310427,-697982.299729542,19179.77880724224,-606254908.9557356,-586976643.3025336,-573931751.0907204,-589163791.8784595,17117308.97734884,-528463.2589765193,-505939.14602553827,-505233.70550532243,-513594.8205626489,13908.05757694715,-190061.21573038897,-182271.4695780236,-180512.3507539367,-184387.47916689326,5349.389493977424,1663041.0281182248,1664094.706422096,1695114.0060456584,1674608.9595167243,19179.778807242277,976626.6597871823,976626.6597871823,976626.6597871823,976626.6597871823,0,1254360.090864355,1255065.5313845705,1277589.6443355514,1262721.2059216811,13908.057576947016,749126.3853590321,749126.3853590321,749126.3853590321,749126.3853590321,0,408012.62518208724,409771.744006174,417561.49015853944,411887.75359504373,5349.389493977435,227500.27442815047,227500.27442815047,227500.27442815047,227500.27442815047,0,-528463.2589765193,-505939.14602553827,-505233.70550532243,-513594.8205626489,13908.05757694715,-190061.21573038897,-182271.4695780236,-180512.3507539367,-184387.47916689326,5349.389493977424,0,0,0,0,0,0,0,0,0,0,408012.62518208724,409771.744006174,417561.49015853944,411887.75359504373,5349.389493977435,227500.27442815047,227500.27442815047,227500.27442815047,227500.27442815047,0
20-34,Female,Food_price,USD,-10759818.44207305,-10227250.766984884,-10208711.990382342,-10407611.783997385,329439.0251042733,0,0,0,0,0,-10759818.44207305,-10227250.766984884,-10208711.990382342,-10407611.783997385,329439.0251042733,-606254908.9557356,-586976643.3025336,-573931751.0907204,-589163791.8784595,17117308.97734884,-7548977.808952128,-7200044.748229619,-7148887.173944996,-7304527.37504993,229191.80115358543,-3212557.411946295,-3061541.5952627193,-3028922.797580638,-3103084.4089474543,103128.74135494129,25677848.053142354,25696386.829744898,26228954.50483306,25876747.846757397,329439.0251042733,15469136.062760016,15469136.062760016,15469136.062760016,15469136.062760016,0,18818339.119113877,18869496.6933985,19218429.75412101,18973979.320218813,229191.8011535864,11669451.945168883,11669451.945168883,11669451.945168883,11669451.945168883,0,6828606.91517177,6861225.712853851,7012241.529537425,6902768.526538585,103128.74135494068,3799684.11759113,3799684.11759113,3799684.11759113,3799684.11759113,0,-7548977.808952128,-7200044.748229619,-7148887.173944996,-7304527.37504993,229191.80115358543,-3212557.411946295,-3061541.5952627193,-3028922.797580638,-3103084.4089474543,103128.74135494129,0,0,0,0,0,0,0,0,0,0,6828606.91517177,6861225.712853851,7012241.529537425,6902768.526538585,103128.74135494068,3799684.11759113,3799684.11759113,3799684.11759113,3799684.11759113,0
20-34,Male,CED,MJ,-17152453.142039303,-16772763.473883752,-16535577.18505236,-16822764.659611527,327546.4980833902,0,0,0,0,0,-17152453.142039303,-16772763.473883752,-16535577.18505236,-16822764.659611527,327546.4980833902,-374843638.5855528,-366222091.1950669,-365872863.9006217,-369124659.649818,5348912.568136263,-12654177.059567021,-12392488.825023714,-12189457.756753972,-12413070.286874088,245237.6980943383,-4498276.08247228,-4380274.648860039,-4346119.42829839,-4409694.372737439,84037.72273884252,42657631.18035127,42894817.46918267,43274507.13733821,42944818.65491044,327546.4980833896,26122053.99529891,26122053.99529891,26122053.99529891,26122053.99529891,0,32013475.66093285,32216506.72920259,32478194.963745907,32237088.191052962,245237.69809434217,19824017.904178884,19824017.904178884,19824017.904178884,19824017.904178884,0,10644155.519418426,10678310.739980074,10796312.173592312,10707730.463857474,84037.72273884075,6298036.0911200335,6298036.0911200335,6298036.0911200335,6298036.0911200335,0,-12654177.059567021,-12392488.825023714,-12189457.756753972,-12413070.286874088,245237.6980943383,-4498276.08247228,-4380274.648860039,-4346119.42829839,-4409694.372737439,84037.72273884252,0,0,0,0,0,0,0,0,0,0,10644155.519418426,10678310.739980074,10796312.173592312,10707730.463857474,84037.72273884075,6298036.0911200335,6298036.0911200335,6298036.0911200335,6298036.0911200335,0
20-34,Male,FL,mrh-eq,-508488.3237194719,-495720.04097440117,-492741.56731804035,-499155.0617072818,8805.48690213664,0,0,0,0,0,-508488.3237194719,-495720.04097440117,-492741.56731804035,-499155.0617072818,8805.48690213664,-374843638.5855528,-366222091.1950669,-365872863.9006217,-369124659.649818,5348912.568136263,-370123.0657163783,-361577.12428490445,-358382.9415677847,-363454.93436011643,6389.4308100662165,-138376.61111155478,-134369.97885871652,-134154.26979795768,-135700.12734716546,2503.102362304562,1383051.1628244158,1386029.6364807766,1398797.9192258476,1389464.6572136574,8805.486902136696,890309.5955063757,890309.5955063757,890309.5955063757,890309.5955063757,0,1037166.6076411171,1040360.7903582366,1048906.7317897102,1042238.6004334487,6389.430810065991,678783.6660733321,678783.6660733321,678783.6660733321,678783.6660733321,0,345680.1992310012,345895.90829176025,349902.5405445984,347226.05678020907,2503.1023623045826,211525.9294330437,211525.9294330437,211525.9294330437,211525.9294330437,0,-370123.0657163783,-361577.12428490445,-358382.9415677847,-363454.93436011643,6389.4308100662165,-138376.61111155478,-134369.97885871652,-134154.26979795768,-135700.12734716546,2503.102362304562,0,0,0,0,0,0,0,0,0,0,345680.1992310012,345895.90829176025,349902.5405445984,347226.05678020907,2503.1023623045826,211525.9294330437,211525.9294330437,211525.9294330437,211525.9294330437,0
20-34,Male,Food_price,USD,-6326974.904285336,-6252461.67687193,-6056727.324838473,-6209927.94893507,146927.8576390411,0,0,0,0,0,-6326974.904285336,-6252461.67687193,-6056727.324838473,-6209927.94893507,146927.8576390411,-374843638.5855528,-366222091.1950669,-365872863.9006217,-369124659.649818,5348912.568136263,-4336739.279075654,-4288099.481684467,-4166149.1074849,-4262376.4722780185,92506.6245548129,-1990235.6252096815,-1964362.1951874627,-1890578.217353574,-1947551.4766570523,54434.23218656201,19617441.52245321,19813175.874486666,19887689.101900067,19770642.146549806,146927.85763904097,13560714.197614733,13560714.197614733,13560714.197614733,13560714.197614735,0,14390689.868788425,14512640.24298799,14561280.04037918,14486917.233581543,92506.62455481342,10224540.761303522,10224540.761303522,10224540.761303522,10224540.761303522,0,5226751.653664781,5300535.63149867,5326409.061520889,5283724.912968259,54434.23218656244,3336173.4363112077,3336173.4363112077,3336173.4363112077,3336173.4363112077,0,-4336739.279075654,-4288099.481684467,-4166149.1074849,-4262376.4722780185,92506.6245548129,-1990235.6252096815,-1964362.1951874627,-1890578.217353574,-1947551.4766570523,54434.23218656201,0,0,0,0,0,0,0,0,0,0,5226751.653664781,5300535.63149867,5326409.061520889,5283724.912968259,54434.23218656244,3336173.4363112077,3336173.4363112077,3336173.4363112077,3336173.4363112077,0
35-44,Female,CED,MJ,-16915490.28397205,-15710001.6465302,-14994786.983825369,-15882027.602578277,1021815.2366396516,0,0,0,0,0,-16915490.28397205,-15710001.6465302,-14994786.983825369,-15882027.602578277,1021815.2366396516,-466243463.31556064,-441925488.1199964,-411566824.9595552,-439805948.4831975,28835660.46709065,-12633415.6443207,-11780792.755296739,-11200420.097732458,-11876319.152300136,758731.80493167,-4282074.639651353,-3929208.8912334633,-3794366.88609291,-4005708.4502781425,265100.0109674333,34813440.464559354,35528655.12726418,36734143.76470604,35700681.083312266,1021815.2366396502,19818653.480733987,19818653.480733987,19818653.480733987,19818653.480733987,0,26382995.776753534,26963368.43431781,27815991.32334177,27058894.83132121,758731.8049316682,15182575.679021075,15182575.679021075,15182575.679021075,15182575.679021075,0,8430444.68780582,8565286.692946374,8918152.441364262,8641786.251991054,265100.01096743305,4636077.801712911,4636077.801712911,4636077.801712911,4636077.801712911,0,-12633415.6443207,-11780792.755296739,-11200420.097732458,-11876319.152300136,758731.80493167,-4282074.639651353,-3929208.8912334633,-3794366.88609291,-4005708.4502781425,265100.0109674333,0,0,0,0,0,0,0,0,0,0,8430444.68780582,8565286.692946374,8918152.441364262,8641786.251991054,265100.01096743305,4636077.801712911,4636077.801712911,4636077.801712911,4636077.801712911,0
35-44,Female,FL,mrh-eq,-557519.7228765488,-514614.5054115006,-493004.75897058216,-522086.60050768644,34566.353002310476,0,0,0,0,0,-557519.7228765488,-514614.5054115006,-493004.75897058216,-522086.60050768644,34566.353002310476,-466243463.31556064,-441925488.1199964,-411566824.9595552,-439805948.4831975,28835660.46709065,-409183.73334134766,-379807.183521857,-361859.26395866997,-383817.2292258232,25148.551808040003,-148335.98953520114,-134807.32188964362,-131145.49501191222,-138269.3712818633,9531.470218427741,1185836.2799265198,1207446.0263674387,1250351.2438324867,1214918.1214636245,34566.353002310556,692831.5209559379,692831.5209559379,692831.5209559379,692831.5209559379,0,890527.3365275974,908475.2560907844,937851.8059102751,912485.3017947506,25148.55180803997,528668.0725689273,528668.0725689273,528668.0725689273,528668.0725689273,0,295308.94339892274,298970.7702766541,312499.43792221165,302432.81966887385,9531.470218427745,164163.44838701052,164163.44838701052,164163.44838701052,164163.44838701052,0,-409183.73334134766,-379807.183521857,-361859.26395866997,-383817.2292258232,25148.551808040003,-148335.98953520114,-134807.32188964362,-131145.49501191222,-138269.3712818633,9531.470218427741,0,0,0,0,0,0,0,0,0,0,295308.94339892274,298970.7702766541,312499.43792221165,302432.81966887385,9531.470218427745,164163.44838701052,164163.44838701052,164163.44838701052,164163.44838701052,0
35-44,Female,Food_price,USD,-7238281.079970752,-6488996.352085173,-6348197.549582381,-6702500.185552818,503634.17913122324,0,0,0,0,0,-7238281.079970752,-6488996.352085173,-6348197.549582381,-6702500.185552818,503634.17913122324,-466243463.31556064,-441925488.1199964,-411566824.9595552,-439805948.4831975,28835660.46709065,-5056399.070927068,-4562292.161851793,-4429818.708956837,-4689181.093844887,347605.9271316051,-2181882.009043688,-1926704.1902333784,-1918378.840625545,-2013319.0917079316,157671.74336754638,14844405.345564622,14985204.148067413,15734488.875952998,15198707.98153506,503634.1791312259,8496207.795982242,8496207.795982242,8496207.795982242,8496207.795982242,0,10715161.115238141,10847634.568133097,11341741.477208374,10974523.500126192,347605.9271316058,6285342.406281305,6285342.406281305,6285342.406281305,6285342.406281305,0,4129244.230326482,4137569.5799343158,4392747.398744624,4224184.481408869,157671.74336754577,2210865.3897009366,2210865.3897009366,2210865.3897009366,2210865.3897009366,0,-5056399.070927068,-4562292.161851793,-4429818.708956837,-4689181.093844887,347605.9271316051,-2181882.009043688,-1926704.1902333784,-1918378.840625545,-2013319.0917079316,157671.74336754638,0,0,0,0,0,0,0,0,0,0,4129244.230326482,4137569.5799343158,4392747.398744624,4224184.481408869,157671.74336754577,2210865.3897009366,2210865.3897009366,2210865.3897009366,2210865.3897009366,0
35-44,Male,CED,MJ,-12336909.000089418,-11619032.547526395,-11558132.81055004,-11849550.693346279,455913.78971997567,0,0,0,0,0,-12336909.000089418,-11619032.547526395,-11558132.81055004,-11849550.693346279,455913.78971997567,-285715937.7196306,-270567201.33058923,-264187058.0588115,-273643900.66998,11640054.87641562,-9005558.911412379,-8442866.308754764,-8396175.55134945,-8623919.58779066,357003.81147802493,-3331350.088677037,-3176166.238771634,-3161957.2592005883,-3225631.1055556186,98911.7638908632,28606731.89196074,28667631.628937095,29385508.081500117,28898149.77475698,455913.7897199752,17048599.0814107,17048599.0814107,17048599.0814107,17048599.0814107,0,21259483.645583246,21306174.402988564,21868867.005646177,21487227.68202446,357003.8114780251,12863308.094233798,12863308.094233798,12863308.094233798,12863308.094233798,0,7347248.246377488,7361457.225948533,7516641.075853936,7410922.092732519,98911.7638908637,4185290.987176899,4185290.987176899,4185290.987176899,4185290.987176899,0,-9005558.911412379,-8442866.308754764,-8396175.55134945,-8623919.58779066,357003.81147802493,-3331350.088677037,-3176166.238771634,-3161957.2592005883,-3225631.1055556186,98911.7638908632,0,0,0,0,0,0,0,0,0,0,7347248.246377488,7361457.225948533,7516641.075853936,7410922.092732519,98911.7638908637,4185290.987176899,4185290.987176899,4185290.987176899,4185290.987176899,0
