age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,added_sugar,CED,MJ,-1354181.895983024,-1328759.6292482615,-1218985.9512633681,-1299162.6428447068,75631.53071444175,0,0,0,0,0,-1354181.895983024,-1328759.6292482615,-1218985.9512633681,-1299162.6428447068,75631.53071444175,-52988344.520681664,-51993586.111760244,-47698206.380558446,-50835473.367100455,2959417.503668649,-897155.6001606063,-880313.1589512498,-807587.2790332622,-860704.9348429582,50106.45285574765,-457026.29582241795,-448446.4702970118,-411398.6722301059,-438457.7080017487,25525.077858694185,2288943.5219970173,2398717.19998191,2424139.4667166728,2369120.2135783555,75631.5307144416,1069957.5707336487,1069957.5707336487,1069957.5707336487,1069957.5707336487,0,1516442.1451080367,1589168.0250260243,1606010.4662353809,1569559.8009177328,50106.45285574772,708854.8660747744,708854.8660747744,708854.8660747744,708854.8660747744,0,772501.3768889804,809549.1749558861,818129.0004812923,799560.412660623,25525.077858694152,361102.70465887425,361102.70465887425,361102.70465887425,361102.70465887425,0,-897155.6001606063,-880313.1589512498,-807587.2790332622,-860704.9348429582,50106.45285574765,-457026.29582241795,-448446.4702970118,-411398.6722301059,-438457.7080017487,25525.077858694185,0,0,0,0,0,0,0,0,0,0,772501.3768889804,809549.1749558861,818129.0004812923,799560.412660623,25525.077858694152,361102.70465887425,361102.70465887425,361102.70465887425,361102.70465887425,0
20-34,Female,HIS,added_sugar,FL,mrh-eq,-58699.1103630536,-57597.142861369095,-52838.83287501675,-56314.21567376634,3278.365765709035,0,0,0,0,0,-58699.1103630536,-57597.142861369095,-52838.83287501675,-56314.21567376634,3278.365765709035,-52988344.520681664,-51993586.111760244,-47698206.380558446,-50835473.367100455,2959417.503668649,-38888.59815869165,-38158.536474759916,-35006.120640358844,-37308.58765003384,2171.9417567206538,-19810.51220436194,-19438.606386609175,-17832.7122346579,-19005.628023732508,1106.4240089883806,99217.79992115906,103976.10990751139,105078.07740919592,102693.18271990865,3278.365765709035,46378.9670461423,46378.9670461423,46378.9670461423,46378.9670461423,0,65732.53201724848,68884.94785164954,69615.00953558128,68034.99902692347,2171.9417567206524,30726.41137688964,30726.41137688964,30726.41137688964,30726.41137688964,0,33485.26790391057,35091.162055861845,35463.06787361461,34658.18369298518,1106.4240089883813,15652.55566925267,15652.55566925267,15652.55566925267,15652.555669252668,0,-38888.59815869165,-38158.536474759916,-35006.120640358844,-37308.58765003384,2171.9417567206538,-19810.51220436194,-19438.606386609175,-17832.7122346579,-19005.628023732508,1106.4240089883806,0,0,0,0,0,0,0,0,0,0,33485.26790391057,35091.162055861845,35463.06787361461,34658.18369298518,1106.4240089883813,15652.55566925267,15652.55566925267,15652.55566925267,15652.555669252668,0
20-34,Female,HIS,added_sugar,Food_price,USD,-1267462.231107367,-1243667.966089477,-1140924.0206650738,-1215966.3238415776,70788.20721628782,0,0,0,0,0,-1267462.231107367,-1243667.966089477,-1140924.0206650738,-1215966.3238415776,70788.20721628782,-52988344.520681664,-51993586.111760244,-47698206.380558446,-50835473.367100455,2959417.503668649,-839703.1757721013,-823939.2978352979,-755870.6681382617,-805586.7533580232,46897.71493608718,-427759.0553352656,-419728.6682541792,-385053.35252681223,-410379.57048355445,23890.492280200553,2142363.2023695745,2245107.1477939775,2268901.4128118674,2217405.5055460786,70788.20721628777,1001439.1817045007,1001439.1817045007,1001439.1817045007,1001439.1817045007,0,1419331.5907451534,1487400.2204421898,1503164.0983789936,1469047.6759649152,46897.71493608733,663460.9226068921,663460.9226068921,663460.9226068921,663460.9226068921,0,723031.611624421,757706.9273517878,765737.3144328741,748357.829581163,23890.492280200466,337978.2590976086,337978.2590976086,337978.2590976086,337978.2590976086,0,-839703.1757721013,-823939.2978352979,-755870.6681382617,-805586.7533580232,46897.71493608718,-427759.0553352656,-419728.6682541792,-385053.35252681223,-410379.57048355445,23890.492280200553,0,0,0,0,0,0,0,0,0,0,723031.611624421,757706.9273517878,765737.3144328741,748357.829581163,23890.492280200466,337978.2590976086,337978.2590976086,337978.2590976086,337978.2590976086,0
20-34,Female,HIS,oil,CED,MJ,-43481.84238699364,-28513.377570084536,-15366.998055476755,-29152.705746330616,14807.641367310804,0,0,0,0,0,-43481.84238699364,-28513.377570084536,-15366.998055476755,-29152.705746330616,14807.641367310804,-4608666.531951941,-3022149.975859002,-1628757.332877654,-3089912.752389385,1569470.7822933802,-36265.099566180994,-23780.972005375133,-12816.515674641005,-24314.1899808389,12349.996206380974,-7216.742820812649,-4732.405564709404,-2550.482380835749,-4838.515765491717,2457.6451609298288,1044293.8906886091,1057440.2702032167,1072408.735020126,1058079.598379463,14807.641367310795,1028926.8926331322,1028926.8926331322,1028926.8926331322,1028926.8926331322,0,870970.9580637531,881935.4143944872,894419.541955293,882468.632369951,12349.996206380927,858154.442389112,858154.442389112,858154.442389112,858154.442389112,0,173322.93262485595,175504.8558087296,177989.19306483286,175610.96600951193,2457.645160929821,170772.45024402018,170772.45024402018,170772.45024402018,170772.45024402018,0,-36265.099566180994,-23780.972005375133,-12816.515674641005,-24314.1899808389,12349.996206380974,-7216.742820812649,-4732.405564709404,-2550.482380835749,-4838.515765491717,2457.6451609298288,0,0,0,0,0,0,0,0,0,0,173322.93262485595,175504.8558087296,177989.19306483286,175610.96600951193,2457.645160929821,170772.45024402018,170772.45024402018,170772.45024402018,170772.45024402018,0
20-34,Female,HIS,oil,FL,mrh-eq,-2244.4206010605953,-1471.7870382433339,-793.2048211114173,-1504.7875104136303,764.3322709768762,0,0,0,0,0,-2244.4206010605953,-1471.7870382433339,-793.2048211114173,-1504.7875104136303,764.3322709768762,-4608666.531951941,-3022149.975859002,-1628757.332877654,-3089912.752389385,1569470.7822933802,-1871.9109425362578,-1227.5124638710045,-661.5554961531423,-1255.0358010455277,637.474963961345,-372.50965852433745,-244.27457437232948,-131.64932495827517,-249.75170936810272,126.85730701553118,53903.75828519002,54582.340502321946,55354.9740651392,54615.34097449223,764.332270976876,53110.55346407861,53110.55346407861,53110.55346407861,53110.55346407861,0,44957.27535658657,45523.232324304445,46167.630802969696,45550.755661478965,637.4749639613477,44295.71986043344,44295.71986043344,44295.71986043344,44295.71986043345,0,8946.482928603444,9059.108178017497,9187.343262169506,9064.585313013271,126.85730701553204,8814.83360364517,8814.83360364517,8814.83360364517,8814.83360364517,0,-1871.9109425362578,-1227.5124638710045,-661.5554961531423,-1255.0358010455277,637.474963961345,-372.50965852433745,-244.27457437232948,-131.64932495827517,-249.75170936810272,126.85730701553118,0,0,0,0,0,0,0,0,0,0,8946.482928603444,9059.108178017497,9187.343262169506,9064.585313013271,126.85730701553204,8814.83360364517,8814.83360364517,8814.83360364517,8814.83360364517,0
20-34,Female,HIS,oil,Food_price,USD,-47779.10593004812,-31331.323894224723,-16885.701884129197,-32033.8361839538,16271.064578315401,0,0,0,0,0,-47779.10593004812,-31331.323894224723,-16885.701884129197,-32033.8361839538,16271.064578315401,-4608666.531951941,-3022149.975859002,-1628757.332877654,-3089912.752389385,1569470.7822933802,-39849.140206961325,-26131.21979633962,-14083.158082923492,-26717.13512869245,13570.532999238141,-7929.96572308679,-5200.104097885102,-2802.543801205707,-5316.701055261346,2700.5315790772593,1147500.3285564075,1161945.9505665032,1178393.7326023264,1162648.4628562322,16271.064578315365,1130614.6266722784,1130614.6266722784,1130614.6266722784,1130614.6266722784,0,957048.0776079365,969096.1393213526,982814.0597319743,969682.0546537054,13570.532999238174,942964.9195250131,942964.9195250131,942964.9195250131,942964.919525013,0,190452.25094847122,192849.8112451506,195579.67287035228,192966.40820252686,2700.531579077251,187649.7071472655,187649.7071472655,187649.7071472655,187649.70714726546,0,-39849.140206961325,-26131.21979633962,-14083.158082923492,-26717.13512869245,13570.532999238141,-7929.96572308679,-5200.104097885102,-2802.543801205707,-5316.701055261346,2700.5315790772593,0,0,0,0,0,0,0,0,0,0,190452.25094847122,192849.8112451506,195579.67287035228,192966.40820252686,2700.531579077251,187649.7071472655,187649.7071472655,187649.7071472655,187649.70714726546,0
20-34,Female,HIS,sat_fat,CED,MJ,-2983229.5352364243,-2840160.5724626235,-2820060.730302267,-2883307.6323269904,93655.41708881597,0,0,0,0,0,-2983229.5352364243,-2840160.5724626235,-2820060.730302267,-2883307.6323269904,93655.41708881597,-56907830.833274364,-54178659.56607643,-53795236.70037782,-55001729.1806376,1786562.7064086094,-2284998.5528602516,-2175415.173828894,-2160019.740890646,-2208463.575966827,71735.1749128847,-698230.9823761728,-664745.39863372955,-660040.9894116212,-674844.0563601629,21920.24217593124,6378311.7857464105,6398411.627906767,6541480.5906805685,6441558.687771133,93655.41708881609,3558251.0554441432,3558251.0554441432,3558251.0554441432,3558251.0554441432,0,4885454.849509926,4900850.2824481735,5010433.661479531,4933898.684586107,71735.17491288454,2725435.10861928,2725435.10861928,2725435.10861928,2725435.10861928,0,1492856.9362364847,1497561.345458593,1531046.9292010365,1507660.0031850263,21920.242175931413,832815.9468248636,832815.9468248636,832815.9468248636,832815.9468248636,0,-2284998.5528602516,-2175415.173828894,-2160019.740890646,-2208463.575966827,71735.1749128847,-698230.9823761728,-664745.39863372955,-660040.9894116212,-674844.0563601629,21920.24217593124,0,0,0,0,0,0,0,0,0,0,1492856.9362364847,1497561.345458593,1531046.9292010365,1507660.0031850263,21920.242175931413,832815.9468248636,832815.9468248636,832815.9468248636,832815.9468248636,0
20-34,Female,HIS,sat_fat,FL,mrh-eq,-81666.60697824537,-77750.06062617016,-77199.8227411378,-78931.22149179922,2563.8389699603895,0,0,0,0,0,-81666.60697824537,-77750.06062617016,-77199.8227411378,-78931.22149179922,2563.8389699603895,-56907830.833274364,-54178659.56607643,-53795236.70037782,-55001729.1806376,1786562.7064086094,-62552.37036177595,-59552.499704490874,-59131.046123337524,-60457.20745050201,1963.767208298956,-19114.23661646941,-18197.560921679295,-18068.776617800275,-18474.01404129722,600.0717616614319,174607.77846247124,175158.01634750358,179074.56269957876,176339.17721313264,2563.8389699603813,97407.9557213334,97407.9557213334,97407.9557213334,97407.9557213334,0,133740.4703165995,134161.92389775286,137161.79455503795,135066.631643764,1963.76720829897,74609.42419326199,74609.42419326199,74609.42419326199,74609.42419326199,0,40867.308145871684,40996.0924497507,41912.768144540816,41272.54556936863,600.0717616614319,22798.531528071406,22798.531528071406,22798.531528071406,22798.531528071402,0,-62552.37036177595,-59552.499704490874,-59131.046123337524,-60457.20745050201,1963.767208298956,-19114.23661646941,-18197.560921679295,-18068.776617800275,-18474.01404129722,600.0717616614319,0,0,0,0,0,0,0,0,0,0,40867.308145871684,40996.0924497507,41912.768144540816,41272.54556936863,600.0717616614319,22798.531528071406,22798.531528071406,22798.531528071406,22798.531528071402,0
20-34,Female,HIS,sat_fat,Food_price,USD,-662658.7404194274,-630879.1212030712,-626414.3839338501,-640463.2903073292,20803.488296321248,0,0,0,0,0,-662658.7404194274,-630879.1212030712,-626414.3839338501,-640463.2903073292,20803.488296321248,-56907830.833274364,-54178659.56607643,-53795236.70037782,-55001729.1806376,1786562.7064086094,-507562.1050991601,-483220.57084505213,-479800.8144774742,-490561.54554208025,15934.389255023294,-155096.6353202673,-147658.55035801907,-146613.56945637596,-149901.74476524894,4869.099041297959,1416801.491143101,1421266.2284123218,1453045.847628678,1430850.3975165796,20803.488296321313,790387.1072092506,790387.1072092506,790387.1072092506,790387.1072092507,0,1085196.200531604,1088615.956899182,1112957.49115329,1095956.93159621,15934.389255023327,605395.3860541299,605395.3860541299,605395.3860541299,605395.3860541299,0,331605.2906114966,332650.27151313977,340088.356475388,334893.4659203696,4869.099041297985,184991.7211551207,184991.7211551207,184991.7211551207,184991.72115512067,0,-507562.1050991601,-483220.57084505213,-479800.8144774742,-490561.54554208025,15934.389255023294,-155096.6353202673,-147658.55035801907,-146613.56945637596,-149901.74476524894,4869.099041297959,0,0,0,0,0,0,0,0,0,0,331605.2906114966,332650.27151313977,340088.356475388,334893.4659203696,4869.099041297985,184991.7211551207,184991.7211551207,184991.7211551207,184991.72115512067,0
20-34,Female,NHB,added_sugar,CED,MJ,-1015846.7106537208,-1005723.9884333806,-964616.8473946082,-994852.2625321763,28559.653721603263,0,0,0,0,0,-1015846.7106537208,-1005723.9884333806,-964616.8473946082,-994852.2625321763,28559.653721603263,-39349880.259292886,-38957766.07209221,-37365438.154195406,-38536638.44728655,1106287.9294738795,-671694.6156975862,-665001.3046494762,-637820.5843568485,-657812.740002277,18884.114532047308,-344152.0949561345,-340722.68378390436,-326796.26303775964,-337039.52252989926,9675.539189555946,1629466.8224640263,1670573.9635027987,1680696.685723139,1659702.2376015943,28559.653721603263,664849.9750694181,664849.9750694181,664849.9750694181,664849.9750694181,0,1077430.363880986,1104611.084173614,1111304.395221724,1097422.5195264148,18884.114532047373,439609.7795241377,439609.7795241377,439609.7795241377,439609.7795241377,0,552036.4585830402,565962.8793291848,569392.2905014148,562279.7180751796,9675.539189555891,225240.1955452804,225240.1955452804,225240.1955452804,225240.19554528044,0,-671694.6156975862,-665001.3046494762,-637820.5843568485,-657812.740002277,18884.114532047308,-344152.0949561345,-340722.68378390436,-326796.26303775964,-337039.52252989926,9675.539189555946,0,0,0,0,0,0,0,0,0,0,552036.4585830402,565962.8793291848,569392.2905014148,562279.7180751796,9675.539189555891,225240.1955452804,225240.1955452804,225240.1955452804,225240.19554528044,0
