age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,CED,MJ,-7527105.804673925,-7456401.000113257,-7351880.038250083,-7444535.6817615,92794.78254069726,0,0,0,0,0,-7527105.804673925,-7456401.000113257,-7351880.038250083,-7444535.6817615,92794.78254069726,-183659280.67206296,-179838129.0759394,-177125020.40117604,-180226916.06589034,3455527.120482855,-5512772.624217575,-5456413.605016295,-5383309.801140321,-5450538.241972542,68328.0444034774,-2014333.1804563506,-1999987.395096962,-1968570.2371097628,-1993997.439788958,24638.0496723111,18193853.534329657,18298374.49619283,18369079.3007535,18286509.177841075,92794.78254069867,10841973.496079572,10841973.496079572,10841973.496079572,10841973.496079572,0,13599542.313100483,13672646.116976457,13729005.136177735,13666770.753932705,68328.04440347651,8216232.511960161,8216232.511960161,8216232.511960161,8216232.511960161,0,4594311.221229174,4625728.379216375,4640074.164575763,4619738.423908371,24638.049672311514,2625740.9841194125,2625740.9841194125,2625740.9841194125,2625740.9841194125,0,-5512772.624217575,-5456413.605016295,-5383309.801140321,-5450538.241972542,68328.0444034774,-2014333.1804563506,-1999987.395096962,-1968570.2371097628,-1993997.439788958,24638.0496723111,0,0,0,0,0,0,0,0,0,0,4594311.221229174,4625728.379216375,4640074.164575763,4619738.423908371,24638.049672311514,2625740.9841194125,2625740.9841194125,2625740.9841194125,2625740.9841194125,0
20-34,HIS,FL,mrh-eq,-233838.88794508984,-233716.76335215365,-228360.58916529446,-231880.25472270697,3292.88311331379,0,0,0,0,0,-233838.88794508984,-233716.76335215365,-228360.58916529446,-231880.25472270697,3292.88311331379,-183659280.67206296,-179838129.0759394,-177125020.40117604,-180226916.06589034,3455527.120482855,-168887.78511364272,-168748.22769626687,-164961.28021636046,-167468.44170941404,2345.02629582405,-64967.618138811056,-64950.18531437131,-63398.391431858254,-64411.81301329296,948.4244226614984,600574.6753571079,605930.849543967,606052.9741369032,604094.3409145203,3292.883113313764,372214.08619181335,372214.08619181335,372214.08619181335,372214.0861918133,0,448291.0309865,452077.97846640635,452217.53588378214,450798.19247955346,2345.0262958240414,283329.75077013945,283329.75077013945,283329.75077013945,283329.75077013945,0,152282.72685353213,153834.5207360452,153851.95356048492,153296.14843496683,948.4244226614941,88884.3354216739,88884.3354216739,88884.3354216739,88884.3354216739,0,-168887.78511364272,-168748.22769626687,-164961.28021636046,-167468.44170941404,2345.02629582405,-64967.618138811056,-64950.18531437131,-63398.391431858254,-64411.81301329296,948.4244226614984,0,0,0,0,0,0,0,0,0,0,152282.72685353213,153834.5207360452,153851.95356048492,153296.14843496683,948.4244226614941,88884.3354216739,88884.3354216739,88884.3354216739,88884.3354216739,0
20-34,HIS,Food_price,USD,-3285303.3484005244,-3217820.5961487945,-3179536.208579071,-3228065.636388095,56369.549760298425,0,0,0,0,0,-3285303.3484005244,-3217820.5961487945,-3179536.208579071,-3228065.636388095,56369.549760298425,-183659280.67206296,-179838129.0759394,-177125020.40117604,-180226916.06589034,3455527.120482855,-2266270.4178297985,-2216559.9410020355,-2190581.2989875935,-2224886.900585657,40483.83295858894,-1019032.9305707255,-1001260.6551467591,-988954.9095914778,-1003178.7358024381,15917.449169965383,8765904.02853812,8804188.416107846,8871671.168359576,8814433.456347147,56369.54976029905,5586367.81995905,5586367.81995905,5586367.81995905,5586367.81995905,0,6400963.369539015,6426942.011553457,6476652.488381221,6435268.971137079,40483.832958589446,4210382.0705514215,4210382.0705514215,4210382.0705514215,4210382.0705514215,0,2364940.6589991073,2377246.4045543885,2395018.679978355,2379164.4852100676,15917.449169965266,1375985.7494076292,1375985.7494076292,1375985.7494076292,1375985.7494076292,0,-2266270.4178297985,-2216559.9410020355,-2190581.2989875935,-2224886.900585657,40483.83295858894,-1019032.9305707255,-1001260.6551467591,-988954.9095914778,-1003178.7358024381,15917.449169965383,0,0,0,0,0,0,0,0,0,0,2364940.6589991073,2377246.4045543885,2395018.679978355,2379164.4852100676,15917.449169965266,1375985.7494076292,1375985.7494076292,1375985.7494076292,1375985.7494076292,0
20-34,NHB,CED,MJ,-5029053.724524831,-4916801.287523041,-4709074.741815449,-4883301.6002578465,170890.59898068692,0,0,0,0,0,-5029053.724524831,-4916801.287523041,-4709074.741815449,-4883301.6002578465,170890.59898068692,-143700493.4808239,-140711592.90309146,-134354303.9083618,-139529702.23046085,5024407.822872366,-3686776.8668772355,-3592635.272580602,-3446482.3475680947,-3574385.682855734,127454.49699603507,-1342276.8576475962,-1324166.0149424388,-1262592.3942473533,-1308915.917402113,43969.53343009844,10716607.877823211,10924334.423530806,11036586.860532595,10890834.73626561,170890.59898068671,6007533.136007763,6007533.136007763,6007533.136007763,6007533.136007763,0,8001007.644541712,8147160.569554219,8241302.163850852,8128910.979829351,127454.49699603557,4554525.296973616,4554525.296973616,4554525.296973616,4554525.296973616,0,2715600.233281501,2777173.8539765873,2795284.696681744,2761923.756436261,43969.53343009834,1453007.8390341483,1453007.8390341483,1453007.8390341483,1453007.8390341483,0,-3686776.8668772355,-3592635.272580602,-3446482.3475680947,-3574385.682855734,127454.49699603507,-1342276.8576475962,-1324166.0149424388,-1262592.3942473533,-1308915.917402113,43969.53343009844,0,0,0,0,0,0,0,0,0,0,2715600.233281501,2777173.8539765873,2795284.696681744,2761923.756436261,43969.53343009834,1453007.8390341483,1453007.8390341483,1453007.8390341483,1453007.8390341483,0
20-34,NHB,FL,mrh-eq,-157877.19766591644,-155218.34145726287,-148165.07542153448,-153676.44327232434,5283.1794024176525,0,0,0,0,0,-157877.19766591644,-155218.34145726287,-148165.07542153448,-153676.44327232434,5283.1794024176525,-143700493.4808239,-140711592.90309146,-134354303.9083618,-139529702.23046085,5024407.822872366,-114389.52130926955,-112016.247023384,-107115.31965796328,-111129.35120600322,3904.812229630112,-43487.67635664691,-43202.09443387886,-41049.75576357118,-42547.09206632109,1402.9105482400294,348025.87103208003,355079.1370678084,357737.993276462,353537.23888286995,5283.179402417624,199860.79561054555,199860.79561054555,199860.79561054555,199860.79561054555,0,259007.40419984848,263908.33156526915,266281.60585115466,263021.43574788835,3904.812229630084,151892.08454188512,151892.08454188512,151892.08454188512,151892.08454188512,0,89018.46683223163,91170.80550253931,91456.38742530733,90515.80313498154,1402.9105482400287,47968.71106866044,47968.71106866044,47968.71106866044,47968.71106866045,0,-114389.52130926955,-112016.247023384,-107115.31965796328,-111129.35120600322,3904.812229630112,-43487.67635664691,-43202.09443387886,-41049.75576357118,-42547.09206632109,1402.9105482400294,0,0,0,0,0,0,0,0,0,0,89018.46683223163,91170.80550253931,91456.38742530733,90515.80313498154,1402.9105482400287,47968.71106866044,47968.71106866044,47968.71106866044,47968.71106866045,0
20-34,NHB,Food_price,USD,-2322956.6520552984,-2294496.445282541,-2197802.5587886693,-2270554.8032751326,69056.74746536314,0,0,0,0,0,-2322956.6520552984,-2294496.445282541,-2197802.5587886693,-2270554.8032751326,69056.74746536314,-143700493.4808239,-140711592.90309146,-134354303.9083618,-139529702.23046085,5024407.822872366,-1608977.7472511667,-1594585.609645084,-1524763.7862369749,-1575136.5970829695,47415.59420773962,-713978.904804132,-699910.8356374577,-673038.7725516947,-695418.2061921634,21895.887172086594,5139486.047952641,5236179.934446511,5264640.1412192695,5212238.292439103,69056.74746536245,2941683.4891639696,2941683.4891639696,2941683.4891639696,2941683.48916397,0,3737266.2661529053,3807088.0895610154,3821480.227167099,3787639.0769989006,47415.594207740054,2212502.4799159314,2212502.4799159314,2212502.4799159314,2212502.4799159314,0,1402219.7817997336,1429091.8448854967,1443159.914052171,1424599.2154402023,21895.887172086543,729181.0092480391,729181.0092480391,729181.0092480391,729181.0092480391,0,-1608977.7472511667,-1594585.609645084,-1524763.7862369749,-1575136.5970829695,47415.59420773962,-713978.904804132,-699910.8356374577,-673038.7725516947,-695418.2061921634,21895.887172086594,0,0,0,0,0,0,0,0,0,0,1402219.7817997336,1429091.8448854967,1443159.914052171,1424599.2154402023,21895.887172086543,729181.0092480391,729181.0092480391,729181.0092480391,729181.0092480391,0
20-34,NHW,CED,MJ,-23211427.329597615,-22717841.07737867,-22573826.71579516,-22840497.8811104,351990.0074767147,0,0,0,0,0,-23211427.329597615,-22717841.07737867,-22573826.71579516,-22840497.8811104,351990.0074767147,-553988055.9819133,-542846274.730439,-535503135.58787465,-544179131.6107582,9797141.534773992,-17404654.42339096,-17034539.314334124,-16893963.779879943,-17115079.51594909,277687.19263688975,-5806772.906206658,-5683301.763044549,-5679862.935915215,-5725418.365161312,76104.47366210843,53881659.75187022,54025674.11345373,54519260.36567268,54148330.91718546,351990.00747671595,31307833.036075067,31307833.036075067,31307833.036075067,31307833.036075067,0,40883134.8621729,41023710.396627076,41393825.50568391,41104250.59824204,277687.19263688824,23989171.08229296,23989171.08229296,23989171.08229296,23989171.08229296,0,12998524.889697324,13001963.716826659,13125434.859988766,13044080.31894342,76104.47366210652,7318661.953782109,7318661.953782109,7318661.953782109,7318661.953782109,0,-17404654.42339096,-17034539.314334124,-16893963.779879943,-17115079.51594909,277687.19263688975,-5806772.906206658,-5683301.763044549,-5679862.935915215,-5725418.365161312,76104.47366210843,0,0,0,0,0,0,0,0,0,0,12998524.889697324,13001963.716826659,13125434.859988766,13044080.31894342,76104.47366210652,7318661.953782109,7318661.953782109,7318661.953782109,7318661.953782109,0
20-34,NHW,FL,mrh-eq,-708949.8371360993,-693210.6349702227,-690266.9235753512,-697700.2808547859,10573.920257187461,0,0,0,0,0,-708949.8371360993,-693210.6349702227,-690266.9235753512,-697700.2808547859,10573.920257187461,-553988055.9819133,-542846274.730439,-535503135.58787465,-544179131.6107582,9797141.534773992,-523597.5602972462,-512170.6838794452,-508493.2346835892,-514889.7811503031,8291.077978972475,-185390.8946178524,-181812.30667076143,-181078.56886977667,-182810.49970448294,2428.6994499382567,1771760.3946257222,1774704.1060205933,1790443.3081864703,1779193.751905157,10573.920257187576,1081493.4710503707,1081493.4710503707,1081493.4710503707,1081493.4710503707,0,1338013.229287652,1341690.678483508,1353117.5549013093,1344409.775754366,8291.077978972593,829519.9946040629,829519.9946040629,829519.9946040629,829519.9946040629,0,433052.04531608446,433785.7831170693,437364.3710641603,434783.97615079075,2428.6994499382945,251973.47644630785,251973.47644630785,251973.47644630785,251973.47644630785,0,-523597.5602972462,-512170.6838794452,-508493.2346835892,-514889.7811503031,8291.077978972475,-185390.8946178524,-181812.30667076143,-181078.56886977667,-182810.49970448294,2428.6994499382567,0,0,0,0,0,0,0,0,0,0,433052.04531608446,433785.7831170693,437364.3710641603,434783.97615079075,2428.6994499382945,251973.47644630785,251973.47644630785,251973.47644630785,251973.47644630785,0
20-34,NHW,Food_price,USD,-9598256.283614058,-9449204.301221082,-9323237.337851645,-9457304.307896009,144916.69198761103,0,0,0,0,0,-9598256.283614058,-9449204.301221082,-9323237.337851645,-9457304.307896009,144916.69198761103,-553988055.9819133,-542846274.730439,-535503135.58787465,-544179131.6107582,9797141.534773992,-6703294.102149021,-6575438.438327304,-6517024.043344224,-6599803.795814545,100282.00966546062,-2894962.181465039,-2873765.862893778,-2806213.294507419,-2857500.512081463,48787.70100828648,26095696.56577108,26221663.529140517,26370715.5115335,26229763.535815448,144916.69198761295,16772459.227919439,16772459.227919439,16772459.227919439,16772459.227919439,0,19151570.3000132,19209984.694996282,19337840.358818,19234350.052483525,100282.00966546273,12634546.256668976,12634546.256668976,12634546.256668976,12634546.256668976,0,6944126.265757882,7011678.83414424,7032875.152715501,6995413.483331925,48787.7010082863,4137912.971250462,4137912.971250462,4137912.971250462,4137912.971250462,0,-6703294.102149021,-6575438.438327304,-6517024.043344224,-6599803.795814545,100282.00966546062,-2894962.181465039,-2873765.862893778,-2806213.294507419,-2857500.512081463,48787.70100828648,0,0,0,0,0,0,0,0,0,0,6944126.265757882,7011678.83414424,7032875.152715501,6995413.483331925,48787.7010082863,4137912.971250462,4137912.971250462,4137912.971250462,4137912.971250462,0
20-34,OTH,CED,MJ,-3690823.1559286993,-3606485.5177397127,-3497597.3239623043,-3597871.287708687,101971.06219470789,0,0,0,0,0,-3690823.1559286993,-3606485.5177397127,-3497597.3239623043,-3597871.287708687,101971.06219470789,-98576729.29679105,-98367458.21100193,-86716130.84418638,-94352701.62116809,7145384.054560088,-2751845.7308971058,-2676702.888687444,-2603276.0081658773,-2677304.9805078283,78196.32941312398,-938977.4250315935,-929782.6290522686,-894321.3157964261,-920566.307200859,24821.494211187382,9570550.16963748,9679438.36341489,9763776.001603875,9670824.133383865,101971.06219470743,6072952.845675177,6072952.845675177,6072952.845675177,6072952.845675177,0,7240357.841621722,7313784.722143287,7388927.56435295,7314386.813963671,78196.32941312352,4637081.833455844,4637081.833455844,4637081.833455844,4637081.833455844,0,2330192.328015758,2365653.6412716014,2374848.4372509257,2356437.319420191,24821.494211187513,1435871.0122193324,1435871.0122193324,1435871.0122193324,1435871.0122193324,0,-2751845.7308971058,-2676702.888687444,-2603276.0081658773,-2677304.9805078283,78196.32941312398,-938977.4250315935,-929782.6290522686,-894321.3157964261,-920566.307200859,24821.494211187382,0,0,0,0,0,0,0,0,0,0,2330192.328015758,2365653.6412716014,2374848.4372509257,2356437.319420191,24821.494211187513,1435871.0122193324,1435871.0122193324,1435871.0122193324,1435871.0122193324,0
