sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,HIS,CED,MJ,-13068192.44878107,-12854300.04593927,-12233272.42124053,-12711445.582129816,456514.7025978818,0,0,0,0,0,-13068192.44878107,-12854300.04593927,-12233272.42124053,-12711445.582129816,456514.7025978818,-340404804.51776385,-331903371.2755753,-310562512.88654107,-327398309.82054174,16183783.89827164,-9676121.101072628,-9514427.427320309,-9056425.530566588,-9410459.629775958,338355.4768985502,-3392071.3477084395,-3339872.6186189638,-3176846.8906739396,-3300985.952353859,118176.09143386304,30873780.9327364,31494808.557435144,31708700.960276943,31351954.09362569,456514.70259788417,18640508.511495866,18640508.511495866,18640508.511495866,18640508.511495866,0,23296324.29622981,23754326.192983527,23916019.866735853,23650358.395439178,338355.4768985511,14239898.765663221,14239898.765663221,14239898.765663221,14239898.765663221,0,7577456.63650658,7740482.364451606,7792681.09354108,7701595.698186501,118176.09143386346,4400609.745832642,4400609.745832642,4400609.745832642,4400609.745832642,0,-9676121.101072628,-9514427.427320309,-9056425.530566588,-9410459.629775958,338355.4768985502,-3392071.3477084395,-3339872.6186189638,-3176846.8906739396,-3300985.952353859,118176.09143386304,0,0,0,0,0,0,0,0,0,0,7577456.63650658,7740482.364451606,7792681.09354108,7701595.698186501,118176.09143386346,4400609.745832642,4400609.745832642,4400609.745832642,4400609.745832642,0
Female,HIS,FL,mrh-eq,-433547.72809432365,-425692.79932131176,-403572.48070784664,-420687.3993772931,16361.135951272756,0,0,0,0,0,-433547.72809432365,-425692.79932131176,-403572.48070784664,-420687.3993772931,16361.135951272756,-340404804.51776385,-331903371.2755753,-310562512.88654107,-327398309.82054174,16183783.89827164,-315154.79626532213,-309271.0905904395,-293140.028677209,-305675.5269980368,11997.838700993674,-118392.93182900152,-116421.70873087231,-110432.45203063758,-115011.87237925634,4364.004424345739,1062003.9630621776,1084124.2816756428,1091979.2104486548,1079118.8817316242,16361.135951272803,658431.4823543308,658431.4823543308,658431.4823543308,658431.4823543308,0,794920.2284880688,811051.290401299,816934.9960761821,807455.7268088966,11997.838700993701,501780.1998108598,501780.1998108598,501780.1998108598,501780.1998108598,0,267083.73457410873,273072.99127434345,275044.2143724727,271663.15492272755,4364.004424345766,156651.28254347126,156651.28254347126,156651.28254347126,156651.28254347126,0,-315154.79626532213,-309271.0905904395,-293140.028677209,-305675.5269980368,11997.838700993674,-118392.93182900152,-116421.70873087231,-110432.45203063758,-115011.87237925634,4364.004424345739,0,0,0,0,0,0,0,0,0,0,267083.73457410873,273072.99127434345,275044.2143724727,271663.15492272755,4364.004424345766,156651.28254347126,156651.28254347126,156651.28254347126,156651.28254347126,0
Female,HIS,Food_price,USD,-5463362.92919968,-5377322.250584694,-5032309.267059396,-5286454.775177566,240130.85722443007,0,0,0,0,0,-5463362.92919968,-5377322.250584694,-5032309.267059396,-5286454.775177566,240130.85722443007,-340404804.51776385,-331903371.2755753,-310562512.88654107,-327398309.82054174,16183783.89827164,-3805669.0894117258,-3742008.1533937627,-3498001.553191423,-3678728.972978192,170952.0614259774,-1657693.8397879528,-1635314.0971909312,-1534307.7138679726,-1607725.8021993747,69195.72040982745,13944023.14399566,14289036.12752096,14375076.806135941,14198168.65211383,240130.85722443042,8911713.876936262,8911713.876936262,8911713.876936262,8911713.876936262,0,10223488.024039932,10467494.624242272,10531155.560260238,10404215.443826701,170952.061425979,6725486.470848511,6725486.470848511,6725486.470848511,6725486.470848511,0,3720535.1199557246,3821541.503278684,3843921.2458757046,3793953.208287127,69195.72040982751,2186227.406087752,2186227.406087752,2186227.406087752,2186227.406087752,0,-3805669.0894117258,-3742008.1533937627,-3498001.553191423,-3678728.972978192,170952.0614259774,-1657693.8397879528,-1635314.0971909312,-1534307.7138679726,-1607725.8021993747,69195.72040982745,0,0,0,0,0,0,0,0,0,0,3720535.1199557246,3821541.503278684,3843921.2458757046,3793953.208287127,69195.72040982751,2186227.406087752,2186227.406087752,2186227.406087752,2186227.406087752,0
Female,NHB,CED,MJ,-10733147.385593446,-10539541.471003225,-10442061.18443636,-10573269.761537736,155962.9385963597,0,0,0,0,0,-10733147.385593446,-10539541.471003225,-10442061.18443636,-10573269.761537736,155962.9385963597,-333416470.2271492,-324305042.06010145,-319528702.44437116,-325826125.7623181,7427105.126171558,-7848541.753221847,-7709201.268031026,-7655646.752244354,-7739301.608172833,104816.89471468703,-2884605.6323715984,-2830340.2029721984,-2786414.432192011,-2833968.153364904,51774.99790425613,23198478.865954176,23295959.152521037,23489565.06711126,23329687.44305555,155962.93859635887,12756417.68151781,12756417.68151781,12756417.68151781,12756417.68151781,0,17361351.25929819,17414905.775084864,17554246.260275684,17445006.11522667,104816.89471468818,9705704.507053837,9705704.507053837,9705704.507053837,9705704.507053837,0,5837127.606655988,5881053.377436174,5935318.806835574,5884681.32782888,51774.99790425546,3050713.1744639757,3050713.1744639757,3050713.1744639757,3050713.1744639757,0,-7848541.753221847,-7709201.268031026,-7655646.752244354,-7739301.608172833,104816.89471468703,-2884605.6323715984,-2830340.2029721984,-2786414.432192011,-2833968.153364904,51774.99790425613,0,0,0,0,0,0,0,0,0,0,5837127.606655988,5881053.377436174,5935318.806835574,5884681.32782888,51774.99790425546,3050713.1744639757,3050713.1744639757,3050713.1744639757,3050713.1744639757,0
Female,NHB,FL,mrh-eq,-364037.3213139469,-356487.59430198744,-349752.4773722861,-356773.4224010254,7522.412734121131,0,0,0,0,0,-364037.3213139469,-356487.59430198744,-349752.4773722861,-356773.4224010254,7522.412734121131,-333416470.2271492,-324305042.06010145,-319528702.44437116,-325826125.7623181,7427105.126171558,-262061.19987133637,-256647.24431148428,-252523.4314317638,-257099.9259536357,5035.163046283693,-101976.12144261049,-99840.34999050312,-97229.04594052226,-99673.49644738961,2502.635890549517,786819.2741049639,793554.3910346653,801104.1180466249,793840.2191337034,7522.412734121277,437066.79673267785,437066.79673267785,437066.79673267785,437066.79673267785,0,584682.0786807536,588805.8915604742,594219.8471203262,589258.5732026256,5035.16304628372,332158.6472489899,332158.6472489899,332158.6472489899,332158.6472489899,0,202137.19542421022,204748.49947419108,206884.27092629843,204581.64593107757,2502.6358905495103,104908.14948368797,104908.14948368797,104908.14948368797,104908.14948368799,0,-262061.19987133637,-256647.24431148428,-252523.4314317638,-257099.9259536357,5035.163046283693,-101976.12144261049,-99840.34999050312,-97229.04594052226,-99673.49644738961,2502.635890549517,0,0,0,0,0,0,0,0,0,0,202137.19542421022,204748.49947419108,206884.27092629843,204581.64593107757,2502.6358905495103,104908.14948368797,104908.14948368797,104908.14948368797,104908.14948368799,0
Female,NHB,Food_price,USD,-5970177.948291972,-5758384.634559482,-5576673.634023434,-5768939.83217227,207309.16457017433,0,0,0,0,0,-5970177.948291972,-5758384.634559482,-5576673.634023434,-5768939.83217227,207309.16457017433,-333416470.2271492,-324305042.06010145,-319528702.44437116,-325826125.7623181,7427105.126171558,-4135627.5952009475,-3982064.4086064897,-3868914.7143389652,-3996244.581352782,140911.33693477407,-1834550.3530910248,-1776320.2259529922,-1707758.9196844697,-1772695.2508194868,66806.13482902174,12137062.228571523,12318773.229107572,12530566.54284006,12329328.426720357,207309.16457017337,6560388.594548091,6560388.594548091,6560388.594548091,6560388.594548091,0,8772758.966816176,8885908.661083698,9039471.847678155,8900088.833829992,140911.3369347727,4903844.252477209,4903844.252477209,4903844.252477209,4903844.252477209,0,3364303.2617553514,3432864.568023873,3491094.695161906,3429239.5928903683,66806.13482902183,1656544.342070881,1656544.342070881,1656544.342070881,1656544.342070881,0,-4135627.5952009475,-3982064.4086064897,-3868914.7143389652,-3996244.581352782,140911.33693477407,-1834550.3530910248,-1776320.2259529922,-1707758.9196844697,-1772695.2508194868,66806.13482902174,0,0,0,0,0,0,0,0,0,0,3364303.2617553514,3432864.568023873,3491094.695161906,3429239.5928903683,66806.13482902183,1656544.342070881,1656544.342070881,1656544.342070881,1656544.342070881,0
Female,NHW,CED,MJ,-68911983.94144659,-68698977.0623186,-67308164.64737502,-68285711.96203242,916854.3347375861,0,0,0,0,0,-68911983.94144659,-68698977.0623186,-67308164.64737502,-68285711.96203242,916854.3347375861,-1823780967.5164607,-1806487364.35365,-1800032132.6479456,-1810290301.7070208,12925997.798385184,-51586360.223453835,-51465921.67229931,-50433296.73251335,-51145856.2727795,667180.1058417636,-17325623.717992753,-17233055.390019286,-16874867.914861657,-17139855.689252913,250594.10728081848,146498521.09311587,147889333.5080595,148102340.38718745,147476068.4077733,916854.3347375962,79190356.44574088,79190356.44574088,79190356.44574088,79190356.44574088,0,111183040.32130188,112215665.2610878,112336103.81224236,111895599.86156802,667180.1058417582,60749743.58878851,60749743.58878851,60749743.58878851,60749743.58878851,0,35315480.77181404,35673668.246971674,35766236.57494513,35580468.54620529,250594.10728081988,18440612.85695238,18440612.85695238,18440612.85695238,18440612.85695238,0,-51586360.223453835,-51465921.67229931,-50433296.73251335,-51145856.2727795,667180.1058417636,-17325623.717992753,-17233055.390019286,-16874867.914861657,-17139855.689252913,250594.10728081848,0,0,0,0,0,0,0,0,0,0,35315480.77181404,35673668.246971674,35766236.57494513,35580468.54620529,250594.10728081988,18440612.85695238,18440612.85695238,18440612.85695238,18440612.85695238,0
Female,NHW,FL,mrh-eq,-2255451.028141416,-2246077.35661651,-2221837.89794009,-2240861.2909493125,18258.731435436428,0,0,0,0,0,-2255451.028141416,-2246077.35661651,-2221837.89794009,-2240861.2909493125,18258.731435436428,-1823780967.5164607,-1806487364.35365,-1800032132.6479456,-1810290301.7070208,12925997.798385184,-1657071.225262146,-1651626.0726457445,-1635331.4037087455,-1647819.2248139558,11907.505675187269,-598379.8028792698,-594451.2839707659,-586506.49423134455,-593042.0661353562,6367.165354918595,5010638.418120104,5034877.876796523,5044251.548321427,5029661.811129325,18258.731435435402,2788800.5201800135,2788800.5201800135,2788800.5201800135,2788800.5201800135,0,3765551.7471300135,3781846.416067014,3787291.568683415,3778039.5682352246,11907.505675187827,2130220.3434212683,2130220.3434212683,2130220.3434212683,2130220.3434212683,0,1245086.670990089,1253031.46072951,1256959.9796380142,1251622.2428941005,6367.165354918633,658580.1767587443,658580.1767587443,658580.1767587443,658580.1767587443,0,-1657071.225262146,-1651626.0726457445,-1635331.4037087455,-1647819.2248139558,11907.505675187269,-598379.8028792698,-594451.2839707659,-586506.49423134455,-593042.0661353562,6367.165354918595,0,0,0,0,0,0,0,0,0,0,1245086.670990089,1253031.46072951,1256959.9796380142,1251622.2428941005,6367.165354918633,658580.1767587443,658580.1767587443,658580.1767587443,658580.1767587443,0
Female,NHW,Food_price,USD,-32877425.756242916,-32772537.27820843,-32545320.30762145,-32729615.000119835,178701.15856434958,0,0,0,0,0,-32877425.756242916,-32772537.27820843,-32545320.30762145,-32729615.000119835,178701.15856434958,-1823780967.5164607,-1806487364.35365,-1800032132.6479456,-1810290301.7070208,12925997.798385184,-22866350.652652618,-22826797.606147893,-22610616.058831178,-22764822.693582285,144903.62790003253,-10050047.33834396,-9934123.4370392,-9905605.813804748,-9964792.306537552,80527.98959373748,75674952.7496559,75902169.72024287,76007058.19827737,75859247.44215427,178701.158564345,43129632.442034446,43129632.442034446,43129632.442034446,43129632.442034446,0,54793906.25511157,55010087.80242826,55049640.84893299,54948112.88986266,144903.62790002112,32183290.196280383,32183290.196280383,32183290.196280383,32183290.19628038,0,20851948.0595588,20880465.68279326,20996389.584098026,20911134.552291613,80527.98959374381,10946342.24575406,10946342.24575406,10946342.24575406,10946342.24575406,0,-22866350.652652618,-22826797.606147893,-22610616.058831178,-22764822.693582285,144903.62790003253,-10050047.33834396,-9934123.4370392,-9905605.813804748,-9964792.306537552,80527.98959373748,0,0,0,0,0,0,0,0,0,0,20851948.0595588,20880465.68279326,20996389.584098026,20911134.552291613,80527.98959374381,10946342.24575406,10946342.24575406,10946342.24575406,10946342.24575406,0
Female,OTH,CED,MJ,-8612775.583351811,-8393649.111153789,-8155371.931276265,-8386929.564599578,240809.08795595058,0,0,0,0,0,-8612775.583351811,-8393649.111153789,-8155371.931276265,-8386929.564599578,240809.08795595058,-243421033.30432847,-231174096.01526237,-227621775.29435006,-234224838.67075494,8725029.100453971,-6487607.815877364,-6324722.918287212,-6154264.13938296,-6322065.416071738,175459.13484725202,-2125167.7674744483,-2068926.1928665778,-2001107.7918933055,-2064864.1485278402,65389.419129531074,21147786.39726812,21386063.577145647,21605190.04934367,21379344.03059144,240809.0879559515,12992414.46599186,12992414.46599186,12992414.46599186,12992414.46599186,0,16163483.171469798,16333941.950374052,16496826.847964203,16331284.448158577,175459.13484725248,10009219.032086842,10009219.032086842,10009219.032086842,10009219.032086842,0,4984303.2257983275,5052121.6267716,5108363.201379469,5048059.582432862,65389.419129530404,2983195.433905022,2983195.433905022,2983195.433905022,2983195.433905022,0,-6487607.815877364,-6324722.918287212,-6154264.13938296,-6322065.416071738,175459.13484725202,-2125167.7674744483,-2068926.1928665778,-2001107.7918933055,-2064864.1485278402,65389.419129531074,0,0,0,0,0,0,0,0,0,0,4984303.2257983275,5052121.6267716,5108363.201379469,5048059.582432862,65389.419129530404,2983195.433905022,2983195.433905022,2983195.433905022,2983195.433905022,0
