age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-10143143.61983332,-10130001.293970853,-9992262.02945029,-10086283.069880292,87975.14972330099,0,0,0,0,0,-10143143.61983332,-10130001.293970853,-9992262.02945029,-10086283.069880292,87975.14972330099,-395804563.3223101,-394855750.3175429,-389305794.7453302,-393241314.3289655,3695127.83427982,-6716420.578709193,-6707618.14988975,-6616312.519141293,-6678669.657984833,58348.81664971406,-3426723.041124125,-3422383.1440811036,-3375949.5103089972,-3407613.4118954595,29626.385394665725,19916811.060236577,20054550.324757136,20067692.650619604,20010832.100666575,87975.14972329824,9924549.030786287,9924549.030786287,9924549.030786287,9924549.030786287,0,13188138.443465253,13279444.074213712,13288246.503033156,13250495.582308793,58348.81664971575,6571825.924323961,6571825.924323961,6571825.924323961,6571825.924323961,0,6728672.616771318,6775106.250543427,6779446.147586446,6760336.518357781,29626.385394665922,3352723.106462322,3352723.106462322,3352723.106462322,3352723.106462322,0,-6716420.578709193,-6707618.14988975,-6616312.519141293,-6678669.657984833,58348.81664971406,-3426723.041124125,-3422383.1440811036,-3375949.5103089972,-3407613.4118954595,29626.385394665725,0,0,0,0,0,0,0,0,0,0,6728672.616771318,6775106.250543427,6779446.147586446,6760336.518357781,29626.385394665922,3352723.106462322,3352723.106462322,3352723.106462322,3352723.106462322,0
20-34,added_sugar,FL,mrh-eq,-431442.05047132797,-429751.5250333907,-423341.1886950399,-428095.4510332456,4498.368427839095,0,0,0,0,0,-431442.05047132797,-429751.5250333907,-423341.1886950399,-428095.4510332456,4498.368427839095,-395804563.3223101,-394855750.3175429,-389305794.7453302,-393241314.3289655,3695127.83427982,-285704.9477159966,-284581.05296380224,-280332.45336095185,-283484.6652969054,2982.789463138568,-145737.10275533138,-145170.47206958834,-143008.73533408804,-144610.78573634019,1515.580201985317,843838.3685904051,850248.7049287558,851939.2303666931,848592.6309286108,4498.368427839029,420497.1798953651,420497.1798953651,420497.1798953651,420497.1798953651,0,558794.7375963554,563043.3371992056,564167.2319514,561946.9495323088,2982.789463138502,278462.28423540347,278462.28423540347,278462.28423540347,278462.28423540347,0,285043.63099404966,287205.36772954994,287771.998415293,286645.6813963018,1515.5802019853172,142034.89565996168,142034.89565996168,142034.89565996168,142034.89565996168,0,-285704.9477159966,-284581.05296380224,-280332.45336095185,-283484.6652969054,2982.789463138568,-145737.10275533138,-145170.47206958834,-143008.73533408804,-144610.78573634019,1515.580201985317,0,0,0,0,0,0,0,0,0,0,285043.63099404966,287205.36772954994,287771.998415293,286645.6813963018,1515.5802019853172,142034.89565996168,142034.89565996168,142034.89565996168,142034.89565996168,0
20-34,added_sugar,Food_price,USD,-11580437.99752191,-11537907.506641509,-11377296.555731911,-11496475.766280388,112776.72691938943,0,0,0,0,0,-11580437.99752191,-11537907.506641509,-11377296.555731911,-11496475.766280388,112776.72691938943,-395804563.3223101,-394855750.3175429,-389305794.7453302,-393241314.3289655,3695127.83427982,-7668740.296240221,-7640448.923748056,-7533991.501028853,-7613022.239457867,74792.19894589094,-3911697.7012816914,-3897458.58289345,-3843305.0547030573,-3883453.52682252,37984.56996825802,22722736.03572779,22883346.986637387,22925877.477517795,22841915.24627627,112776.72691938875,11345439.47999588,11345439.47999588,11345439.47999588,11345439.479995882,0,15047217.609807894,15153675.032527098,15181966.40501926,15126248.348236905,74792.19894589057,7513226.108779039,7513226.108779039,7513226.108779039,7513226.108779039,0,7675518.425919897,7729671.954110289,7743911.07249853,7715666.898039359,37984.56996825785,3832213.37121684,3832213.37121684,3832213.37121684,3832213.3712168396,0,-7668740.296240221,-7640448.923748056,-7533991.501028853,-7613022.239457867,74792.19894589094,-3911697.7012816914,-3897458.58289345,-3843305.0547030573,-3883453.52682252,37984.56996825802,0,0,0,0,0,0,0,0,0,0,7675518.425919897,7729671.954110289,7743911.07249853,7715666.898039359,37984.56996825785,3832213.37121684,3832213.37121684,3832213.37121684,3832213.3712168396,0
20-34,oil,CED,MJ,-117274.41580527037,-58445.91995122057,61013.60990361439,-37171.872933401224,95627.38484827286,0,0,0,0,0,-117274.41580527037,-58445.91995122057,61013.60990361439,-37171.872933401224,95627.38484827286,-12359617.032560453,-6006949.409431415,6628299.404086639,-3802534.9566633403,10174351.446290892,-97014.42637874694,-48083.388365431645,51560.34857255147,-30289.458918179782,79701.17845699687,-20259.98942652346,-10362.53158578894,9453.261331062928,-6882.414015221452,15926.32269579216,10183018.123228107,10302477.653082939,10361306.148936989,10281203.606065119,95627.38484827125,10244031.733131718,10244031.733131718,10244031.733131718,10244031.733131718,0,8502713.238213312,8602356.975151295,8651288.01316461,8584563.045704043,79701.17845699648,8554273.586785864,8554273.586785864,8554273.586785864,8554273.586785864,0,1680304.8850147917,1700120.6779316438,1710018.1357723782,1696640.5603610761,15926.32269579212,1689758.146345855,1689758.146345855,1689758.146345855,1689758.146345855,0,-97014.42637874694,-48083.388365431645,51560.34857255147,-30289.458918179782,79701.17845699687,-20259.98942652346,-10362.53158578894,9453.261331062928,-6882.414015221452,15926.32269579216,0,0,0,0,0,0,0,0,0,0,1680304.8850147917,1700120.6779316438,1710018.1357723782,1696640.5603610761,15926.32269579212,1689758.146345855,1689758.146345855,1689758.146345855,1689758.146345855,0
20-34,oil,FL,mrh-eq,-6477.833667971068,-3270.2957187735897,2859.326860917638,-2245.002865968766,4993.867696683012,0,0,0,0,0,-6477.833667971068,-3270.2957187735897,2859.326860917638,-2245.002865968766,4993.867696683012,-12359617.032560453,-6006949.409431415,6628299.404086639,-3802534.9566633403,10174351.446290892,-5361.371883664442,-2693.0251089530793,2419.6686149545103,-1835.3595127438773,4162.096541484371,-1116.4617843066205,-577.2706098205077,439.65824596312973,-409.6433532248852,831.7766774666408,530348.6057831339,536478.228362825,539685.7663120225,535452.9355100201,4993.867696682951,533207.9326440514,533207.9326440514,533207.9326440514,533207.9326440514,0,442832.46916134347,447945.16288525105,450613.50965996244,447087.4972890418,4162.096541484397,445252.137776298,445252.137776298,445252.137776298,445252.137776298,0,87516.13662179033,88533.06547757395,89072.25665206005,88365.43822097832,831.7766774666371,87955.79486775346,87955.79486775346,87955.79486775346,87955.79486775346,0,-5361.371883664442,-2693.0251089530793,2419.6686149545103,-1835.3595127438773,4162.096541484371,-1116.4617843066205,-577.2706098205077,439.65824596312973,-409.6433532248852,831.7766774666408,0,0,0,0,0,0,0,0,0,0,87516.13662179033,88533.06547757395,89072.25665206005,88365.43822097832,831.7766774666371,87955.79486775346,87955.79486775346,87955.79486775346,87955.79486775346,0
20-34,oil,Food_price,USD,-137281.80724826988,-87251.47685799573,50061.28020607328,-56626.06398999755,102106.40226206854,0,0,0,0,0,-137281.80724826988,-87251.47685799573,50061.28020607328,-56626.06398999755,102106.40226206854,-12359617.032560453,-6006949.409431415,6628299.404086639,-3802534.9566633403,10174351.446290892,-113591.77108500586,-72037.62464152007,42503.87565292407,-46428.026799078565,85096.6028716308,-23690.0361632641,-15213.852216475632,7557.4045531492375,-10198.037190919002,17010.009439850786,11591656.681556234,11728969.438620307,11778999.769010581,11698344.025752306,102106.40226207055,11641717.961762307,11641717.961762307,11641717.961762307,11641717.961762307,0,9679519.073741972,9794060.574036416,9835614.720479904,9768450.976193976,85096.60287163116,9722022.949394897,9722022.949394897,9722022.949394897,9722022.949394897,0,1912137.6078142636,1934908.8645838886,1943385.048530677,1929893.0495583322,17010.009439850895,1919695.012367413,1919695.012367413,1919695.012367413,1919695.0123674131,0,-113591.77108500586,-72037.62464152007,42503.87565292407,-46428.026799078565,85096.6028716308,-23690.0361632641,-15213.852216475632,7557.4045531492375,-10198.037190919002,17010.009439850786,0,0,0,0,0,0,0,0,0,0,1912137.6078142636,1934908.8645838886,1943385.048530677,1929893.0495583322,17010.009439850895,1919695.012367413,1919695.012367413,1919695.012367413,1919695.0123674131,0
20-34,sat_fat,CED,MJ,-29149128.156033747,-28600284.030732747,-28172472.215713933,-28642751.50802474,515343.46070825076,0,0,0,0,0,-29149128.156033747,-28600284.030732747,-28172472.215713933,-28642751.50802474,515343.46070825076,-571077005.068512,-560566387.7596465,-551988681.727337,-561244602.2426486,10063640.568393867,-22500741.577861916,-22071339.419369385,-21747415.43316332,-22108349.30438218,397780.83463089855,-6648386.578171829,-6528944.61136336,-6425056.782550618,-6534402.203642562,117636.98486162323,62234183.965633504,62661995.78065232,63210839.905953325,62704463.257944316,515343.46070824895,34061711.74991958,34061711.74991958,34061711.74991958,34061711.74991958,0,48018326.64673607,48342250.63294215,48771652.79143468,48379260.51795494,397780.83463090385,26270911.21357275,26270911.21357275,26270911.21357275,26270911.21357275,0,14215857.318897443,14319745.147710182,14439187.114518654,14325202.739989385,117636.98486162284,7790800.536346823,7790800.536346823,7790800.536346823,7790800.536346823,0,-22500741.577861916,-22071339.419369385,-21747415.43316332,-22108349.30438218,397780.83463089855,-6648386.578171829,-6528944.61136336,-6425056.782550618,-6534402.203642562,117636.98486162323,0,0,0,0,0,0,0,0,0,0,14215857.318897443,14319745.147710182,14439187.114518654,14325202.739989385,117636.98486162284,7790800.536346823,7790800.536346823,7790800.536346823,7790800.536346823,0
20-34,sat_fat,FL,mrh-eq,-780280.1675075308,-765868.796152259,-754102.5422452363,-766796.9075376095,13801.122839737445,0,0,0,0,0,-780280.1675075308,-765868.796152259,-754102.5422452363,-766796.9075376095,13801.122839737445,-571077005.068512,-560566387.7596465,-551988681.727337,-561244602.2426486,10063640.568393867,-602175.3680290852,-590901.3440899114,-581988.2203168706,-591729.7301131161,10649.007114571843,-178104.7994784456,-174967.45206234764,-172114.3219283657,-175067.17742449362,3154.065562892095,1667333.6849993782,1679099.938906401,1693511.3102616728,1680028.0502917515,13801.122839737562,913231.1427541418,913231.1427541418,913231.1427541418,913231.1427541418,0,1286183.8497375336,1295096.9735105743,1306370.9974497482,1295925.359533779,10649.007114571787,704195.6294206628,704195.6294206628,704195.6294206628,704195.6294206628,0,381149.83526184474,384002.9653958267,387140.31281192467,384102.69075797265,3154.0655628921095,209035.51333347906,209035.51333347906,209035.51333347906,209035.51333347906,0,-602175.3680290852,-590901.3440899114,-581988.2203168706,-591729.7301131161,10649.007114571843,-178104.7994784456,-174967.45206234764,-172114.3219283657,-175067.17742449362,3154.065562892095,0,0,0,0,0,0,0,0,0,0,381149.83526184474,384002.9653958267,387140.31281192467,384102.69075797265,3154.0655628921095,209035.51333347906,209035.51333347906,209035.51333347906,209035.51333347906,0
20-34,sat_fat,Food_price,USD,-5158598.074001758,-5049389.089760182,-4983069.222288981,-5064437.902662069,93298.34277893981,0,0,0,0,0,-5158598.074001758,-5049389.089760182,-4983069.222288981,-5064437.902662069,93298.34277893981,-571077005.068512,-560566387.7596465,-551988681.727337,-561244602.2426486,10063640.568393867,-3980324.9468009113,-3895176.70643704,-3845017.558779956,-3907453.5810710005,72003.70897367259,-1178273.1272008466,-1154212.383323143,-1138051.6635090257,-1156984.3215910678,21304.867907588672,11025762.040905537,11092081.908376738,11201290.892618315,11107130.721278625,93298.3427789403,6042692.818616555,6042692.818616555,6042692.818616555,6042692.818616555,0,8503761.207078427,8553920.35473551,8639068.595099384,8566197.22936947,72003.70897367358,4658743.648298471,4658743.648298471,4658743.648298471,4658743.648298471,0,2522000.8338271105,2538161.5536412275,2562222.2975189313,2540933.4919091524,21304.867907588687,1383949.1703180848,1383949.1703180848,1383949.1703180848,1383949.1703180848,0,-3980324.9468009113,-3895176.70643704,-3845017.558779956,-3907453.5810710005,72003.70897367259,-1178273.1272008466,-1154212.383323143,-1138051.6635090257,-1156984.3215910678,21304.867907588672,0,0,0,0,0,0,0,0,0,0,2522000.8338271105,2538161.5536412275,2562222.2975189313,2540933.4919091524,21304.867907588687,1383949.1703180848,1383949.1703180848,1383949.1703180848,1383949.1703180848,0
35-44,added_sugar,CED,MJ,-8169458.527059995,-7735726.355479269,-7681037.51552399,-7868724.0156987235,281687.8131537509,0,0,0,0,0,-8169458.527059995,-7735726.355479269,-7681037.51552399,-7868724.0156987235,281687.8131537509,-322828009.5792988,-305546964.4990223,-303263325.72676355,-310809212.32639694,11260586.51872868,-5413015.6855040835,-5125569.1847214755,-5089269.514596311,-5213690.879689,186702.31491200297,-2756442.8415559107,-2610157.1707577943,-2591768.000927679,-2655033.136009725,94985.50424842538,14641273.860521546,14695962.700476827,15129694.87205755,14828960.36069628,281687.813153751,6960236.344997556,6960236.344997556,6960236.344997556,6960236.344997556,0,9702139.293263419,9738438.963388585,10025885.464171192,9826560.658356108,186702.31491200294,4612869.77866711,4612869.77866711,4612869.77866711,4612869.77866711,0,4939134.567258127,4957523.737088242,5103809.407886358,5002399.702340172,94985.50424842535,2347366.5663304473,2347366.5663304473,2347366.5663304473,2347366.5663304473,0,-5413015.6855040835,-5125569.1847214755,-5089269.514596311,-5213690.879689,186702.31491200297,-2756442.8415559107,-2610157.1707577943,-2591768.000927679,-2655033.136009725,94985.50424842538,0,0,0,0,0,0,0,0,0,0,4939134.567258127,4957523.737088242,5103809.407886358,5002399.702340172,94985.50424842535,2347366.5663304473,2347366.5663304473,2347366.5663304473,2347366.5663304473,0
