race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,CED,MJ,-23241504.228820395,-22888476.31359379,-22339943.30526617,-22819878.03531273,478210.20367435535,0,0,0,0,0,-23241504.228820395,-22888476.31359379,-22339943.30526617,-22819878.03531273,478210.20367435535,-560184972.6711264,-551637376.6331933,-529083657.84176534,-546722947.5968794,16913354.84758914,-17063949.07626867,-16773597.81685796,-16358017.189742416,-16729657.687838718,373486.7132880432,-6177555.152551728,-6114878.496735823,-5981926.115523753,-6090220.347474012,105153.8195149439,57640995.693780005,58189528.70210759,58542556.61733419,58120930.42382654,478210.203674338,35301052.388513826,35301052.388513826,35301052.388513826,35301052.388513826,0,43152601.96990144,43568182.597016975,43858533.85642771,43524242.467997745,373486.7132880449,26794584.780159026,26794584.780159026,26794584.780159026,26794584.780159026,0,14488393.723878542,14621346.105090613,14684022.76090652,14596687.9558288,105153.8195149447,8506467.608354792,8506467.608354792,8506467.608354792,8506467.608354792,0,-17063949.07626867,-16773597.81685796,-16358017.189742416,-16729657.687838718,373486.7132880432,-6177555.152551728,-6114878.496735823,-5981926.115523753,-6090220.347474012,105153.8195149439,0,0,0,0,0,0,0,0,0,0,14488393.723878542,14621346.105090613,14684022.76090652,14596687.9558288,105153.8195149447,8506467.608354792,8506467.608354792,8506467.608354792,8506467.608354792,0
HIS,FL,mrh-eq,-747859.0357196945,-740344.2186738545,-718860.4887295928,-735442.8457270399,15841.661444430425,0,0,0,0,0,-747859.0357196945,-740344.2186738545,-718860.4887295928,-735442.8457270399,15841.661444430425,-560184972.6711264,-551637376.6331933,-529083657.84176534,-546722947.5968794,16913354.84758914,-539749.559839103,-532958.8138611793,-516921.4443554464,-529714.384553176,12338.966855943465,-208109.4758805912,-207385.40481267511,-201939.04437414635,-205728.46117386364,3550.4891763286014,1956976.763557854,1978460.4935021158,1985975.3105479556,1973559.1205553012,15841.661444430378,1238116.274828262,1238116.274828262,1238116.274828262,1238116.274828262,0,1457127.2801548121,1473164.6496605456,1479955.3956384694,1469920.2203525424,12338.96685594369,940205.8357993657,940205.8357993657,940205.8357993657,940205.8357993657,0,499849.4834030426,505295.8438415711,506019.9149094873,503638.9002027598,3550.489176328514,297910.43902889616,297910.43902889616,297910.43902889616,297910.43902889616,0,-539749.559839103,-532958.8138611793,-516921.4443554464,-529714.384553176,12338.966855943465,-208109.4758805912,-207385.40481267511,-201939.04437414635,-205728.46117386364,3550.4891763286014,0,0,0,0,0,0,0,0,0,0,499849.4834030426,505295.8438415711,506019.9149094873,503638.9002027598,3550.489176328514,297910.43902889616,297910.43902889616,297910.43902889616,297910.43902889616,0
HIS,Food_price,USD,-9239929.4340182,-9175805.082799764,-8981062.568340382,-9129974.148329258,141909.30836667935,0,0,0,0,0,-9239929.4340182,-9175805.082799764,-8981062.568340382,-9129974.148329258,141909.30836667935,-560184972.6711264,-551637376.6331933,-529083657.84176534,-546722947.5968794,16913354.84758914,-6328837.304125038,-6299794.167367188,-6132878.021978454,-6251417.6731107375,111320.90622686858,-2911092.1298931623,-2876010.9154325747,-2848184.546361927,-2878556.475218518,33182.56528449285,25982824.99681989,26177567.511279278,26241691.862497706,26131736.576808766,141909.30836667668,17001762.42847951,17001762.42847951,17001762.42847951,17001762.42847951,0,18938578.685263187,19105494.830651917,19134537.967409763,19057118.33639546,111320.90622686586,12805700.663284726,12805700.663284726,12805700.663284726,12805700.663284726,0,7044246.311556711,7072072.680627357,7107153.895087944,7074618.240413301,33182.565284492404,4196061.765194783,4196061.765194783,4196061.765194783,4196061.765194783,0,-6328837.304125038,-6299794.167367188,-6132878.021978454,-6251417.6731107375,111320.90622686858,-2911092.1298931623,-2876010.9154325747,-2848184.546361927,-2878556.475218518,33182.56528449285,0,0,0,0,0,0,0,0,0,0,7044246.311556711,7072072.680627357,7107153.895087944,7074618.240413301,33182.565284492404,4196061.765194783,4196061.765194783,4196061.765194783,4196061.765194783,0
NHB,CED,MJ,-17781682.22665602,-17726991.116882436,-17510274.616713263,-17670140.102708545,151092.81797405018,0,0,0,0,0,-17781682.22665602,-17726991.116882436,-17510274.616713263,-17670140.102708545,151092.81797405018,-517614332.1608058,-512312583.553291,-504243112.4052514,-511341452.8373174,7087559.760115959,-12944712.939953022,-12918924.259269105,-12762022.447320282,-12872919.651807735,104080.2399659196,-4836969.286703001,-4808066.857613336,-4748252.169392984,-4797220.4509008145,47628.66955926116,40236452.895644456,40453169.395813644,40507860.50558723,40396318.38163975,151092.8179740551,22726178.278931197,22726178.278931197,22726178.278931197,22726178.278931197,0,29972237.132799566,30129138.94474838,30154927.625432298,30083134.337287012,104080.23996591664,17210214.68547928,17210214.68547928,17210214.68547928,17210214.68547928,0,10264215.762844902,10324030.451065255,10352932.880154913,10313184.04435273,47628.669559258844,5515963.593451917,5515963.593451917,5515963.593451917,5515963.593451917,0,-12944712.939953022,-12918924.259269105,-12762022.447320282,-12872919.651807735,104080.2399659196,-4836969.286703001,-4808066.857613336,-4748252.169392984,-4797220.4509008145,47628.66955926116,0,0,0,0,0,0,0,0,0,0,10264215.762844902,10324030.451065255,10352932.880154913,10313184.04435273,47628.669559258844,5515963.593451917,5515963.593451917,5515963.593451917,5515963.593451917,0
NHB,FL,mrh-eq,-588902.6237356757,-585155.0499456808,-575550.0072748071,-583099.797706776,7249.58712323675,0,0,0,0,0,-588902.6237356757,-585155.0499456808,-575550.0072748071,-583099.797706776,7249.58712323675,-517614332.1608058,-512312583.553291,-504243112.4052514,-511341452.8373174,7087559.760115959,-422345.86541830696,-420128.8842759157,-413315.36489151395,-418516.0638401226,4953.877605841271,-166556.75831736854,-165026.16566976492,-162234.64238329313,-164583.7338666533,2306.8408547935296,1351587.0058351674,1361192.0485060404,1364939.622296036,1359136.796267136,7249.587123236747,776036.9985603602,776036.9985603602,776036.9985603602,776036.9985603602,0,1001298.6255359327,1008112.1449203345,1010329.126062726,1006499.3244845415,4953.877605841401,587983.260644419,587983.260644419,587983.260644419,587983.260644419,0,350288.38029923465,353079.90358570643,354610.49623330997,352637.47178259474,2306.8408547935196,188053.73791594146,188053.73791594146,188053.73791594146,188053.73791594143,0,-422345.86541830696,-420128.8842759157,-413315.36489151395,-418516.0638401226,4953.877605841271,-166556.75831736854,-165026.16566976492,-162234.64238329313,-164583.7338666533,2306.8408547935296,0,0,0,0,0,0,0,0,0,0,350288.38029923465,353079.90358570643,354610.49623330997,352637.47178259474,2306.8408547935196,188053.73791594146,188053.73791594146,188053.73791594146,188053.73791594143,0
NHB,Food_price,USD,-8726600.182710044,-8598917.781319408,-8425213.967575366,-8582769.917335756,159239.57177845814,0,0,0,0,0,-8726600.182710044,-8598917.781319408,-8425213.967575366,-8582769.917335756,159239.57177845814,-517614332.1608058,-512312583.553291,-504243112.4052514,-511341452.8373174,7087559.760115959,-6011675.149177069,-5925259.709022348,-5806836.458990182,-5914028.898539034,108247.67558342326,-2714925.033532977,-2673658.072297063,-2618377.5085851867,-2668741.0187967257,50992.59879215572,19022024.117218383,19195727.93096243,19323410.332353063,19179580.06697878,159239.5717784591,10596810.149643019,10596810.149643019,10596810.149643019,10596810.149643019,0,13703511.796147458,13821935.046179624,13908350.486334346,13810704.23569631,108247.6755834232,7896675.337157276,7896675.337157276,7896675.337157276,7896675.337157276,0,5318512.321070925,5373792.884782803,5415059.846018715,5368875.831282464,50992.598792155564,2700134.8124857387,2700134.8124857387,2700134.8124857387,2700134.8124857387,0,-6011675.149177069,-5925259.709022348,-5806836.458990182,-5914028.898539034,108247.67558342326,-2714925.033532977,-2673658.072297063,-2618377.5085851867,-2668741.0187967257,50992.59879215572,0,0,0,0,0,0,0,0,0,0,5318512.321070925,5373792.884782803,5415059.846018715,5368875.831282464,50992.598792155564,2700134.8124857387,2700134.8124857387,2700134.8124857387,2700134.8124857387,0
NHW,CED,MJ,-121314467.88355662,-120750107.75323567,-118097056.31208384,-120017233.60908449,1808409.6933215787,0,0,0,0,0,-121314467.88355662,-120750107.75323567,-118097056.31208384,-120017233.60908449,1808409.6933215787,-3063852620.052298,-3021502139.249647,-3009519444.528568,-3032157502.7870407,30048413.258152924,-90086399.5810071,-89738667.83288614,-87802606.11817595,-89181359.0726794,1295276.2328651382,-31228068.30254959,-31011439.920349523,-30294450.193907857,-30835874.5364051,514363.3877518062,265648571.57066426,268301623.0118161,268865983.1421372,267568748.86766496,1808409.6933216641,147551515.25858042,147551515.25858042,147551515.25858042,147551515.25858042,0,200223711.7573317,202159773.47204182,202507505.22016275,201602464.71183512,1295276.2328651042,112421105.6391557,112421105.6391557,112421105.6391557,112421105.6391557,0,65424859.81333259,66141849.53977427,66358477.92197432,65966284.15582984,514363.3877518108,35130409.61942474,35130409.61942474,35130409.61942474,35130409.61942474,0,-90086399.5810071,-89738667.83288614,-87802606.11817595,-89181359.0726794,1295276.2328651382,-31228068.30254959,-31011439.920349523,-30294450.193907857,-30835874.5364051,514363.3877518062,0,0,0,0,0,0,0,0,0,0,65424859.81333259,66141849.53977427,66358477.92197432,65966284.15582984,514363.3877518108,35130409.61942474,35130409.61942474,35130409.61942474,35130409.61942474,0
NHW,FL,mrh-eq,-3947953.6899424116,-3916233.8664048575,-3843575.538757804,-3901869.478998015,56326.73811661899,0,0,0,0,0,-3947953.6899424116,-3916233.8664048575,-3843575.538757804,-3901869.478998015,56326.73811661899,-3063852620.052298,-3021502139.249647,-3009519444.528568,-3032157502.7870407,30048413.258152924,-2881925.9482489303,-2861071.183838354,-2810565.704833076,-2850667.424331441,38623.616342118454,-1066027.741693481,-1055162.6825665026,-1033009.8339247274,-1051202.0546665739,17713.115715943364,9030325.816571636,9102984.14421869,9134703.967756247,9088619.75681185,56326.73811662049,5186750.277813836,5186750.277813836,5186750.277813836,5186750.277813836,0,6754339.282646055,6804844.761651332,6825699.526061907,6794441.002144419,38623.61634211748,3943773.577812978,3943773.577812978,3943773.577812978,3943773.5778129785,0,2275986.5339255854,2298139.382567361,2309004.4416943393,2294178.7546674325,17713.11571594353,1242976.7000008586,1242976.7000008586,1242976.7000008586,1242976.7000008586,0,-2881925.9482489303,-2861071.183838354,-2810565.704833076,-2850667.424331441,38623.616342118454,-1066027.741693481,-1055162.6825665026,-1033009.8339247274,-1051202.0546665739,17713.115715943364,0,0,0,0,0,0,0,0,0,0,2275986.5339255854,2298139.382567361,2309004.4416943393,2294178.7546674325,17713.11571594353,1242976.7000008586,1242976.7000008586,1242976.7000008586,1242976.7000008586,0
NHW,Food_price,USD,-54399014.40399607,-53265716.64546178,-52748592.65351262,-53481917.9670706,888593.2512731304,0,0,0,0,0,-54399014.40399607,-53265716.64546178,-52748592.65351262,-53481917.9670706,888593.2512731304,-3063852620.052298,-3021502139.249647,-3009519444.528568,-3032157502.7870407,30048413.258152924,-37627883.70493118,-36847676.826689094,-36592662.42241667,-37031954.88773108,567744.5979790369,-16771130.699064888,-16418039.818772685,-16155930.231095936,-16449963.07933951,324967.8502421574,131058649.24695368,131575773.23890282,132709070.99743715,131791974.56051165,888593.2512731404,78310056.59344107,78310056.59344107,78310056.59344107,78310056.59344107,0,95144464.52676883,95399478.93104127,96179685.80928339,95583756.99208327,567744.5979790626,58551802.10435219,58551802.10435219,58551802.10435219,58551802.1043522,0,35914184.720184825,36176294.3078616,36529385.1881538,36208217.56842842,324967.8502421689,19758254.489088893,19758254.489088893,19758254.489088893,19758254.489088893,0,-37627883.70493118,-36847676.826689094,-36592662.42241667,-37031954.88773108,567744.5979790369,-16771130.699064888,-16418039.818772685,-16155930.231095936,-16449963.07933951,324967.8502421574,0,0,0,0,0,0,0,0,0,0,35914184.720184825,36176294.3078616,36529385.1881538,36208217.56842842,324967.8502421689,19758254.489088893,19758254.489088893,19758254.489088893,19758254.489088893,0
OTH,CED,MJ,-14546979.721513221,-14356295.068746012,-14115309.19425824,-14338645.517265113,227708.59567374413,0,0,0,0,0,-14546979.721513221,-14356295.068746012,-14115309.19425824,-14338645.517265113,227708.59567374413,-389982524.17207795,-373578636.6353517,-369420149.93486583,-377875268.5077167,11444125.551777463,-10866376.380360013,-10704374.230001265,-10539228.098085277,-10703271.078577673,172185.95683425936,-3680603.3411532072,-3651920.83874475,-3576081.096172962,-3635374.4386874405,56847.38798304017,38719250.42338407,38960236.29787186,39150920.950639054,38942586.746390946,227708.59567374655,24603941.22912583,24603941.22912583,24603941.22912583,24603941.22912583,0,29329530.713696226,29494676.845612224,29656678.99597098,29493573.69418863,172185.95683426494,18790302.61561096,18790302.61561096,18790302.61561096,18790302.61561096,0,9389719.709687835,9465559.452259623,9494241.954668082,9449013.052202314,56847.3879830408,5813638.613514874,5813638.613514874,5813638.613514874,5813638.613514874,0,-10866376.380360013,-10704374.230001265,-10539228.098085277,-10703271.078577673,172185.95683425936,-3680603.3411532072,-3651920.83874475,-3576081.096172962,-3635374.4386874405,56847.38798304017,0,0,0,0,0,0,0,0,0,0,9389719.709687835,9465559.452259623,9494241.954668082,9449013.052202314,56847.3879830408,5813638.613514874,5813638.613514874,5813638.613514874,5813638.613514874,0
