sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,OTH,FL,mrh-eq,-423359.0888317625,-414696.0514951083,-398216.5037518882,-411953.4162647343,13444.412379570835,0,0,0,0,0,-423359.0888317625,-414696.0514951083,-398216.5037518882,-411953.4162647343,13444.412379570835,-355647897.13333553,-354202729.7345401,-330822139.3200439,-346506090.0799083,14668127.82076918,-313401.66622862546,-307617.6550877443,-294011.2387873027,-304872.95152298623,10478.646675710548,-109957.42260313683,-107078.39640736408,-104205.26496458553,-107080.46474174802,3027.4519186132065,1070978.9203612292,1087458.4681044493,1096121.5054411031,1084715.8328740753,13444.412379570724,672762.416609341,672762.416609341,672762.416609341,672762.416609341,0,810932.3451168445,824538.7614172857,830322.772558167,821794.0578525277,10478.646675710252,516921.10632954136,516921.10632954136,516921.10632954136,516921.10632954136,0,260046.57524438473,262919.7066871634,265798.7328829361,262921.7750215472,3027.4519186132065,155841.31027979925,155841.31027979925,155841.31027979925,155841.31027979925,0,0,0,0,0,0,-109957.42260313683,-107078.39640736408,-104205.26496458553,-107080.46474174802,3027.4519186132065,0,0,0,0,0,0,0,0,0,0,260046.57524438473,262919.7066871634,265798.7328829361,262921.7750215472,3027.4519186132065,155841.31027979925,155841.31027979925,155841.31027979925,155841.31027979925,0
Female,OTH,Food_price,USD,-7122914.108461114,-7030638.370981687,-6631605.242793542,-6923004.198803189,274871.46348959726,0,0,0,0,0,-7122914.108461114,-7030638.370981687,-6631605.242793542,-6923004.198803189,274871.46348959726,-355647897.13333553,-354202729.7345401,-330822139.3200439,-346506090.0799083,14668127.82076918,-4930826.0868437905,-4881894.629044228,-4590108.147957548,-4796682.340171554,193915.9330787353,-2192088.021617321,-2148743.741937466,-2041497.0948359962,-2126321.8586316365,81602.37029256507,17299708.973616466,17698742.101804618,17791017.83928404,17591107.92962612,274871.46348960075,10668103.730822932,10668103.730822932,10668103.730822932,10668103.730822932,0,12359468.820207523,12651255.3012942,12700186.759093767,12566043.012421528,193915.93307873514,7769360.672249975,7769360.672249975,7769360.672249975,7769360.672249976,0,4940240.15340895,5047486.8005104205,5090831.080190284,5025064.917204593,81602.37029256883,2898743.0585729545,2898743.0585729545,2898743.0585729545,2898743.058572954,0,0,0,0,0,0,-2192088.021617321,-2148743.741937466,-2041497.0948359962,-2126321.8586316365,81602.37029256507,0,0,0,0,0,0,0,0,0,0,4940240.15340895,5047486.8005104205,5090831.080190284,5025064.917204593,81602.37029256883,2898743.0585729545,2898743.0585729545,2898743.0585729545,2898743.058572954,0
Male,HIS,CED,MJ,-18383534.401692282,-17607002.703622222,-17155265.232292626,-17720965.590197824,653947.933016602,0,0,0,0,0,-18383534.401692282,-17607002.703622222,-17155265.232292626,-17720965.590197824,653947.933016602,-388100025.61934775,-383351372.33001006,-369913400.5559912,-380302488.65117455,9929410.36260409,-13345944.928236602,-12800299.607005438,-12466164.115088047,-12874513.582203254,467481.73565571895,-5037589.473455696,-4806703.096616787,-4689101.117204567,-4846452.007994573,186617.2994082478,45281466.23713817,45733203.70846778,46509735.406537846,45847166.59504338,653947.9330166087,28126201.00484555,28126201.00484555,28126201.00484555,28126201.00484555,0,33702982.25912834,34037117.75104573,34582763.072276875,34111331.72624353,467481.7356557087,21236818.14404029,21236818.14404029,21236818.14404029,21236818.14404029,0,11578483.978009833,11696085.957422048,11926972.33426096,11735834.868799835,186617.2994082468,6889382.860805266,6889382.860805266,6889382.860805266,6889382.860805266,0,0,0,0,0,0,-5037589.473455696,-4806703.096616787,-4689101.117204567,-4846452.007994573,186617.2994082478,0,0,0,0,0,0,0,0,0,0,11578483.978009833,11696085.957422048,11926972.33426096,11735834.868799835,186617.2994082468,6889382.860805266,6889382.860805266,6889382.860805266,6889382.860805266,0
Male,HIS,FL,mrh-eq,-566295.3810329995,-542647.0574379263,-526091.2488077374,-545135.659179991,21269.541582308015,0,0,0,0,0,-566295.3810329995,-542647.0574379263,-526091.2488077374,-545135.659179991,21269.541582308015,-388100025.61934775,-383351372.33001006,-369913400.5559912,-380302488.65117455,9929410.36260409,-404104.92077432276,-388296.033781647,-376239.9433900513,-389612.80451886804,14710.045738649003,-162190.4602586768,-154351.02365627943,-149851.305417686,-155522.85466112292,6573.105794783423,1510516.190781323,1527071.999411512,1550720.3230065852,1529560.6011535767,21269.541582308015,984424.941973586,984424.941973586,984424.941973586,984424.941973586,0,1123089.0041887017,1135145.0945802976,1150953.9815729735,1136461.8653175188,14710.045738649093,746849.060798651,746849.060798651,746849.060798651,746849.060798651,0,387427.18659262103,391926.90483121475,399766.341433612,393098.7358360581,6573.105794783489,237575.88117493503,237575.88117493503,237575.88117493503,237575.88117493503,0,0,0,0,0,0,-162190.4602586768,-154351.02365627943,-149851.305417686,-155522.85466112292,6573.105794783423,0,0,0,0,0,0,0,0,0,0,387427.18659262103,391926.90483121475,399766.341433612,393098.7358360581,6573.105794783489,237575.88117493503,237575.88117493503,237575.88117493503,237575.88117493503,0
Male,HIS,Food_price,USD,-9172677.867931085,-8938181.497776741,-8715301.524328064,-8942257.426445397,240750.26998187654,0,0,0,0,0,-9172677.867931085,-8938181.497776741,-8715301.524328064,-8942257.426445397,240750.26998187654,-388100025.61934775,-383351372.33001006,-369913400.5559912,-380302488.65117455,9929410.36260409,-6116994.770337061,-5976628.977135597,-5815023.6968325395,-5969176.525521003,159063.13418502832,-3055683.09759403,-2961552.5206411495,-2900277.827495521,-2973080.900924396,82399.32889304789,22588259.758850858,22811139.73229954,23045636.10245388,22815215.660968196,240750.26998187831,13872958.234522779,13872958.234522779,13872958.234522779,13872958.23452278,0,15817673.532187115,15979278.812490184,16119644.605691627,15971826.360875577,159063.13418502407,10002649.835354581,10002649.835354581,10002649.835354581,10002649.835354581,0,6770586.226663733,6831860.919809367,6925991.49676225,6843389.300092611,82399.3288930517,3870308.399168214,3870308.399168214,3870308.399168214,3870308.399168214,0,0,0,0,0,0,-3055683.09759403,-2961552.5206411495,-2900277.827495521,-2973080.900924396,82399.32889304789,0,0,0,0,0,0,0,0,0,0,6770586.226663733,6831860.919809367,6925991.49676225,6843389.300092611,82399.3288930517,3870308.399168214,3870308.399168214,3870308.399168214,3870308.399168214,0
Male,NHB,CED,MJ,-13728242.016659139,-13364907.335889462,-13067250.65116983,-13387952.246784216,348462.1742468364,0,0,0,0,0,-13728242.016659139,-13364907.335889462,-13067250.65116983,-13387952.246784216,348462.1742468364,-360649091.8779179,-353290185.7769356,-335572793.15736824,-349655629.10374784,13568200.954764958,-9965007.875710094,-9677062.008551247,-9479495.225381644,-9708773.96784572,257004.5466523173,-3763234.1409490504,-3687845.327338231,-3587755.4257881762,-3679178.2789384997,92661.71866572734,31220372.999560162,31518029.684279848,31881364.365049507,31541074.595174577,348462.1742468538,18153122.34839036,18153122.34839036,18153122.34839036,18153122.34839036,0,23199920.57265989,23397487.35582948,23685433.222988322,23429199.315123957,257004.5466523083,13720425.347278235,13720425.347278235,13720425.347278235,13720425.347278235,0,8020452.426900294,8120542.328450346,8195931.142061165,8111875.280050616,92661.7186657255,4432697.0011121165,4432697.0011121165,4432697.0011121165,4432697.0011121165,0,0,0,0,0,0,-3763234.1409490504,-3687845.327338231,-3587755.4257881762,-3679178.2789384997,92661.71866572734,0,0,0,0,0,0,0,0,0,0,8020452.426900294,8120542.328450346,8195931.142061165,8111875.280050616,92661.7186657255,4432697.0011121165,4432697.0011121165,4432697.0011121165,4432697.0011121165,0
Male,NHB,FL,mrh-eq,-434470.6502161749,-425676.3877565705,-411467.76367646764,-423776.61174937803,12218.06210004141,0,0,0,0,0,-434470.6502161749,-425676.3877565705,-411467.76367646764,-423776.61174937803,12218.06210004141,-360649091.8779179,-353290185.7769356,-335572793.15736824,-349655629.10374784,13568200.954764958,-311233.5623627625,-304063.3828731547,-294415.51401290775,-303194.0181817024,8883.566096147939,-123237.0878534123,-121613.00488341566,-117052.24966356016,-120582.59356767572,3375.276934803432,1037087.1669193602,1051295.7909994628,1060090.053459067,1049396.0149922704,12218.062100041154,625619.4032428919,625619.4032428919,625619.4032428919,625619.4032428919,0,769306.3539557776,778954.2228160247,786124.4023056332,778084.8581245724,8883.56609614839,474890.83994287014,474890.83994287014,474890.83994287014,474890.83994287014,0,267780.8129635822,272341.5681834378,273965.6511534345,271311.1568676978,3375.276934803497,150728.56330002204,150728.56330002204,150728.56330002204,150728.56330002204,0,0,0,0,0,0,-123237.0878534123,-121613.00488341566,-117052.24966356016,-120582.59356767572,3375.276934803432,0,0,0,0,0,0,0,0,0,0,267780.8129635822,272341.5681834378,273965.6511534345,271311.1568676978,3375.276934803497,150728.56330002204,150728.56330002204,150728.56330002204,150728.56330002204,0
Male,NHB,Food_price,USD,-8505590.35496842,-8314204.605350686,-8003353.741492349,-8272287.021406614,266816.1102373749,0,0,0,0,0,-8505590.35496842,-8314204.605350686,-8003353.741492349,-8272287.021406614,266816.1102373749,-360649091.8779179,-353290185.7769356,-335572793.15736824,-349655629.10374784,13568200.954764958,-5715902.105678018,-5598261.9467831645,-5381667.683444454,-5563541.208381812,178464.2244006433,-2789688.249290407,-2715942.6585675245,-2621686.0580478967,-2708745.813024807,88641.59541982635,16190534.692642858,16501385.55650119,16692771.306118917,16459467.972557118,266816.1102373684,8187180.951150499,8187180.951150499,8187180.951150499,8187180.951150499,0,11151344.515095811,11367938.778434522,11485578.937329376,11333218.04003317,178464.2244006447,5769676.831651362,5769676.831651362,5769676.831651362,5769676.831651363,0,5039190.177547043,5133446.778066668,5207192.36878955,5126249.932523951,88641.59541982514,2417504.119499146,2417504.119499146,2417504.119499146,2417504.119499146,0,0,0,0,0,0,-2789688.249290407,-2715942.6585675245,-2621686.0580478967,-2708745.813024807,88641.59541982635,0,0,0,0,0,0,0,0,0,0,5039190.177547043,5133446.778066668,5207192.36878955,5126249.932523951,88641.59541982514,2417504.119499146,2417504.119499146,2417504.119499146,2417504.119499146,0
Male,NHW,CED,MJ,-91230339.27907361,-89032647.61619441,-87794995.4461834,-89369503.5786043,1831458.898525865,0,0,0,0,0,-91230339.27907361,-89032647.61619441,-87794995.4461834,-89369503.5786043,1831458.898525865,-2164860054.6144085,-2119881068.250933,-2077469505.2743907,-2120781918.5621376,46001641.9522064,-67023463.91728631,-65354768.37796228,-64577839.0290417,-65667668.7956477,1315385.5597710572,-24206875.36178732,-23677879.238232143,-23217156.41714167,-23701834.7829566,521317.67244635837,197350373.7162092,198588025.88622013,200785717.5490995,198924881.8486301,1831458.898525931,109555378.27002579,109555378.27002579,109555378.27002579,109555378.27002579,0,147574591.60999155,148351520.9589121,150020216.49823615,148664421.37659755,1315385.5597710507,82996752.58094978,82996752.58094978,82996752.58094978,82996752.58094978,0,49775782.10621767,50236504.927308165,50765501.05086333,50260460.47203261,521317.67244636733,26558625.689075995,26558625.689075995,26558625.689075995,26558625.689075995,0,0,0,0,0,0,-24206875.36178732,-23677879.238232143,-23217156.41714167,-23701834.7829566,521317.67244635837,0,0,0,0,0,0,0,0,0,0,49775782.10621767,50236504.927308165,50765501.05086333,50260460.47203261,521317.67244636733,26558625.689075995,26558625.689075995,26558625.689075995,26558625.689075995,0
Male,NHW,FL,mrh-eq,-2924033.1284571677,-2861453.6576327877,-2805051.4846412567,-2863621.1305565946,62650.044236512666,0,0,0,0,0,-2924033.1284571677,-2861453.6576327877,-2805051.4846412567,-2863621.1305565946,62650.044236512666,-2164860054.6144085,-2119881068.250933,-2077469505.2743907,-2120781918.5621376,46001641.9522064,-2116373.960590177,-2068888.0482859437,-2033241.7244979558,-2073042.2898705911,43901.46976983004,-807659.1678669906,-792565.609346844,-771809.7601433019,-790578.8406860036,18946.397729036464,6679783.071829145,6736185.244820677,6798764.715645056,6738352.717744482,62650.04423651289,3874731.5871878904,3874731.5871878904,3874731.5871878904,3874731.5871878904,0,4974257.002715268,5009903.326503256,5057389.238807489,5014057.568087903,43901.46976983,2941015.2782173115,2941015.2782173115,2941015.2782173115,2941015.2782173115,0,1705526.069113879,1726281.918317421,1741375.4768375682,1724295.1496565808,18946.3977290368,933716.3089705773,933716.3089705773,933716.3089705773,933716.3089705774,0,0,0,0,0,0,-807659.1678669906,-792565.609346844,-771809.7601433019,-790578.8406860036,18946.397729036464,0,0,0,0,0,0,0,0,0,0,1705526.069113879,1726281.918317421,1741375.4768375682,1724295.1496565808,18946.3977290368,933716.3089705773,933716.3089705773,933716.3089705773,933716.3089705774,0
Male,NHW,Food_price,USD,-48742368.56112602,-48393482.63131844,-45894948.360262565,-47639220.05544185,1634812.680877943,0,0,0,0,0,-48742368.56112602,-48393482.63131844,-45894948.360262565,-47639220.05544185,1634812.680877943,-2164860054.6144085,-2119881068.250933,-2077469505.2743907,-2120781918.5621376,46001641.9522064,-32954180.89367934,-32783215.40023308,-31105368.59752837,-32254485.116282746,1075411.9225988397,-15788187.667446706,-15610267.231085364,-14789579.76273418,-15384734.939159105,560701.5375147286,105322430.11404121,107820964.38509703,108169850.31490466,107066701.80922048,1634812.6808779181,59427481.75377861,59427481.75377861,59427481.75377861,59427481.75377861,0,74044615.8856407,75722462.68834537,75893428.18179165,75193732.40439506,1075411.9225988188,42939247.28811233,42939247.28811233,42939247.28811233,42939247.28811233,0,31277814.228400476,32098501.69675166,32276422.133112993,31872969.404825393,560701.5375147265,16488234.465666318,16488234.465666318,16488234.465666318,16488234.465666318,0,0,0,0,0,0,-15788187.667446706,-15610267.231085364,-14789579.76273418,-15384734.939159105,560701.5375147286,0,0,0,0,0,0,0,0,0,0,31277814.228400476,32098501.69675166,32276422.133112993,31872969.404825393,560701.5375147265,16488234.465666318,16488234.465666318,16488234.465666318,16488234.465666318,0
Male,OTH,CED,MJ,-10240792.436753526,-9816348.520294957,-9328551.322660506,-9794119.298829736,480512.69066219416,0,0,0,0,0,-10240792.436753526,-9816348.520294957,-9328551.322660506,-9794119.298829736,480512.69066219416,-247022524.42227986,-227195309.46304753,-211967850.0573605,-228809258.78008094,18502697.104795247,-7547950.545951882,-7234059.040133264,-6900541.278512719,-7227172.634588729,340793.9061711541,-2692841.890801641,-2582289.480161691,-2428010.0441477927,-2566946.664241007,140017.07248308285,27629474.85017638,28117272.04781081,28541715.964269377,28095042.826345593,480512.6906621819,18300923.52751586,18300923.52751586,18300923.52751586,18300923.52751586,0,20763715.077700786,21097232.83932133,21411124.345139965,21090346.4337768,340793.90617115964,13863173.799188077,13863173.799188077,13863173.799188077,13863173.799188077,0,6865759.772475579,7020039.208489477,7130591.6191294305,7004696.392568794,140017.07248308434,4437749.72832779,4437749.72832779,4437749.72832779,4437749.72832779,0,0,0,0,0,0,-2692841.890801641,-2582289.480161691,-2428010.0441477927,-2566946.664241007,140017.07248308285,0,0,0,0,0,0,0,0,0,0,6865759.772475579,7020039.208489477,7130591.6191294305,7004696.392568794,140017.07248308434,4437749.72832779,4437749.72832779,4437749.72832779,4437749.72832779,0
Male,OTH,FL,mrh-eq,-331504.1256720885,-310655.2275931389,-290398.64832374075,-310863.058754385,21635.210447037585,0,0,0,0,0,-331504.1256720885,-310655.2275931389,-290398.64832374075,-310863.058754385,21635.210447037585,-247022524.42227986,-227195309.46304753,-211967850.0573605,-228809258.78008094,18502697.104795247,-240391.08224809525,-225285.7871061714,-211605.64648376225,-225785.84132354497,15156.417453085642,-91113.04342399325,-85369.44048696768,-78793.00183997842,-85077.21743084007,6489.1691083699325,961680.3976628074,981936.9769322057,1002785.8750111551,982144.8080934518,21635.210447037614,671281.7493390666,671281.7493390666,671281.7493390666,671281.7493390666,0,720165.6195675978,733845.7601900069,748951.055331931,734345.8144073806,15156.417453085745,508559.9730838357,508559.9730838357,508559.9730838357,508559.97308383574,0,241514.7780952097,248091.21674219886,253834.81967922437,247798.99368607128,6489.1691083698515,162721.7762552312,162721.7762552312,162721.7762552312,162721.7762552312,0,0,0,0,0,0,-91113.04342399325,-85369.44048696768,-78793.00183997842,-85077.21743084007,6489.1691083699325,0,0,0,0,0,0,0,0,0,0,241514.7780952097,248091.21674219886,253834.81967922437,247798.99368607128,6489.1691083698515,162721.7762552312,162721.7762552312,162721.7762552312,162721.7762552312,0
Male,OTH,Food_price,USD,-4615241.58750475,-4451148.235667701,-4031751.1145661497,-4361567.965750332,316747.5831834222,0,0,0,0,0,-4615241.58750475,-4451148.235667701,-4031751.1145661497,-4361567.965750332,316747.5831834222,-247022524.42227986,-227195309.46304753,-211967850.0573605,-228809258.78008094,18502697.104795247,-3162043.6473316937,-3037666.8228178066,-2758984.352001436,-2983524.4907818474,217256.59141469124,-1453197.9401730564,-1413481.4128498891,-1272766.7625647169,-1378043.474968484,99799.82291494586,13146414.63238902,13565811.753490554,13729905.10532761,13476231.483573193,316747.5831834151,9114663.517822865,9114663.517822865,9114663.517822865,9114663.517822865,0,9358390.529447261,9637073.000263628,9761449.824777516,9582930.668227669,217256.5914146888,6599406.1774458205,6599406.1774458205,6599406.1774458205,6599406.1774458205,0,3788024.102941762,3928738.753226933,3968455.280550099,3893300.815345528,99799.82291494466,2515257.3403770425,2515257.3403770425,2515257.3403770425,2515257.3403770425,0,0,0,0,0,0,-1453197.9401730564,-1413481.4128498891,-1272766.7625647169,-1378043.474968484,99799.82291494586,0,0,0,0,0,0,0,0,0,0,3788024.102941762,3928738.753226933,3968455.280550099,3893300.815345528,99799.82291494466,2515257.3403770425,2515257.3403770425,2515257.3403770425,2515257.3403770425,0
