age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Female,OTH,sat_fat,Food_price,USD,-268249.0979934716,-258795.0627809699,-234565.883725718,-253610.80178351366,18287.691812218014,0,0,0,0,0,-268249.0979934716,-258795.0627809699,-234565.883725718,-253610.80178351366,18287.691812218014,-39849455.89431889,-39237540.793680966,-36576797.36031375,-38518653.65938999,1831512.8839059789,-208496.24471890897,-201148.1087736586,-182316.0124742511,-197118.64900027015,14214.083461771988,-59752.85327456279,-57646.95400731195,-52249.87125146663,-56492.15278324371,4073.60835044636,538717.2001592257,562946.3792144787,572400.4144269802,557762.118217022,18287.691812218538,304151.3164335077,304151.3164335077,304151.3164335077,304151.3164335077,0,418717.20739734574,437549.3036967532,444897.4396420037,433519.84392336477,14214.083461772025,236401.19492309462,236401.19492309462,236401.19492309462,236401.19492309462,0,119999.99276188006,125397.0755177254,127502.97478497666,124242.27429365732,4073.608350446561,67750.12151041345,67750.12151041345,67750.12151041345,67750.12151041345,0,0,0,0,0,0,-59752.85327456279,-57646.95400731195,-52249.87125146663,-56492.15278324371,4073.60835044636,0,0,0,0,0,0,0,0,0,0,119999.99276188006,125397.0755177254,127502.97478497666,124242.27429365732,4073.608350446561,67750.12151041345,67750.12151041345,67750.12151041345,67750.12151041345,0
35-44,Male,HIS,added_sugar,CED,MJ,-1355977.9842250354,-1191103.630341086,-1086876.7226003096,-1212383.4360053574,142826.17002083527,0,0,0,0,0,-1355977.9842250354,-1191103.630341086,-1086876.7226003096,-1212383.4360053574,142826.17002083527,-53309866.55549393,-46827880.9287141,-42730231.40357947,-47664490.0871861,5615167.910557645,-897437.9944196765,-788317.852940819,-719336.5065357701,-802401.640686015,94527.81170882947,-458539.98980535904,-402785.77740026696,-367540.2160645396,-409981.79531934235,48298.35831200577,2315409.0438040067,2419635.9515447803,2584510.30542874,2440915.757209056,142826.17002083972,1228532.3212037,1228532.3212037,1228532.3212037,1228532.3212037,0,1532426.0959297412,1601407.4423347898,1710527.5838136522,1615491.2300799878,94527.81170883215,813089.589393971,813089.589393971,813089.589393971,813089.589393971,0,782982.9478742686,818228.5092099961,873982.7216150891,825424.5271290718,48298.35831200632,415442.731809729,415442.731809729,415442.731809729,415442.731809729,0,0,0,0,0,0,-458539.98980535904,-402785.77740026696,-367540.2160645396,-409981.79531934235,48298.35831200577,0,0,0,0,0,0,0,0,0,0,782982.9478742686,818228.5092099961,873982.7216150891,825424.5271290718,48298.35831200632,415442.731809729,415442.731809729,415442.731809729,415442.731809729,0
35-44,Male,HIS,added_sugar,FL,mrh-eq,-57242.002312627184,-50281.905426016005,-45882.01327190757,-51180.22287601696,6029.34269564036,0,0,0,0,0,-57242.002312627184,-50281.905426016005,-45882.01327190757,-51180.22287601696,6029.34269564036,-53309866.55549393,-46827880.9287141,-42730231.40357947,-47664490.0871861,5615167.910557645,-37884.94234393504,-33278.4845226771,-30366.46792920507,-33873.025304356364,3990.449166132241,-19357.0599686922,-17003.42090333898,-15515.545342702479,-17307.197571660636,2038.8935295081487,97743.95409218618,102143.8462462947,109103.94313290578,103042.1636962956,6029.342695640352,51861.9408202786,51861.9408202786,51861.9408202786,51861.9408202786,0,64690.68019365627,67602.6967871283,72209.15460838615,68197.23756880754,3990.4491661321904,34324.2122644512,34324.2122644512,34324.2122644512,34324.2122644512,0,33053.2738985299,34541.149459166394,36894.78852451965,34844.92612748806,2038.8935295081667,17537.72855582738,17537.72855582738,17537.72855582738,17537.72855582738,0,0,0,0,0,0,-19357.0599686922,-17003.42090333898,-15515.545342702479,-17307.197571660636,2038.8935295081487,0,0,0,0,0,0,0,0,0,0,33053.2738985299,34541.149459166394,36894.78852451965,34844.92612748806,2038.8935295081667,17537.72855582738,17537.72855582738,17537.72855582738,17537.72855582738,0
35-44,Male,HIS,added_sugar,Food_price,USD,-2197314.425952935,-2068253.353779186,-1806275.5428035082,-2021615.9015679832,209735.59484935747,0,0,0,0,0,-2197314.425952935,-2068253.353779186,-1806275.5428035082,-2021615.9015679832,209735.59484935747,-53309866.55549393,-46827880.9287141,-42730231.40357947,-47664490.0871861,5615167.910557645,-1454266.569573864,-1368849.025102848,-1195462.1087962117,-1337982.5788447356,138811.0233276369,-743047.856379072,-699404.3286763399,-610813.4340073024,-683633.3227232503,70924.5715217179,3872698.6965876645,4134676.5075633302,4263737.579737086,4088039.055352134,209735.5948493532,2066423.1537841451,2066423.1537841451,2066423.1537841451,2066423.1537841454,0,2563099.8376744636,2736486.75398109,2821904.2984521035,2705620.30772298,138811.02332763013,1367637.728878245,1367637.728878245,1367637.728878245,1367637.728878245,0,1309598.8589132053,1398189.753582244,1441833.281284976,1382418.7476291538,70924.57152171852,698785.4249059029,698785.4249059029,698785.4249059029,698785.4249059029,0,0,0,0,0,0,-743047.856379072,-699404.3286763399,-610813.4340073024,-683633.3227232503,70924.5715217179,0,0,0,0,0,0,0,0,0,0,1309598.8589132053,1398189.753582244,1441833.281284976,1382418.7476291538,70924.57152171852,698785.4249059029,698785.4249059029,698785.4249059029,698785.4249059029,0
35-44,Male,HIS,oil,CED,MJ,228465.51907334416,242028.73311303539,280781.96149507054,250867.33463666483,28579.104496296644,0,0,0,0,0,228465.51907334416,242028.73311303539,280781.96149507054,250867.33463666483,28579.104496296644,24768017.5574121,26238409.78479309,30439659.255022906,27196605.308599696,3098269.5542435925,191110.85678834753,202456.4526858938,234873.43494844603,209849.9215858959,23906.352121248245,37354.662284996266,39572.280427142,45908.52654662545,41017.41305076927,4672.752375049027,1052198.0324483365,1090951.260830372,1104514.4748700638,1082112.6593067427,28579.10449629713,1332979.9939434081,1332979.9939434081,1332979.9939434081,1332979.9939434081,0,880161.12150237,912578.103764922,923923.6996624675,905184.6348649197,23906.3521212478,1115034.556450815,1115034.556450815,1115034.556450815,1115034.556450815,0,172036.91094596704,178373.1570654505,180590.77520759622,176928.02444182322,4672.752375049026,217945.43749259238,217945.43749259238,217945.43749259238,217945.43749259238,0,0,0,0,0,0,37354.662284996266,39572.280427142,45908.52654662545,41017.41305076927,4672.752375049027,0,0,0,0,0,0,0,0,0,0,172036.91094596704,178373.1570654505,180590.77520759622,176928.02444182322,4672.752375049026,217945.43749259238,217945.43749259238,217945.43749259238,217945.43749259238,0
35-44,Male,HIS,oil,FL,mrh-eq,11665.7362695411,12358.29100863757,14337.079509115785,12809.601100350463,1459.2849600487248,0,0,0,0,0,11665.7362695411,12358.29100863757,14337.079509115785,12809.601100350463,1459.2849600487248,24768017.5574121,26238409.78479309,30439659.255022906,27196605.308599696,3098269.5542435925,9758.360310043929,10337.68068231887,11992.932500024966,10715.200487733311,1220.6883565818544,1907.3759594971757,2020.610326318706,2344.14700909082,2094.400612617156,238.59660346686852,53726.55269669746,55705.3411971756,56397.89593627208,55254.03110546273,1459.2849600486834,68063.63220581319,68063.63220581319,68063.63220581319,68063.63220581319,0,44942.13201097498,46597.3838286811,47176.704200955995,46219.86402326663,1220.6883565818503,56935.064511000004,56935.064511000004,56935.064511000004,56935.064511000004,0,8784.420685722358,9107.95736849447,9221.191735315997,9034.16708219602,238.59660346686516,11128.56769481318,11128.56769481318,11128.56769481318,11128.56769481318,0,0,0,0,0,0,1907.3759594971757,2020.610326318706,2344.14700909082,2094.400612617156,238.59660346686852,0,0,0,0,0,0,0,0,0,0,8784.420685722358,9107.95736849447,9221.191735315997,9034.16708219602,238.59660346686516,11128.56769481318,11128.56769481318,11128.56769481318,11128.56769481318,0
35-44,Male,HIS,oil,Food_price,USD,180239.04714152828,212644.0620707956,214888.2974347362,202061.33239875114,20409.890831000645,0,0,0,0,0,180239.04714152828,212644.0620707956,214888.2974347362,202061.33239875114,20409.890831000645,24768017.5574121,26238409.78479309,30439659.255022906,27196605.308599696,3098269.5542435925,150769.52909850256,177876.246087963,179753.54356802523,169023.81818992854,17072.8245535245,29469.51804302651,34767.81598283249,35134.75386671136,33037.51420882298,3337.0662774757607,808319.4826582297,810563.718022171,842968.7329514376,821146.447694215,20409.890831000455,1023207.780092966,1023207.780092966,1023207.780092966,1023207.7800929662,0,676157.3016186146,678034.599098677,705141.3160881372,686887.0269967114,17072.824553524424,855910.84518664,855910.84518664,855910.84518664,855910.84518664,0,132162.1810396156,132529.118923494,137827.41686329994,134259.42069750366,3337.0662774755665,167296.93490632658,167296.93490632658,167296.93490632658,167296.93490632658,0,0,0,0,0,0,29469.51804302651,34767.81598283249,35134.75386671136,33037.51420882298,3337.0662774757607,0,0,0,0,0,0,0,0,0,0,132162.1810396156,132529.118923494,137827.41686329994,134259.42069750366,3337.0662774755665,167296.93490632658,167296.93490632658,167296.93490632658,167296.93490632658,0
35-44,Male,HIS,sat_fat,CED,MJ,-3453728.490289288,-3444889.29960935,-3122128.7747751074,-3334741.46306398,198893.921629986,0,0,0,0,0,-3453728.490289288,-3444889.29960935,-3122128.7747751074,-3334741.46306398,198893.921629986,-67677532.28494182,-67504323.9350974,-61179670.47690254,-65345922.142693736,3897425.5909920796,-2604578.871617239,-2597912.9251330597,-2354507.791828863,-2514846.5437927027,149992.94456037768,-849149.6186720502,-846976.374476295,-767620.982946247,-819894.91927128,48900.97706960855,7160624.742333497,7483385.26716773,7492224.457847659,7373237.430622361,198893.92162997727,4038495.96755838,4038495.96755838,4038495.96755838,4038495.96755838,0,5400080.511221444,5643485.64452564,5650151.59100982,5560419.263185284,149992.9445603769,3045572.71939258,3045572.71939258,3045572.71939258,3045572.7193925804,0,1760544.23111205,1839899.6226420929,1842072.8668378529,1812818.1674370812,48900.977069607034,992923.2481658021,992923.2481658021,992923.2481658021,992923.2481658021,0,0,0,0,0,0,-849149.6186720502,-846976.374476295,-767620.982946247,-819894.91927128,48900.97706960855,0,0,0,0,0,0,0,0,0,0,1760544.23111205,1839899.6226420929,1842072.8668378529,1812818.1674370812,48900.977069607034,992923.2481658021,992923.2481658021,992923.2481658021,992923.2481658021,0
35-44,Male,HIS,sat_fat,FL,mrh-eq,-96438.11479241218,-96191.29895617609,-87178.88914111939,-93115.6519460636,5553.69505726807,0,0,0,0,0,-96438.11479241218,-96191.29895617609,-87178.88914111939,-93115.6519460636,5553.69505726807,-67677532.28494182,-67504323.9350974,-61179670.47690254,-65345922.142693736,3897425.5909920796,-72727.39502052618,-72541.2624643485,-65744.68530066812,-70221.80821610194,4188.237971292855,-23710.719771885924,-23650.0364918275,-21434.203840451177,-22893.843729961565,1365.45708597522,199945.40764514546,208957.8174602019,209204.63329643835,205882.17045008964,5553.695057268023,112766.5185040261,112766.5185040261,112766.5185040261,112766.5185040261,0,150785.9073733445,157582.4845370249,157768.61709320245,155263.03028877827,4188.237971292824,85041.2220726764,85041.2220726764,85041.2220726764,85041.2220726764,0,49159.50027180087,51375.3329231772,51436.016203235726,50619.140161311305,1365.4570859752557,27725.2964313497,27725.2964313497,27725.2964313497,27725.296431349696,0,0,0,0,0,0,-23710.719771885924,-23650.0364918275,-21434.203840451177,-22893.843729961565,1365.45708597522,0,0,0,0,0,0,0,0,0,0,49159.50027180087,51375.3329231772,51436.016203235726,50619.140161311305,1365.4570859752557,27725.2964313497,27725.2964313497,27725.2964313497,27725.296431349696,0
35-44,Male,HIS,sat_fat,Food_price,USD,-325392.10583688243,-320789.73753953003,-289034.1971086368,-311262.3087207438,20838.798555221874,0,0,0,0,0,-325392.10583688243,-320789.73753953003,-289034.1971086368,-311262.3087207438,20838.798555221874,-67677532.28494182,-67504323.9350974,-61179670.47690254,-65345922.142693736,3897425.5909920796,-245389.70166204195,-241918.89286500172,-217970.9160927563,-234733.92164563146,15715.275413057001,-80002.40417484009,-78870.84467452821,-71063.28101588081,-76528.38707511224,5123.523142164524,671282.2352593918,703037.775690285,707640.143987637,693510.3468714986,20838.798555221663,382248.03815075476,382248.03815075476,382248.03815075476,382248.03815075476,0,506237.68827356584,530185.6650458123,533656.4738428525,523000.69382644165,15715.275413057612,288266.7721808095,288266.7721808095,288266.7721808095,288266.7721808095,0,165044.54698582564,172852.1106444725,173983.67014478458,170509.6530450568,5123.523142164257,93981.2659699445,93981.2659699445,93981.2659699445,93981.26596994449,0,0,0,0,0,0,-80002.40417484009,-78870.84467452821,-71063.28101588081,-76528.38707511224,5123.523142164524,0,0,0,0,0,0,0,0,0,0,165044.54698582564,172852.1106444725,173983.67014478458,170509.6530450568,5123.523142164257,93981.2659699445,93981.2659699445,93981.2659699445,93981.26596994449,0
35-44,Male,NHB,added_sugar,CED,MJ,-959786.08547246,-944406.9496684701,-883642.2724394297,-928482.1982912594,42382.299307126275,0,0,0,0,0,-959786.08547246,-944406.9496684701,-883642.2724394297,-928482.1982912594,42382.299307126275,-36580641.66426489,-35994491.6205551,-33678547.56051376,-35387546.35166683,1615330.4651196462,-635208.2213891726,-625029.9601615721,-584814.5172309257,-614490.5981605033,28049.567886797475,-324577.8640832874,-319376.989506898,-298827.75520850386,-313991.600130756,14332.731420328864,1555582.1142398557,1616346.791468897,1631725.927272886,1600422.0400916857,42382.299307126494,671939.8418004271,671939.8418004271,671939.8418004271,671939.8418004271,0,1029519.5595846766,1069735.002515322,1079913.2637429226,1059195.6405142536,28049.56788679688,444705.042353751,444705.042353751,444705.042353751,444705.04235375096,0,526062.55465518,546611.7889535739,551812.6635299625,541226.3995774317,14332.731420328446,227234.79944667598,227234.79944667598,227234.79944667598,227234.799446676,0,0,0,0,0,0,-324577.8640832874,-319376.989506898,-298827.75520850386,-313991.600130756,14332.731420328864,0,0,0,0,0,0,0,0,0,0,526062.55465518,546611.7889535739,551812.6635299625,541226.3995774317,14332.731420328446,227234.79944667598,227234.79944667598,227234.79944667598,227234.799446676,0
35-44,Male,NHB,added_sugar,FL,mrh-eq,-36703.04049127349,-36114.929189517396,-33791.2359806512,-35505.95308175947,1620.7353608559251,0,0,0,0,0,-36703.04049127349,-36114.929189517396,-33791.2359806512,-35505.95308175947,1620.7353608559251,-36580641.66426489,-35994491.6205551,-33678547.56051376,-35387546.35166683,1615330.4651196462,-24290.905466253043,-23901.68005486,-22363.807134425377,-23498.6458411612,1072.6394573693744,-12412.135025020449,-12213.2491346574,-11427.428846225774,-12007.307240598251,548.095903486586,59486.79001565371,61810.483224519805,62398.59452627598,61201.50711676193,1620.7353608559047,25695.554035002402,25695.554035002402,25695.554035002402,25695.554035002406,0,39369.708160953276,40907.5810813878,41296.80649278094,40504.54686768907,1072.6394573693567,17005.90102652784,17005.90102652784,17005.90102652784,17005.90102652784,0,20117.081854700307,20902.90214313197,21101.788033495035,20696.960249072814,548.0959034866153,8689.65300847455,8689.65300847455,8689.65300847455,8689.65300847455,0,0,0,0,0,0,-12412.135025020449,-12213.2491346574,-11427.428846225774,-12007.307240598251,548.095903486586,0,0,0,0,0,0,0,0,0,0,20117.081854700307,20902.90214313197,21101.788033495035,20696.960249072814,548.0959034866153,8689.65300847455,8689.65300847455,8689.65300847455,8689.65300847455,0
35-44,Male,NHB,added_sugar,Food_price,USD,-1662281.7171666892,-1563121.937197234,-1517017.7125102398,-1581737.9215068694,78136.05642853283,0,0,0,0,0,-1662281.7171666892,-1563121.937197234,-1517017.7125102398,-1581737.9215068694,78136.05642853283,-36580641.66426489,-35994491.6205551,-33678547.56051376,-35387546.35166683,1615330.4651196462,-1100135.7792027371,-1034509.5855944729,-1003996.7629924029,-1046830.066649278,51712.216067290734,-562145.9379639481,-528612.351602766,-513020.94951783516,-534907.854857591,26423.84036124006,2633183.9783516894,2679288.203038684,2778447.98300813,2697904.187348316,78136.05642852756,1116166.2658414491,1116166.2658414491,1116166.2658414491,1116166.2658414491,0,1742700.9380490049,1773213.760651076,1838839.9542593423,1785534.2417058814,51712.216067292335,738704.175056604,738704.175056604,738704.175056604,738704.1750566041,0,890483.0403026801,906074.442387611,939608.0287487931,912369.9456424359,26423.840361240113,377462.090784845,377462.090784845,377462.090784845,377462.090784845,0,0,0,0,0,0,-562145.9379639481,-528612.351602766,-513020.94951783516,-534907.854857591,26423.84036124006,0,0,0,0,0,0,0,0,0,0,890483.0403026801,906074.442387611,939608.0287487931,912369.9456424359,26423.840361240113,377462.090784845,377462.090784845,377462.090784845,377462.090784845,0
35-44,Male,NHB,oil,CED,MJ,55214.187566372624,58519.964680704,71437.37097567937,61892.466147596635,9024.223353717825,0,0,0,0,0,55214.187566372624,58519.964680704,71437.37097567937,61892.466147596635,9024.223353717825,5944451.485485821,6300356.9609462805,7691066.458328351,6663446.091445091,971562.9312824417,46126.33756508443,48888.0080308009,59679.304063385505,51705.420510403754,7538.902427495277,9087.850001288241,9631.95664990318,11758.066912293863,10187.045637192916,1485.3209262225084,641177.8403548852,654095.24664986,657401.0237641907,650722.7451829674,9024.22335371723,712615.211330564,712615.211330564,712615.211330564,712615.2113305641,0,535644.6740778184,546435.9701104029,549197.640576119,543618.5576308,7538.902427495077,595323.978141204,595323.978141204,595323.978141204,595323.978141204,0,105533.16627706592,107659.2765394565,108203.38318807143,107104.1875521668,1485.3209262224477,117291.2331893598,117291.2331893598,117291.2331893598,117291.23318935982,0,0,0,0,0,0,9087.850001288241,9631.95664990318,11758.066912293863,10187.045637192916,1485.3209262225084,0,0,0,0,0,0,0,0,0,0,105533.16627706592,107659.2765394565,108203.38318807143,107104.1875521668,1485.3209262224477,117291.2331893598,117291.2331893598,117291.2331893598,117291.23318935982,0
35-44,Male,NHB,oil,FL,mrh-eq,2811.7255526347963,2980.0688425275903,3637.874434789307,3151.8100012535283,459.5492664965921,0,0,0,0,0,2811.7255526347963,2980.0688425275903,3637.874434789307,3151.8100012535283,459.5492664965921,5944451.485485821,6300356.9609462805,7691066.458328351,6663446.091445091,971562.9312824417,2348.9361647366577,2489.571384752849,3039.107004821344,2633.045209332605,383.91083032287605,462.7893878981328,490.49745777473896,598.7674299679696,518.764791920923,75.6384361737226,32651.320194503744,33309.1257867655,33477.46907665825,33137.38462803953,459.54926649659717,36289.194629293,36289.194629293,36289.194629293,36289.194629293,0,27277.152551178628,27826.6881712471,27967.323391263337,27683.21434666737,383.9108303228814,30316.259555999997,30316.259555999997,30316.259555999997,30316.259555999994,0,5374.167643325096,5482.43761551832,5510.14568539493,5454.1702813721395,75.63843617371974,5972.93507329306,5972.93507329306,5972.93507329306,5972.935073293059,0,0,0,0,0,0,462.7893878981328,490.49745777473896,598.7674299679696,518.764791920923,75.6384361737226,0,0,0,0,0,0,0,0,0,0,5374.167643325096,5482.43761551832,5510.14568539493,5454.1702813721395,75.63843617371974,5972.93507329306,5972.93507329306,5972.93507329306,5972.935073293059,0
35-44,Male,NHB,oil,Food_price,USD,6337.461641105774,46722.0617255081,53406.66580201199,34897.50172273672,26806.339556886764,0,0,0,0,0,6337.461641105774,46722.0617255081,53406.66580201199,34897.50172273672,26806.339556886764,5944451.485485821,6300356.9609462805,7691066.458328351,6663446.091445091,971562.9312824417,5294.3619719481885,39031.9533054225,44616.32061592774,29153.629086836863,22394.212824355534,1043.0996691575767,7690.10842008557,8790.345186084196,5743.872635899827,4412.126732531211,343566.72330293537,350251.327379439,390635.9274638409,362075.8873822103,26806.339556886396,396973.389104947,396973.389104947,396973.389104947,396973.389104947,0,287018.16242702096,292602.529737526,326340.1210710002,302480.8539561117,22394.21282435539,331634.483042949,331634.483042949,331634.483042949,331634.483042949,0,56548.56087591406,57648.7976419127,64295.806392840685,59595.03342609844,4412.12673253121,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0,0,0,0,0,0,1043.0996691575767,7690.10842008557,8790.345186084196,5743.872635899827,4412.126732531211,0,0,0,0,0,0,0,0,0,0,56548.56087591406,57648.7976419127,64295.806392840685,59595.03342609844,4412.12673253121,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0
35-44,Male,NHB,sat_fat,CED,MJ,-1718182.5890534916,-1649199.5243168809,-1637361.2148985295,-1669250.315656621,45945.29508522517,0,0,0,0,0,-1718182.5890534916,-1649199.5243168809,-1637361.2148985295,-1669250.315656621,45945.29508522517,-35514765.597453624,-34088888.4002785,-33844191.01669337,-34503337.457678504,949687.4171891721,-1306003.4705907952,-1253568.925780494,-1244570.5380161225,-1268809.682638715,34923.36333804814,-412179.1184626983,-395630.59853638697,-392790.67688240675,-400440.6330179066,11021.931747178178,3651392.466828115,3663230.77624646,3732213.8409830737,3683281.5675862036,45945.295085224374,2014031.2519295812,2014031.2519295812,2014031.2519295812,2014031.2519295812,0,2775450.7958281497,2784449.1835925197,2836883.728402827,2799689.940450743,34923.36333805132,1530880.257812032,1530880.257812032,1530880.257812032,1530880.2578120318,0,875941.6709999549,878781.5926539351,895330.1125802452,883591.6271354543,11021.931747177512,483150.994117548,483150.994117548,483150.994117548,483150.994117548,0,0,0,0,0,0,-412179.1184626983,-395630.59853638697,-392790.67688240675,-400440.6330179066,11021.931747178178,0,0,0,0,0,0,0,0,0,0,875941.6709999549,878781.5926539351,895330.1125802452,883591.6271354543,11021.931747177512,483150.994117548,483150.994117548,483150.994117548,483150.994117548,0
35-44,Male,NHB,sat_fat,FL,mrh-eq,-47031.45827063023,-45143.1990418323,-44819.15143539558,-45692.045225116926,1257.6511031478854,0,0,0,0,0,-47031.45827063023,-45143.1990418323,-44819.15143539558,-45692.045225116926,1257.6511031478854,-35514765.597453624,-34088888.4002785,-33844191.01669337,-34503337.457678504,949687.4171891721,-35748.96412041152,-34313.6841205464,-34067.373104860766,-34730.866220258504,955.9500346282748,-11282.494150218623,-10829.514921285961,-10751.7783305348,-10961.179004858417,301.7010685195505,99948.81424559308,100272.86185202989,102161.12108082762,100821.70803531441,1257.6511031478046,55129.662810197406,55129.662810197406,55129.662810197406,55129.66281019741,0,75971.84322423326,76218.15423991889,77653.43423978401,76635.33633963099,955.9500346282748,41904.470119372505,41904.470119372505,41904.470119372505,41904.470119372505,0,23976.97102135982,24054.7076121109,24507.686841043607,24186.3716956834,301.70106851955006,13225.19269082497,13225.19269082497,13225.19269082497,13225.192690824968,0,0,0,0,0,0,-11282.494150218623,-10829.514921285961,-10751.7783305348,-10961.179004858417,301.7010685195505,0,0,0,0,0,0,0,0,0,0,23976.97102135982,24054.7076121109,24507.686841043607,24186.3716956834,301.70106851955006,13225.19269082497,13225.19269082497,13225.19269082497,13225.192690824968,0
35-44,Male,NHB,sat_fat,Food_price,USD,-163507.8875646477,-161935.5201602833,-160909.8495023921,-162127.34358009847,1377.4426855332297,0,0,0,0,0,-163507.8875646477,-161935.5201602833,-160909.8495023921,-162127.34358009847,1377.4426855332297,-35514765.597453624,-34088888.4002785,-33844191.01669337,-34503337.457678504,949687.4171891721,-124283.5714835378,-123088.4032282972,-122308.78326972967,-123234.2096481825,1047.0045147166118,-39224.3160811103,-38847.1169319864,-38601.06623266252,-38893.13393191623,330.4381708167727,359889.4596054262,360915.1302633174,362487.4976676819,361106.9536831326,1377.4426855332915,198979.6101030341,198979.6101030341,198979.6101030341,198979.6101030341,0,273554.67705714225,274334.29701570957,275529.46527094976,274480.10343559476,1047.0045147162714,151245.8937874127,151245.8937874127,151245.8937874127,151245.8937874127,0,86334.78254828413,86580.83324760801,86958.03239673193,86626.85024753785,330.4381708167727,47733.7163156217,47733.7163156217,47733.7163156217,47733.71631562171,0,0,0,0,0,0,-39224.3160811103,-38847.1169319864,-38601.06623266252,-38893.13393191623,330.4381708167727,0,0,0,0,0,0,0,0,0,0,86334.78254828413,86580.83324760801,86958.03239673193,86626.85024753785,330.4381708167727,47733.7163156217,47733.7163156217,47733.7163156217,47733.71631562171,0
35-44,Male,NHW,added_sugar,CED,MJ,-4467016.9471274195,-4358784.7354550995,-3717183.918554443,-4171637.856427613,426633.06163034757,0,0,0,0,0,-4467016.9471274195,-4358784.7354550995,-3717183.918554443,-4171637.856427613,426633.06163034757,-174886918.91242066,-170649550.1604118,-145530417.78022188,-163322615.55403247,16702990.50525978,-2956793.2192280516,-2885152.50835486,-2460466.19815786,-2761276.8594693136,282395.55807781575,-1510223.7278993751,-1473632.227100235,-1256717.7203965876,-1410360.9969583026,144237.5035525304,6664894.514593472,7306495.33149411,7414727.543166448,7119348.452466636,426633.06163034326,2947710.59603903,2947710.59603903,2947710.59603903,2947710.5960390293,0,4411605.13624039,4836291.4464373905,4907932.157310572,4712415.79755184,282395.55807781225,1951138.938082532,1951138.938082532,1951138.938082532,1951138.938082532,0,2253289.378353084,2470203.88505674,2506795.3858558773,2406932.6549148033,144237.5035525346,996571.657956496,996571.657956496,996571.657956496,996571.657956496,0,0,0,0,0,0,-1510223.7278993751,-1473632.227100235,-1256717.7203965876,-1410360.9969583026,144237.5035525304,0,0,0,0,0,0,0,0,0,0,2253289.378353084,2470203.88505674,2506795.3858558773,2406932.6549148033,144237.5035525346,996571.657956496,996571.657956496,996571.657956496,996571.657956496,0
