age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Male,added_sugar,Food_price,USD,-12420165.398430778,-11813766.171077095,-11226766.55406379,-11820573.05189828,628132.3170834396,0,0,0,0,0,-12420165.398430778,-11813766.171077095,-11226766.55406379,-11820573.05189828,628132.3170834396,-269565396.5411341,-260792109.00954628,-241743864.28355715,-257186860.87115988,14972081.488008324,-8223145.705200311,-7821109.329528104,-7433297.670300597,-7826100.458105192,415731.9632959273,-4197019.693230462,-3992656.8415489965,-3793468.883763183,-3994472.593793085,212400.9838275829,21153760.05749752,21740759.674510837,22347158.901864514,21747566.555332016,628132.3170834441,9926993.50343373,9926993.50343373,9926993.50343373,9926993.50343373,0,14008331.700384123,14396143.359611621,14798179.735283824,14401134.488188712,415731.9632959207,6575034.030083519,6575034.030083519,6575034.030083519,6575034.030083519,0,7145428.357113405,7344616.314899215,7548979.16658068,7346432.067143305,212400.98382758038,3351959.4733502227,3351959.4733502227,3351959.4733502227,3351959.4733502227,0,0,0,0,0,0,-4197019.693230462,-3992656.8415489965,-3793468.883763183,-3994472.593793085,212400.9838275829,0,0,0,0,0,0,0,0,0,0,7145428.357113405,7344616.314899215,7548979.16658068,7346432.067143305,212400.98382758038,3351959.4733502227,3351959.4733502227,3351959.4733502227,3351959.4733502227,0
35-44,Male,oil,CED,MJ,467114.43582191505,525269.6311568879,557576.9500894478,516200.20084025175,48255.35357257406,0,0,0,0,0,467114.43582191505,525269.6311568879,557576.9500894478,516200.20084025175,48255.35357257406,50476102.42983369,56764408.29087311,60187495.31459705,55759068.3479554,5184882.2636528,390457.23644049803,439082.8550346755,466060.43804359285,431487.05307493516,40331.23441340332,76657.19938141754,86186.77612221346,91516.51204585447,84713.14776531699,7924.133465492663,5382045.448407185,5414352.767339751,5472507.962674718,5423422.197656383,48255.35357257333,5939622.398496639,5939622.398496639,5939622.398496639,5939622.398496639,0,4497147.053517148,4524124.636526069,4572750.255120251,4531720.43848581,40331.23441340775,4963207.491560748,4963207.491560748,4963207.491560748,4963207.491560748,0,884898.3948900342,890228.1308136745,899757.7075544712,891701.7591705713,7924.133465492764,976414.906935889,976414.906935889,976414.906935889,976414.9069358889,0,0,0,0,0,0,76657.19938141754,86186.77612221346,91516.51204585447,84713.14776531699,7924.133465492663,0,0,0,0,0,0,0,0,0,0,884898.3948900342,890228.1308136745,899757.7075544712,891701.7591705713,7924.133465492764,976414.906935889,976414.906935889,976414.906935889,976414.9069358889,0
35-44,Male,oil,FL,mrh-eq,23791.925906057935,26667.446077858833,27695.994159723683,26019.385695425135,2130.0417391695214,0,0,0,0,0,23791.925906057935,26667.446077858833,27695.994159723683,26019.385695425135,2130.0417391695214,50476102.42983369,56764408.29087311,60187495.31459705,55759068.3479554,5184882.2636528,19887.297136127014,22291.670915920142,23150.40977066813,21749.342872044654,1780.4908574090377,3904.6287699309355,4375.775161938688,4545.584389055559,4270.042823380484,349.5514080774066,267312.0175528932,268340.565634758,271216.08580655884,268988.6260171917,2130.0417391694627,295008.0117126168,295008.0117126168,295008.0117126168,295008.0117126168,0,223359.96809433177,224218.7069490798,226623.08072887297,224761.03499295528,1780.4908574090819,246510.377865,246510.377865,246510.377865,246510.37786500002,0,43952.04945856127,44121.85868567813,44593.00507768583,44227.591024236324,349.5514080773731,48497.633847616766,48497.633847616766,48497.633847616766,48497.633847616766,0,0,0,0,0,0,3904.6287699309355,4375.775161938688,4545.584389055559,4270.042823380484,349.5514080774066,0,0,0,0,0,0,0,0,0,0,43952.04945856127,44121.85868567813,44593.00507768583,44227.591024236324,349.5514080773731,48497.633847616766,48497.633847616766,48497.633847616766,48497.633847616766,0
35-44,Male,oil,Food_price,USD,302596.3991532272,305293.82872283354,313838.83657650737,307345.6105768923,6178.114721965443,0,0,0,0,0,302596.3991532272,305293.82872283354,313838.83657650737,307345.6105768923,6178.114721965443,50476102.42983369,56764408.29087311,60187495.31459705,55759068.3479554,5184882.2636528,252973.65574776684,255253.72293118743,262394.70325716084,256959.3064899779,5173.775097827637,49622.74340546123,50040.10579164655,51444.13331934632,50386.30408691478,1004.4173789626584,3374616.818237177,3383161.826090847,3385859.255660453,3381110.04423679,6178.114721963183,3688455.6548136817,3688455.6548136817,3688455.6548136817,3688455.654813682,0,2819976.9826217317,2827117.9629477053,2829398.030131123,2825412.3793889135,5173.775097826716,3082371.6858789,3082371.6858789,3082371.6858789,3082371.6858789003,0,554639.8356154417,556043.8631431416,556461.2255293258,555697.664847873,1004.4173789622628,606083.9689347881,606083.9689347881,606083.9689347881,606083.9689347881,0,0,0,0,0,0,49622.74340546123,50040.10579164655,51444.13331934632,50386.30408691478,1004.4173789626584,0,0,0,0,0,0,0,0,0,0,554639.8356154417,556043.8631431416,556461.2255293258,555697.664847873,1004.4173789622628,606083.9689347881,606083.9689347881,606083.9689347881,606083.9689347881,0
35-44,Male,sat_fat,CED,MJ,-17176722.627946395,-16506916.448247915,-15209377.628220223,-16286659.381465739,1052867.83802915,0,0,0,0,0,-17176722.627946395,-16506916.448247915,-15209377.628220223,-16286659.381465739,1052867.83802915,-331536328.8801939,-319094807.2512179,-294116397.61375654,-314695899.1780651,20059761.427342106,-13024889.124263136,-12517659.36139381,-11534281.428521749,-12350589.828059517,797760.6578319223,-4151833.5036832704,-3989257.0868541226,-3675096.1996984705,-3936069.553406226,255107.2453269526,33184383.54865146,34481922.36867907,35151728.54837762,34261665.30189694,1052867.8380291362,17975005.920431204,17975005.920431204,17975005.920431204,17975005.920431204,0,25166588.133165833,26149966.0660379,26657195.82890722,25982896.532703605,797760.6578319249,13632306.704644095,13632306.704644095,13632306.704644095,13632306.704644093,0,8017795.415485578,8331956.302641213,8494532.719470367,8278768.769193325,255107.24532694605,4342699.215787107,4342699.215787107,4342699.215787107,4342699.215787107,0,0,0,0,0,0,-4151833.5036832704,-3989257.0868541226,-3675096.1996984705,-3936069.553406226,255107.2453269526,0,0,0,0,0,0,0,0,0,0,8017795.415485578,8331956.302641213,8494532.719470367,8278768.769193325,255107.24532694605,4342699.215787107,4342699.215787107,4342699.215787107,4342699.215787107,0
35-44,Male,sat_fat,FL,mrh-eq,-476312.3477757036,-457628.13341074914,-421606.5025607497,-451544.8293809088,29270.563420558115,0,0,0,0,0,-476312.3477757036,-457628.13341074914,-421606.5025607497,-451544.8293809088,29270.563420558115,-331536328.8801939,-319094807.2512179,-294116397.61375654,-314695899.1780651,20059761.427342106,-361172.31803696224,-347022.74613180134,-319723.30161706154,-342408.7557424754,22178.204710710652,-115140.0297387415,-110605.38727894757,-101883.20094368806,-109136.07363843334,7092.360297553054,919744.3131049955,955765.9439549957,974450.1583199505,949682.6399251552,29270.563420558712,498137.8105442467,498137.8105442467,498137.8105442467,498137.81054424663,0,697500.9034203136,724800.347935053,738949.9198402131,720186.3575457269,22178.20471071016,377777.60180325166,377777.60180325166,377777.60180325166,377777.6018032517,0,222243.40968468276,230965.5960199421,235500.23847973606,229496.28237942792,7092.360297552987,120360.2087409945,120360.2087409945,120360.2087409945,120360.2087409945,0,0,0,0,0,0,-115140.0297387415,-110605.38727894757,-101883.20094368806,-109136.07363843334,7092.360297553054,0,0,0,0,0,0,0,0,0,0,222243.40968468276,230965.5960199421,235500.23847973606,229496.28237942792,7092.360297552987,120360.2087409945,120360.2087409945,120360.2087409945,120360.2087409945,0
35-44,Male,sat_fat,Food_price,USD,-1770499.739984898,-1744062.011054998,-1540114.3370861157,-1681777.8198132496,132711.6446562024,0,0,0,0,0,-1770499.739984898,-1744062.011054998,-1540114.3370861157,-1681777.8198132496,132711.6446562024,-331536328.8801939,-319094807.2512179,-294116397.61375654,-314695899.1780651,20059761.427342106,-1343030.8726830261,-1323094.1309282535,-1168452.7937430164,-1275829.3606017746,100588.22607656287,-427468.8673018724,-420967.8801267439,-371661.5433431008,-405948.4592114756,32123.477975628535,3424600.5426407806,3628548.216609662,3654985.945539556,3566264.025367912,132711.64465619987,1884486.2055546623,1884486.2055546623,1884486.2055546623,1884486.2055546623,0,2598303.3142137784,2752944.6513990117,2772881.3931537885,2705679.8810725356,100588.22607656197,1429850.5204707598,1429850.5204707598,1429850.5204707598,1429850.5204707598,0,826297.2284270028,875603.5652106459,882104.5523857742,860584.1442953777,32123.47797562851,454635.68508390174,454635.68508390174,454635.68508390174,454635.68508390174,0,0,0,0,0,0,-427468.8673018724,-420967.8801267439,-371661.5433431008,-405948.4592114756,32123.477975628535,0,0,0,0,0,0,0,0,0,0,826297.2284270028,875603.5652106459,882104.5523857742,860584.1442953777,32123.47797562851,454635.68508390174,454635.68508390174,454635.68508390174,454635.68508390174,0
45-54,Female,added_sugar,CED,MJ,-8384588.050576501,-8360582.44160099,-7093069.71500691,-7924264.154717281,777711.7265020601,0,0,0,0,0,-8384588.050576501,-8360582.44160099,-7093069.71500691,-7924264.154717281,777711.7265020601,-332808052.5601376,-331740750.2874856,-281417135.39912415,-314457833.58021915,30912952.925632294,-5558311.332371575,-5542218.675651377,-4701817.456091575,-5252987.600970814,515702.63206337456,-2826276.7182049123,-2818363.765949614,-2391252.258915337,-2671276.5537464633,262009.1187133604,12554061.680966668,13821574.407560747,13845580.016536253,13385256.120677037,777711.7265020583,5460991.965959757,5460991.965959757,5460991.965959757,5460991.965959757,0,8322153.99901612,9162555.21857592,9178647.875296121,8873324.14389536,515702.63206337485,3620336.5429245355,3620336.5429245355,3620336.5429245355,3620336.542924536,0,4231907.681950555,4659019.188984832,4666932.141240131,4511931.976781682,262009.1187133604,1840655.4230352202,1840655.4230352202,1840655.4230352202,1840655.4230352202,0,0,0,0,0,0,-2826276.7182049123,-2818363.765949614,-2391252.258915337,-2671276.5537464633,262009.1187133604,0,0,0,0,0,0,0,0,0,0,4231907.681950555,4659019.188984832,4666932.141240131,4511931.976781682,262009.1187133604,1840655.4230352202,1840655.4230352202,1840655.4230352202,1840655.4230352202,0
45-54,Female,added_sugar,FL,mrh-eq,-374801.80184448656,-373354.2386945778,-316929.7400378011,-354064.0858851504,34739.486942104195,0,0,0,0,0,-374801.80184448656,-373354.2386945778,-316929.7400378011,-354064.0858851504,34739.486942104195,-332808052.5601376,-331740750.2874856,-281417135.39912415,-314457833.58021915,30912952.925632294,-248469.00594096712,-247501.71952418613,-210090.15506054522,-234714.25354283178,23035.95084043581,-126332.79590351963,-125852.51917039098,-106839.58497725608,-119349.83234231861,11703.537079195821,562947.3004196798,619371.799076456,620819.3622263649,600081.6462670289,34739.486942103846,246017.56038187857,246017.56038187857,246017.56038187857,246017.56038187855,0,373190.46451704233,410602.0289806833,411569.31539746316,397814.56299932854,23035.95084043545,163100.30945649667,163100.30945649667,163100.30945649667,163100.30945649667,0,189756.83590263786,208769.77009577327,209250.04682890137,202267.08326770054,11703.537079195949,82917.25092538174,82917.25092538174,82917.25092538174,82917.25092538174,0,0,0,0,0,0,-126332.79590351963,-125852.51917039098,-106839.58497725608,-119349.83234231861,11703.537079195821,0,0,0,0,0,0,0,0,0,0,189756.83590263786,208769.77009577327,209250.04682890137,202267.08326770054,11703.537079195949,82917.25092538174,82917.25092538174,82917.25092538174,82917.25092538174,0
45-54,Female,added_sugar,Food_price,USD,-13638521.867369888,-13259493.481735647,-11408686.655489344,-12743079.993801588,1255923.251160253,0,0,0,0,0,-13638521.867369888,-13259493.481735647,-11408686.655489344,-12743079.993801588,1255923.251160253,-332808052.5601376,-331740750.2874856,-281417135.39912415,-314457833.58021915,30912952.925632294,-9041242.429637136,-8789673.49849953,-7562518.169699679,-8447362.481775936,832824.1360330633,-4597279.43773276,-4469819.983236115,-3846168.4857896636,-4295717.512025657,423099.14162618003,20207831.092768922,22058637.919015225,22437666.304649483,21542224.431081176,1255923.2511602591,8799144.437279578,8799144.437279578,8799144.437279578,8799144.437279578,0,13395869.535964731,14623024.864764594,14874593.795902196,14280713.848040992,832824.1360330698,5833351.366265067,5833351.366265067,5833351.366265067,5833351.366265067,0,6811961.556804195,7435613.05425063,7563072.508747285,7261510.583040181,423099.14162617375,2965793.071014529,2965793.071014529,2965793.071014529,2965793.071014529,0,0,0,0,0,0,-4597279.43773276,-4469819.983236115,-3846168.4857896636,-4295717.512025657,423099.14162618003,0,0,0,0,0,0,0,0,0,0,6811961.556804195,7435613.05425063,7563072.508747285,7261510.583040181,423099.14162617375,2965793.071014529,2965793.071014529,2965793.071014529,2965793.071014529,0
45-54,Female,oil,CED,MJ,-332275.6309352837,-320488.0891490212,-97397.44304501817,-246346.64903753332,139300.55170684648,0,0,0,0,0,-332275.6309352837,-320488.0891490212,-97397.44304501817,-246346.64903753332,139300.55170684648,-35748190.07303271,-34434605.840153486,-10417571.548076527,-26468483.01236481,15011129.601939606,-277046.52197980334,-267169.8003967223,-81093.9989052086,-205345.56183236,116202.72732319077,-55229.108955480246,-53318.2887522984,-16303.444139810057,-41001.087205173324,23097.838142284534,6156789.508667182,6379880.154771175,6391667.696557432,6305738.714659688,139300.55170683903,6059392.065622157,6059392.065622157,6059392.065622157,6059392.065622157,0,5134863.59420165,5320939.395693168,5330816.117276245,5259115.1571288025,116202.72732319188,5053769.5952964425,5053769.5952964425,5053769.5952964425,5053769.5952964425,0,1021925.9144655269,1058940.759078014,1060851.5792811965,1046623.5575308896,23097.83814228391,1005622.4703257158,1005622.4703257158,1005622.4703257158,1005622.4703257158,0,0,0,0,0,0,-55229.108955480246,-53318.2887522984,-16303.444139810057,-41001.087205173324,23097.838142284534,0,0,0,0,0,0,0,0,0,0,1021925.9144655269,1058940.759078014,1060851.5792811965,1046623.5575308896,23097.83814228391,1005622.4703257158,1005622.4703257158,1005622.4703257158,1005622.4703257158,0
45-54,Female,oil,FL,mrh-eq,-17768.426401204284,-16850.349600892416,-4350.8631442618425,-12786.697089903397,7890.186179042109,0,0,0,0,0,-17768.426401204284,-16850.349600892416,-4350.8631442618425,-12786.697089903397,7890.186179042109,-35748190.07303271,-34434605.840153486,-10417571.548076527,-26468483.01236481,15011129.601939606,-14815.300720701067,-14047.73296495134,-3622.43564326555,-10659.055924272021,6581.490219410632,-2953.125680503219,-2802.6166359410786,-728.4275009962907,-2127.641165631378,1308.6963571087754,331220.788637939,343720.27509456954,344638.3518948821,339656.6225835807,7890.186179042317,326869.92549367726,326869.92549367726,326869.92549367726,326869.92549367726,0,276243.57134017703,286668.8686618624,287436.43641761213,283280.19162118324,6581.490219410373,272621.1356969108,272621.1356969108,272621.1356969108,272621.1356969108,0,54977.217297762545,57051.40643270728,57201.91547726951,56376.43096239763,1308.6963571087736,54248.78979676622,54248.78979676622,54248.78979676622,54248.78979676622,0,0,0,0,0,0,-2953.125680503219,-2802.6166359410786,-728.4275009962907,-2127.641165631378,1308.6963571087754,0,0,0,0,0,0,0,0,0,0,54977.217297762545,57051.40643270728,57201.91547726951,56376.43096239763,1308.6963571087736,54248.78979676622,54248.78979676622,54248.78979676622,54248.78979676622,0
45-54,Female,oil,Food_price,USD,-236388.68683070576,-186458.82361021749,13776.29747662859,-133720.13663956564,139362.49413072367,0,0,0,0,0,-236388.68683070576,-186458.82361021749,13776.29747662859,-133720.13663956564,139362.49413072367,-35748190.07303271,-34434605.840153486,-10417571.548076527,-26468483.01236481,15011129.601939606,-197125.80814427123,-155438.58278076132,11564.735449420295,-111468.02388017478,116250.81621360205,-39262.878686435026,-31020.240829456132,2211.562027208046,-22252.112759391126,23111.68848218774,4554605.4291176945,4754840.550204534,4804770.413425027,4702101.863233886,139362.49413072184,4568381.726594318,4568381.726594318,4568381.726594318,4568381.726594318,0,3798559.43536143,3965562.7535916143,4007249.9789551254,3921592.194691027,116250.81621360422,3810124.1708108555,3810124.1708108555,3810124.1708108555,3810124.1708108555,0,756045.9937562566,789277.796612921,797520.4344698995,780509.6685428558,23111.68848218774,758257.5557834648,758257.5557834648,758257.5557834648,758257.5557834649,0,0,0,0,0,0,-39262.878686435026,-31020.240829456132,2211.562027208046,-22252.112759391126,23111.68848218774,0,0,0,0,0,0,0,0,0,0,756045.9937562566,789277.796612921,797520.4344698995,780509.6685428558,23111.68848218774,758257.5557834648,758257.5557834648,758257.5557834648,758257.5557834649,0
45-54,Female,sat_fat,CED,MJ,-17068521.31961753,-16288612.233544637,-15723422.331688978,-16363952.298182262,710947.1262026355,0,0,0,0,0,-17068521.31961753,-16288612.233544637,-15723422.331688978,-16363952.298182262,710947.1262026355,-327660400.9882287,-312892234.18695086,-302491550.5434462,-314424684.41774845,13313077.899035627,-13286340.022619713,-12676310.784419224,-12241621.052462818,-12737833.418189079,552427.4578972982,-3782181.296997816,-3612301.4491254063,-3481801.2792261555,-3626118.8799931817,158546.96408791258,33638425.242925674,34203615.14478126,34983524.23085419,34278955.20941893,710947.1262026189,17915002.91123667,17915002.91123667,17915002.91123667,17915002.91123667,0,26189614.689002875,26624304.420959324,27234333.65915979,26685827.054729152,552427.4578973064,13947993.636540083,13947993.636540083,13947993.636540083,13947993.636540083,0,7448810.553922728,7579310.723821989,7749190.571694399,7593128.15468976,158546.96408791837,3967009.2746965806,3967009.2746965806,3967009.2746965806,3967009.2746965806,0,0,0,0,0,0,-3782181.296997816,-3612301.4491254063,-3481801.2792261555,-3626118.8799931817,158546.96408791258,0,0,0,0,0,0,0,0,0,0,7448810.553922728,7579310.723821989,7749190.571694399,7593128.15468976,158546.96408791837,3967009.2746965806,3967009.2746965806,3967009.2746965806,3967009.2746965806,0
45-54,Female,sat_fat,FL,mrh-eq,-455007.3167174706,-434283.4958375863,-418737.05529162375,-436100.1205161554,19154.329865984604,0,0,0,0,0,-455007.3167174706,-434283.4958375863,-418737.05529162375,-436100.1205161554,19154.329865984604,-327660400.9882287,-312892234.18695086,-302491550.5434462,-314424684.41774845,13313077.899035627,-354137.6682022883,-337932.81794950005,-325966.7923447974,-339420.12484356517,14882.61975087987,-100869.6485151823,-96350.67788808659,-92770.262946827,-96679.99567259049,4272.364182644896,895696.2132607176,911242.6538066801,931966.4746865644,913059.2784852491,19154.329865984546,476959.1579690939,476959.1579690939,476959.1579690939,476959.1579690939,0,697258.4772828975,709224.5028876009,725429.3531403892,710711.8097816658,14882.61975088037,371291.684938101,371291.684938101,371291.684938101,371291.6849381009,0,198437.73597781957,202018.15091907923,206537.1215461751,202347.46870358314,4272.364182645006,105667.47303099268,105667.47303099268,105667.47303099268,105667.47303099268,0,0,0,0,0,0,-100869.6485151823,-96350.67788808659,-92770.262946827,-96679.99567259049,4272.364182644896,0,0,0,0,0,0,0,0,0,0,198437.73597781957,202018.15091907923,206537.1215461751,202347.46870358314,4272.364182645006,105667.47303099268,105667.47303099268,105667.47303099268,105667.47303099268,0
45-54,Female,sat_fat,Food_price,USD,-2014211.086187795,-1890641.2273657108,-1882057.2141241138,-1930987.138095706,77837.62865562178,0,0,0,0,0,-2014211.086187795,-1890641.2273657108,-1882057.2141241138,-1930987.138095706,77837.62865562178,-327660400.9882287,-312892234.18695086,-302491550.5434462,-314424684.41774845,13313077.899035627,-1569694.280162977,-1473080.6677001086,-1467393.6378777674,-1504984.7317845041,60517.85422667962,-444516.8060248145,-417560.55966560094,-414663.5762463463,-426002.4063112005,17329.819191944764,4000043.6277731406,4008627.64101473,4132197.4998368137,4048973.551744728,77837.628655619,2117986.4136490296,2117986.4136490296,2117986.4136490296,2117986.4136490296,0,3118646.9720997526,3124334.0019220915,3220947.614384965,3156238.0660064896,60517.85422668219,1651253.3342219847,1651253.3342219847,1651253.3342219847,1651253.3342219845,0,881396.6556733871,884293.639092642,911249.8854518555,892735.4857382415,17329.819191944858,466733.07942704065,466733.07942704065,466733.07942704065,466733.07942704065,0,0,0,0,0,0,-444516.8060248145,-417560.55966560094,-414663.5762463463,-426002.4063112005,17329.819191944764,0,0,0,0,0,0,0,0,0,0,881396.6556733871,884293.639092642,911249.8854518555,892735.4857382415,17329.819191944858,466733.07942704065,466733.07942704065,466733.07942704065,466733.07942704065,0
45-54,Male,added_sugar,CED,MJ,-5913967.435073307,-5652746.2544835955,-5487055.025586369,-5686265.535779204,226558.12969389738,0,0,0,0,0,-5913967.435073307,-5652746.2544835955,-5487055.025586369,-5686265.535779204,226558.12969389738,-232649836.5100833,-222084415.1456469,-215703731.73337907,-223552744.25167096,9009195.22590198,-3920175.1422344046,-3747002.0325329555,-3637066.941485503,-3769190.811008042,150238.28626223808,-1993792.2928388962,-1905744.221950641,-1849988.0841008625,-1917074.724771159,76319.854877607,10667329.247512281,10833020.476409523,11094241.656999243,10866539.75770513,226558.1296939096,5180274.221925935,5180274.221925935,5180274.221925935,5180274.221925935,0,7070690.143301399,7180625.234348851,7353798.344050302,7202814.012823939,150238.28626223866,3433623.201815894,3433623.201815894,3433623.201815894,3433623.201815894,0,3596639.104210901,3652395.242060681,3740443.3129489394,3663725.7448811997,76319.8548776096,1746651.020110038,1746651.020110038,1746651.020110038,1746651.020110038,0,0,0,0,0,0,-1993792.2928388962,-1905744.221950641,-1849988.0841008625,-1917074.724771159,76319.854877607,0,0,0,0,0,0,0,0,0,0,3596639.104210901,3652395.242060681,3740443.3129489394,3663725.7448811997,76319.8548776096,1746651.020110038,1746651.020110038,1746651.020110038,1746651.020110038,0
45-54,Male,added_sugar,FL,mrh-eq,-269649.76240555866,-257008.69453412364,-249592.71157405517,-258842.05766091892,10675.077664775426,0,0,0,0,0,-269649.76240555866,-257008.69453412364,-249592.71157405517,-258842.05766091892,10675.077664775426,-232649836.5100833,-222084415.1456469,-215703731.73337907,-223552744.25167096,9009195.22590198,-178742.10230651993,-170362.50933808036,-165441.84183433294,-171576.16739586706,7078.604643463516,-90907.66009903928,-86646.18519604305,-84150.86973972217,-87265.89026505194,3596.473689349989,486424.6831178041,493840.6660778719,506481.7339493079,495674.0292046678,10675.077664775656,236831.9715437494,236831.9715437494,236831.9715437494,236831.97154374942,0,322420.1492231119,327340.8167268595,335720.409695299,328554.4747846461,7078.604643463509,156978.307388779,156978.307388779,156978.307388779,156978.307388779,0,164004.53389469258,166499.84935101343,170761.32425400967,167119.55442002232,3596.4736893499758,79853.66415497032,79853.66415497032,79853.66415497032,79853.66415497032,0,0,0,0,0,0,-90907.66009903928,-86646.18519604305,-84150.86973972217,-87265.89026505194,3596.473689349989,0,0,0,0,0,0,0,0,0,0,164004.53389469258,166499.84935101343,170761.32425400967,167119.55442002232,3596.4736893499758,79853.66415497032,79853.66415497032,79853.66415497032,79853.66415497032,0
45-54,Male,added_sugar,Food_price,USD,-9863932.548327968,-9664153.150516825,-9303748.407933772,-9607793.380421419,298846.55373715935,0,0,0,0,0,-9863932.548327968,-9664153.150516825,-9303748.407933772,-9607793.380421419,298846.55373715935,-232649836.5100833,-222084415.1456469,-215703731.73337907,-223552744.25167096,9009195.22590198,-6538519.930768984,-6406127.528491323,-6167061.993323935,-6368698.359056331,198173.13264803658,-3325412.6175589887,-3258025.6220255094,-3136686.4146098294,-3239095.021365088,100673.43886667075,17810566.174687173,18170970.91727023,18370750.31508136,18114611.147174817,298846.5537371545,8506817.766753398,8506817.766753398,8506817.766753398,8506817.766753398,0,11805770.865970938,12044836.401138324,12177228.80341597,12007407.231703328,198173.13264802983,5638708.872646992,5638708.872646992,5638708.872646992,5638708.872646992,0,6004795.3087162245,6126134.5161319,6193521.511665391,6107203.915471484,100673.43886667363,2868108.894106406,2868108.894106406,2868108.894106406,2868108.8941064053,0,0,0,0,0,0,-3325412.6175589887,-3258025.6220255094,-3136686.4146098294,-3239095.021365088,100673.43886667075,0,0,0,0,0,0,0,0,0,0,6004795.3087162245,6126134.5161319,6193521.511665391,6107203.915471484,100673.43886667363,2868108.894106406,2868108.894106406,2868108.894106406,2868108.8941064053,0
45-54,Male,oil,CED,MJ,43974.05459500877,130559.162488657,198205.5784818523,123914.00743586652,81378.22671464494,0,0,0,0,0,43974.05459500877,130559.162488657,198205.5784818523,123914.00743586652,81378.22671464494,4734167.912653439,14201390.809312273,21460829.15996208,13426729.565098578,8829031.176155929,36785.04304652566,108960.36214388727,165257.5247283819,103389.0791569164,67789.01840231482,7189.0115484831285,21598.800344769672,32948.05375347068,20524.928278950185,13589.250962386126,5478548.696353587,5546195.112346778,5632780.220240432,5552840.267399572,81378.22671464515,5676754.274835432,5676754.274835432,5676754.274835432,5676754.274835433,0,4569304.263174668,4625601.425759169,4697776.744856517,4631172.708746132,67789.01840231067,4734561.787903051,4734561.787903051,4734561.787903051,4734561.787903051,0,909244.4331789135,920593.6865876149,935003.4753839013,921667.5586534343,13589.250962386164,942192.4869323844,942192.4869323844,942192.4869323844,942192.4869323844,0,0,0,0,0,0,7189.0115484831285,21598.800344769672,32948.05375347068,20524.928278950185,13589.250962386126,0,0,0,0,0,0,0,0,0,0,909244.4331789135,920593.6865876149,935003.4753839013,921667.5586534343,13589.250962386164,942192.4869323844,942192.4869323844,942192.4869323844,942192.4869323844,0
