age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,OTH,sat_fat,CED,MJ,-5076303.429740215,-4842456.85160825,-4674143.283328277,-4865450.890152809,212597.9054165074,0,0,0,0,0,-5076303.429740215,-4842456.85160825,-4674143.283328277,-4865450.890152809,212597.9054165074,-102391408.81738006,-97713372.99499181,-94366701.16394547,-98180518.25511177,4242861.898116978,-3908785.283846953,-3727559.728347782,-3596509.151280041,-3745164.9839377576,165061.52560999125,-1167518.1458932678,-1114897.123260473,-1077634.1320482397,-1120285.9062150558,47537.00698054114,11252126.94095435,11420440.50923432,11654287.087366287,11443434.54777888,212597.90541650614,6577983.65762607,6577983.65762607,6577983.65762607,6577983.65762607,0,8659345.646101488,8790396.223169249,8971621.778668405,8808001.478759212,165061.5256099926,5062836.49482147,5062836.49482147,5062836.49482147,5062836.49482147,0,2592781.2948528486,2630044.286065081,2682665.308697875,2635433.069019664,47537.00698054009,1515147.1628046092,1515147.1628046092,1515147.1628046092,1515147.1628046092,0,0,0,0,0,0,-1167518.1458932678,-1114897.123260473,-1077634.1320482397,-1120285.9062150558,47537.00698054114,0,0,0,0,0,0,0,0,0,0,2592781.2948528486,2630044.286065081,2682665.308697875,2635433.069019664,47537.00698054009,1515147.1628046092,1515147.1628046092,1515147.1628046092,1515147.1628046092,0
20-34,OTH,sat_fat,FL,mrh-eq,-136272.82527559882,-130044.4249226305,-125587.34843021663,-130665.94206668471,5649.633580961602,0,0,0,0,0,-136272.82527559882,-130044.4249226305,-125587.34843021663,-130665.94206668471,5649.633580961602,-102391408.81738006,-97713372.99499181,-94366701.16394547,-98180518.25511177,4242861.898116978,-104913.68060241826,-100087.320662568,-96616.98335803606,-100563.11807846918,4386.0809059993,-31359.14467318062,-29957.104260062642,-28970.365072180626,-30102.82398821561,1263.57007361913,302267.92195888783,306724.9984513017,312953.3988042699,307346.5155953558,5649.6335809615675,176680.5735286711,176680.5735286711,176680.5735286711,176680.57352867108,0,232579.23658459028,236049.5738891223,240875.93382897245,236525.3713050234,4386.080905999288,135962.2532265543,135962.2532265543,135962.2532265543,135962.2532265543,0,69688.68537429748,70675.4245621794,72077.46497529738,70821.14429033239,1263.570073619082,40718.32030211678,40718.32030211678,40718.32030211678,40718.32030211678,0,0,0,0,0,0,-31359.14467318062,-29957.104260062642,-28970.365072180626,-30102.82398821561,1263.57007361913,0,0,0,0,0,0,0,0,0,0,69688.68537429748,70675.4245621794,72077.46497529738,70821.14429033239,1263.570073619082,40718.32030211678,40718.32030211678,40718.32030211678,40718.32030211678,0
20-34,OTH,sat_fat,Food_price,USD,-662954.3191456147,-662876.911058008,-623920.206175517,-649235.0525334872,23698.992746286225,0,0,0,0,0,-662954.3191456147,-662876.911058008,-623920.206175517,-649235.0525334872,23698.992746286225,-102391408.81738006,-97713372.99499181,-94366701.16394547,-98180518.25511177,4242861.898116978,-510151.3342265214,-509957.70255173615,-479859.26210870274,-499464.78719445615,18351.061235798963,-152986.42545310032,-152715.38569070888,-144050.75292603706,-149770.26533903155,5350.081626396987,1516324.064907249,1555280.769789739,1555358.177877346,1541638.9112652186,23698.99274628562,892403.8587317319,892403.8587317319,892403.8587317319,892403.8587317319,0,1166276.6278160552,1196375.0682590888,1196568.6999338737,1185882.1529018085,18351.06123579893,686417.3657073526,686417.3657073526,686417.3657073526,686417.3657073526,0,350037.2459504153,358701.87871508766,358972.9184774787,355756.7583634101,5350.081626397199,205986.49302437832,205986.49302437832,205986.49302437832,205986.49302437832,0,0,0,0,0,0,-152986.42545310032,-152715.38569070888,-144050.75292603706,-149770.26533903155,5350.081626396987,0,0,0,0,0,0,0,0,0,0,350037.2459504153,358701.87871508766,358972.9184774787,355756.7583634101,5350.081626397199,205986.49302437832,205986.49302437832,205986.49302437832,205986.49302437832,0
35-44,HIS,added_sugar,CED,MJ,-2588883.5534178726,-2561336.709478778,-2444509.4727751794,-2530010.2558771977,80684.17849214446,0,0,0,0,0,-2588883.5534178726,-2561336.709478778,-2444509.4727751794,-2530010.2558771977,80684.17849214446,-103054855.92719325,-102220297.28939751,-97399916.78215641,-100821763.30011845,3213283.0582855106,-1716778.0770108302,-1699201.1503317012,-1621281.3558699675,-1678028.2142676294,53501.69605633563,-872105.4764070417,-862135.559147079,-823228.1169052129,-851982.041609569,27186.25129088734,4926348.395149859,5043175.631853469,5070722.4757925635,5011849.178251884,80684.17849215133,2481838.922374689,2481838.922374689,2481838.922374689,2481838.922374689,0,3267253.6312260474,3345173.4256877843,3362750.3523669154,3324000.489623712,53501.69605633818,1645972.27535608,1645972.27535608,1645972.27535608,1645972.2753560797,0,1659094.763923821,1698002.206165686,1707972.1234256513,1687848.6886281774,27186.251290887896,835866.6470186079,835866.6470186079,835866.6470186079,835866.647018608,0,0,0,0,0,0,-872105.4764070417,-862135.559147079,-823228.1169052129,-851982.041609569,27186.25129088734,0,0,0,0,0,0,0,0,0,0,1659094.763923821,1698002.206165686,1707972.1234256513,1687848.6886281774,27186.251290887896,835866.6470186079,835866.6470186079,835866.6470186079,835866.647018608,0
35-44,HIS,added_sugar,FL,mrh-eq,-119556.46755566337,-118847.5399014781,-112911.70948178582,-117013.53893112477,3841.010924433861,0,0,0,0,0,-119556.46755566337,-118847.5399014781,-112911.70948178582,-117013.53893112477,3841.010924433861,-103054855.92719325,-102220297.28939751,-97399916.78215641,-100821763.30011845,3213283.0582855106,-79325.70351655094,-78823.8006795266,-74898.01732795642,-77622.43909547543,2552.064916880482,-40230.764039112415,-40023.73922195153,-38013.692153829405,-39391.099835649344,1289.1017176000278,227393.29976917844,233329.1301888706,234038.0578430559,231495.1292185173,3841.010924433804,114481.59028739251,114481.59028739251,114481.59028739251,114481.59028739251,0,150836.00693423802,154761.790285808,155263.69312283254,153560.42870175696,2552.0649168804425,75937.9896062814,75937.9896062814,75937.9896062814,75937.9896062814,0,76557.2928349404,78567.3399030626,78774.36472022344,77934.70051676036,1289.1017176000587,38543.60068111094,38543.60068111094,38543.60068111094,38543.60068111094,0,0,0,0,0,0,-40230.764039112415,-40023.73922195153,-38013.692153829405,-39391.099835649344,1289.1017176000278,0,0,0,0,0,0,0,0,0,0,76557.2928349404,78567.3399030626,78774.36472022344,77934.70051676036,1289.1017176000587,38543.60068111094,38543.60068111094,38543.60068111094,38543.60068111094,0
35-44,HIS,added_sugar,Food_price,USD,-4429021.2086647125,-4281989.311148111,-4176615.824852423,-4296606.297541413,133446.69346258702,0,0,0,0,0,-4429021.2086647125,-4281989.311148111,-4176615.824852423,-4296606.297541413,133446.69346258702,-103054855.92719325,-102220297.28939751,-97399916.78215641,-100821763.30011845,3213283.0582855106,-2938403.10402994,-2839983.341687195,-2769607.8148076446,-2849823.42430586,89247.40640858059,-1490618.1046347795,-1442005.9694609179,-1407008.0100447775,-1446782.873235557,44199.340203071326,8410057.02218477,8515430.50848046,8662462.405997073,8530047.494873768,133446.69346259432,4233441.197332347,4233441.197332347,4233441.197332347,4233441.197332347,0,5577333.553237945,5647709.0801175,5746128.842460246,5657549.1627361635,89247.40640858417,2807725.738430304,2807725.738430304,2807725.738430304,2807725.738430304,0,2832723.468946829,2867721.4283629702,2916333.5635368247,2872498.332137607,44199.34020306751,1425715.4589020498,1425715.4589020498,1425715.4589020498,1425715.4589020498,0,0,0,0,0,0,-1490618.1046347795,-1442005.9694609179,-1407008.0100447775,-1446782.873235557,44199.340203071326,0,0,0,0,0,0,0,0,0,0,2832723.468946829,2867721.4283629702,2916333.5635368247,2872498.332137607,44199.34020306751,1425715.4589020498,1425715.4589020498,1425715.4589020498,1425715.4589020498,0
35-44,HIS,oil,CED,MJ,279300.3016204564,305158.5012572701,332622.10311158845,305721.8002809559,28068.34565153326,0,0,0,0,0,279300.3016204564,305158.5012572701,332622.10311158845,305721.8002809559,28068.34565153326,30272240.46351283,33079218.49022014,36047339.621148795,33135759.930297807,3039920.2670574384,233608.93683671067,255252.8649023215,278192.04934631864,255707.34082456233,23468.09675499552,45691.36478374551,49905.63635494952,54430.05376527023,50014.45945639397,4600.275452319153,2404171.3146952577,2431634.916549576,2457493.1161863897,2431071.6175258905,28068.345651533225,2736793.417806847,2736793.417806847,2736793.417806847,2736793.417806847,0,2010407.1377112507,2033346.322155248,2054990.2502208578,2032891.8462330066,23468.09675499509,2288599.1870575678,2288599.1870575678,2288599.1870575678,2288599.1870575678,0,393764.1769840082,398288.5943943282,402502.86596553284,398179.7712928842,4600.2754523190615,448194.2307492785,448194.2307492785,448194.2307492785,448194.2307492785,0,0,0,0,0,0,45691.36478374551,49905.63635494952,54430.05376527023,50014.45945639397,4600.275452319153,0,0,0,0,0,0,0,0,0,0,393764.1769840082,398288.5943943282,402502.86596553284,398179.7712928842,4600.2754523190615,448194.2307492785,448194.2307492785,448194.2307492785,448194.2307492785,0
35-44,HIS,oil,FL,mrh-eq,14252.942153801616,15577.89346805165,16968.709150117917,15601.003772548574,1429.491164976907,0,0,0,0,0,14252.942153801616,15577.89346805165,16968.709150117917,15601.003772548574,1429.491164976907,30272240.46351283,33079218.49022014,36047339.621148795,33135759.930297807,3039920.2670574384,11921.274876771924,13030.285852110206,14191.966983296803,13048.76660854821,1195.2082721343656,2331.667277029699,2547.6076159414506,2776.742166821123,2552.23716400037,234.28425013498236,122531.37761986081,123922.1933019271,125247.14461617713,123899.08299743017,1429.4911649769178,139500.0867699788,139500.0867699788,139500.0867699788,139500.0867699788,0,102462.7831977031,103624.4643288897,104733.47530422799,103605.9835724517,1195.208272134363,116654.750181,116654.750181,116654.750181,116654.750181,0,20068.594422157596,20297.728973037272,20513.669311949026,20293.09942497835,234.28425013498557,22845.33658897873,22845.33658897873,22845.33658897873,22845.336588978727,0,0,0,0,0,0,2331.667277029699,2547.6076159414506,2776.742166821123,2552.23716400037,234.28425013498236,0,0,0,0,0,0,0,0,0,0,20068.594422157596,20297.728973037272,20513.669311949026,20293.09942497835,234.28425013498557,22845.33658897873,22845.33658897873,22845.33658897873,22845.336588978727,0
35-44,HIS,oil,Food_price,USD,203128.20809001167,234532.2294269244,280563.0255985983,239664.4311233318,40996.80800788945,0,0,0,0,0,203128.20809001167,234532.2294269244,280563.0255985983,239664.4311233318,40996.80800788945,30272240.46351283,33079218.49022014,36047339.621148795,33135759.930297807,3039920.2670574384,169904.54699205648,196175.60412936646,234655.4286062275,200459.38214324403,34280.74306780061,33223.66109795601,38356.62529755836,45907.59699237076,39205.048980088206,6716.06891548473,1629312.8296901246,1675343.625861798,1706747.6471987106,1670211.4241653907,40996.80800788898,1909875.855288723,1909875.855288723,1909875.855288723,1909875.8552887228,0,1362495.1528939279,1400974.977370789,1427246.0345080988,1396691.1993569115,34280.74306780056,1597150.581500155,1597150.581500155,1597150.581500155,1597150.581500155,0,266817.67679619655,274368.6484910091,279501.6126906115,273520.2248084792,6716.068915484825,312725.273788568,312725.273788568,312725.273788568,312725.273788568,0,0,0,0,0,0,33223.66109795601,38356.62529755836,45907.59699237076,39205.048980088206,6716.06891548473,0,0,0,0,0,0,0,0,0,0,266817.67679619655,274368.6484910091,279501.6126906115,273520.2248084792,6716.068915484825,312725.273788568,312725.273788568,312725.273788568,312725.273788568,0
35-44,HIS,sat_fat,CED,MJ,-7008681.936737272,-6661162.34704171,-6348566.243967614,-6673416.20199661,347591.34705374687,0,0,0,0,0,-7008681.936737272,-6661162.34704171,-6348566.243967614,-6673416.20199661,347591.34705374687,-137445318.82294238,-130625333.760245,-124500162.2976168,-130869128.00588329,6816510.82231969,-5349134.554426445,-5080994.8002604265,-4845436.976892776,-5092427.056680907,265288.7990695502,-1659547.3823108366,-1580167.5467812929,-1503129.2670748434,-1580989.145315712,82328.39855283606,14527315.255088354,14839911.35816244,15187430.94785799,14852165.21311734,347591.34705373616,8178749.011120721,8178749.011120721,8178749.011120721,8178749.011120721,0,11087438.338784425,11322996.16215208,11591135.916318083,11334428.418572554,265288.79906954535,6242001.36189165,6242001.36189165,6242001.36189165,6242001.36189165,0,3439876.916303925,3516915.196010369,3596295.0315399216,3517736.794544793,82328.39855283762,1936747.649229079,1936747.649229079,1936747.649229079,1936747.6492290788,0,0,0,0,0,0,-1659547.3823108366,-1580167.5467812929,-1503129.2670748434,-1580989.145315712,82328.39855283606,0,0,0,0,0,0,0,0,0,0,3439876.916303925,3516915.196010369,3596295.0315399216,3517736.794544793,82328.39855283762,1936747.649229079,1936747.649229079,1936747.649229079,1936747.6492290788,0
35-44,HIS,sat_fat,FL,mrh-eq,-191576.60806602382,-182265.94839918948,-173525.56120997728,-182466.0440053727,9502.131211088972,0,0,0,0,0,-191576.60806602382,-182265.94839918948,-173525.56120997728,-182466.0440053727,9502.131211088972,-137445318.82294238,-130625333.760245,-124500162.2976168,-130869128.00588329,6816510.82231969,-146177.83433046783,-138994.0787482504,-132407.51312335976,-139203.61908415455,7249.808952721609,-45398.77373555591,-43271.86965093892,-41118.0480866174,-43262.42492121803,2253.0283466602154,397094.49731797434,405834.8845071864,415145.5441740214,406034.9801133699,9502.131211089267,223568.93610799732,223568.93610799732,223568.93610799732,223568.93610799732,0,302992.3040458137,309578.8696707045,316762.62525292125,309788.41000660835,7249.808952721341,170584.79092245392,170584.79092245392,170584.79092245392,170584.79092245392,0,94102.19327216073,96256.0148364823,98382.91892109941,96246.57010676143,2253.028346660303,52984.145185543355,52984.145185543355,52984.145185543355,52984.14518554336,0,0,0,0,0,0,-45398.77373555591,-43271.86965093892,-41118.0480866174,-43262.42492121803,2253.0283466602154,0,0,0,0,0,0,0,0,0,0,94102.19327216073,96256.0148364823,98382.91892109941,96246.57010676143,2253.028346660303,52984.145185543355,52984.145185543355,52984.145185543355,52984.14518554336,0
35-44,HIS,sat_fat,Food_price,USD,-713449.0562432527,-666397.7611368111,-638431.7884437754,-673094.3654923921,39906.42440465523,0,0,0,0,0,-713449.0562432527,-666397.7611368111,-638431.7884437754,-673094.3654923921,39906.42440465523,-137445318.82294238,-130625333.760245,-124500162.2976168,-130869128.00588329,6816510.82231969,-545062.0888033815,-508654.3569758052,-487714.4567371339,-514081.66630524554,30546.73625048635,-168386.9674398704,-157743.40416100487,-150717.33170664185,-159012.69918714612,9364.54838496355,1469081.9678220085,1497047.940515042,1544099.2356214845,1503744.544870624,39906.42440465467,830650.1793782326,830650.1793782326,830650.1793782326,830650.1793782326,0,1122164.2840348345,1143104.1842735081,1179511.9161010836,1148531.4936029473,30546.73625048688,634449.8272977008,634449.8272977008,634449.8272977008,634449.8272977008,0,346917.6837871722,353943.75624153554,364587.3195204008,355213.0512676765,9364.548384963571,196200.35208053052,196200.35208053052,196200.35208053052,196200.35208053052,0,0,0,0,0,0,-168386.9674398704,-157743.40416100487,-150717.33170664185,-159012.69918714612,9364.54838496355,0,0,0,0,0,0,0,0,0,0,346917.6837871722,353943.75624153554,364587.3195204008,355213.0512676765,9364.548384963571,196200.35208053052,196200.35208053052,196200.35208053052,196200.35208053052,0
35-44,NHB,added_sugar,CED,MJ,-2243835.738065166,-2234146.886681176,-2176512.0042889337,-2217323.7179063507,38311.88200405751,0,0,0,0,0,-2243835.738065166,-2234146.886681176,-2176512.0042889337,-2217323.7179063507,38311.88200405751,-86676055.7013174,-86233789.9566896,-84001198.86151212,-85605605.6231634,1509277.0125975208,-1484498.407527121,-1478119.130004503,-1439991.314335594,-1466979.292058436,25333.62560124034,-759337.330538045,-756027.756676673,-736520.6899533406,-750344.425847915,12978.268780826214,3635686.404428699,3693321.286820933,3703010.138204927,3676498.1180461124,38311.88200405402,1459174.400139763,1459174.400139763,1459174.400139763,1459174.400139763,0,2405403.1699137036,2443530.985582613,2449910.263105232,2432391.1476365463,25333.625601240616,965411.855578111,965411.855578111,965411.855578111,965411.855578111,0,1230283.2345149915,1249790.301238323,1253099.875099697,1244106.970409566,12978.268780826405,493762.54456165194,493762.54456165194,493762.54456165194,493762.54456165194,0,0,0,0,0,0,-759337.330538045,-756027.756676673,-736520.6899533406,-750344.425847915,12978.268780826214,0,0,0,0,0,0,0,0,0,0,1230283.2345149915,1249790.301238323,1253099.875099697,1244106.970409566,12978.268780826405,493762.54456165194,493762.54456165194,493762.54456165194,493762.54456165194,0
35-44,NHB,added_sugar,FL,mrh-eq,-90604.03573127901,-89930.5861536436,-87577.44065148263,-89341.219162582,1672.718791682875,0,0,0,0,0,-90604.03573127901,-89930.5861536436,-87577.44065148263,-89341.219162582,1672.718791682875,-86676055.7013174,-86233789.9566896,-84001198.86151212,-85605605.6231634,1509277.0125975208,-59941.96090136965,-59497.6361152458,-57940.95009889199,-59107.3339292002,1106.076567915587,-30662.074829909187,-30432.950038397717,-29636.490552590578,-30233.88523338169,566.6426032314795,146155.99951773364,148509.1450198947,149182.59459753014,147919.77802883307,1672.7187916829355,58578.558866251005,58578.558866251005,58578.558866251005,58578.558866251005,0,96696.91846372408,98253.6044800779,98697.92926620177,97863.3022940323,1106.0765679155952,38755.968364832064,38755.968364832064,38755.968364832064,38755.968364832064,0,49459.081054009606,50255.5405398167,50484.66533132814,50056.47573480068,566.6426032314415,19822.59050141898,19822.59050141898,19822.59050141898,19822.59050141898,0,0,0,0,0,0,-30662.074829909187,-30432.950038397717,-29636.490552590578,-30233.88523338169,566.6426032314795,0,0,0,0,0,0,0,0,0,0,49459.081054009606,50255.5405398167,50484.66533132814,50056.47573480068,566.6426032314415,19822.59050141898,19822.59050141898,19822.59050141898,19822.59050141898,0
35-44,NHB,added_sugar,Food_price,USD,-3801484.22642523,-3683589.3169042743,-3546412.083237774,-3676823.5891339076,134376.30034250018,0,0,0,0,0,-3801484.22642523,-3683589.3169042743,-3546412.083237774,-3676823.5891339076,134376.30034250018,-86676055.7013174,-86233789.9566896,-84001198.86151212,-85605605.6231634,1509277.0125975208,-2515031.62108043,-2437107.3443098767,-2346334.964026004,-2432599.237813975,88873.50824599288,-1286452.6053447989,-1246481.972594395,-1200077.1192117801,-1244224.3513199352,45502.806027230836,5943880.7869866425,6081058.020653125,6198952.930174084,6074292.292882766,134376.30034249174,2397468.703748857,2397468.703748857,2397468.703748857,2397468.703748857,0,3932541.1982233925,4023313.578507261,4101237.8552778135,4018805.472011361,88873.50824599028,1586206.234197385,1586206.234197385,1586206.234197385,1586206.234197385,0,2011339.588763252,2057744.4421458668,2097715.0748962713,2055486.8208714072,45502.80602723117,811262.4695514729,811262.4695514729,811262.4695514729,811262.4695514729,0,0,0,0,0,0,-1286452.6053447989,-1246481.972594395,-1200077.1192117801,-1244224.3513199352,45502.806027230836,0,0,0,0,0,0,0,0,0,0,2011339.588763252,2057744.4421458668,2097715.0748962713,2055486.8208714072,45502.80602723117,811262.4695514729,811262.4695514729,811262.4695514729,811262.4695514729,0
35-44,NHB,oil,CED,MJ,-90972.2792614143,-68981.9327617721,-29147.32331647341,-62720.787868559295,32988.13862889233,0,0,0,0,0,-90972.2792614143,-68981.9327617721,-29147.32331647341,-62720.787868559295,32988.13862889233,-9802922.900642248,-7434294.115433199,-3144032.527945909,-6760036.991826799,3552990.698074697,-75950.83378054253,-57586.08166256271,-24316.80875269247,-52356.425244355545,27550.61213760207,-15021.445480871722,-11395.851099209269,-4830.514563780909,-10364.362624203688,5437.52651728396,1594648.4617302546,1634483.071175553,1656473.417675194,1628221.92628234,32988.138628891524,1565501.13841378,1565501.13841378,1565501.13841378,1565501.1384137801,0,1331867.4636728521,1365136.736582722,1383501.4887007026,1359907.0801645152,27550.612137602104,1307550.65492016,1307550.65492016,1307550.65492016,1307550.65492016,0,262780.99805740133,269346.3345928296,272971.92897449195,268314.846117824,5437.526517283867,257950.48349362038,257950.48349362038,257950.48349362038,257950.48349362038,0,0,0,0,0,0,-15021.445480871722,-11395.851099209269,-4830.514563780909,-10364.362624203688,5437.52651728396,0,0,0,0,0,0,0,0,0,0,262780.99805740133,269346.3345928296,272971.92897449195,268314.846117824,5437.526517283867,257950.48349362038,257950.48349362038,257950.48349362038,257950.48349362038,0
35-44,NHB,oil,FL,mrh-eq,-4495.056162528628,-3392.80925691249,-1389.6114948419565,-3076.6861493846322,1657.2143465439813,0,0,0,0,0,-4495.056162528628,-3392.80925691249,-1389.6114948419565,-3076.6861493846322,1657.2143465439813,-9802922.900642248,-7434294.115433199,-3144032.527945909,-6760036.991826799,3552990.698074697,-3752.7999451995556,-2832.281920769831,-1159.2382632966246,-2568.237839000188,1384.053137002827,-742.2562173290789,-560.527336142655,-230.37323154531924,-508.4483103844403,273.1612108694477,80308.27403837911,82311.4718004496,83413.71870606577,81995.34869292176,1657.2143465439722,78918.6625435371,78918.6625435371,78918.6625435371,78918.6625435371,0,67074.4487472966,68747.49240476979,69668.01042919955,68483.44832300016,1384.0531370028352,65915.21048400001,65915.21048400001,65915.21048400001,65915.21048400001,0,13233.825291082492,13563.97939567982,13745.70827686626,13511.900369921612,273.1612108694502,13003.45205953717,13003.45205953717,13003.45205953717,13003.45205953717,0,0,0,0,0,0,-742.2562173290789,-560.527336142655,-230.37323154531924,-508.4483103844403,273.1612108694477,0,0,0,0,0,0,0,0,0,0,13233.825291082492,13563.97939567982,13745.70827686626,13511.900369921612,273.1612108694502,13003.45205953717,13003.45205953717,13003.45205953717,13003.45205953717,0
35-44,NHB,oil,Food_price,USD,6337.461641105774,46722.0617255081,53406.66580201199,34897.50172273672,26806.339556886764,0,0,0,0,0,6337.461641105774,46722.0617255081,53406.66580201199,34897.50172273672,26806.339556886764,-9802922.900642248,-7434294.115433199,-3144032.527945909,-6760036.991826799,3552990.698074697,5294.3619719481885,39031.9533054225,44616.32061592774,29153.629086836863,22394.212824355534,1043.0996691575767,7690.10842008557,8790.345186084196,5743.872635899827,4412.126732531211,343566.72330293537,350251.327379439,390635.9274638409,362075.8873822103,26806.339556886396,396973.389104947,396973.389104947,396973.389104947,396973.389104947,0,287018.16242702096,292602.529737526,326340.1210710002,302480.8539561117,22394.21282435539,331634.483042949,331634.483042949,331634.483042949,331634.483042949,0,56548.56087591406,57648.7976419127,64295.806392840685,59595.03342609844,4412.12673253121,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0,0,0,0,0,0,1043.0996691575767,7690.10842008557,8790.345186084196,5743.872635899827,4412.126732531211,0,0,0,0,0,0,0,0,0,0,56548.56087591406,57648.7976419127,64295.806392840685,59595.03342609844,4412.12673253121,65338.9060619983,65338.9060619983,65338.9060619983,65338.9060619983,0
35-44,NHB,sat_fat,CED,MJ,-3643438.548492,-3631094.2512793117,-3590731.821644351,-3621263.327622374,29017.47954352857,0,0,0,0,0,-3643438.548492,-3631094.2512793117,-3590731.821644351,-3621263.327622374,29017.47954352857,-74859699.24738695,-74591303.7550821,-73763681.48203327,-74395083.83201404,601360.3705854019,-2796270.872055448,-2787678.242646695,-2756600.418480184,-2779788.700626429,21968.70653547275,-847167.6764365537,-843416.008632613,-834131.4031641685,-841474.626995945,7064.187061895167,7999233.835448328,8039596.26508327,8051940.5622959705,8029765.341426343,29017.47954352243,4408502.013803971,4408502.013803971,4408502.013803971,4408502.013803971,0,6140949.407391393,6172027.231557909,6180619.860966658,6164137.68953764,21968.706535474375,3384348.9889112143,3384348.9889112143,3384348.9889112143,3384348.988911214,0,1858284.4280569225,1867569.0335253673,1871320.7013293067,1865627.651888699,7064.187061894698,1024153.0248927539,1024153.0248927539,1024153.0248927539,1024153.0248927539,0,0,0,0,0,0,-847167.6764365537,-843416.008632613,-834131.4031641685,-841474.626995945,7064.187061895167,0,0,0,0,0,0,0,0,0,0,1858284.4280569225,1867569.0335253673,1871320.7013293067,1865627.651888699,7064.187061894698,1024153.0248927539,1024153.0248927539,1024153.0248927539,1024153.0248927539,0
