age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
45-54,NHB,Food_price,USD,-3415247.8968325607,-3360620.7242583693,-3106813.404755937,-3290732.9534063544,173249.91919271316,0,0,0,0,0,-3415247.8968325607,-3360620.7242583693,-3106813.404755937,-3290732.9534063544,173249.91919271316,-159246317.9498203,-153063538.35881957,-142760216.88984936,-151617734.191111,8766771.02610097,-2326547.840442581,-2281670.9536335366,-2110481.323687317,-2237350.6928836503,120021.9770838299,-1088700.0563899744,-1078949.77062483,-996332.0810686208,-1053382.260522702,53419.701936211786,6313893.673858667,6567700.993361103,6622328.165935278,6497813.2225090815,173249.91919270903,3207080.269102728,3207080.269102728,3207080.269102728,3207080.269102728,0,4421051.010357026,4592240.6403032495,4637117.527112291,4547920.379553362,120021.97708383139,2310569.6866697134,2310569.6866697134,2310569.6866697134,2310569.6866697134,0,1892842.6635016354,1975460.3530578448,1985210.6388229893,1949892.842955717,53419.70193621185,896510.5824330149,896510.5824330149,896510.5824330149,896510.5824330148,0,0,0,0,0,0,-1088700.0563899744,-1078949.77062483,-996332.0810686208,-1053382.260522702,53419.701936211786,0,0,0,0,0,0,0,0,0,0,1892842.6635016354,1975460.3530578448,1985210.6388229893,1949892.842955717,53419.70193621185,896510.5824330149,896510.5824330149,896510.5824330149,896510.5824330148,0
45-54,NHW,CED,MJ,-31408995.928460743,-31326076.56002806,-28550550.70809738,-30381302.35529192,1712542.857459686,0,0,0,0,0,-31408995.928460743,-31326076.56002806,-28550550.70809738,-30381302.35529192,1712542.857459686,-809249480.1364335,-806092116.4232029,-690665741.6292708,-766699480.9562901,71127731.56774135,-23180000.487282943,-23121385.11659804,-21096751.047970846,-22431553.994513024,1248637.8247292212,-8228995.441177783,-8204691.443430014,-7453799.660126524,-7949748.360778883,463906.4233455028,63698721.98501769,66474247.83694829,66557167.20538095,65529473.63221216,1712542.8574596322,35148171.27692026,35148171.27692026,35148171.27692026,35148171.27692026,0,47934991.554909624,49959625.62353684,50018240.99422177,49269794.50145183,1248637.824729243,26838240.5069388,26838240.5069388,26838240.5069388,26838240.5069388,0,15763730.43010797,16514622.213411475,16538926.211159246,16259679.130760342,463906.42334551254,8309930.769981456,8309930.769981456,8309930.769981456,8309930.769981456,0,0,0,0,0,0,-8228995.441177783,-8204691.443430014,-7453799.660126524,-7949748.360778883,463906.4233455028,0,0,0,0,0,0,0,0,0,0,15763730.43010797,16514622.213411475,16538926.211159246,16259679.130760342,463906.42334551254,8309930.769981456,8309930.769981456,8309930.769981456,8309930.769981456,0
45-54,NHW,FL,mrh-eq,-1029942.6119991713,-1026954.6067316241,-917272.5441937153,-989518.0954086902,67584.12178547065,0,0,0,0,0,-1029942.6119991713,-1026954.6067316241,-917272.5441937153,-989518.0954086902,67584.12178547065,-809249480.1364335,-806092116.4232029,-690665741.6292708,-766699480.9562901,71127731.56774135,-747938.8559104223,-745654.4722358184,-666211.6366961504,-718581.3312305327,48989.26878147799,-282003.75608874945,-281300.1344958048,-251060.9074975656,-270936.7641781576,18594.997350130034,2181496.5747664,2291178.637304307,2294166.6425718563,2253742.125981374,67584.12178547043,1264224.0305726854,1264224.0305726854,1264224.0305726854,1264224.0305726854,0,1633588.4632274345,1713031.2987671029,1715315.6824417065,1685958.157761817,48989.2687814782,967376.8265312843,967376.8265312843,967376.8265312843,967376.8265312841,0,547908.1115389662,578147.3385372057,578850.9601301501,567783.9682195582,18594.997350130183,296847.2040414007,296847.2040414007,296847.2040414007,296847.2040414007,0,0,0,0,0,0,-282003.75608874945,-281300.1344958048,-251060.9074975656,-270936.7641781576,18594.997350130034,0,0,0,0,0,0,0,0,0,0,547908.1115389662,578147.3385372057,578850.9601301501,567783.9682195582,18594.997350130183,296847.2040414007,296847.2040414007,296847.2040414007,296847.2040414007,0
45-54,NHW,Food_price,USD,-18983207.745195497,-18739931.033645347,-16275427.76930677,-17960553.295824848,1576901.1475690075,0,0,0,0,0,-18983207.745195497,-18739931.033645347,-16275427.76930677,-17960553.295824848,1576901.1475690075,-809249480.1364335,-806092116.4232029,-690665741.6292708,-766699480.9562901,71127731.56774135,-12858072.904019762,-12683321.500640541,-10994814.044563456,-12152179.02600971,1083182.024483017,-6125134.841175746,-6056609.533004804,-5280613.724743304,-5808374.269815135,493743.14697015134,35370181.25339608,37834684.517734624,38077961.229284786,37055306.77991414,1576901.1475689928,19094753.48408929,19094753.48408929,19094753.48408929,19094753.48408929,0,24860861.622757852,26549369.078834955,26724120.482214164,26018226.60420412,1083182.0244830218,13866047.578194402,13866047.578194402,13866047.578194402,13866047.578194402,0,10509319.630638197,11285315.438899675,11353840.747070635,11037080.17571002,493743.1469701448,5228705.905894902,5228705.905894902,5228705.905894902,5228705.905894902,0,0,0,0,0,0,-6125134.841175746,-6056609.533004804,-5280613.724743304,-5808374.269815135,493743.14697015134,0,0,0,0,0,0,0,0,0,0,10509319.630638197,11285315.438899675,11353840.747070635,11037080.17571002,493743.1469701448,5228705.905894902,5228705.905894902,5228705.905894902,5228705.905894902,0
45-54,OTH,CED,MJ,-3920419.725693528,-3897296.502761173,-3671350.468785236,-3826130.60414939,144854.36278017724,0,0,0,0,0,-3920419.725693528,-3897296.502761173,-3671350.468785236,-3826130.60414939,144854.36278017724,-99085692.96261953,-95521371.64752038,-90562833.40624426,-95032172.72605477,4505677.611391642,-2965319.7176947747,-2924033.166996443,-2788094.105050066,-2890821.7595409886,97610.34488785686,-972307.3711454675,-954144.0433794888,-882300.3991159112,-935308.8446084015,50101.78137418931,10538270.573336937,10764216.60731288,10787339.830245232,10693050.708701095,144854.36278017997,6866920.104551699,6866920.104551699,6866920.104551699,6866920.104551699,0,8066791.45191213,8202730.513858507,8244017.064556834,8169519.10640305,97610.34488785476,5278697.346862058,5278697.346862058,5278697.346862058,5278697.346862058,0,2470523.156805554,2542366.8010691307,2560530.128835111,2523531.602298044,50101.781374189595,1588222.7576896434,1588222.7576896434,1588222.7576896434,1588222.7576896434,0,0,0,0,0,0,-972307.3711454675,-954144.0433794888,-882300.3991159112,-935308.8446084015,50101.78137418931,0,0,0,0,0,0,0,0,0,0,2470523.156805554,2542366.8010691307,2560530.128835111,2523531.602298044,50101.781374189595,1588222.7576896434,1588222.7576896434,1588222.7576896434,1588222.7576896434,0
45-54,OTH,FL,mrh-eq,-126512.85812736857,-123226.83986079559,-114737.50749375293,-121401.11561501677,6396.06242315952,0,0,0,0,0,-126512.85812736857,-123226.83986079559,-114737.50749375293,-121401.11561501677,6396.06242315952,-99085692.96261953,-95521371.64752038,-90562833.40624426,-95032172.72605477,4505677.611391642,-93051.30459353724,-91549.69287231358,-85703.42312367713,-90025.25145918627,4086.440651541276,-33461.55353383133,-31677.146988482065,-29034.084370075656,-31375.864155830437,2344.8090019774286,363232.56491446187,371721.89728150476,375007.91554807755,369896.1730357258,6396.062423159553,248495.05742070905,248495.05742070905,248495.05742070905,248495.05742070905,0,276164.67562991224,282010.9453785486,283512.55709977227,280486.50396542135,4086.440651541205,190461.25250623503,190461.25250623503,190461.25250623503,190461.25250623503,0,87067.88928454975,89710.95190295606,91495.35844830525,89409.66907030444,2344.8090019773394,58033.804914474036,58033.804914474036,58033.804914474036,58033.80491447404,0,0,0,0,0,0,-33461.55353383133,-31677.146988482065,-29034.084370075656,-31375.864155830437,2344.8090019774286,0,0,0,0,0,0,0,0,0,0,87067.88928454975,89710.95190295606,91495.35844830525,89409.66907030444,2344.8090019773394,58033.804914474036,58033.804914474036,58033.804914474036,58033.80491447404,0
45-54,OTH,Food_price,USD,-1831196.1771488194,-1591704.7323040632,-1482092.7455179873,-1637276.4719737757,187929.45071113194,0,0,0,0,0,-1831196.1771488194,-1591704.7323040632,-1482092.7455179873,-1637276.4719737757,187929.45071113194,-99085692.96261953,-95521371.64752038,-90562833.40624426,-95032172.72605477,4505677.611391642,-1270211.919886181,-1110422.0743138958,-1041385.9103880307,-1142265.4713828152,123551.72396614584,-560984.2572626391,-481282.6579901667,-440706.83512995817,-495011.000590961,64410.67540868612,4586597.310787666,4696209.29757374,4935700.742418495,4741781.037243453,187929.45071113124,3104504.565269678,3104504.565269678,3104504.565269678,3104504.5652696774,0,3299077.7694740365,3368113.9333999013,3527903.7789721857,3399957.3304688204,123551.72396614519,2257691.859086005,2257691.859086005,2257691.859086005,2257691.859086005,0,1287519.54131363,1328095.3641738398,1407796.9634463117,1341823.7067746334,64410.675408686344,846812.7061836724,846812.7061836724,846812.7061836724,846812.7061836724,0,0,0,0,0,0,-560984.2572626391,-481282.6579901667,-440706.83512995817,-495011.000590961,64410.67540868612,0,0,0,0,0,0,0,0,0,0,1287519.54131363,1328095.3641738398,1407796.9634463117,1341823.7067746334,64410.675408686344,846812.7061836724,846812.7061836724,846812.7061836724,846812.7061836724,0
55-64,HIS,CED,MJ,-5806034.990623034,-5437894.376036176,-5384956.899401464,-5548491.968300086,241431.80453594905,0,0,0,0,0,-5806034.990623034,-5437894.376036176,-5384956.899401464,-5548491.968300086,241431.80453594905,-133558523.4027719,-132271529.64295277,-123800614.4243695,-129750855.44689518,5580429.217450414,-4270906.998493064,-4023500.700440711,-3954908.6211067163,-4086242.5315699596,174965.88464416127,-1535951.91858783,-1430872.2047525991,-1415217.6020533287,-1462249.436730129,69110.67847252279,13798647.681026159,13851585.157660881,14219725.772247722,13962182.74992478,241431.80453594265,8413690.7816247,8413690.7816247,8413690.7816247,8413690.7816247,0,10359330.73082979,10427922.810163785,10675329.108216148,10490664.641293036,174965.88464416697,6404422.109723084,6404422.109723084,6404422.109723084,6404422.109723084,0,3424486.2739549465,3440140.8766542203,3545220.5904894504,3471518.1086317487,69110.67847252352,2009268.6719016177,2009268.6719016177,2009268.6719016177,2009268.671901618,0,0,0,0,0,0,-1535951.91858783,-1430872.2047525991,-1415217.6020533287,-1462249.436730129,69110.67847252279,0,0,0,0,0,0,0,0,0,0,3424486.2739549465,3440140.8766542203,3545220.5904894504,3471518.1086317487,69110.67847252352,2009268.6719016177,2009268.6719016177,2009268.6719016177,2009268.671901618,0
55-64,HIS,FL,mrh-eq,-188551.31791240943,-179554.57909179537,-173512.8053356274,-180591.40893896946,7965.776288817658,0,0,0,0,0,-188551.31791240943,-179554.57909179537,-173512.8053356274,-180591.40893896946,7965.776288817658,-133558523.4027719,-132271529.64295277,-123800614.4243695,-129750855.44689518,5580429.217450414,-135707.5935965588,-129258.89292991483,-125906.2200052497,-130345.21845341618,5243.702291503089,-52843.72431585057,-50295.68616188069,-47606.58533037771,-50246.19048555329,2756.722211886097,475750.1030920034,481791.87684817135,490788.6156687856,482828.70669534546,7965.776288817737,302237.2977563759,302237.2977563759,302237.2977563759,302237.2977563759,0,355909.79618298286,359262.46910764836,365711.1697742923,360348.79463114956,5243.702291503245,230003.57617773334,230003.57617773334,230003.57617773334,230003.57617773334,0,119840.30690902036,122529.40774052331,125077.44589449337,122479.912064196,2756.7222118861764,72233.7215786427,72233.7215786427,72233.7215786427,72233.7215786427,0,0,0,0,0,0,-52843.72431585057,-50295.68616188069,-47606.58533037771,-50246.19048555329,2756.722211886097,0,0,0,0,0,0,0,0,0,0,119840.30690902036,122529.40774052331,125077.44589449337,122479.912064196,2756.7222118861764,72233.7215786427,72233.7215786427,72233.7215786427,72233.7215786427,0
55-64,HIS,Food_price,USD,-2475153.975520427,-2397419.819016185,-2042890.0826160817,-2300298.562912374,242557.1702276406,0,0,0,0,0,-2475153.975520427,-2397419.819016185,-2042890.0826160817,-2300298.562912374,242557.1702276406,-133558523.4027719,-132271529.64295277,-123800614.4243695,-129750855.44689518,5580429.217450414,-1665170.5325138038,-1620324.9097039662,-1383577.2594965722,-1552990.8650030692,159266.1791508991,-809983.4430066234,-777094.9093122198,-659312.8231195097,-747307.6979093052,83390.64825709813,6005243.170710001,6359772.907110101,6437507.063614341,6262651.651006292,242557.17022763728,3962353.088093918,3962353.088093918,3962353.088093918,3962353.088093918,0,4322586.426450085,4559334.076657479,4604179.699467316,4492000.031956582,159266.1791508995,2939009.166953513,2939009.166953513,2939009.166953513,2939009.166953513,0,1682656.7442599137,1800438.8304526247,1833327.3641470275,1770651.6190497093,83390.64825709829,1023343.9211404057,1023343.9211404057,1023343.9211404057,1023343.9211404057,0,0,0,0,0,0,-809983.4430066234,-777094.9093122198,-659312.8231195097,-747307.6979093052,83390.64825709813,0,0,0,0,0,0,0,0,0,0,1682656.7442599137,1800438.8304526247,1833327.3641470275,1770651.6190497093,83390.64825709829,1023343.9211404057,1023343.9211404057,1023343.9211404057,1023343.9211404057,0
55-64,NHB,CED,MJ,-5651058.786142721,-5622621.938756719,-5560932.515998828,-5610954.368450793,48499.14324572229,0,0,0,0,0,-5651058.786142721,-5622621.938756719,-5560932.515998828,-5610954.368450793,48499.14324572229,-167580229.74891338,-160695514.23427403,-160113757.96205214,-162907078.8807363,4371610.524972028,-4086215.7606915534,-4081994.501928009,-4034223.2989760754,-4066713.8197566443,30396.34440120117,-1564843.0254511642,-1540627.4368287125,-1526709.2170227468,-1544240.548694146,20312.8755302931,12734655.257959843,12796344.68071774,12824781.528103739,12784677.11041181,48499.14324572325,7173722.741961026,7173722.741961026,7173722.741961026,7173722.741961026,0,9454009.481621694,9501780.684573635,9506001.943337165,9486500.002402263,30396.34440120056,5419786.182645613,5419786.182645613,5419786.182645613,5419786.182645613,0,3280645.7763381507,3294563.996144116,3318779.584766568,3298177.1080095503,20312.875530293055,1753936.5593154028,1753936.5593154028,1753936.5593154028,1753936.5593154028,0,0,0,0,0,0,-1564843.0254511642,-1540627.4368287125,-1526709.2170227468,-1544240.548694146,20312.8755302931,0,0,0,0,0,0,0,0,0,0,3280645.7763381507,3294563.996144116,3318779.584766568,3298177.1080095503,20312.875530293055,1753936.5593154028,1753936.5593154028,1753936.5593154028,1753936.5593154028,0
55-64,NHB,FL,mrh-eq,-191744.78964372634,-186573.21537024213,-185506.54345331664,-188013.5319865785,3512.24437762776,0,0,0,0,0,-191744.78964372634,-186573.21537024213,-185506.54345331664,-188013.5319865785,3512.24437762776,-167580229.74891338,-160695514.23427403,-160113757.96205214,-162907078.8807363,4371610.524972028,-136823.63714586213,-133681.5617675319,-132803.37437164772,-134475.90842803929,2224.9472613141584,-54921.15249786422,-52891.65360271023,-52703.16908166884,-53537.623558539206,1294.4831169606834,436025.95019446174,437092.6221113872,442264.1963848716,438532.93872772367,3512.2443776278387,250519.40674114507,250519.40674114507,250519.40674114507,250519.40674114507,0,322648.2432635894,323526.4306594734,326668.5060378039,324320.77731998096,2224.947261314233,189844.8688919415,189844.8688919415,189844.8688919415,189844.8688919415,0,113377.70693087239,113566.1914519137,115595.69034706781,114212.16140774275,1294.483116960727,60674.53784920358,60674.53784920358,60674.53784920358,60674.53784920359,0,0,0,0,0,0,-54921.15249786422,-52891.65360271023,-52703.16908166884,-53537.623558539206,1294.4831169606834,0,0,0,0,0,0,0,0,0,0,113377.70693087239,113566.1914519137,115595.69034706781,114212.16140774275,1294.483116960727,60674.53784920358,60674.53784920358,60674.53784920358,60674.53784920359,0
55-64,NHB,Food_price,USD,-3967696.084625912,-3617467.1619022796,-3559699.5540992795,-3720085.1671375893,232398.29683971315,0,0,0,0,0,-3967696.084625912,-3617467.1619022796,-3559699.5540992795,-3720085.1671375893,232398.29683971315,-167580229.74891338,-160695514.23427403,-160113757.96205214,-162907078.8807363,4371610.524972028,-2687414.809616699,-2448895.7727027414,-2413381.95812429,-2520125.6752766035,156865.98528517698,-1280281.2750092202,-1168571.389199541,-1146317.5959749848,-1199959.4918609879,75565.69937264474,7088767.485780564,7146535.09358356,7496764.016307199,7249153.098818873,232398.2968397156,3529067.9316812856,3529067.9316812856,3529067.9316812856,3529067.931681285,0,4947910.61387174,4983424.428450178,5221943.4653641395,5054654.331024046,156865.98528517433,2534528.655747442,2534528.655747442,2534528.655747442,2534528.655747442,0,2140856.87190883,2163110.665133387,2274820.5509430645,2194498.7677948326,75565.69937264393,994539.275933845,994539.275933845,994539.275933845,994539.275933845,0,0,0,0,0,0,-1280281.2750092202,-1168571.389199541,-1146317.5959749848,-1199959.4918609879,75565.69937264474,0,0,0,0,0,0,0,0,0,0,2140856.87190883,2163110.665133387,2274820.5509430645,2194498.7677948326,75565.69937264393,994539.275933845,994539.275933845,994539.275933845,994539.275933845,0
55-64,NHW,CED,MJ,-44477776.411646724,-41626988.24473421,-41040105.98881452,-42421341.19595976,1935669.0713124697,0,0,0,0,0,-44477776.411646724,-41626988.24473421,-41040105.98881452,-42421341.19595976,1935669.0713124697,-1148645486.1419513,-1061504171.2800311,-1041028349.1951984,-1084895572.254448,60154182.03233864,-32715386.81275749,-30729303.861636076,-30272738.975352596,-31265976.86684237,1367037.4544891517,-11762389.598889189,-10897684.38309813,-10767367.013461942,-11155364.329117382,569259.8866684721,88981097.7804801,89567980.03639975,92418768.20331234,90362332.98762535,1935669.071312496,47940991.79166568,47940991.79166568,47940991.79166568,47940991.79166568,0,66704428.713682085,67160993.59996553,69147076.55108702,67697666.60517186,1367037.454489183,36431689.7383295,36431689.7383295,36431689.7383295,36431689.7383295,0,22276669.06679809,22406986.436434258,23271691.65222533,22664666.38245352,569259.8866684741,11509302.053336136,11509302.053336136,11509302.053336136,11509302.053336136,0,0,0,0,0,0,-11762389.598889189,-10897684.38309813,-10767367.013461942,-11155364.329117382,569259.8866684721,0,0,0,0,0,0,0,0,0,0,22276669.06679809,22406986.436434258,23271691.65222533,22664666.38245352,569259.8866684741,11509302.053336136,11509302.053336136,11509302.053336136,11509302.053336136,0
55-64,NHW,FL,mrh-eq,-1483892.6971946293,-1371735.7518303308,-1354046.4240409962,-1404882.2843127744,74124.184390370865,0,0,0,0,0,-1483892.6971946293,-1371735.7518303308,-1354046.4240409962,-1404882.2843127744,74124.184390370865,-1148645486.1419513,-1061504171.2800311,-1041028349.1951984,-1084895572.254448,60154182.03233864,-1073495.4656565096,-996812.9421465631,-982585.3101603742,-1018726.9391724429,51473.74035106082,-410397.23153812037,-374922.8096837676,-371461.1138806226,-386155.3451403317,22684.309040257445,3078128.156532164,3095817.4843214964,3207974.429685795,3128964.0168039408,74124.18439037027,1724081.7324911663,1724081.7324911663,1724081.7324911663,1724081.7324911663,0,2293784.248660993,2308011.880647181,2384694.404157128,2329925.877673061,51473.74035106077,1311198.9385006186,1311198.9385006186,1311198.9385006186,1311198.9385006186,0,784343.9078711701,787805.6036743149,823280.0255286684,799038.1391308793,22684.30904025784,412882.79399054765,412882.79399054765,412882.79399054765,412882.7939905476,0,0,0,0,0,0,-410397.23153812037,-374922.8096837676,-371461.1138806226,-386155.3451403317,22684.309040257445,0,0,0,0,0,0,0,0,0,0,784343.9078711701,787805.6036743149,823280.0255286684,799038.1391308793,22684.30904025784,412882.79399054765,412882.79399054765,412882.79399054765,412882.7939905476,0
55-64,NHW,Food_price,USD,-24644640.223824315,-22615606.997853834,-21930624.69265327,-23087203.812159065,1485669.1161900915,0,0,0,0,0,-24644640.223824315,-22615606.997853834,-21930624.69265327,-23087203.812159065,1485669.1161900915,-1148645486.1419513,-1061504171.2800311,-1041028349.1951984,-1084895572.254448,60154182.03233864,-16742623.941081285,-15345213.339600673,-14915919.3025278,-15684903.362199882,1005423.8501041146,-7902016.282743032,-7270393.658253161,-7014705.390125493,-7402300.449959196,480774.2774816117,47294484.68182399,47979466.98702458,50008500.212995015,48451063.80132979,1485669.1161900815,25363859.9891707,25363859.9891707,25363859.9891707,25363859.9891707,0,33416282.04493411,33845576.082007006,35242986.683487594,34185266.1046062,1005423.8501041121,18500362.742406305,18500362.742406305,18500362.742406305,18500362.742406305,0,13878202.636889879,14133890.905017555,14765513.529507427,14265797.69672359,480774.2774816153,6863497.2467643935,6863497.2467643935,6863497.2467643935,6863497.246764394,0,0,0,0,0,0,-7902016.282743032,-7270393.658253161,-7014705.390125493,-7402300.449959196,480774.2774816117,0,0,0,0,0,0,0,0,0,0,13878202.636889879,14133890.905017555,14765513.529507427,14265797.69672359,480774.2774816153,6863497.2467643935,6863497.2467643935,6863497.2467643935,6863497.246764394,0
55-64,OTH,CED,MJ,-4343036.325644939,-4225295.029587814,-4024553.8695626054,-4196172.270300767,169509.1501288859,0,0,0,0,0,-4343036.325644939,-4225295.029587814,-4024553.8695626054,-4196172.270300767,169509.1501288859,-123520108.40432729,-120311013.0266852,-108917785.09818561,-117439387.57024395,8077781.8658771245,-3253856.2566799107,-3179376.2785287257,-3028798.750182664,-3152675.3837235062,120687.27505383595,-1089180.068965029,-1045918.7510590899,-995755.1193799423,-1043496.8865772624,49215.73811443672,10885934.089352693,11086675.249377893,11204416.545435026,11057552.490090853,169509.1501288841,6861380.219790089,6861380.219790089,6861380.219790089,6861380.219790089,0,8246393.73363262,8396971.26197868,8471451.240129873,8370270.367173463,120687.27505383838,5217594.98344996,5217594.98344996,5217594.98344996,5217594.98344996,0,2639540.3557200753,2689703.987399223,2732965.305305161,2687282.122917395,49215.738114436375,1643785.2363401311,1643785.2363401311,1643785.2363401311,1643785.236340131,0,0,0,0,0,0,-1089180.068965029,-1045918.7510590899,-995755.1193799423,-1043496.8865772624,49215.73811443672,0,0,0,0,0,0,0,0,0,0,2639540.3557200753,2689703.987399223,2732965.305305161,2687282.122917395,49215.738114436375,1643785.2363401311,1643785.2363401311,1643785.2363401311,1643785.236340131,0
55-64,OTH,FL,mrh-eq,-142889.6813385796,-137431.4310026731,-128292.10838765351,-136139.82669421236,7763.932172490227,0,0,0,0,0,-142889.6813385796,-137431.4310026731,-128292.10838765351,-136139.82669421236,7763.932172490227,-123520108.40432729,-120311013.0266852,-108917785.09818561,-117439387.57024395,8077781.8658771245,-105560.49433568754,-102408.03421034443,-95345.17747076489,-101035.96522289305,5506.223270350591,-37329.18700289198,-35023.39679232868,-32946.930916888625,-35103.86147131929,2307.503014639153,380873.9803913748,390013.3030063944,395471.5533423006,388721.69869793364,7763.932172490126,252581.8720037212,252581.8720037212,252581.8720037212,252581.8720037212,0,286719.2319434052,293782.088682985,296934.548808328,292410.01969553344,5506.223270350687,191374.05447264045,191374.05447264045,191374.05447264045,191374.05447264048,0,94154.7484479695,96231.21432340953,98537.00453397284,96311.67900240015,2307.5030146391464,61207.81753108091,61207.81753108091,61207.81753108091,61207.81753108091,0,0,0,0,0,0,-37329.18700289198,-35023.39679232868,-32946.930916888625,-35103.86147131929,2307.503014639153,0,0,0,0,0,0,0,0,0,0,94154.7484479695,96231.21432340953,98537.00453397284,96311.67900240015,2307.5030146391464,61207.81753108091,61207.81753108091,61207.81753108091,61207.81753108091,0
55-64,OTH,Food_price,USD,-1981081.4451269922,-1897079.5210358878,-1676249.7031042746,-1849069.7337234288,165737.68207088922,0,0,0,0,0,-1981081.4451269922,-1897079.5210358878,-1676249.7031042746,-1849069.7337234288,165737.68207088922,-123520108.40432729,-120311013.0266852,-108917785.09818561,-117439387.57024395,8077781.8658771245,-1397867.9816506673,-1328947.2652239,-1176748.2967755597,-1299726.825918085,119098.26338540428,-583213.4634763257,-568132.2558119877,-499501.4063287158,-549342.9078053442,46967.788882200315,5775308.575131781,5996138.393063385,6080140.317154495,5948128.6057509305,165737.68207088672,4099058.8720275033,4099058.8720275033,4099058.8720275033,4099058.8720275033,0,4168987.293708133,4321186.2621564735,4390106.978583238,4291965.822850657,119098.2633854034,2992238.996932572,2992238.996932572,2992238.996932572,2992238.996932572,0,1606321.2814236474,1674952.130906918,1690033.3385712588,1656162.7829002764,46967.78888220063,1106819.8750949318,1106819.8750949318,1106819.8750949318,1106819.8750949318,0,0,0,0,0,0,-583213.4634763257,-568132.2558119877,-499501.4063287158,-549342.9078053442,46967.788882200315,0,0,0,0,0,0,0,0,0,0,1606321.2814236474,1674952.130906918,1690033.3385712588,1656162.7829002764,46967.78888220063,1106819.8750949318,1106819.8750949318,1106819.8750949318,1106819.8750949318,0
