sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,HIS,added_sugar,CED,MJ,-6133405.653598545,-6090437.727521331,-5782524.38082436,-5997474.422040715,201460.29182841338,0,0,0,0,0,-6133405.653598545,-6090437.727521331,-5782524.38082436,-5997474.422040715,201460.29182841338,-244544535.31073484,-242655125.3440899,-230460198.01645496,-239039154.34023377,8047122.063942181,-4069858.301795856,-4041013.788802761,-3836662.5152810053,-3979432.469319021,133820.70926666717,-2063547.3518026927,-2049423.9387185744,-1945861.8655433534,-2018041.9527216963,67639.86907152626,11039161.945618708,11347075.292315686,11390043.218392903,11254111.986835068,201460.29182841914,5256637.564794353,5256637.564794353,5256637.564794353,5256637.564794353,0,7324846.010873963,7529197.284395725,7558041.797388823,7467615.964911983,133820.70926667165,3488183.495592963,3488183.495592963,3488183.495592963,3488183.495592963,0,3714315.9347447488,3817878.007919968,3832001.4210040844,3786496.02192309,67639.86907152475,1768454.0692013921,1768454.0692013921,1768454.0692013921,1768454.0692013921,0,0,0,0,0,0,-2063547.3518026927,-2049423.9387185744,-1945861.8655433534,-2018041.9527216963,67639.86907152626,0,0,0,0,0,0,0,0,0,0,3714315.9347447488,3817878.007919968,3832001.4210040844,3786496.02192309,67639.86907152475,1768454.0692013921,1768454.0692013921,1768454.0692013921,1768454.0692013921,0
Female,HIS,added_sugar,FL,mrh-eq,-290820.54776968877,-287807.8425584752,-273456.8724628377,-283829.504002537,9766.658525366693,0,0,0,0,0,-290820.54776968877,-287807.8425584752,-273456.8724628377,-283829.504002537,9766.658525366693,-244544535.31073484,-242655125.3440899,-230460198.01645496,-239039154.34023377,8047122.063942181,-192990.30164008643,-190976.22142155428,-181450.9009237643,-188340.69851655155,6488.088647236289,-97830.24612960234,-96831.621136921,-92005.97153907335,-95488.80548598546,3278.5804312468017,523871.95706948993,538222.9271651276,541235.6323763408,534244.5886091893,9766.658525366665,250415.08460665203,250415.08460665203,250415.08460665203,250415.08460665203,0,347633.3379802762,357158.65847806627,359172.7386965984,354523.1355730635,6488.0886472363445,166182.43705651167,166182.43705651167,166182.43705651167,166182.43705651167,0,176238.61908921364,181064.26868706127,182062.8936797425,179721.45303612566,3278.580431246751,84232.64755014023,84232.64755014023,84232.64755014023,84232.64755014023,0,0,0,0,0,0,-97830.24612960234,-96831.621136921,-92005.97153907335,-95488.80548598546,3278.5804312468017,0,0,0,0,0,0,0,0,0,0,176238.61908921364,181064.26868706127,182062.8936797425,179721.45303612566,3278.580431246751,84232.64755014023,84232.64755014023,84232.64755014023,84232.64755014023,0
Female,HIS,added_sugar,Food_price,USD,-9614898.994981905,-9157262.663173582,-8864763.867151046,-9215205.658186138,397984.1326921049,0,0,0,0,0,-9614898.994981905,-9157262.663173582,-8864763.867151046,-9215205.658186138,397984.1326921049,-244544535.31073484,-242655125.3440899,-230460198.01645496,-239039154.34023377,8047122.063942181,-6380135.621209284,-6075654.570162566,-5881783.864892764,-6114465.21780359,264435.15782305825,-3234763.3737726244,-3081608.0930110128,-2982980.002258283,-3100740.44038255,133549.39083913591,16924612.772712115,17217111.56873464,17674747.900542974,17275054.5637472,397984.13269210584,8059848.905561064,8059848.905561064,8059848.905561064,8059848.905561064,0,11230198.481474804,11424069.186744604,11728550.237791322,11462879.834385628,264435.1578230569,5348414.6165820435,5348414.6165820435,5348414.6165820435,5348414.6165820435,0,5694414.291237317,5793042.381990045,5946197.6627516495,5812174.72936158,133549.3908391308,2711434.28897903,2711434.28897903,2711434.28897903,2711434.28897903,0,0,0,0,0,0,-3234763.3737726244,-3081608.0930110128,-2982980.002258283,-3100740.44038255,133549.39083913591,0,0,0,0,0,0,0,0,0,0,5694414.291237317,5793042.381990045,5946197.6627516495,5812174.72936158,133549.3908391308,2711434.28897903,2711434.28897903,2711434.28897903,2711434.28897903,0
Female,HIS,oil,CED,MJ,-131859.42472760048,-5374.983852524176,72694.89475615903,-22362.549560030526,108660.68676133896,0,0,0,0,0,-131859.42472760048,-5374.983852524176,72694.89475615903,-22362.549560030526,108660.68676133896,-14136755.62159349,-572423.667907339,7970616.70870467,-2334280.361617565,11735076.191410832,-110120.63763944092,-4458.782043953186,60848.49394309951,-18618.283660947945,90815.44198037175,-21738.78708815947,-916.2018085709228,11846.400813059505,-3744.265899082546,17845.282177255864,5793978.851256557,5872048.729865238,5998533.170740315,5889036.295572746,108660.68676133803,5866673.746012714,5866673.746012714,5866673.746012714,5866673.746012714,0,4839639.189808329,4904946.465795381,5010608.321390868,4919105.967412375,90815.44198037159,4900487.6837514285,4900487.6837514285,4900487.6837514285,4900487.6837514285,0,954339.6614482298,967102.2640698593,987924.849349448,969930.3281603712,17845.282177255525,966186.0622612892,966186.0622612892,966186.0622612892,966186.0622612893,0,0,0,0,0,0,-21738.78708815947,-916.2018085709228,11846.400813059505,-3744.265899082546,17845.282177255864,0,0,0,0,0,0,0,0,0,0,954339.6614482298,967102.2640698593,987924.849349448,969930.3281603712,17845.282177255525,966186.0622612892,966186.0622612892,966186.0622612892,966186.0622612893,0
Female,HIS,oil,FL,mrh-eq,-6539.6728472385585,88.88973695169932,3764.181497272889,-947.3456398444654,5496.830712979105,0,0,0,0,0,-6539.6728472385585,88.88973695169932,3764.181497272889,-947.3456398444654,5496.830712979105,-14136755.62159349,-572423.667907339,7970616.70870467,-2334280.361617565,11735076.191410832,-5460.971890414293,76.30764211581652,3150.9140658464885,-787.7881855331088,4593.930899471196,-1078.7009568242656,12.582094835889905,613.2674314264063,-159.55745431135196,902.9017138895153,294519.8394421572,298195.13120247814,304823.6937866685,299231.3665792744,5496.830712979026,298284.0209394299,298284.0209394299,298284.0209394299,298284.0209394299,0,246001.48539853966,249076.09182227025,254613.37135480053,249940.18764991927,4593.9308994712665,249152.39946438617,249152.39946438617,249152.39946438617,249152.39946438617,0,48518.3540436173,49119.03938020781,50210.32243186798,49291.178929355054,902.901713889519,49131.62147504371,49131.62147504371,49131.62147504371,49131.62147504371,0,0,0,0,0,0,-1078.7009568242656,12.582094835889905,613.2674314264063,-159.55745431135196,902.9017138895153,0,0,0,0,0,0,0,0,0,0,48518.3540436173,49119.03938020781,50210.32243186798,49291.178929355054,902.901713889519,49131.62147504371,49131.62147504371,49131.62147504371,49131.62147504371,0
Female,HIS,oil,Food_price,USD,-87242.00529439442,41431.2547099327,80014.21062285788,9820.6216954057,92188.0270657268,0,0,0,0,0,-87242.00529439442,41431.2547099327,80014.21062285788,9820.6216954057,92188.0270657268,-14136755.62159349,-572423.667907339,7970616.70870467,-2334280.361617565,11735076.191410832,-72925.79156174758,34580.14826581301,66921.76968126844,8206.703208934001,77066.3011070147,-14316.21373264687,6851.106444119665,13092.440941589499,1613.918486471699,15121.814093018786,4113022.227496061,4151605.183408976,4280278.44341331,4183215.816423509,92188.02706572649,4193036.4381189165,4193036.4381189165,4193036.4381189165,4193036.4381189165,0,3435825.9980364377,3468167.619451894,3575673.5592794544,3494541.064508773,77066.30110701502,3502747.767717707,3502747.767717707,3502747.767717707,3502747.7677177065,0,677196.2294596187,683437.5639570885,704604.8841338562,688674.7519147368,15121.81409301944,690288.6704012092,690288.6704012092,690288.6704012092,690288.6704012092,0,0,0,0,0,0,-14316.21373264687,6851.106444119665,13092.440941589499,1613.918486471699,15121.814093018786,0,0,0,0,0,0,0,0,0,0,677196.2294596187,683437.5639570885,704604.8841338562,688674.7519147368,15121.81409301944,690288.6704012092,690288.6704012092,690288.6704012092,690288.6704012092,0
Female,HIS,sat_fat,CED,MJ,-14742615.053910233,-14692104.884800717,-14381391.834774647,-14600805.62833877,205903.67481525982,0,0,0,0,0,-14742615.053910233,-14692104.884800717,-14381391.834774647,-14600805.62833877,205903.67481525982,-284067744.994056,-283363820.8426057,-277113978.4219133,-281417884.60778385,4029230.8913803482,-11371761.874597013,-11330393.745547479,-11095150.615162712,-11262367.429289503,157052.985125015,-3370853.1793132275,-3361711.1392532415,-3286241.219611941,-3338438.1990492716,48881.24073291394,31851777.589745954,32162490.639772028,32213000.80888156,32071191.383310083,205903.67481526957,17470385.75497132,17470385.75497132,17470385.75497132,17470385.75497132,0,24570913.358681116,24806156.489065878,24847524.618115414,24738130.172807902,157052.98512501313,13475762.743518401,13475762.743518401,13475762.743518401,13475762.743518403,0,7280864.2310648505,7356334.150706156,7365476.190766139,7333061.210502184,48881.24073291563,3994623.011452909,3994623.011452909,3994623.011452909,3994623.011452909,0,0,0,0,0,0,-3370853.1793132275,-3361711.1392532415,-3286241.219611941,-3338438.1990492716,48881.24073291394,0,0,0,0,0,0,0,0,0,0,7280864.2310648505,7356334.150706156,7365476.190766139,7333061.210502184,48881.24073291563,3994623.011452909,3994623.011452909,3994623.011452909,3994623.011452909,0
Female,HIS,sat_fat,FL,mrh-eq,-397603.743386899,-396234.7946778103,-387751.7630917328,-393738.625247288,5617.82812426359,0,0,0,0,0,-397603.743386899,-396234.7946778103,-387751.7630917328,-393738.625247288,5617.82812426359,-284067744.994056,-283363820.8426057,-277113978.4219133,-281417884.60778385,4029230.8913803482,-306673.83953910414,-305553.69526835723,-299129.81949481467,-303692.7368463237,4285.153169494279,-90929.90384779489,-90681.09940945324,-88621.94359691814,-90045.88840096432,1333.4746112914765,858708.8578647411,867191.8894508181,868560.8381599076,864695.720020296,5617.828124263489,470957.0947730079,470957.0947730079,470957.0947730079,470957.09477300785,0,662380.7062441291,668804.5820176706,669924.7262884176,666943.6235956374,4285.153169493626,363250.8867493139,363250.8867493139,363250.8867493139,363250.8867493139,0,196328.1516206123,198387.30743314733,198636.11187148903,197752.09642465843,1333.4746112914495,107706.20802369408,107706.20802369408,107706.20802369408,107706.20802369407,0,0,0,0,0,0,-90929.90384779489,-90681.09940945324,-88621.94359691814,-90045.88840096432,1333.4746112914765,0,0,0,0,0,0,0,0,0,0,196328.1516206123,198387.30743314733,198636.11187148903,197752.09642465843,1333.4746112914495,107706.20802369408,107706.20802369408,107706.20802369408,107706.20802369407,0
Female,HIS,sat_fat,Food_price,USD,-1847881.642407332,-1842462.1132024082,-1796100.9311252788,-1828096.6209665465,29958.335368247706,0,0,0,0,0,-1847881.642407332,-1842462.1132024082,-1796100.9311252788,-1828096.6209665465,29958.335368247706,-284067744.994056,-283363820.8426057,-277113978.4219133,-281417884.60778385,4029230.8913803482,-1423775.1113494253,-1419867.491597676,-1384283.1783727845,-1408752.8623088542,22905.827561911352,-424106.5310579074,-422594.6216047332,-411817.7527524928,-419343.7586576924,7053.951757724084,3950112.6172906426,3996473.799367771,4001893.328572695,3982108.30713191,29958.335368247273,2154011.6861653645,2154011.6861653645,2154011.6861653645,2154011.6861653645,0,3044405.1964530535,3079989.5096779373,3083897.1294296877,3068874.8803891186,22905.827561907266,1660122.0180802662,1660122.0180802662,1660122.0180802662,1660122.0180802662,0,905707.4208375887,916484.2896898283,917996.1991430036,913233.426742788,7053.951757723962,493889.66808509565,493889.66808509565,493889.66808509565,493889.66808509565,0,0,0,0,0,0,-424106.5310579074,-422594.6216047332,-411817.7527524928,-419343.7586576924,7053.951757724084,0,0,0,0,0,0,0,0,0,0,905707.4208375887,916484.2896898283,917996.1991430036,913233.426742788,7053.951757723962,493889.66808509565,493889.66808509565,493889.66808509565,493889.66808509565,0
Female,NHB,added_sugar,CED,MJ,-6847358.466891394,-6759871.575271048,-6665944.015839208,-6757611.691828418,95501.34580302944,0,0,0,0,0,-6847358.466891394,-6759871.575271048,-6665944.015839208,-6757611.691828418,95501.34580302944,-268344818.44218782,-264843609.34862244,-261232146.99783832,-264804923.99521235,3743661.198556471,-4535260.696605329,-4476824.609738052,-4414794.437392353,-4475563.527114045,63412.69965865755,-2312097.770286065,-2283046.9655329944,-2251149.5784468595,-2282048.1647143755,32089.655821565204,10896875.840993376,10990803.400425209,11078290.292045558,10988543.516982583,95501.34580302703,4230931.825154165,4230931.825154165,4230931.825154165,4230931.825154165,0,7217050.644411732,7279080.816757432,7337516.903624707,7277819.734133423,63412.699658656646,2802256.2070193775,2802256.2070193775,2802256.2070193775,2802256.2070193775,0,3679825.196581646,3711722.583667781,3740773.3884208514,3710723.7828491614,32089.65582156521,1428675.618134788,1428675.618134788,1428675.618134788,1428675.618134788,0,0,0,0,0,0,-2312097.770286065,-2283046.9655329944,-2251149.5784468595,-2282048.1647143755,32089.655821565204,0,0,0,0,0,0,0,0,0,0,3679825.196581646,3711722.583667781,3740773.3884208514,3710723.7828491614,32089.65582156521,1428675.618134788,1428675.618134788,1428675.618134788,1428675.618134788,0
