age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,added_sugar,FL,mrh-eq,-650527.1523982082,-626155.8526329893,-606588.8452446565,-627841.5692564581,23171.458810315882,0,0,0,0,0,-650527.1523982082,-626155.8526329893,-606588.8452446565,-627841.5692564581,23171.458810315882,-571434190.0827196,-551343645.634417,-532604786.61726445,-551817921.2242942,20440655.209817898,-430998.2209112484,-414850.530414371,-401907.71700262284,-415975.048689855,15341.732083283203,-219528.93148696033,-211305.32221861838,-204681.12824203382,-211866.52056660343,7829.731866197699,1111378.5013498266,1130945.5087381583,1155316.808503378,1132631.2253616278,23171.458810315802,504789.6561051696,504789.6561051696,504789.6561051696,504789.6561051696,0,736462.9051045965,749405.7185163441,765553.4090132222,750530.2367918285,15341.732083283316,334555.1881019733,334555.1881019733,334555.1881019733,334555.1881019733,0,374915.5962452299,381539.7902218148,389763.3994901567,382100.98856979964,7829.731866197835,170234.46800319615,170234.46800319615,170234.46800319615,170234.46800319615,0,0,0,0,0,0,-219528.93148696033,-211305.32221861838,-204681.12824203382,-211866.52056660343,7829.731866197699,0,0,0,0,0,0,0,0,0,0,374915.5962452299,381539.7902218148,389763.3994901567,382100.98856979964,7829.731866197835,170234.46800319615,170234.46800319615,170234.46800319615,170234.46800319615,0
35-44,added_sugar,Food_price,USD,-24752726.80051348,-24229961.789907824,-23548960.78213479,-24174440.387392953,635383.0256399798,0,0,0,0,0,-24752726.80051348,-24229961.789907824,-23548960.78213479,-24174440.387392953,635383.0256399798,-571434190.0827196,-551343645.634417,-532604786.61726445,-551817921.2242942,20440655.209817898,-16397670.719556537,-16050287.248272566,-15600520.964421032,-16014363.454389209,420704.39948911296,-8355056.08095695,-8179674.541635258,-7948439.817713759,-8160076.933003746,214680.49115101492,43031264.2736124,43712265.28138543,44235030.29199112,43656743.87887058,635383.02563999,19482303.491477605,19482303.491477605,19482303.491477605,19482303.491477605,0,28510108.78997703,28959875.073828556,29307258.545112517,28923951.2799452,420704.39948910364,12909587.825555988,12909587.825555988,12909587.825555988,12909587.825555988,0,14521155.4836354,14752390.207556892,14927771.746878576,14732792.598925382,214680.4911510075,6572715.665921637,6572715.665921637,6572715.665921637,6572715.665921637,0,0,0,0,0,0,-8355056.08095695,-8179674.541635258,-7948439.817713759,-8160076.933003746,214680.49115101492,0,0,0,0,0,0,0,0,0,0,14521155.4836354,14752390.207556892,14927771.746878576,14732792.598925382,214680.4911510075,6572715.665921637,6572715.665921637,6572715.665921637,6572715.665921637,0
35-44,oil,CED,MJ,-54194.24189689351,-37167.016606683,985.4076361117525,-29754.66609700432,29742.904518721763,0,0,0,0,0,-54194.24189689351,-37167.016606683,985.4076361117525,-29754.66609700432,29742.904518721763,-5653151.078217212,-4122632.206928228,276029.5671414597,-3116266.2761279815,3240039.6855671015,-43704.138184194766,-29258.860799648766,2376.4277727184053,-23227.27792672906,24809.062475639683,-10490.103712696331,-7908.155807034884,-1391.0201366056488,-6527.388170274257,4936.0234659417465,12266101.755988346,12304254.180231135,12321281.405521346,12296841.829721458,29742.904518717558,12267087.163624456,12267087.163624456,12267087.163624456,12267087.163624456,0,10236604.398239458,10268239.68681182,10282684.96419636,10262208.1039389,24809.062475633884,10238980.82601217,10238980.82601217,10238980.82601217,10238980.82601217,0,2029497.3577488903,2036014.49341932,2038596.4413249812,2034633.725782559,4936.023465941828,2028106.3376122857,2028106.3376122857,2028106.3376122857,2028106.3376122855,0,0,0,0,0,0,-10490.103712696331,-7908.155807034884,-1391.0201366056488,-6527.388170274257,4936.0234659417465,0,0,0,0,0,0,0,0,0,0,2029497.3577488903,2036014.49341932,2038596.4413249812,2034633.725782559,4936.023465941828,2028106.3376122857,2028106.3376122857,2028106.3376122857,2028106.3376122855,0
35-44,oil,FL,mrh-eq,-1847.5003904401217,-768.8597417441221,1077.3058952950444,-499.5527282903795,1556.9393121426401,0,0,0,0,0,-1847.5003904401217,-768.8597417441221,1077.3058952950444,-499.5527282903795,1556.9393121426401,-5653151.078217212,-4122632.206928228,276029.5671414597,-3116266.2761279815,3240039.6855671015,-1466.4588925042442,-556.0511152343684,975.9420550928284,-337.9509773195191,1299.2765785771328,-381.0414979358877,-212.8086265096456,101.36384020220585,-161.60175097083535,257.7412891620604,610324.0318145422,612170.197451582,613248.8381002774,611900.8904381278,1556.9393121426301,611401.3377098376,611401.3377098376,611401.3377098376,611401.3377098376,0,509348.4968525491,510880.49002287624,511790.89780014614,510662.38988496136,1299.2765785771235,510324.43890764186,510324.43890764186,510324.43890764186,510324.43890764186,0,100975.53496199354,101289.70742870547,101457.94030013157,101238.5005531666,257.7412891620362,101076.89880219568,101076.89880219568,101076.89880219568,101076.89880219568,0,0,0,0,0,0,-381.0414979358877,-212.8086265096456,101.36384020220585,-161.60175097083535,257.7412891620604,0,0,0,0,0,0,0,0,0,0,100975.53496199354,101289.70742870547,101457.94030013157,101238.5005531666,257.7412891620362,101076.89880219568,101076.89880219568,101076.89880219568,101076.89880219568,0
35-44,oil,Food_price,USD,63796.694774532465,64269.73090722374,114777.77635807796,81825.8745276318,30840.36010234315,0,0,0,0,0,63796.694774532465,64269.73090722374,114777.77635807796,81825.8745276318,30840.36010234315,-5653151.078217212,-4122632.206928228,276029.5671414597,-3116266.2761279815,3240039.6855671015,54235.2621562911,54597.767203915806,96856.71708512984,69298.27416306996,25793.192267617862,9561.432618241355,9671.963703308418,17921.059272948023,12527.600364561942,5047.203821546338,6870756.203658473,6921264.24910932,6921737.285242009,6903708.105488914,30840.360102338498,6985533.980016546,6985533.980016546,6985533.980016546,6985533.980016547,0,5734187.0375831295,5776445.987464344,5776808.4925119635,5761745.480505188,25793.192267616843,5831043.754668273,5831043.754668273,5831043.754668273,5831043.754668273,0,1136569.1660753358,1144818.2616449753,1144928.7927300413,1141962.6249837214,5047.203821545984,1154490.2253482842,1154490.2253482842,1154490.2253482842,1154490.2253482842,0,0,0,0,0,0,9561.432618241355,9671.963703308418,17921.059272948023,12527.600364561942,5047.203821546338,0,0,0,0,0,0,0,0,0,0,1136569.1660753358,1144818.2616449753,1144928.7927300413,1141962.6249837214,5047.203821545984,1154490.2253482842,1154490.2253482842,1154490.2253482842,1154490.2253482842,0
35-44,sat_fat,CED,MJ,-35275570.93001799,-34057031.44545254,-32874503.803294912,-34069667.17963073,1263766.9180166663,0,0,0,0,0,-35275570.93001799,-34057031.44545254,-32874503.803294912,-34069667.17963073,1263766.9180166663,-682393316.5156734,-659189098.0847254,-636458859.9235681,-659355406.9513186,24176458.80107218,-27091043.411484092,-26158533.765390843,-25264647.671482563,-26172085.888964515,961332.5612221723,-8184527.518533912,-7898497.680061713,-7609856.131812348,-7897581.290666216,302459.66576751554,69443904.86691901,70626432.50907657,71844971.99364208,70639068.2432548,1263766.9180166572,36569401.06362403,36569401.06362403,36569401.06362403,36569401.06362403,0,53341631.0554871,54235517.14939543,55168026.795488596,54249069.27296906,961332.561222157,28076983.384004552,28076983.384004552,28076983.384004552,28076983.384004552,0,16102273.811431838,16390915.359681187,16676945.198153395,16389998.970285699,302459.6657675122,8492417.679619486,8492417.679619486,8492417.679619486,8492417.679619486,0,0,0,0,0,0,-8184527.518533912,-7898497.680061713,-7609856.131812348,-7897581.290666216,302459.66576751554,0,0,0,0,0,0,0,0,0,0,16102273.811431838,16390915.359681187,16676945.198153395,16389998.970285699,302459.6657675122,8492417.679619486,8492417.679619486,8492417.679619486,8492417.679619486,0
35-44,sat_fat,FL,mrh-eq,-957761.7122490397,-924508.896731097,-891526.7114733804,-924603.8547171414,34860.62372134538,0,0,0,0,0,-957761.7122490397,-924508.896731097,-891526.7114733804,-924603.8547171414,34860.62372134538,-682393316.5156734,-659189098.0847254,-636458859.9235681,-659355406.9513186,24176458.80107218,-735343.3998275546,-709903.2398008527,-684968.8310573719,-710080.6963914566,26513.376335709065,-222418.31242148485,-214605.65693024412,-206557.8804160079,-214523.1583256843,8347.901534360613,1884570.094153693,1917552.2794114116,1950805.0949293538,1917647.237397455,34860.62372134631,993043.3826803141,993043.3826803141,993043.3826803141,993043.3826803141,0,1447199.5416341163,1472133.9503775968,1497574.1104042982,1472311.4069682006,26513.376335708483,762230.7105767434,762230.7105767434,762230.7105767434,762230.7105767434,0,437370.55251957814,445418.32903381425,453230.9845250551,445335.83042925457,8347.901534360584,230812.6721035702,230812.6721035702,230812.6721035702,230812.6721035702,0,0,0,0,0,0,-222418.31242148485,-214605.65693024412,-206557.8804160079,-214523.1583256843,8347.901534360613,0,0,0,0,0,0,0,0,0,0,437370.55251957814,445418.32903381425,453230.9845250551,445335.83042925457,8347.901534360584,230812.6721035702,230812.6721035702,230812.6721035702,230812.6721035702,0
35-44,sat_fat,Food_price,USD,-3888220.2068885956,-3793640.0503577245,-3600078.625248281,-3758909.7806810327,154607.29890110844,0,0,0,0,0,-3888220.2068885956,-3793640.0503577245,-3600078.625248281,-3758909.7806810327,154607.29890110844,-682393316.5156734,-659189098.0847254,-636458859.9235681,-659355406.9513186,24176458.80107218,-2989072.2178552765,-2916364.8461474185,-2769694.522247468,-2890412.9330975614,117629.0232021692,-899147.9890333188,-877275.2042103062,-830384.1030008178,-868496.8475834726,36981.356164381,7648622.463814603,7842183.8889240455,7936764.045454912,7807453.619247352,154607.2989011054,4048543.83856632,4048543.83856632,4048543.83856632,4048543.83856632,0,5880879.784227622,6027550.108127566,6100257.479835432,6001598.195077714,117629.02320216956,3111185.2619801513,3111185.2619801513,3111185.2619801513,3111185.2619801513,0,1767742.6795869875,1814633.780796475,1836506.5656194885,1805855.4241696422,36981.356164380886,937358.5765861698,937358.5765861698,937358.5765861698,937358.5765861698,0,0,0,0,0,0,-899147.9890333188,-877275.2042103062,-830384.1030008178,-868496.8475834726,36981.356164381,0,0,0,0,0,0,0,0,0,0,1767742.6795869875,1814633.780796475,1836506.5656194885,1805855.4241696422,36981.356164380886,937358.5765861698,937358.5765861698,937358.5765861698,937358.5765861698,0
45-54,added_sugar,CED,MJ,-14298555.48564981,-14013328.696084585,-12580124.740593283,-13610529.690496488,969377.1143663714,0,0,0,0,0,-14298555.48564981,-14013328.696084585,-12580124.740593283,-13610529.690496488,969377.1143663714,-565457889.0702208,-553825165.4331324,-497120867.1325032,-538010577.83189,38486237.115772106,-9478486.47460598,-9289220.708184334,-8338884.397577077,-9022178.411978856,642831.5604130222,-4820069.011043808,-4724107.987900255,-4241240.343016199,-4588351.278517622,326545.56351961003,23221390.92847895,24654594.883970268,24939821.673535496,24251795.878382165,969377.1143663827,10641266.187885692,10641266.187885692,10641266.187885692,10641266.187885692,0,15392844.14231752,16343180.452924771,16532446.219346425,16076138.156719297,642831.5604130229,7053959.744740428,7053959.744740428,7053959.744740428,7053959.744740429,0,7828546.786161456,8311414.431045514,8407375.45418907,8175657.721662882,326545.5635196123,3587306.443145258,3587306.443145258,3587306.443145258,3587306.443145258,0,0,0,0,0,0,-4820069.011043808,-4724107.987900255,-4241240.343016199,-4588351.278517622,326545.56351961003,0,0,0,0,0,0,0,0,0,0,7828546.786161456,8311414.431045514,8407375.45418907,8175657.721662882,326545.5635196123,3587306.443145258,3587306.443145258,3587306.443145258,3587306.443145258,0
45-54,added_sugar,FL,mrh-eq,-644451.5642500451,-630362.9332287015,-566522.4516118562,-612906.1435460694,43712.8276878699,0,0,0,0,0,-644451.5642500451,-630362.9332287015,-566522.4516118562,-612906.1435460694,43712.8276878699,-565457889.0702208,-553825165.4331324,-497120867.1325032,-538010577.83189,38486237.115772106,-427211.1082474871,-417864.22886226646,-375531.9968948781,-406290.42093869887,28987.571978859272,-217240.45600255893,-212498.70436643405,-190990.45471697825,-206615.72260737058,14725.255965869883,1049371.9835374842,1113212.4651543277,1127301.096175673,1095755.6754716965,43712.827687869576,482849.53192562796,482849.53192562796,482849.53192562796,482849.53192562796,0,695610.6137401543,737942.8457075427,747289.725092762,726369.0377839747,28987.571978858734,320078.61684527574,320078.61684527574,320078.61684527574,320078.61684527574,0,353761.36979733047,375269.6194467867,380011.371082911,369386.63768772286,14725.25596586991,162770.91508035208,162770.91508035208,162770.91508035208,162770.91508035208,0,0,0,0,0,0,-217240.45600255893,-212498.70436643405,-190990.45471697825,-206615.72260737058,14725.255965869883,0,0,0,0,0,0,0,0,0,0,353761.36979733047,375269.6194467867,380011.371082911,369386.63768772286,14725.25596586991,162770.91508035208,162770.91508035208,162770.91508035208,162770.91508035208,0
45-54,added_sugar,Food_price,USD,-23502454.415697854,-22923646.63225247,-20712435.06342312,-22350873.374223005,1549949.0974496545,0,0,0,0,0,-23502454.415697854,-22923646.63225247,-20712435.06342312,-22350873.374223005,1549949.0974496545,-565457889.0702208,-553825165.4331324,-497120867.1325032,-538010577.83189,38486237.115772106,-15579762.360406121,-15195801.02699085,-13729580.163023613,-14816060.840832265,1027813.0411028699,-7922692.055291748,-7727845.605261625,-6982854.900399493,-7534812.533390745,522136.06430373155,38018397.26745611,40229608.83628546,40808416.61973084,39656835.57825599,1549949.097449653,17305962.204032976,17305962.204032976,17305962.204032976,17305962.204032976,0,25201640.401935667,26667861.265902918,27051822.59931817,26288121.07974432,1027813.0411028719,11472060.238912059,11472060.238912059,11472060.238912059,11472060.238912059,0,12816756.865520418,13561747.570382532,13756594.020412674,13368714.498511665,522136.06430372864,5833901.965120935,5833901.965120935,5833901.965120935,5833901.965120935,0,0,0,0,0,0,-7922692.055291748,-7727845.605261625,-6982854.900399493,-7534812.533390745,522136.06430373155,0,0,0,0,0,0,0,0,0,0,12816756.865520418,13561747.570382532,13756594.020412674,13368714.498511665,522136.06430372864,5833901.965120935,5833901.965120935,5833901.965120935,5833901.965120935,0
45-54,oil,CED,MJ,-277134.43149013154,-202336.86538274583,100187.73850071507,-122432.64160166685,210301.56064868244,0,0,0,0,0,-277134.43149013154,-202336.86538274583,100187.73850071507,-122432.64160166685,210301.56064868244,-29769573.939756844,-21615935.27597724,10974121.59962875,-13041753.447266228,22693275.17353388,-230904.5848019377,-168605.98728765722,83643.6983714322,-101956.48267544356,175325.3888857384,-46229.84668819327,-33730.87809508856,16544.04012928264,-20476.15892622313,34976.188931290424,11635958.601956887,11938483.20584033,12013280.771947723,11858578.98205926,210301.56064867487,11736146.34045759,11736146.34045759,11736146.34045759,11736146.34045759,0,9704687.68482806,9956937.370487155,10019235.968001425,9890287.865874937,175325.388885738,9788331.383199492,9788331.383199492,9788331.383199492,9788331.383199492,0,1931270.9171288183,1981545.8353531894,1994044.8039462932,1968291.1161843233,34976.18893128993,1947814.9572581002,1947814.9572581002,1947814.9572581002,1947814.9572581004,0,0,0,0,0,0,-46229.84668819327,-33730.87809508856,16544.04012928264,-20476.15892622313,34976.188931290424,0,0,0,0,0,0,0,0,0,0,1931270.9171288183,1981545.8353531894,1994044.8039462932,1968291.1161843233,34976.18893128993,1947814.9572581002,1947814.9572581002,1947814.9572581002,1947814.9572581004,0
45-54,oil,FL,mrh-eq,-15003.625364191805,-11496.764840053394,5761.912006170173,-6671.5661305498315,11700.853797623402,0,0,0,0,0,-15003.625364191805,-11496.764840053394,5761.912006170173,-6671.5661305498315,11700.853797623402,-29769573.939756844,-21615935.27597724,10974121.59962875,-13041753.447266228,22693275.17353388,-12502.085691618748,-9581.335887133971,4808.904152374939,-5556.953348529013,9754.892299056568,-2501.539672573056,-1915.428952919429,953.0078537952394,-1114.6127820208183,1945.962228271362,613718.2760115208,630976.9528577449,634483.8133818826,626151.7541482409,11700.853797623487,619480.188017691,619480.188017691,619480.188017691,619480.188017691,0,511846.3090776566,526236.549117165,529157.2989216498,522212.1665785602,9754.89229905631,516655.2132300308,516655.2132300308,516655.2132300308,516655.2132300308,0,101871.96693386474,104740.40374057948,105326.51446023305,103939.58756968082,1945.9622282713851,102824.97478766004,102824.97478766004,102824.97478766004,102824.97478766004,0,0,0,0,0,0,-2501.539672573056,-1915.428952919429,953.0078537952394,-1114.6127820208183,1945.962228271362,0,0,0,0,0,0,0,0,0,0,101871.96693386474,104740.40374057948,105326.51446023305,103939.58756968082,1945.9622282713851,102824.97478766004,102824.97478766004,102824.97478766004,102824.97478766004,0
45-54,oil,Food_price,USD,-197430.79372315263,-175350.67429492163,87852.83862142454,-90745.97482540757,167072.65700354608,0,0,0,0,0,-197430.79372315263,-175350.67429492163,87852.83862142454,-90745.97482540757,167072.65700354608,-29769573.939756844,-21615935.27597724,10974121.59962875,-13041753.447266228,22693275.17353388,-164664.94118583752,-146155.121634803,73295.25728189916,-75649.66220825298,139333.68563353733,-32765.852537315608,-29195.55266011854,14557.581339525092,-15096.312617154836,27739.02641254223,8226876.433838677,8490079.946755016,8512160.066183249,8405475.247285504,167072.65700354244,8314729.272460093,8314729.272460093,8314729.272460093,8314729.272460093,0,6860748.878689419,7080199.257606123,7098709.077157161,7009693.798179573,139333.6856335401,6934044.135971322,6934044.135971322,6934044.135971322,6934044.135971322,0,1366127.5551492474,1409880.689148891,1413450.9890260873,1395781.449105927,27739.026412541974,1380685.1364887722,1380685.1364887722,1380685.1364887722,1380685.1364887722,0,0,0,0,0,0,-32765.852537315608,-29195.55266011854,14557.581339525092,-15096.312617154836,27739.02641254223,0,0,0,0,0,0,0,0,0,0,1366127.5551492474,1409880.689148891,1413450.9890260873,1395781.449105927,27739.026412541974,1380685.1364887722,1380685.1364887722,1380685.1364887722,1380685.1364887722,0
45-54,sat_fat,CED,MJ,-32099979.338613536,-31432157.546583403,-30997461.80095887,-31513956.1593573,584580.4515562737,0,0,0,0,0,-32099979.338613536,-31432157.546583403,-30997461.80095887,-31513956.1593573,584580.4515562737,-616126706.3423697,-602972265.4384043,-595301212.5661594,-604896261.2390081,11086710.691586664,-24697761.289604675,-24209289.851404723,-23856592.782867122,-24256929.98111081,444638.5284916835,-7402218.049008882,-7222867.695178678,-7140869.0180917345,-7257026.178246488,140697.14856027986,66203177.500067264,66637873.245691694,67305695.03772183,66719671.858465634,584580.451556231,35205715.69910832,35205715.69910832,35205715.69910832,35205715.69910832,0,50943947.08266876,51296644.15120636,51785115.589406334,51344284.28091246,444638.52849169716,27087354.299801655,27087354.299801655,27087354.299801655,27087354.29980166,0,15259230.41739839,15341229.094485348,15520579.448315553,15375387.577553153,140697.14856028726,8118361.399306666,8118361.399306666,8118361.399306666,8118361.399306666,0,0,0,0,0,0,-7402218.049008882,-7222867.695178678,-7140869.0180917345,-7257026.178246488,140697.14856027986,0,0,0,0,0,0,0,0,0,0,15259230.41739839,15341229.094485348,15520579.448315553,15375387.577553153,140697.14856028726,8118361.399306666,8118361.399306666,8118361.399306666,8118361.399306666,0
45-54,sat_fat,FL,mrh-eq,-871400.0145865155,-852023.316402549,-840926.3622177683,-854928.4897355967,16234.900298359527,0,0,0,0,0,-871400.0145865155,-852023.316402549,-840926.3622177683,-854928.4897355967,16234.900298359527,-616126706.3423697,-602972265.4384043,-595301212.5661594,-604896261.2390081,11086710.691586664,-670265.0318396015,-656043.7288049394,-647007.2914788567,-657862.9799307567,12341.89126541535,-201134.98274691383,-195979.58759760958,-193919.0707389119,-197065.50980483997,3912.5532509345694,1796063.602413916,1807160.5565986969,1826537.2547826632,1810065.7299317445,16234.900298359338,955137.2401961489,955137.2401961489,955137.2401961489,955137.2401961489,0,1381661.3172321941,1390697.7545582782,1404919.0575929407,1392517.0056840952,12341.891265416292,734654.0257533388,734654.0257533388,734654.0257533388,734654.0257533388,0,414402.2851817214,416462.802040419,421618.19718972326,417548.72424764937,3912.553250934541,220483.21444280958,220483.21444280958,220483.21444280958,220483.21444280958,0,0,0,0,0,0,-201134.98274691383,-195979.58759760958,-193919.0707389119,-197065.50980483997,3912.5532509345694,0,0,0,0,0,0,0,0,0,0,414402.2851817214,416462.802040419,421618.19718972326,417548.72424764937,3912.553250934541,220483.21444280958,220483.21444280958,220483.21444280958,220483.21444280958,0
45-54,sat_fat,Food_price,USD,-3642001.0346610798,-3584122.856433613,-3550116.2507561967,-3592498.846802052,48901.40505183583,0,0,0,0,0,-3642001.0346610798,-3584122.856433613,-3550116.2507561967,-3592498.846802052,48901.40505183583,-616126706.3423697,-602972265.4384043,-595301212.5661594,-604896261.2390081,11086710.691586664,-2804386.8387487885,-2763085.6141499747,-2735441.2136739963,-2767877.4822632503,36523.6948551353,-837614.1959122901,-821037.242283633,-814675.0370821991,-824621.364538799,12465.857745028527,7609104.020757058,7643110.626434465,7700988.8046619315,7651486.616802906,48901.40505183116,4058987.770000861,4058987.770000861,4058987.770000861,4058987.7700008615,0,5861298.283949987,5888942.684425973,5930243.909024781,5893734.552539244,36523.694855135276,3125857.0702759903,3125857.0702759903,3125857.0702759903,3125857.0702759903,0,1747805.7368070662,1754167.9420084998,1770744.8956371562,1757752.0642636658,12465.857745028057,933130.6997248661,933130.6997248661,933130.6997248661,933130.6997248661,0,0,0,0,0,0,-837614.1959122901,-821037.242283633,-814675.0370821991,-824621.364538799,12465.857745028527,0,0,0,0,0,0,0,0,0,0,1747805.7368070662,1754167.9420084998,1770744.8956371562,1757752.0642636658,12465.857745028057,933130.6997248661,933130.6997248661,933130.6997248661,933130.6997248661,0
55-64,added_sugar,CED,MJ,-17500346.998397782,-15709725.65029463,-15466504.484362312,-16252673.082635274,1169163.4056896223,0,0,0,0,0,-17500346.998397782,-15709725.65029463,-15466504.484362312,-16252673.082635274,1169163.4056896223,-694731734.7224497,-623400674.646727,-613712115.9784669,-645029622.5089946,46574569.963831015,-11598458.186847169,-10411979.087979505,-10250985.022632185,-10771798.397986645,774636.681812868,-5901888.811550622,-5297746.562315123,-5215519.46173013,-5480874.684648633,394526.7365411233,28435583.873025402,28678805.038957726,30469426.38706087,29221752.471298367,1169163.4056896195,12969079.388663085,12969079.388663085,12969079.388663085,12969079.388663085,0,18846994.022469703,19007988.08781703,20194467.186684683,19367807.397824157,774636.6818128624,8596008.999837516,8596008.999837516,8596008.999837516,8596008.999837516,0,9588589.850555688,9670816.951140705,10274959.200376188,9853945.0734742,394526.73654112173,4373070.388825564,4373070.388825564,4373070.388825564,4373070.388825564,0,0,0,0,0,0,-5901888.811550622,-5297746.562315123,-5215519.46173013,-5480874.684648633,394526.7365411233,0,0,0,0,0,0,0,0,0,0,9588589.850555688,9670816.951140705,10274959.200376188,9853945.0734742,394526.73654112173,4373070.388825564,4373070.388825564,4373070.388825564,4373070.388825564,0
55-64,added_sugar,FL,mrh-eq,-821349.9845940098,-735499.5873242714,-723366.2491066458,-761365.2220793987,56225.24452116677,0,0,0,0,0,-821349.9845940098,-735499.5873242714,-723366.2491066458,-761365.2220793987,56225.24452116677,-694731734.7224497,-623400674.646727,-613712115.9784669,-645029622.5089946,46574569.963831015,-544371.747492803,-487481.47506388894,-479448.4288833519,-504624.36146682827,37255.996504926195,-276978.2371012065,-248018.11226038288,-243917.82022329356,-256740.86061257034,18969.2485251241,1335550.2573733516,1347683.5955909777,1433533.9928607163,1373549.2303461048,56225.24452116698,612184.0082667063,612184.0082667063,612184.0082667063,612184.0082667063,0,885226.4380436981,893259.4842242344,950149.7566531495,910402.3706271743,37255.996504926516,405778.00916034594,405778.00916034594,405778.00916034594,405778.00916034594,0,450323.81932965346,454424.11136674305,483384.23620756663,463146.85971893044,18969.248525124185,206405.99910636016,206405.99910636016,206405.99910636016,206405.99910636016,0,0,0,0,0,0,-276978.2371012065,-248018.11226038288,-243917.82022329356,-256740.86061257034,18969.2485251241,0,0,0,0,0,0,0,0,0,0,450323.81932965346,454424.11136674305,483384.23620756663,463146.85971893044,18969.248525124185,206405.99910636016,206405.99910636016,206405.99910636016,206405.99910636016,0
55-64,added_sugar,Food_price,USD,-27366625.069241483,-25722976.45458402,-24908215.91669252,-26013814.376256287,1318186.6629138165,0,0,0,0,0,-27366625.069241483,-25722976.45458402,-24908215.91669252,-26013814.376256287,1318186.6629138165,-694731734.7224497,-623400674.646727,-613712115.9784669,-645029622.5089946,46574569.963831015,-18138050.6342751,-17049043.67627784,-16509468.227011284,-17241826.661797386,873256.9740923324,-9228574.434966385,-8673932.778306188,-8398747.68968126,-8771987.714458914,444929.7054037327,45557694.81371147,46372455.351603016,48016103.966260426,46663293.27327525,1318186.6629138058,20649478.89701895,20649478.89701895,20649478.89701895,20649478.89701895,0,30196718.476274233,30736293.9255408,31825300.88353807,30929076.91106035,873256.9740923443,13687250.24926296,13687250.24926296,13687250.24926296,13687250.24926296,0,15360976.337437239,15636161.426062178,16190803.082722375,15734216.362214899,444929.70540373615,6962228.64775599,6962228.64775599,6962228.64775599,6962228.647755991,0,0,0,0,0,0,-9228574.434966385,-8673932.778306188,-8398747.68968126,-8771987.714458914,444929.7054037327,0,0,0,0,0,0,0,0,0,0,15360976.337437239,15636161.426062178,16190803.082722375,15734216.362214899,444929.70540373615,6962228.64775599,6962228.64775599,6962228.64775599,6962228.647755991,0
