race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
NHB,added_sugar,FL,mrh-eq,-488016.74092060234,-479726.8755446724,-466201.58503388794,-477889.88426928484,11591.352029325151,0,0,0,0,0,-488016.74092060234,-479726.8755446724,-466201.58503388794,-477889.88426928484,11591.352029325151,-449627727.40254724,-442381402.77688473,-429057750.9705076,-440249007.27487963,10982676.264141634,-323176.9592693504,-317668.40216410684,-308718.8794565436,-316461.0458124157,7681.016278514531,-164839.78165125192,-162058.4733805656,-157482.70557734376,-161428.83845686892,3910.3502839381586,794632.1930275605,808157.4835383452,816447.3489142755,806320.4922629576,11591.3520293254,328430.60799367295,328430.60799367295,328430.60799367295,328430.60799367295,0,526206.9359011806,535156.4586087439,540665.0157139873,533949.1022570528,7681.016278514505,217488.05644463692,217488.05644463692,217488.05644463692,217488.05644463692,0,268425.2571263798,273001.0249296018,275782.3332002882,272371.3900059051,3910.3502839382913,110942.55154903611,110942.55154903611,110942.55154903611,110942.55154903611,0,0,0,0,0,0,-164839.78165125192,-162058.4733805656,-157482.70557734376,-161428.83845686892,3910.3502839381586,0,0,0,0,0,0,0,0,0,0,268425.2571263798,273001.0249296018,275782.3332002882,272371.3900059051,3910.3502839382913,110942.55154903611,110942.55154903611,110942.55154903611,110942.55154903611,0
NHB,added_sugar,Food_price,USD,-19041363.22028209,-18717855.09401614,-18378802.58148221,-18712400.923395794,348748.1143963761,0,0,0,0,0,-19041363.22028209,-18717855.09401614,-18378802.58148221,-18712400.923395794,348748.1143963761,-449627727.40254724,-442381402.77688473,-429057750.9705076,-440249007.27487963,10982676.264141634,-12608013.811485067,-12393213.890660327,-12168581.990116522,-12389764.073215043,231299.20199173974,-6433349.408797028,-6324641.203355824,-6210220.591365695,-6322636.850180763,117449.04755394666,31152193.309092864,31491245.8216268,31814753.947892714,31485791.65100644,348748.11439636146,12773390.727610638,12773390.727610638,12773390.727610638,12773390.727610638,0,20626022.03749429,20850653.93803808,21065453.858862825,20847204.120592803,231299.20199173313,8457440.047377765,8457440.047377765,8457440.047377765,8457440.047377765,0,10526171.271598574,10640591.883588703,10749300.089029904,10638587.53041364,117449.04755394574,4315950.680232879,4315950.680232879,4315950.680232879,4315950.680232879,0,0,0,0,0,0,-6433349.408797028,-6324641.203355824,-6210220.591365695,-6322636.850180763,117449.04755394666,0,0,0,0,0,0,0,0,0,0,10526171.271598574,10640591.883588703,10749300.089029904,10638587.53041364,117449.04755394574,4315950.680232879,4315950.680232879,4315950.680232879,4315950.680232879,0
NHB,oil,CED,MJ,-662476.4996870619,-626555.2855038058,-449826.9835305729,-577149.2897880245,119820.61312366735,0,0,0,0,0,-662476.4996870619,-626555.2855038058,-449826.9835305729,-577149.2897880245,119820.61312366735,-71555403.09365335,-67678025.60834156,-48659008.53615551,-62365169.612947084,12899225.500799112,-553112.1713713139,-523055.0498226512,-375681.4304721619,-481891.3663834138,99957.59216418015,-109364.32831574815,-103500.23568115375,-74145.55305841108,-95257.92340461048,19863.09144242676,8855911.97051506,9032640.272488294,9068561.486671552,8983234.276772514,119820.61312366974,8406084.986984484,8406084.986984484,8406084.986984484,8406084.986984484,0,7397110.296824757,7544483.916175248,7574541.037723909,7503320.232736009,99957.5921641808,7021428.866352594,7021428.866352594,7021428.866352594,7021428.866352594,0,1458801.6736903014,1488156.3563130444,1494020.4489476385,1479914.0440365009,19863.09144242685,1384656.120631891,1384656.120631891,1384656.120631891,1384656.120631891,0,0,0,0,0,0,-109364.32831574815,-103500.23568115375,-74145.55305841108,-95257.92340461048,19863.09144242676,0,0,0,0,0,0,0,0,0,0,1458801.6736903014,1488156.3563130444,1494020.4489476385,1479914.0440365009,19863.09144242685,1384656.120631891,1384656.120631891,1384656.120631891,1384656.120631891,0
NHB,oil,FL,mrh-eq,-33020.07816563462,-31024.986305492876,-22489.96983595521,-28730.275916231145,5887.684990915878,0,0,0,0,0,-33020.07816563462,-31024.986305492876,-22489.96983595521,-28730.275916231145,5887.684990915878,-71555403.09365335,-67678025.60834156,-48659008.53615551,-62365169.612947084,12899225.500799112,-27569.446214241816,-25900.426277679224,-18783.11792022998,-23988.746129999694,4911.803310646413,-5450.631951392782,-5124.560027813639,-3706.8519157252344,-4741.529786231442,975.8854211255488,437497.74318929185,446032.7596588296,448027.85151897144,443738.0492695679,5887.6849909159655,415007.77335333655,415007.77335333655,415007.77335333655,415007.77335333655,0,365425.40980237524,372542.7181598247,374211.73809638736,370631.0380121451,4911.80331064659,346642.2918821457,346642.2918821457,346642.2918821457,346642.2918821457,0,72072.33338691639,73490.04149900479,73816.11342258392,73107.0112574226,975.8854211255446,68365.48147119113,68365.48147119113,68365.48147119113,68365.48147119113,0,0,0,0,0,0,-5450.631951392782,-5124.560027813639,-3706.8519157252344,-4741.529786231442,975.8854211255488,0,0,0,0,0,0,0,0,0,0,72072.33338691639,73490.04149900479,73816.11342258392,73107.0112574226,975.8854211255446,68365.48147119113,68365.48147119113,68365.48147119113,68365.48147119113,0
NHB,oil,Food_price,USD,-459258.4983007384,-440077.1978063224,-299709.99995684274,-397555.83031331765,91692.40385224884,0,0,0,0,0,-459258.4983007384,-440077.1978063224,-299709.99995684274,-397555.83031331765,91692.40385224884,-71555403.09365335,-67678025.60834156,-48659008.53615551,-62365169.612947084,12899225.500799112,-383560.1276258562,-367490.0572686768,-250382.15218652337,-332038.1854353526,76522.86695109226,-75698.37067488297,-72587.14053764609,-49327.84777031906,-65517.64487796534,15169.579629123658,4471416.960461095,4611784.158310573,4630965.458804991,4569262.79081757,91692.40385224867,4171706.960504252,4171706.960504252,4171706.960504252,4171706.960504252,0,3734618.832821521,3851726.7379036755,3867796.8082608543,3816274.8660703506,76522.86695109263,3484236.6806349996,3484236.6806349996,3484236.6806349996,3484236.6806349996,0,736798.1276395717,760057.4204068993,763168.6505441363,752987.9247472184,15169.579629124097,687470.2798692528,687470.2798692528,687470.2798692528,687470.2798692528,0,0,0,0,0,0,-75698.37067488297,-72587.14053764609,-49327.84777031906,-65517.64487796534,15169.579629123658,0,0,0,0,0,0,0,0,0,0,736798.1276395717,760057.4204068993,763168.6505441363,752987.9247472184,15169.579629124097,687470.2798692528,687470.2798692528,687470.2798692528,687470.2798692528,0
NHB,sat_fat,CED,MJ,-20135685.227097057,-20047640.616619125,-19755079.439352166,-19975880.417745784,209737.40850171194,0,0,0,0,0,-20135685.227097057,-20047640.616619125,-19755079.439352166,-19975880.417745784,209737.40850171194,-418825776.1710588,-417037679.53885263,-410723709.5143311,-415449653.787163,4480531.213285582,-15421400.49098413,-15360648.257716922,-15128125.930004273,-15300378.049139574,162941.2454365425,-4714284.736112926,-4686992.358902211,-4626953.509347881,-4675502.368606206,47028.56733416974,43266892.21282999,43559453.39009696,43647498.00057491,43487693.19122362,209737.40850172116,23511812.773477845,23511812.773477845,23511812.773477845,23511812.77347784,0,33128988.08315585,33361510.410868462,33422262.644135688,33301240.20229113,162941.2454365271,18000862.153151534,18000862.153151534,18000862.153151534,18000862.153151534,0,10137904.129674163,10197942.979228497,10225235.356439207,10186452.988932488,47028.56733416889,5510950.6203262815,5510950.6203262815,5510950.6203262815,5510950.6203262815,0,0,0,0,0,0,-4714284.736112926,-4686992.358902211,-4626953.509347881,-4675502.368606206,47028.56733416974,0,0,0,0,0,0,0,0,0,0,10137904.129674163,10197942.979228497,10225235.356439207,10186452.988932488,47028.56733416889,5510950.6203262815,5510950.6203262815,5510950.6203262815,5510950.6203262815,0
NHB,sat_fat,FL,mrh-eq,-538070.6750411866,-535309.7400200813,-528108.5011748535,-533751.738678284,5414.0733686694175,0,0,0,0,0,-538070.6750411866,-535309.7400200813,-528108.5011748535,-533751.738678284,5414.0733686694175,-418825776.1710588,-417037679.53885263,-410723709.5143311,-415449653.787163,4480531.213285582,-411996.99533464306,-410058.918154451,-404319.27605888696,-408725.0357280047,4202.778130102921,-126073.67970654351,-125250.82186563025,-123789.22511596685,-125026.70295027933,1217.9098136556213,1156904.8920384056,1164106.1308836336,1166867.0659047384,1162548.129541836,5414.073368669355,628796.390863552,628796.390863552,628796.390863552,628796.390863552,0,885616.5742223563,891356.2163179204,893294.2934981125,890022.3338914741,4202.778130102921,481297.2981634693,481297.2981634693,481297.2981634693,481297.29816346924,0,271288.31781604956,272749.914565713,273572.7724066263,272525.7956503621,1217.9098136556802,147499.09270008275,147499.09270008275,147499.09270008275,147499.09270008275,0,0,0,0,0,0,-126073.67970654351,-125250.82186563025,-123789.22511596685,-125026.70295027933,1217.9098136556213,0,0,0,0,0,0,0,0,0,0,271288.31781604956,272749.914565713,273572.7724066263,272525.7956503621,1217.9098136556802,147499.09270008275,147499.09270008275,147499.09270008275,147499.09270008275,0
NHB,sat_fat,Food_price,USD,-2242483.983589424,-2222337.728071197,-2197326.968019171,-2220630.884375127,23812.773037616407,0,0,0,0,0,-2242483.983589424,-2222337.728071197,-2197326.968019171,-2220630.884375127,23812.773037616407,-418825776.1710588,-417037679.53885263,-410723709.5143311,-415449653.787163,4480531.213285582,-1718291.721636741,-1703692.7080910238,-1683444.9815571615,-1701710.7035337798,18420.53593496845,-524192.26195268234,-518645.0199801748,-513881.9864620098,-518920.1808413476,5431.690507664932,4812809.012370639,4837819.772422667,4857966.027940893,4836112.928726596,23812.773037617404,2615482.044351468,2615482.044351468,2615482.044351468,2615482.044351468,0,3686753.911094999,3707001.6376288612,3721600.651174575,3705019.6330716163,18420.535934966574,2003308.9295378362,2003308.9295378362,2003308.9295378362,2003308.9295378362,0,1126055.1012756433,1130818.1347938082,1136365.3767663154,1131093.295654981,5431.690507664814,612173.1148136327,612173.1148136327,612173.1148136327,612173.1148136327,0,0,0,0,0,0,-524192.26195268234,-518645.0199801748,-513881.9864620098,-518920.1808413476,5431.690507664932,0,0,0,0,0,0,0,0,0,0,1126055.1012756433,1130818.1347938082,1136365.3767663154,1131093.295654981,5431.690507664814,612173.1148136327,612173.1148136327,612173.1148136327,612173.1148136327,0
NHW,added_sugar,CED,MJ,-53376515.77068985,-52723894.662466906,-50082894.79025318,-52026217.9031719,1835765.2198775965,0,0,0,0,0,-53376515.77068985,-52723894.662466906,-50082894.79025318,-52026217.9031719,1835765.2198775965,-2110346725.252512,-2083357937.712802,-1979437605.8218586,-2056364413.379036,72757363.22003771,-35383340.8845302,-34950327.51104766,-33201573.231989887,-34488664.03540722,1215911.1505763165,-17993174.886159625,-17773567.151419252,-16881321.558263317,-17537553.867764667,619854.2673300357,91771831.89519489,94412831.76740856,95065452.8756315,93715155.00811356,1835765.21987756,41688937.1049417,41688937.1049417,41688937.1049417,41688937.1049417,0,60837649.74069862,62586404.0197564,63019417.39323893,62124740.54411596,1215911.1505763158,27636076.508708734,27636076.508708734,27636076.508708734,27636076.508708734,0,30934182.15449625,31826427.747652225,32046035.48239257,31590414.463997617,619854.2673300477,14052860.596232941,14052860.596232941,14052860.596232941,14052860.596232941,0,0,0,0,0,0,-17993174.886159625,-17773567.151419252,-16881321.558263317,-17537553.867764667,619854.2673300357,0,0,0,0,0,0,0,0,0,0,30934182.15449625,31826427.747652225,32046035.48239257,31590414.463997617,619854.2673300477,14052860.596232941,14052860.596232941,14052860.596232941,14052860.596232941,0
NHW,added_sugar,FL,mrh-eq,-2484166.4724796126,-2450054.960356987,-2335766.603263735,-2421922.7340515037,81816.79533011443,0,0,0,0,0,-2484166.4724796126,-2450054.960356987,-2335766.603263735,-2421922.7340515037,81816.79533011443,-2110346725.252512,-2083357937.712802,-1979437605.8218586,-2056364413.379036,72757363.22003771,-1646833.6068505708,-1624206.8601383208,-1548533.3350063437,-1605593.9554296446,54189.904981532505,-837332.8656290431,-825848.1002186674,-787233.2682573912,-816328.7786218602,27626.899322132253,4267136.763958922,4381425.121052176,4415536.633174799,4353292.894746692,81816.79533011449,1931370.160695187,1931370.160695187,1931370.160695187,1931370.160695187,0,2828932.645660451,2904606.1707924264,2927232.9175046757,2885993.266083751,54189.904981531276,1280399.3106541063,1280399.3106541063,1280399.3106541063,1280399.3106541063,0,1438204.118298472,1476818.9502597488,1488303.7156701246,1467299.6286629413,27626.8993221328,650970.8500410812,650970.8500410812,650970.8500410812,650970.8500410812,0,0,0,0,0,0,-837332.8656290431,-825848.1002186674,-787233.2682573912,-816328.7786218602,27626.899322132253,0,0,0,0,0,0,0,0,0,0,1438204.118298472,1476818.9502597488,1488303.7156701246,1467299.6286629413,27626.8993221328,650970.8500410812,650970.8500410812,650970.8500410812,650970.8500410812,0
NHW,added_sugar,Food_price,USD,-93043549.77245958,-92685315.79096292,-88847211.37656465,-91464308.62152375,2448684.159212067,0,0,0,0,0,-93043549.77245958,-92685315.79096292,-88847211.37656465,-91464308.62152375,2448684.159212067,-2110346725.252512,-2083357937.712802,-1979437605.8218586,-2056364413.379036,72757363.22003771,-61674124.20205692,-61435691.40058997,-58893985.871922635,-60627525.53139686,1622002.8161892388,-31369425.570402693,-31249624.39037297,-29953225.504642,-30836783.090126917,826681.673372443,162936219.249832,166774323.66423035,167132557.64572683,165553316.49479112,2448684.15921206,74089007.87326731,74089007.87326731,74089007.87326731,74089007.87326731,0,108003865.65073037,110545571.17939773,110784003.98086467,109737405.31020461,1622002.816189245,49109879.77880779,49109879.77880779,49109879.77880779,49109879.77880779,0,54932353.599101566,56228752.48483249,56348553.66486224,55815911.184586465,826681.6733724214,24979128.094459575,24979128.094459575,24979128.094459575,24979128.094459575,0,0,0,0,0,0,-31369425.570402693,-31249624.39037297,-29953225.504642,-30836783.090126917,826681.673372443,0,0,0,0,0,0,0,0,0,0,54932353.599101566,56228752.48483249,56348553.66486224,55815911.184586465,826681.6733724214,24979128.094459575,24979128.094459575,24979128.094459575,24979128.094459575,0
NHW,oil,CED,MJ,-1251613.2455417542,-1056125.1429094705,-1043892.5042382466,-1120425.3057028248,122691.53122830014,0,0,0,0,0,-1251613.2455417542,-1056125.1429094705,-1043892.5042382466,-1120425.3057028248,122691.53122830014,-135644319.62898108,-114365805.90320292,-112618875.27512951,-121218992.95502914,13493940.370409772,-1042075.4017785763,-879728.670463528,-868615.3308976861,-932793.0184457056,102208.63249640311,-209537.84376317816,-176396.47244594287,-175277.1733405572,-187632.28725711815,20489.83199889324,46696450.26044072,46708682.89911194,46904171.00174423,46772983.0619053,122691.53122830381,45652557.756202474,45652557.756202474,45652557.756202474,45652557.75620248,0,38979976.81591594,38991090.15548183,39153436.88679686,39044154.50346399,102208.63249640583,38111361.48501832,38111361.48501832,38111361.48501832,38111361.48501832,0,7716473.444524733,7717592.743630121,7750734.1149473535,7728828.558441295,20489.831998892274,7541196.271184178,7541196.271184178,7541196.271184178,7541196.271184179,0,0,0,0,0,0,-209537.84376317816,-176396.47244594287,-175277.1733405572,-187632.28725711815,20489.83199889324,0,0,0,0,0,0,0,0,0,0,7716473.444524733,7717592.743630121,7750734.1149473535,7728828.558441295,20489.831998892274,7541196.271184178,7541196.271184178,7541196.271184178,7541196.271184179,0
NHW,oil,FL,mrh-eq,-64133.78327365816,-53486.762226252875,-52212.99286628411,-56775.62246745868,6890.33996005024,0,0,0,0,0,-64133.78327365816,-53486.762226252875,-52212.99286628411,-56775.62246745868,6890.33996005024,-135644319.62898108,-114365805.90320292,-112618875.27512951,-121218992.95502914,13493940.370409772,-53396.69651540661,-44508.22903340496,-43490.18563598621,-47269.78134378492,5736.282353855896,-10737.086758251451,-8978.533192847843,-8722.807230297964,-9505.841123673714,1154.318914523315,2376748.5580333285,2378022.327393298,2388669.3484407044,2381311.187634504,6890.339960050992,2324535.565167044,2324535.565167044,2324535.565167044,2324535.565167044,0,1983992.9809363445,1985011.024333764,1993899.4918157656,1987772.5766441438,5736.282353856105,1940502.7953003584,1940502.7953003584,1940502.7953003584,1940502.7953003582,0,392755.5770969841,393011.303059534,394769.85662493785,393538.6109903599,1154.3189145234903,384032.7698666861,384032.7698666861,384032.7698666861,384032.7698666861,0,0,0,0,0,0,-10737.086758251451,-8978.533192847843,-8722.807230297964,-9505.841123673714,1154.318914523315,0,0,0,0,0,0,0,0,0,0,392755.5770969841,393011.303059534,394769.85662493785,393538.6109903599,1154.3189145234903,384032.7698666861,384032.7698666861,384032.7698666861,384032.7698666861,0
NHW,oil,Food_price,USD,-1168203.6590309048,-880887.3248465105,-773642.2198017216,-944070.212263916,214751.85610215893,0,0,0,0,0,-1168203.6590309048,-880887.3248465105,-773642.2198017216,-944070.212263916,214751.85610215893,-135644319.62898108,-114365805.90320292,-112618875.27512951,-121218992.95502914,13493940.370409772,-973352.8222129628,-734006.2447051742,-643960.0193204193,-786392.3331693965,179202.46289824756,-194850.83681794244,-146881.0801413365,-129682.20048130269,-157677.87909451974,35550.93410611361,35766774.263157085,35874019.36820188,36161335.70238626,35937202.25561928,214751.85610215482,34993132.04335535,34993132.04335535,34993132.04335535,34993132.04335535,0,29857123.88368902,29947170.10907377,30186516.686581537,29999556.19753799,179202.4628982317,29213163.864368614,29213163.864368614,29213163.864368614,29213163.864368614,0,5909650.379468066,5926849.259128098,5974819.015804702,5937646.05808128,35550.93410611202,5779968.178986763,5779968.178986763,5779968.178986763,5779968.178986763,0,0,0,0,0,0,-194850.83681794244,-146881.0801413365,-129682.20048130269,-157677.87909451974,35550.93410611361,0,0,0,0,0,0,0,0,0,0,5909650.379468066,5926849.259128098,5974819.015804702,5937646.05808128,35550.93410611202,5779968.178986763,5779968.178986763,5779968.178986763,5779968.178986763,0
NHW,sat_fat,CED,MJ,-143473203.51666155,-142881520.05569568,-141970742.6102792,-142769557.25413406,796691.4094529018,0,0,0,0,0,-143473203.51666155,-142881520.05569568,-141970742.6102792,-142769557.25413406,796691.4094529018,-2729863355.407008,-2718228600.419573,-2702214383.76553,-2716691947.20322,14612813.231022423,-110543185.07955621,-110143869.8762068,-109422408.32511455,-110030836.06998123,597949.7032164099,-32930018.437105328,-32737650.17948889,-32548334.285164673,-32738721.184152827,200888.53697754553,280679170.5947181,281589948.0401345,282181631.50110054,281477985.23857296,796691.4094529506,138708427.984439,138708427.984439,138708427.984439,138708427.984439,0,216255029.06341645,216976490.6145089,217375805.81785837,216863456.8082833,597949.7032165199,106832620.73830204,106832620.73830204,106832620.73830204,106832620.73830204,0,64424141.531301536,64613457.42562578,64805825.6832422,64614528.43028971,200888.53697754734,31875807.24613685,31875807.24613685,31875807.24613685,31875807.246136855,0,0,0,0,0,0,-32930018.437105328,-32737650.17948889,-32548334.285164673,-32738721.184152827,200888.53697754553,0,0,0,0,0,0,0,0,0,0,64424141.531301536,64613457.42562578,64805825.6832422,64614528.43028971,200888.53697754734,31875807.24613685,31875807.24613685,31875807.24613685,31875807.246136855,0
NHW,sat_fat,FL,mrh-eq,-3882084.9993048823,-3863011.9517171104,-3838626.352996409,-3861147.8986880127,22929.868219199445,0,0,0,0,0,-3882084.9993048823,-3863011.9517171104,-3838626.352996409,-3861147.8986880127,22929.868219199445,-2729863355.407008,-2718228600.419573,-2702214383.76553,-2716691947.20322,14612813.231022423,-2990191.541266493,-2977054.840247534,-2957710.5249356227,-2974876.7299693055,17199.02437930927,-891893.4580383884,-885957.1114695768,-880915.8280607844,-886271.1687187064,5784.098125083182,7593208.088029829,7617593.686750531,7636666.734338301,7615729.633721433,22929.86821919837,3754581.7350334222,3754581.7350334222,3754581.7350334222,3754581.7350334222,0,5848618.4088283945,5867962.724140305,5881099.4251592625,5865784.613862076,17199.024379307913,2890907.8838927695,2890907.8838927695,2890907.8838927695,2890907.8838927695,0,1744589.6792014355,1749630.9626102282,1755567.3091790392,1749945.0198593575,5784.098125083053,863673.8511406506,863673.8511406506,863673.8511406506,863673.8511406506,0,0,0,0,0,0,-891893.4580383884,-885957.1114695768,-880915.8280607844,-886271.1687187064,5784.098125083182,0,0,0,0,0,0,0,0,0,0,1744589.6792014355,1749630.9626102282,1755567.3091790392,1749945.0198593575,5784.098125083053,863673.8511406506,863673.8511406506,863673.8511406506,863673.8511406506,0
NHW,sat_fat,Food_price,USD,-15940151.355950952,-15933683.87867192,-15751157.95961181,-15871908.98681891,112944.34623488535,0,0,0,0,0,-15940151.355950952,-15933683.87867192,-15751157.95961181,-15871908.98681891,112944.34623488535,-2729863355.407008,-2718228600.419573,-2702214383.76553,-2716691947.20322,14612813.231022423,-12290167.797975026,-12278239.047723018,-12142160.796624843,-12234677.819355942,86552.58272196224,-3655157.395529259,-3649696.122556302,-3608709.727567352,-3637231.167462971,26723.49416700598,31158927.4248581,31341453.343918175,31347920.82119722,31279678.45206518,112944.34623486786,15407769.465246271,15407769.465246271,15407769.465246271,15407769.46524627,0,24011060.032295205,24147138.28339339,24159067.033645388,24103577.055026308,86552.58272196398,11868899.235670352,11868899.235670352,11868899.235670352,11868899.235670352,0,7147579.95714327,7188566.352132219,7194027.625105174,7176101.397038888,26723.4941670039,3538870.229575917,3538870.229575917,3538870.229575917,3538870.229575917,0,0,0,0,0,0,-3655157.395529259,-3649696.122556302,-3608709.727567352,-3637231.167462971,26723.49416700598,0,0,0,0,0,0,0,0,0,0,7147579.95714327,7188566.352132219,7194027.625105174,7176101.397038888,26723.4941670039,3538870.229575917,3538870.229575917,3538870.229575917,3538870.229575917,0
OTH,added_sugar,CED,MJ,-5493815.758756223,-5352483.477388561,-5108997.981849212,-5316640.244345863,204900.5892415164,0,0,0,0,0,-5493815.758756223,-5352483.477388561,-5108997.981849212,-5316640.244345863,204900.5892415164,-218829521.32394746,-212101524.0120267,-202347356.63290572,-211039709.95335996,8723425.35660778,-3646432.551901272,-3552436.2725047274,-3390355.255160746,-3528546.890768785,136356.18085430667,-1847383.2068549509,-1800047.2048838334,-1718642.7266884646,-1788093.3535770786,68544.4196669078,12025400.949141972,12268886.44468131,12410218.726048974,12233043.211638616,204900.58924151165,6916402.967292749,6916402.967292749,6916402.967292749,6916402.967292749,0,7981621.617794462,8143702.63513844,8237698.914534984,8119813.253402499,136356.18085430516,4591266.362633715,4591266.362633715,4591266.362633715,4591266.362633715,0,4043779.331347501,4125183.809542868,4172519.8115139874,4113229.9582361146,68544.41966690784,2325136.604659035,2325136.604659035,2325136.604659035,2325136.604659035,0,0,0,0,0,0,-1847383.2068549509,-1800047.2048838334,-1718642.7266884646,-1788093.3535770786,68544.4196669078,0,0,0,0,0,0,0,0,0,0,4043779.331347501,4125183.809542868,4172519.8115139874,4113229.9582361146,68544.41966690784,2325136.604659035,2325136.604659035,2325136.604659035,2325136.604659035,0
OTH,added_sugar,FL,mrh-eq,-270480.6696235229,-258910.55185354486,-246761.03412436784,-258707.253622247,12485.260114420958,0,0,0,0,0,-270480.6696235229,-258910.55185354486,-246761.03412436784,-258707.253622247,12485.260114420958,-218829521.32394746,-212101524.0120267,-202347356.63290572,-211039709.95335996,8723425.35660778,-179548.2722180404,-171858.23160951652,-163770.47406858706,-171718.68180867247,8304.983663792695,-90932.39740548242,-87052.3202440283,-82990.56005578078,-86988.57181357447,4180.278967103088,587376.7126531336,599526.2303823108,611096.3481522887,599322.9321510127,12485.260114421033,340615.6785287661,340615.6785287661,340615.6785287661,340615.6785287661,0,389913.3605291121,398001.1180700416,405691.1586785656,397861.56826919754,8304.983663792766,226142.88646052513,226142.88646052513,226142.88646052513,226142.88646052513,0,197463.3521240217,201525.11231226914,205405.18947372324,201461.36388181534,4180.278967103037,114472.79206824084,114472.79206824084,114472.79206824084,114472.79206824086,0,0,0,0,0,0,-90932.39740548242,-87052.3202440283,-82990.56005578078,-86988.57181357447,4180.278967103088,0,0,0,0,0,0,0,0,0,0,197463.3521240217,201525.11231226914,205405.18947372324,201461.36388181534,4180.278967103037,114472.79206824084,114472.79206824084,114472.79206824084,114472.79206824086,0
