age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
55-64,Female,HIS,CED,MJ,-3402998.129350268,-3193875.910295384,-3071966.8526646597,-3224477.019567019,176230.99662007572,0,0,0,0,0,-3402998.129350268,-3193875.910295384,-3071966.8526646597,-3224477.019567019,176230.99662007572,-79394480.59189895,-77187080.72975963,-74655427.66068573,-77073307.67469488,2496183.7575584343,-2536310.9974569916,-2387639.283701254,-2285269.737973773,-2403885.6584480107,132873.98922736142,-866687.1318932794,-806236.6265941383,-786697.114690884,-820591.3611190108,43897.09061882681,7371973.505577057,7493882.563207794,7703004.782262657,7524483.672479417,176230.9966200705,4300006.6529124025,4300006.6529124025,4300006.6529124025,4300006.6529124025,0,5594306.724001794,5696676.269729277,5845347.983485013,5712922.644476034,132873.9892273618,3309036.986028027,3309036.986028027,3309036.986028027,3309036.986028027,0,1777666.781575257,1797206.2934785099,1857656.7987776534,1811561.0280033837,43897.09061882747,990969.6668843715,990969.6668843715,990969.6668843715,990969.6668843715,0,0,0,0,0,0,-866687.1318932794,-806236.6265941383,-786697.114690884,-820591.3611190108,43897.09061882681,0,0,0,0,0,0,0,0,0,0,1777666.781575257,1797206.2934785099,1857656.7987776534,1811561.0280033837,43897.09061882747,990969.6668843715,990969.6668843715,990969.6668843715,990969.6668843715,0
55-64,Female,HIS,FL,mrh-eq,-109044.79089407438,-102602.68476308744,-102355.60503608857,-104776.37823817098,3992.305323765495,0,0,0,0,0,-109044.79089407438,-102602.68476308744,-102355.60503608857,-104776.37823817098,3992.305323765495,-79394480.59189895,-77187080.72975963,-74655427.66068573,-77073307.67469488,2496183.7575584343,-79429.86225475639,-74913.32427981205,-74769.57856016286,-76447.63735184543,2789.5737229703473,-29622.494203510058,-27840.671767116743,-27449.84632046864,-28328.740886325588,1219.1178370836801,257660.96767119854,257908.0473981975,264350.15352918446,260081.740873281,3992.3053237655427,155305.3626351099,155305.3626351099,155305.3626351099,155305.3626351099,0,194103.71005369516,194247.45577334412,198763.9937482885,195781.7688453776,2789.573722970302,119334.13149353213,119334.13149353213,119334.13149353213,119334.13149353214,0,63421.07746204641,63811.90290869454,65593.72534508788,64299.972027903386,1219.1178370837076,35971.23114157781,35971.23114157781,35971.23114157781,35971.23114157781,0,0,0,0,0,0,-29622.494203510058,-27840.671767116743,-27449.84632046864,-28328.740886325588,1219.1178370836801,0,0,0,0,0,0,0,0,0,0,63421.07746204641,63811.90290869454,65593.72534508788,64299.972027903386,1219.1178370837076,35971.23114157781,35971.23114157781,35971.23114157781,35971.23114157781,0
55-64,Female,HIS,Food_price,USD,-1491213.3696915212,-1466699.7256386983,-1289721.4287243627,-1413203.3562136062,115726.64850489465,0,0,0,0,0,-1491213.3696915212,-1466699.7256386983,-1289721.4287243627,-1413203.3562136062,115726.64850489465,-79394480.59189895,-77187080.72975963,-74655427.66068573,-77073307.67469488,2496183.7575584343,-1006554.7193256173,-999603.775295936,-877448.0633968986,-959181.0497277408,76438.3313528707,-484658.6503659044,-467095.9503427629,-412273.36532746477,-454022.3064858659,39744.320778656045,3349572.405195054,3526550.7021093844,3551064.346162207,3473054.332684294,115726.64850489136,2059850.9764706886,2059850.9764706886,2059850.9764706886,2059850.9764706886,0,2403551.789648849,2525707.5015478865,2532658.445577567,2485284.775979691,76438.3313528704,1526103.7262519498,1526103.7262519498,1526103.7262519498,1526103.7262519498,0,946020.6155462032,1000843.2005615019,1018405.9005846428,987769.5567046044,39744.32077865616,533747.2502187397,533747.2502187397,533747.2502187397,533747.2502187397,0,0,0,0,0,0,-484658.6503659044,-467095.9503427629,-412273.36532746477,-454022.3064858659,39744.320778656045,0,0,0,0,0,0,0,0,0,0,946020.6155462032,1000843.2005615019,1018405.9005846428,987769.5567046044,39744.32077865616,533747.2502187397,533747.2502187397,533747.2502187397,533747.2502187397,0
55-64,Female,NHB,CED,MJ,-3520685.344049243,-3442172.810372089,-3433810.8949090824,-3466787.062377053,50448.239178389274,0,0,0,0,0,-3520685.344049243,-3442172.810372089,-3433810.8949090824,-3466787.062377053,50448.239178389274,-111968597.09151673,-103826858.15667237,-103714814.84725851,-106644295.21822692,4982432.442283232,-2545988.093260276,-2504410.8869101675,-2490041.549002139,-2513957.507416161,30584.209391813805,-975013.4309176477,-944085.5260356222,-938078.1035906082,-952829.5549608894,20862.487064028865,7692227.825809715,7700589.741272729,7779102.27494988,7725203.9932776885,50448.239178390824,4258416.930900642,4258416.930900642,4258416.930900642,4258416.930900642,0,5709801.207832312,5724170.545740344,5765747.752090441,5733717.166246332,30584.209391808276,3219759.658830164,3219759.658830164,3219759.658830164,3219759.658830164,0,1976735.37566108,1982742.7981060953,2013670.7029881214,1991486.827031362,20862.487064029727,1038657.2720704731,1038657.2720704731,1038657.2720704731,1038657.2720704731,0,0,0,0,0,0,-975013.4309176477,-944085.5260356222,-938078.1035906082,-952829.5549608894,20862.487064028865,0,0,0,0,0,0,0,0,0,0,1976735.37566108,1982742.7981060953,2013670.7029881214,1991486.827031362,20862.487064029727,1038657.2720704731,1038657.2720704731,1038657.2720704731,1038657.2720704731,0
55-64,Female,NHB,FL,mrh-eq,-123905.77244791522,-118056.09626187038,-117214.6930960285,-119813.38504088897,3836.3863629006923,0,0,0,0,0,-123905.77244791522,-118056.09626187038,-117214.6930960285,-119813.38504088897,3836.3863629006923,-111968597.09151673,-103826858.15667237,-103714814.84725851,-106644295.21822692,4982432.442283232,-88432.02354984873,-84430.89192727243,-84160.76562172218,-85740.01659991314,2517.736410658895,-35473.748898066464,-33625.20433459795,-33053.92747430621,-34073.36844097576,1331.4166725281898,267383.7330042201,268225.1361700622,274074.81235610705,269982.42494908074,3836.386362900751,150169.0399081917,150169.0399081917,150169.0399081917,150169.0399081917,0,197963.78967544113,198233.91598099138,202235.04760356786,199543.04065363217,2517.7364106589953,113803.02405371898,113803.02405371898,113803.02405371898,113803.02405371897,0,69419.94332877889,69991.22018907062,71839.76475253917,70439.38429544844,1331.4166725282091,36366.01585447278,36366.01585447278,36366.01585447278,36366.01585447278,0,0,0,0,0,0,-35473.748898066464,-33625.20433459795,-33053.92747430621,-34073.36844097576,1331.4166725281898,0,0,0,0,0,0,0,0,0,0,69419.94332877889,69991.22018907062,71839.76475253917,70439.38429544844,1331.4166725282091,36366.01585447278,36366.01585447278,36366.01585447278,36366.01585447278,0
55-64,Female,NHB,Food_price,USD,-2845865.743303823,-2588554.4765541228,-2466058.1183002735,-2635857.9532193337,204053.2392067605,0,0,0,0,0,-2845865.743303823,-2588554.4765541228,-2466058.1183002735,-2635857.9532193337,204053.2392067605,-111968597.09151673,-103826858.15667237,-103714814.84725851,-106644295.21822692,4982432.442283232,-1933385.709276922,-1753991.8751574857,-1677839.2979320663,-1790216.877576439,138108.3995481069,-912480.0340269083,-834562.6013966402,-788218.8203682041,-845641.0756428972,66100.62779540765,4910091.256252355,5032587.614506201,5289898.881255903,5079891.091171414,204053.23920676063,2444033.1379520823,2444033.1379520823,2444033.1379520823,2444033.1379520823,0,3450815.983937115,3526968.5611625225,3706362.3952819603,3563193.56358148,138108.39954810246,1772976.6860050415,1772976.6860050415,1772976.6860050415,1772976.6860050417,0,1459275.2723152454,1505619.0533436819,1583536.4859739486,1516697.527589938,66100.62779540704,671056.4519470405,671056.4519470405,671056.4519470405,671056.4519470405,0,0,0,0,0,0,-912480.0340269083,-834562.6013966402,-788218.8203682041,-845641.0756428972,66100.62779540765,0,0,0,0,0,0,0,0,0,0,1459275.2723152454,1505619.0533436819,1583536.4859739486,1516697.527589938,66100.62779540704,671056.4519470405,671056.4519470405,671056.4519470405,671056.4519470405,0
55-64,Female,NHW,CED,MJ,-24069623.738725625,-22747196.719886962,-22736630.590826742,-23207498.786475893,806917.8728210026,0,0,0,0,0,-24069623.738725625,-22747196.719886962,-22736630.590826742,-23207498.786475893,806917.8728210026,-637822888.0901798,-592878046.2550042,-572718772.7251421,-601574736.8884475,35083282.93262394,-17970437.531795446,-17020235.038915444,-17003809.677536614,-17347876.137687787,582528.6329756982,-6099494.587578489,-5733129.293938476,-5727270.061619867,-5859622.648788092,224455.41223115023,47401369.01814378,47411935.14720405,48734362.16604273,47872237.21379296,806917.8728210274,24664738.427317172,24664738.427317172,24664738.427317172,24664738.427317172,0,35947811.46187711,35964236.82325591,36914439.31613596,36291877.92202827,582528.6329757175,18944001.784340493,18944001.784340493,18944001.784340493,18944001.784340493,0,11448006.704596512,11453865.936915103,11820231.230555128,11580359.291764729,224455.41223115227,5720736.642976632,5720736.642976632,5720736.642976632,5720736.642976631,0,0,0,0,0,0,-6099494.587578489,-5733129.293938476,-5727270.061619867,-5859622.648788092,224455.41223115023,0,0,0,0,0,0,0,0,0,0,11448006.704596512,11453865.936915103,11820231.230555128,11580359.291764729,224455.41223115227,5720736.642976632,5720736.642976632,5720736.642976632,5720736.642976631,0
55-64,Female,NHW,FL,mrh-eq,-802417.5507901725,-751129.2366941008,-743207.4684416845,-766345.5685690675,33834.858919096514,0,0,0,0,0,-802417.5507901725,-751129.2366941008,-743207.4684416845,-766345.5685690675,33834.858919096514,-637822888.0901798,-592878046.2550042,-572718772.7251421,-601574736.8884475,35083282.93262394,-588046.358221723,-551521.1518569948,-545717.6257600805,-562300.6887930698,24155.135747940865,-214371.1925684491,-199608.0848371062,-197489.84268160435,-204044.8797759978,9680.169577571276,1625495.3145062518,1633417.0827586679,1684705.3968547382,1648633.4146336343,33834.858919095714,882287.8460645664,882287.8460645664,882287.8460645664,882287.8460645663,0,1221442.9190595138,1227246.445156428,1263771.6515211568,1238025.9820925032,24155.135747941156,675725.2932994347,675725.2932994347,675725.2932994347,675725.2932994347,0,404052.3954467372,406170.63760223903,420933.74533358176,410607.4325411306,9680.16957757116,206562.55276513292,206562.55276513292,206562.55276513292,206562.55276513295,0,0,0,0,0,0,-214371.1925684491,-199608.0848371062,-197489.84268160435,-204044.8797759978,9680.169577571276,0,0,0,0,0,0,0,0,0,0,404052.3954467372,406170.63760223903,420933.74533358176,410607.4325411306,9680.16957757116,206562.55276513292,206562.55276513292,206562.55276513292,206562.55276513295,0
55-64,Female,NHW,Food_price,USD,-13718133.87370498,-12728745.79592232,-12367127.09197738,-12949015.751654854,736199.742529378,0,0,0,0,0,-13718133.87370498,-12728745.79592232,-12367127.09197738,-12949015.751654854,736199.742529378,-637822888.0901798,-592878046.2550042,-572718772.7251421,-601574736.8884475,35083282.93262394,-9376445.67575331,-8686524.419224143,-8416805.259517595,-8833963.751442606,520963.9289722844,-4341688.1979516735,-4042221.376698186,-3950321.832459788,-4115052.0002122526,215422.68155166676,25925413.120122183,26287031.824067082,27276419.90184975,26507301.779799636,736199.7425293641,13558286.028144768,13558286.028144768,13558286.028144768,13558286.028144768,0,18293905.22114197,18563624.380848516,19253545.63737769,18711063.71306698,520963.9289722868,9877099.961624369,9877099.961624369,9877099.961624369,9877099.961624369,0,7631507.898980182,7723407.443218572,8022874.264472069,7796238.066732645,215422.68155166914,3681186.0665203957,3681186.0665203957,3681186.0665203957,3681186.066520395,0,0,0,0,0,0,-4341688.1979516735,-4042221.376698186,-3950321.832459788,-4115052.0002122526,215422.68155166676,0,0,0,0,0,0,0,0,0,0,7631507.898980182,7723407.443218572,8022874.264472069,7796238.066732645,215422.68155166914,3681186.0665203957,3681186.0665203957,3681186.0665203957,3681186.066520395,0
55-64,Female,OTH,CED,MJ,-2578659.674998951,-2521648.6596836587,-2306733.9582538577,-2466243.857538217,150947.8701362348,0,0,0,0,0,-2578659.674998951,-2521648.6596836587,-2306733.9582538577,-2466243.857538217,150947.8701362348,-84205735.34515502,-71163754.84705135,-66970439.49760348,-74268549.6360534,9461323.045634855,-1957158.87863909,-1919326.9614321508,-1760346.167777909,-1876818.5837313428,109932.7334552884,-621500.796359864,-602321.6982515091,-546387.7904759512,-589425.2738068764,41080.52020817844,5968848.342355899,6183763.043785702,6240774.059100987,6128358.241640258,150947.87013623308,3662114.384102043,3662114.384102043,3662114.384102043,3662114.384102043,0,4571458.562306849,4730439.355961081,4768271.273168021,4687930.978260277,109932.73345528218,2811112.394528937,2811112.394528937,2811112.394528937,2811112.394528937,0,1397389.780049063,1453323.6878246209,1472502.7859329758,1440427.2633799883,41080.52020817837,851001.9895731104,851001.9895731104,851001.9895731104,851001.9895731104,0,0,0,0,0,0,-621500.796359864,-602321.6982515091,-546387.7904759512,-589425.2738068764,41080.52020817844,0,0,0,0,0,0,0,0,0,0,1397389.780049063,1453323.6878246209,1472502.7859329758,1440427.2633799883,41080.52020817837,851001.9895731104,851001.9895731104,851001.9895731104,851001.9895731104,0
55-64,Female,OTH,FL,mrh-eq,-85181.47862261141,-78264.4643964895,-71737.10511019781,-78401.18542800887,7076.976627758702,0,0,0,0,0,-85181.47862261141,-78264.4643964895,-71737.10511019781,-78401.18542800887,7076.976627758702,-84205735.34515502,-71163754.84705135,-66970439.49760348,-74268549.6360534,9461323.045634855,-63984.990976269306,-58879.7949606333,-54200.23373404719,-59029.14050065081,5151.496101267688,-21196.487646342113,-19384.669435856216,-17536.87137615061,-19372.044927358074,1926.1448559166624,203789.20395944378,210316.5632457357,217233.5774718577,210453.28427725504,7076.9766277588615,132052.09884924616,132052.09884924616,132052.09884924616,132052.09884924616,0,155337.84729869675,160017.40852528287,165122.60454091895,160166.7540653004,5151.49610126772,101137.6135646496,101137.6135646496,101137.6135646496,101137.6135646496,0,48451.35666074714,50299.15472045276,52110.972930938704,50286.53021195463,1926.1448559167006,30914.485284596558,30914.485284596558,30914.485284596558,30914.485284596554,0,0,0,0,0,0,-21196.487646342113,-19384.669435856216,-17536.87137615061,-19372.044927358074,1926.1448559166624,0,0,0,0,0,0,0,0,0,0,48451.35666074714,50299.15472045276,52110.972930938704,50286.53021195463,1926.1448559167006,30914.485284596558,30914.485284596558,30914.485284596558,30914.485284596554,0
55-64,Female,OTH,Food_price,USD,-1474462.4169249572,-1140846.667488088,-1083343.6123075918,-1237728.3145955873,222293.92043917088,0,0,0,0,0,-1474462.4169249572,-1140846.667488088,-1083343.6123075918,-1237728.3145955873,222293.92043917088,-84205735.34515502,-71163754.84705135,-66970439.49760348,-74268549.6360534,9461323.045634855,-1040825.8727093898,-805179.491532435,-766185.2556434816,-874180.244265067,156412.47877183434,-433636.54421556887,-335667.1759556539,-317158.35666410986,-363548.0703305209,65887.9847503123,3482007.3895791275,3539510.4447596325,3873126.1941965,3636392.091867128,222293.92043917274,2398663.7772715422,2398663.7772715422,2398663.7772715422,2398663.7772715422,0,2503256.85670331,2542251.0925922627,2777897.4737692163,2611251.8453248944,156412.47877183353,1737071.6010598273,1737071.6010598273,1737071.6010598273,1737071.6010598273,0,978750.5328758236,997259.3521673678,1095228.720427284,1025140.2465422353,65887.98475031307,661592.1762117153,661592.1762117153,661592.1762117153,661592.1762117153,0,0,0,0,0,0,-433636.54421556887,-335667.1759556539,-317158.35666410986,-363548.0703305209,65887.9847503123,0,0,0,0,0,0,0,0,0,0,978750.5328758236,997259.3521673678,1095228.720427284,1025140.2465422353,65887.98475031307,661592.1762117153,661592.1762117153,661592.1762117153,661592.1762117153,0
55-64,Male,HIS,CED,MJ,-2406666.9444830827,-2316620.129947121,-2247648.548951109,-2324014.9487330685,83938.54973283416,0,0,0,0,0,-2406666.9444830827,-2316620.129947121,-2247648.548951109,-2324014.9487330685,83938.54973283416,-55036006.486755215,-54115600.384435035,-49096744.33724587,-52677547.77220031,3364880.2194525693,-1736373.7624252033,-1671416.6445220746,-1637639.1781285878,-1682356.873121949,52822.2205867349,-670293.1820578795,-645203.4854250443,-610009.3708225195,-641658.0756111181,31876.54068651771,6361332.677663404,6430304.258659419,6520351.073195381,6437699.0774453655,83938.54973283595,4113684.1287122993,4113684.1287122993,4113684.1287122993,4113684.128712299,0,4733024.30182364,4766801.768217128,4831758.886120262,4777741.996817004,52822.2205867384,3095385.123695057,3095385.123695057,3095385.123695057,3095385.123695057,0,1628308.3758397659,1663502.490442292,1688592.187075126,1659957.080628365,31876.54068651779,1018299.0050172461,1018299.0050172461,1018299.0050172461,1018299.0050172461,0,0,0,0,0,0,-670293.1820578795,-645203.4854250443,-610009.3708225195,-641658.0756111181,31876.54068651771,0,0,0,0,0,0,0,0,0,0,1628308.3758397659,1663502.490442292,1688592.187075126,1659957.080628365,31876.54068651779,1018299.0050172461,1018299.0050172461,1018299.0050172461,1018299.0050172461,0
55-64,Male,HIS,FL,mrh-eq,-79506.52701833505,-76951.89432870796,-71157.20029953882,-75815.03070079848,4503.325614844621,0,0,0,0,0,-79506.52701833505,-76951.89432870796,-71157.20029953882,-75815.03070079848,4503.325614844621,-55036006.486755215,-54115600.384435035,-49096744.33724587,-52677547.77220031,3364880.2194525693,-56285.29690599449,-54496.87993394403,-51000.461289629726,-53897.581101570744,2829.4998593656733,-23221.23011234052,-22455.014394763944,-20156.73900990907,-21917.449599227697,1678.7335280073191,218089.13542080484,223883.82944997388,226438.46213960115,222746.96582206452,4503.325614844645,146931.935121266,146931.935121266,146931.935121266,146931.935121266,0,161669.90597383078,165166.3246181452,166954.7415901958,164567.02578577193,2829.4998593658083,110669.44468420123,110669.44468420123,110669.44468420123,110669.44468420123,0,56419.22944697396,58717.504831828766,59483.720549405494,58179.940036292595,1678.7335280073464,36262.4904370649,36262.4904370649,36262.4904370649,36262.4904370649,0,0,0,0,0,0,-23221.23011234052,-22455.014394763944,-20156.73900990907,-21917.449599227697,1678.7335280073191,0,0,0,0,0,0,0,0,0,0,56419.22944697396,58717.504831828766,59483.720549405494,58179.940036292595,1678.7335280073464,36262.4904370649,36262.4904370649,36262.4904370649,36262.4904370649,0
55-64,Male,HIS,Food_price,USD,-983940.6058289057,-930720.0933774867,-753168.6538917187,-887095.2066987677,127199.12658599485,0,0,0,0,0,-983940.6058289057,-930720.0933774867,-753168.6538917187,-887095.2066987677,127199.12658599485,-55036006.486755215,-54115600.384435035,-49096744.33724587,-52677547.77220031,3364880.2194525693,-658615.8131881866,-620721.1344080302,-506129.19609967386,-593809.8152753286,83571.57530373111,-325324.7926407191,-309998.9589694568,-247039.457792045,-293285.39142343943,43671.25916359453,2655670.765514947,2833222.205000716,2886442.717452134,2789597.318321996,127199.12658599492,1902502.111623229,1902502.111623229,1902502.111623229,1902502.1116232288,0,1919034.636801236,2033626.575109593,2071521.2538897495,2006715.2559768911,83571.57530373156,1412905.440701563,1412905.440701563,1412905.440701563,1412905.440701563,0,736636.1287137105,799595.629891123,814921.4635623846,782882.0623451051,43671.25916359475,489596.6709216659,489596.6709216659,489596.6709216659,489596.6709216659,0,0,0,0,0,0,-325324.7926407191,-309998.9589694568,-247039.457792045,-293285.39142343943,43671.25916359453,0,0,0,0,0,0,0,0,0,0,736636.1287137105,799595.629891123,814921.4635623846,782882.0623451051,43671.25916359475,489596.6709216659,489596.6709216659,489596.6709216659,489596.6709216659,0
55-64,Male,NHB,CED,MJ,-2177813.5659482535,-2127737.879657102,-2124486.0586533686,-2144167.3060737397,31467.557144786613,0,0,0,0,0,-2177813.5659482535,-2127737.879657102,-2124486.0586533686,-2144167.3060737397,31467.557144786613,-56950080.63584595,-56256281.05421019,-55581013.90622707,-56262783.66250936,720583.4420182734,-1575825.6221207934,-1542423.7570768883,-1538469.674534229,-1552756.3123404833,21601.555026168367,-602196.0534349686,-589476.3147303811,-582270.4111839891,-591410.9937332567,10620.178164989598,5039791.8697137525,5043043.690717479,5093119.377008635,5059473.117134121,31467.557144786828,2915305.811060384,2915305.811060384,2915305.811060384,2915305.811060384,0,3738496.1983496742,3742450.280892333,3775852.1459362437,3752782.83615593,21601.55502617169,2200026.5238154493,2200026.5238154493,2200026.5238154493,2200026.5238154493,0,1297549.6984289202,1304755.6019753115,1317475.3406799,1306690.2809781877,10620.178164989902,715279.2872449299,715279.2872449299,715279.2872449299,715279.2872449299,0,0,0,0,0,0,-602196.0534349686,-589476.3147303811,-582270.4111839891,-591410.9937332567,10620.178164989598,0,0,0,0,0,0,0,0,0,0,1297549.6984289202,1304755.6019753115,1317475.3406799,1306690.2809781877,10620.178164989902,715279.2872449299,715279.2872449299,715279.2872449299,715279.2872449299,0
55-64,Male,NHB,FL,mrh-eq,-69322.83269986835,-67803.32762146583,-67414.75761710096,-68200.14694568956,1061.4223155991585,0,0,0,0,0,-69322.83269986835,-67803.32762146583,-67414.75761710096,-68200.14694568956,1061.4223155991585,-56950080.63584595,-56256281.05421019,-55581013.90622707,-56262783.66250936,720583.4420182734,-49475.582659270476,-48346.40010947413,-48327.26895783601,-48735.891828126136,692.1327575927229,-19847.250040597984,-19456.92751199172,-19087.488659264865,-19464.25511756344,399.9247618083523,167765.1244500543,168153.6944544193,169673.19953282172,168550.51377864296,1061.4223155991504,100350.36683295337,100350.36683295337,100350.36683295337,100350.36683295337,0,124369.11379605878,124388.2449476968,125517.42749749299,124777.7366663488,692.1327575926002,76041.84483822255,76041.84483822255,76041.84483822255,76041.84483822255,0,43396.010653995734,43765.449506722594,44155.7720353288,43772.7771122943,399.9247618083247,24308.521994730807,24308.521994730807,24308.521994730807,24308.521994730807,0,0,0,0,0,0,-19847.250040597984,-19456.92751199172,-19087.488659264865,-19464.25511756344,399.9247618083523,0,0,0,0,0,0,0,0,0,0,43396.010653995734,43765.449506722594,44155.7720353288,43772.7771122943,399.9247618083247,24308.521994730807,24308.521994730807,24308.521994730807,24308.521994730807,0
55-64,Male,NHB,Food_price,USD,-1125237.1176616075,-1097048.2121385243,-1032319.461687675,-1084227.2139182556,50148.654956480896,0,0,0,0,0,-1125237.1176616075,-1097048.2121385243,-1032319.461687675,-1084227.2139182556,50148.654956480896,-56950080.63584595,-56256281.05421019,-55581013.90622707,-56262783.66250936,720583.4420182734,-756167.9825843542,-737681.5424368011,-697042.7797898332,-729908.7977001644,31838.254383060314,-369069.13507725316,-359366.66970172187,-335276.68189784174,-354318.4162180906,18314.958836968508,2117354.255416878,2182083.0058677285,2210271.9113908135,2169262.0076474603,50148.65495648242,1085034.793729203,1085034.793729203,1085034.793729203,1085034.793729203,0,1458594.749532233,1499233.5121792022,1517719.9523267557,1491460.7674425652,31838.25438306133,761551.9697424006,761551.9697424006,761551.9697424006,761551.9697424006,0,658759.5058846464,682849.4936885256,692551.9590640571,677801.2402048948,18314.958836967973,323482.8239868044,323482.8239868044,323482.8239868044,323482.8239868044,0,0,0,0,0,0,-369069.13507725316,-359366.66970172187,-335276.68189784174,-354318.4162180906,18314.958836968508,0,0,0,0,0,0,0,0,0,0,658759.5058846464,682849.4936885256,692551.9590640571,677801.2402048948,18314.958836967973,323482.8239868044,323482.8239868044,323482.8239868044,323482.8239868044,0
55-64,Male,NHW,CED,MJ,-20408708.7849769,-18890913.76596327,-18293465.380983353,-19213842.409483872,1147875.3870000413,0,0,0,0,0,-20408708.7849769,-18890913.76596327,-18293465.380983353,-19213842.409483872,1147875.3870000413,-510822598.05177164,-468626125.0250269,-468309576.4700564,-483320835.36600035,25741091.54059265,-14745813.773666192,-13726358.67680361,-13253368.429141302,-13918100.729154585,802857.4977186079,-5662895.0113106985,-5164555.089159654,-5040096.951842075,-5295741.680329291,346918.8821212974,41569718.74533185,42167167.13031177,43684962.14932541,42490095.77383237,1147875.3870000485,23276253.364348512,23276253.364348512,23276253.364348512,23276253.364348512,0,30741056.38313032,31214046.63079258,32233501.727655217,31405788.683143586,802857.4977186188,17487687.953989007,17487687.953989007,17487687.953989007,17487687.953989007,0,10828662.362201579,10953120.499519156,11451460.421670202,11084307.090688795,346918.88212129776,5788565.410359504,5788565.410359504,5788565.410359504,5788565.410359505,0,0,0,0,0,0,-5662895.0113106985,-5164555.089159654,-5040096.951842075,-5295741.680329291,346918.8821212974,0,0,0,0,0,0,0,0,0,0,10828662.362201579,10953120.499519156,11451460.421670202,11084307.090688795,346918.88212129776,5788565.410359504,5788565.410359504,5788565.410359504,5788565.410359505,0
