sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,CED,MJ,-159481391.3841798,-157995700.32919067,-157141066.25819877,-158217123.8323476,1246587.1416218847,0,0,0,0,0,-159481391.3841798,-157995700.32919067,-157141066.25819877,-158217123.8323476,1246587.1416218847,-4242038216.410353,-4234006576.621059,-4160973474.3791547,-4211199045.935932,47015907.921329126,-119034499.18111253,-117810106.6090603,-117365097.90776353,-118083574.63388677,909990.7689998563,-40446892.20306726,-40185593.720130354,-39775968.350435294,-40133549.198460825,355982.6779256187,342362215.8662397,343216849.9372315,344702540.9922206,343438273.4403885,1246587.1416218043,185221149.60804102,185221149.60804102,185221149.60804102,185221149.60804102,0,259592049.47320282,260037058.1744999,261261450.74655193,260310526.1993262,909990.768999884,142226951.5654395,142226951.5654395,142226951.5654395,142226951.5654395,0,82770166.3930368,83179791.76273188,83441090.24566884,83127747.24106236,355982.677925662,42994198.042601526,42994198.042601526,42994198.042601526,42994198.042601526,0,0,0,0,0,0,-40446892.20306726,-40185593.720130354,-39775968.350435294,-40133549.198460825,355982.6779256187,0,0,0,0,0,0,0,0,0,0,82770166.3930368,83179791.76273188,83441090.24566884,83127747.24106236,355982.677925662,42994198.042601526,42994198.042601526,42994198.042601526,42994198.042601526,0
Female,FL,mrh-eq,-5222044.673739584,-5199238.401385097,-5130977.198402821,-5183289.302919206,49880.74967819973,0,0,0,0,0,-5222044.673739584,-5199238.401385097,-5130977.198402821,-5183289.302919206,49880.74967819973,-4242038216.410353,-4234006576.621059,-4160973474.3791547,-4211199045.935932,47015907.921329126,-3827114.8665123624,-3806241.9951400813,-3762942.9477004968,-3798373.1614322555,34455.31701010791,-1394929.8072272222,-1392996.4062450158,-1368034.250702322,-1384916.14148695,15790.74971147839,11705767.058006683,11774028.260988964,11796834.533343453,11758079.162523074,49880.74967820219,6574789.859603865,6574789.859603865,6574789.859603865,6574789.859603864,0,8799781.295477554,8843080.342917137,8863953.214289425,8835211.509209314,34455.31701010895,5036838.347777056,5036838.347777056,5036838.347777056,5036838.347777056,0,2905985.762529128,2930947.9180718213,2932881.3190540303,2922867.6533137565,15790.749711478747,1537951.5118268053,1537951.5118268053,1537951.5118268053,1537951.511826805,0,0,0,0,0,0,-1394929.8072272222,-1392996.4062450158,-1368034.250702322,-1384916.14148695,15790.74971147839,0,0,0,0,0,0,0,0,0,0,2905985.762529128,2930947.9180718213,2932881.3190540303,2922867.6533137565,15790.749711478747,1537951.5118268053,1537951.5118268053,1537951.5118268053,1537951.511826805,0
Female,Food_price,USD,-92352328.54496062,-92239331.75999103,-90463424.0376402,-91655854.23810287,1115208.1197760536,0,0,0,0,0,-92352328.54496062,-92239331.75999103,-90463424.0376402,-91655854.23810287,1115208.1197760536,-4242038216.410353,-4234006576.621059,-4160973474.3791547,-4211199045.935932,47015907.921329126,-63030092.27218518,-62961423.324127026,-61765159.61207994,-62565776.03851688,748752.9710093851,-29322236.27277539,-29277908.43586398,-28698264.42556027,-29090078.199585978,366484.38395008317,191974251.2077147,193750158.9300655,193863155.71503496,193166681.4081773,1115208.1197759896,101510827.17007446,101510827.17007446,101510827.17007446,101510827.17007446,0,135473809.10334358,136670072.81539056,136738741.76344883,136274425.52978048,748752.9710093626,73708649.49126364,73708649.49126364,73708649.49126364,73708649.49126364,0,56500442.104371086,57080086.114674814,57124413.95158623,56892255.87839681,366484.3839500929,27802177.67881085,27802177.67881085,27802177.67881085,27802177.67881085,0,0,0,0,0,0,-29322236.27277539,-29277908.43586398,-28698264.42556027,-29090078.199585978,366484.38395008317,0,0,0,0,0,0,0,0,0,0,56500442.104371086,57080086.114674814,57124413.95158623,56892255.87839681,366484.3839500929,27802177.67881085,27802177.67881085,27802177.67881085,27802177.67881085,0
Male,CED,MJ,-132915366.10990694,-129689893.0003539,-128124965.87587802,-130272540.71441607,2571259.866580475,0,0,0,0,0,-132915366.10990694,-129689893.0003539,-128124965.87587802,-130272540.71441607,2571259.866580475,-3135141263.4289465,-3075435248.131763,-3027454266.6859064,-3079549295.0971413,56789241.35476053,-97394456.09609528,-95018218.61842947,-93952725.67205313,-95478128.98028542,1854708.1703589978,-35520910.01381162,-34671674.38192454,-34172240.20382492,-34794411.734130666,717740.6215562772,302260591.0266557,303825518.1511314,307050991.2606845,304408165.8651936,2571259.866580419,174135625.1507776,174135625.1507776,174135625.1507776,174135625.1507776,0,225769895.5435094,226835388.48988584,229211625.9675517,227295298.8517418,1854708.1703590686,131817169.87145638,131817169.87145638,131817169.87145638,131817169.87145638,0,76490695.48314612,76990129.66124572,77839365.2931328,77112867.01345186,717740.6215562636,42318455.279321134,42318455.279321134,42318455.279321134,42318455.279321134,0,0,0,0,0,0,-35520910.01381162,-34671674.38192454,-34172240.20382492,-34794411.734130666,717740.6215562772,0,0,0,0,0,0,0,0,0,0,76490695.48314612,76990129.66124572,77839365.2931328,77112867.01345186,717740.6215562636,42318455.279321134,42318455.279321134,42318455.279321134,42318455.279321134,0
Male,FL,mrh-eq,-4232697.119006628,-4128366.7337785363,-4066871.0689666104,-4143396.460240349,88242.11734313653,0,0,0,0,0,-4232697.119006628,-4128366.7337785363,-4066871.0689666104,-4143396.460240349,88242.11734313653,-3135141263.4289465,-3075435248.131763,-3027454266.6859064,-3079549295.0971413,56789241.35476053,-3054942.848092197,-2979680.661380809,-2938488.2083340273,-2991634.953894706,62160.09779329832,-1177754.270914432,-1148686.072397725,-1128382.8606325819,-1151761.506345642,26121.092845643565,10222928.750710042,10284424.415521972,10388754.800750056,10299454.14198378,88242.11734313484,6156057.681743435,6156057.681743435,6156057.681743435,6156057.681743435,0,7609803.360376695,7650995.813423479,7726258.000134868,7662950.105937376,62160.09779330028,4671315.152042668,4671315.152042668,4671315.152042668,4671315.152042668,0,2613125.3903333494,2633428.6020984915,2662496.800615198,2636504.0360464086,26121.09284564299,1484742.5297007656,1484742.5297007656,1484742.5297007656,1484742.5297007656,0,0,0,0,0,0,-1177754.270914432,-1148686.072397725,-1128382.8606325819,-1151761.506345642,26121.092845643565,0,0,0,0,0,0,0,0,0,0,2613125.3903333494,2633428.6020984915,2662496.800615198,2636504.0360464086,26121.09284564299,1484742.5297007656,1484742.5297007656,1484742.5297007656,1484742.5297007656,0
Male,Food_price,USD,-70181044.71291536,-70022794.66348837,-67563277.35989551,-69215332.46904421,1545073.7466585992,0,0,0,0,0,-70181044.71291536,-70022794.66348837,-67563277.35989551,-69215332.46904421,1545073.7466585992,-3135141263.4289465,-3075435248.131763,-3027454266.6859064,-3079549295.0971413,56789241.35476053,-47438252.18674786,-47282386.855001085,-45668291.90825829,-46770727.340967394,1031574.9987547043,-22742792.526167512,-22740407.808487263,-21894985.451637164,-22444605.128076788,514520.72454467963,158165561.81717026,160625079.1207631,160783329.17019013,159817616.92631894,1545073.7466586097,90602284.45727478,90602284.45727478,90602284.45727478,90602284.45727478,0,110979272.0408224,112593366.98756517,112749232.31931192,112081707.47353148,1031574.9987546792,65310980.13256407,65310980.13256407,65310980.13256407,65310980.13256407,0,47186289.77634785,48031712.13319795,48034096.85087822,47735909.45278748,514520.72454468074,25291304.324710716,25291304.324710716,25291304.324710716,25291304.324710716,0,0,0,0,0,0,-22742792.526167512,-22740407.808487263,-21894985.451637164,-22444605.128076788,514520.72454467963,0,0,0,0,0,0,0,0,0,0,47186289.77634785,48031712.13319795,48034096.85087822,47735909.45278748,514520.72454468074,25291304.324710716,25291304.324710716,25291304.324710716,25291304.324710716,0
