outcome,outcome_unit,X1,X2,X3
CED,MJ,-0.704646650924868,-0.721767864200072,-0.715621812511999
Food_price,USD,-0.313667490372991,-0.321559423800405,-0.315927194287931
FL,mrh-eq,-0.0229543501747588,-0.023514743003904,-0.0232677668505694
