age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-0.574515255490307,-0.567197401623663,-0.584528891215657
20-34,Food_price,USD,-0.245775592169946,-0.244321710263614,-0.249874186765017
20-34,FL,mrh-eq,-0.017745309557213,-0.0175157390001865,-0.0180469338728816
35-44,CED,MJ,-0.650421906384491,-0.718396916097519,-0.667278347197431
35-44,Food_price,USD,-0.2676819794026,-0.292127707438334,-0.273413307025884
35-44,FL,mrh-eq,-0.0210542763512151,-0.0232319033333365,-0.0216180630369976
45-54,CED,MJ,-0.710460111136653,-0.713354257919435,-0.70239116863169
45-54,Food_price,USD,-0.344083679134069,-0.357083582458475,-0.328754030332827
45-54,FL,mrh-eq,-0.0234019577554506,-0.0236377114037795,-0.022860018918237
55-64,CED,MJ,-0.748213965272446,-0.78744006442948,-0.77824457624808
55-64,Food_price,USD,-0.332918357360458,-0.35940146930641,-0.350016292971353
55-64,FL,mrh-eq,-0.0246913401824816,-0.0261732760757222,-0.025727771369488
65-74,CED,MJ,-0.854303344367886,-0.840209270837754,-0.849027248899911
65-74,Food_price,USD,-0.384714833892554,-0.365746647083726,-0.369167101845545
65-74,FL,mrh-eq,-0.0285391527837823,-0.0278581431586924,-0.0281798176728552
75+,CED,MJ,-0.914294203618626,-0.93043437505551,-0.931743583871243
75+,Food_price,USD,-0.424210704464571,-0.414999770574857,-0.437820364975162
75+,FL,mrh-eq,-0.0309920138146566,-0.0311641372356413,-0.0317488419757108
