age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,0,0,0
20-34,Female,HIS,added_sugar,Food_price,USD,0,0,0
20-34,Female,HIS,added_sugar,FL,mrh-eq,0,0,0
20-34,Female,HIS,oil,CED,MJ,0,0,0
20-34,Female,HIS,oil,Food_price,USD,0,0,0
20-34,Female,HIS,oil,FL,mrh-eq,0,0,0
20-34,Female,HIS,sat_fat,CED,MJ,0,0,0
20-34,Female,HIS,sat_fat,Food_price,USD,0,0,0
20-34,Female,HIS,sat_fat,FL,mrh-eq,0,0,0
20-34,Female,NHB,added_sugar,CED,MJ,0,0,0
20-34,Female,NHB,added_sugar,Food_price,USD,0,0,0
20-34,Female,NHB,added_sugar,FL,mrh-eq,0,0,0
20-34,Female,NHB,oil,CED,MJ,0,0,0
20-34,Female,NHB,oil,Food_price,USD,0,0,0
20-34,Female,NHB,oil,FL,mrh-eq,0,0,0
20-34,Female,NHB,sat_fat,CED,MJ,0,0,0
20-34,Female,NHB,sat_fat,Food_price,USD,0,0,0
20-34,Female,NHB,sat_fat,FL,mrh-eq,0,0,0
20-34,Female,NHW,added_sugar,CED,MJ,0,0,0
20-34,Female,NHW,added_sugar,Food_price,USD,0,0,0
20-34,Female,NHW,added_sugar,FL,mrh-eq,0,0,0
20-34,Female,NHW,oil,CED,MJ,0,0,0
20-34,Female,NHW,oil,Food_price,USD,0,0,0
20-34,Female,NHW,oil,FL,mrh-eq,0,0,0
20-34,Female,NHW,sat_fat,CED,MJ,0,0,0
20-34,Female,NHW,sat_fat,Food_price,USD,0,0,0
20-34,Female,NHW,sat_fat,FL,mrh-eq,0,0,0
20-34,Female,OTH,added_sugar,CED,MJ,0,0,0
20-34,Female,OTH,added_sugar,Food_price,USD,0,0,0
20-34,Female,OTH,added_sugar,FL,mrh-eq,0,0,0
20-34,Female,OTH,oil,CED,MJ,0,0,0
20-34,Female,OTH,oil,Food_price,USD,0,0,0
20-34,Female,OTH,oil,FL,mrh-eq,0,0,0
20-34,Female,OTH,sat_fat,CED,MJ,0,0,0
20-34,Female,OTH,sat_fat,Food_price,USD,0,0,0
20-34,Female,OTH,sat_fat,FL,mrh-eq,0,0,0
20-34,Male,HIS,added_sugar,CED,MJ,0,0,0
20-34,Male,HIS,added_sugar,Food_price,USD,0,0,0
20-34,Male,HIS,added_sugar,FL,mrh-eq,0,0,0
20-34,Male,HIS,oil,CED,MJ,0,0,0
20-34,Male,HIS,oil,Food_price,USD,0,0,0
20-34,Male,HIS,oil,FL,mrh-eq,0,0,0
20-34,Male,HIS,sat_fat,CED,MJ,0,0,0
20-34,Male,HIS,sat_fat,Food_price,USD,0,0,0
20-34,Male,HIS,sat_fat,FL,mrh-eq,0,0,0
20-34,Male,NHB,added_sugar,CED,MJ,0,0,0
20-34,Male,NHB,added_sugar,Food_price,USD,0,0,0
20-34,Male,NHB,added_sugar,FL,mrh-eq,0,0,0
