sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-0.772515155980977,-0.79630607001684,-0.792171666349348
Female,Food_price,USD,-0.373081363824139,-0.379592869583754,-0.375280928533133
Female,FL,mrh-eq,-0.0255760103039499,-0.0262170247171256,-0.0260407267586996
Male,CED,MJ,-0.631513010964577,-0.641447098286884,-0.633133337999037
Male,Food_price,USD,-0.249644379417028,-0.259023831981109,-0.251968888045606
Male,FL,mrh-eq,-0.0201293056592209,-0.0206028224050541,-0.020279684950462
