sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.625591489164441,-0.670655660324029,-0.659110981153028
Female,HIS,Food_price,USD,-0.257103208144436,-0.280369000518441,-0.275725020568392
Female,HIS,FL,mrh-eq,-0.0206336943888681,-0.0222515854852816,-0.0218276217007308
Female,NHB,CED,MJ,-0.685374841305296,-0.69862745249667,-0.678702171519206
Female,NHB,Food_price,USD,-0.374461447487467,-0.388959013048779,-0.362023060755343
Female,NHB,FL,mrh-eq,-0.023181997911791,-0.0236987878915924,-0.0227209691969054
Female,NHW,CED,MJ,-0.84861124470084,-0.869919379425123,-0.86708939770933
Female,NHW,Food_price,USD,-0.413641087904275,-0.415034622593155,-0.410622312759964
Female,NHW,FL,mrh-eq,-0.0280269949895133,-0.0284735746693328,-0.028349037287564
Female,OTH,CED,MJ,-0.631161795639645,-0.650603043014363,-0.66848176708916
Female,OTH,Food_price,USD,-0.297671851529968,-0.300767880496939,-0.324540993059014
Female,OTH,FL,mrh-eq,-0.0208487450269285,-0.0213551783450183,-0.0221907713067426
Male,HIS,CED,MJ,-0.528798347621295,-0.532467242452619,-0.524807177946023
Male,HIS,Food_price,USD,-0.206941228294857,-0.193931187911659,-0.202198479241119
Male,HIS,FL,mrh-eq,-0.0164919360399505,-0.0164381640883357,-0.0164568888389398
Male,NHB,CED,MJ,-0.565731507249105,-0.554221900660701,-0.555852344898736
Male,NHB,Food_price,USD,-0.223581267025484,-0.216612366107224,-0.224244692136849
Male,NHB,FL,mrh-eq,-0.017998649133395,-0.0176836266429456,-0.0177608651458465
Male,NHW,CED,MJ,-0.691432755387683,-0.714586426473523,-0.709544807393537
Male,NHW,Food_price,USD,-0.271936352924533,-0.294113435415369,-0.282617010029583
Male,NHW,FL,mrh-eq,-0.0220722841187016,-0.0230877017326656,-0.0227670535361036
Male,OTH,CED,MJ,-0.505685744109034,-0.47008703138632,-0.431903197759782
Male,OTH,Food_price,USD,-0.211194116869358,-0.196682891451497,-0.177507751107565
Male,OTH,FL,mrh-eq,-0.0165091099353125,-0.015433190887994,-0.0141793172066154
