age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.648248800749637,-0.652955108915992,-0.680590207950568
20-34,Female,Food_price,USD,-0.307887061082334,-0.30729958525821,-0.324763613431617
20-34,Female,FL,mrh-eq,-0.0206625448958053,-0.0206959349378345,-0.0216789064143674
20-34,Male,CED,MJ,-0.502802258066513,-0.4837897447628,-0.491099978563922
20-34,Male,Food_price,USD,-0.185366187001158,-0.183069641461566,-0.17703698298318
20-34,Male,FL,mrh-eq,-0.0149080163064238,-0.0144226911576939,-0.0145144896292909
35-44,Female,CED,MJ,-0.710814291389844,-0.806896759477661,-0.746592638831653
35-44,Female,Food_price,USD,-0.301335739456816,-0.345861836953239,-0.308379147174835
35-44,Female,FL,mrh-eq,-0.0233752097098067,-0.0266025467796229,-0.0244562292366835
35-44,Male,CED,MJ,-0.58629757662462,-0.624428228818448,-0.583062832427271
35-44,Male,Food_price,USD,-0.231948586737533,-0.235073079771815,-0.236286754334787
35-44,Male,FL,mrh-eq,-0.0185899210186046,-0.0196529711246903,-0.0186045124828036
45-54,Female,CED,MJ,-0.78263975950855,-0.790154051351922,-0.791866566886144
45-54,Female,Food_price,USD,-0.416321563592165,-0.442884531993778,-0.412641109868971
45-54,Female,FL,mrh-eq,-0.0259233489909859,-0.0264152376449569,-0.0259627662112497
45-54,Male,CED,MJ,-0.633767660617541,-0.63175280251539,-0.607321606669411
45-54,Male,Food_price,USD,-0.267329351503335,-0.26591820239421,-0.239622178881146
45-54,Male,FL,mrh-eq,-0.0207229245801394,-0.020686529199074,-0.0195632822534
55-64,Female,CED,MJ,-0.818328072198075,-0.849752665364365,-0.851646889729906
55-64,Female,Food_price,USD,-0.393334995714899,-0.403022478536043,-0.410468527794682
55-64,Female,FL,mrh-eq,-0.0270937509888731,-0.0279641441086099,-0.0280784084852003
55-64,Male,CED,MJ,-0.670267103957419,-0.718166249555077,-0.696642168401127
55-64,Male,Food_price,USD,-0.265752311361626,-0.310907365823779,-0.282810673865977
55-64,Male,FL,mrh-eq,-0.0220205455284735,-0.0241823423205353,-0.0231145342722127
65-74,Female,CED,MJ,-0.930972405782229,-0.896949509349085,-0.8954248132324
65-74,Female,Food_price,USD,-0.447317276233653,-0.406452544484045,-0.397511571560899
65-74,Female,FL,mrh-eq,-0.0314010139367578,-0.0298583872017415,-0.0296622083497441
65-74,Male,CED,MJ,-0.766313226962113,-0.775090692937577,-0.795778558259311
65-74,Male,Food_price,USD,-0.312868431316785,-0.319030062515088,-0.336637249881142
65-74,Male,FL,mrh-eq,-0.0252547053912618,-0.0255625404091436,-0.0264785352090494
75+,Female,CED,MJ,-0.907463989629476,-0.944028657965155,-0.924359127920019
75+,Female,Food_price,USD,-0.469129437678,-0.44954995434796,-0.468359354222866
75+,Female,FL,mrh-eq,-0.0317838882089985,-0.0321778529677373,-0.0321288999642424
75+,Male,CED,MJ,-0.923585857088913,-0.911941050223502,-0.941789214341147
75+,Male,Food_price,USD,-0.363104375437913,-0.367998558685392,-0.396275882492877
75+,Male,FL,mrh-eq,-0.0299147675562074,-0.0297851035311369,-0.0312318205275308
