sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.217923861697029,-0.226722414014805,-0.221352244107822
Female,added_sugar,Food_price,USD,-0.270086262993613,-0.280003411020773,-0.274958585276012
Female,added_sugar,FL,mrh-eq,-0.0103228085522567,-0.0107077327242732,-0.0104765524706159
Female,oil,CED,MJ,-0.0202402594475268,-0.0147724606010881,-0.0157154227892613
Female,oil,Food_price,USD,-0.0219399553628576,-0.0154583927001505,-0.0160278219494833
Female,oil,FL,mrh-eq,-0.00103116177318574,-0.000746943596535318,-0.000792081852012618
Female,sat_fat,CED,MJ,-0.534351034836421,-0.554811195400947,-0.555103999452265
Female,sat_fat,Food_price,USD,-0.0810551454676685,-0.0841310658628309,-0.084294521307637
Female,sat_fat,FL,mrh-eq,-0.0142220399785074,-0.0147623483963171,-0.0147720924360711
Male,added_sugar,CED,MJ,-0.170250327875653,-0.177186086995524,-0.173391915555489
Male,added_sugar,Food_price,USD,-0.186198578511148,-0.193713160314426,-0.188771813660988
Male,added_sugar,FL,mrh-eq,-0.00762213479821156,-0.00796494541810771,-0.0078163743964218
Male,oil,CED,MJ,0.0080149123605923,0.0063834674257,0.00845716560167605
Male,oil,Food_price,USD,0.00882617602478901,0.00696929228975759,0.0088238139744924
Male,oil,FL,mrh-eq,0.000406664800617216,0.000321439663817501,0.000423987623129209
Male,sat_fat,CED,MJ,-0.469277595449516,-0.47064447871706,-0.468198588045224
Male,sat_fat,Food_price,USD,-0.0722719769306689,-0.0722799639564412,-0.0720208883591106
Male,sat_fat,FL,mrh-eq,-0.0129138356616265,-0.0129593166507639,-0.0128872981771694
