sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.09685967420250917,0,0.09685967420250917,0.09685967420250917,0.09685967420250917
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.14697962326170233,0,0.14697962326170233,0.14697962326170233,0.14697962326170233
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.0041985325033571325,0,0.0041985325033571325,0.0041985325033571325,0.0041985325033571325
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.050693090784700676,0,0.050693090784700676,0.050693090784700676,0.050693090784700676
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.034369372349502186,0,0.034369372349502186,0.034369372349502186,0.034369372349502186
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.0026166466516297,0,0.0026166466516297,0.0026166466516297,0.0026166466516297
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.22250002818440878,0,0.22250002818440878,0.22250002818440878,0.22250002818440878
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.03279175464899267,0,0.03279175464899267,0.03279175464899267,0.03279175464899267
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.006090990364556223,0,0.006090990364556223,0.006090990364556223,0.006090990364556223
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.09309068905571136,0,0.09309068905571136,0.09309068905571136,0.09309068905571136
