sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.21510117539122256,0.00846307288217909,0.2193635140314889,0.20605482459265706,0.2205245383455617
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.3268911092967987,0.01430707576774294,0.3327140638818971,0.31169691017295265,0.33713579702331115
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.009323893393469349,3.668449937155478e-4,0.009508651059327888,0.008931765315636473,0.009558977455322465
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.05181655818719921,4.968107749452697e-4,0.05176658474692643,0.051367620853943995,0.0523079729446863
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.03527048173575561,4.0539296979996014e-4,0.035147259580525024,0.034951310432572685,0.03569439187088454
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.002674637142472882,2.564409134719016e-5,0.002672057642325305,0.002651464154760551,0.0027000027053106536
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.4009305747703349,0.00361853036873688,0.4001239405979238,0.3979004570525556,0.4046463315346637
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.05927448096413262,7.532430865504956e-4,0.05896707592282657,0.05873573074191402,0.06007452547146136
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.010975568352549201,9.905811603564213e-5,0.01095348655322555,0.010892618170596126,0.01107728806392738
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.18263198367700148,0.0036474323869388585,0.18378498891059114,0.17880927071338013,0.18547464219207158
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.3123683184422312,0.009994529365540992,0.3080274656882991,0.3054156286660571,0.3230107330592475
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.00912494260275363,1.8223867752050355e-4,0.009182550839631726,0.00893394628503559,0.009266971919125289
Female,HIS,35-44,11,4706043,oil,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.049699247773135176,0.002070412928006325,0.05074094618995732,0.04748616889333496,0.051026882998636565
Female,HIS,35-44,11,4706043,oil,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.03146600347832396,0.0012987675040829452,0.03203602267888963,0.030082516675065958,0.03236497396110115
Female,HIS,35-44,11,4706043,oil,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.002529066893838273,1.0535798885120661e-4,0.0025820762470456816,0.0024164490016338634,0.0025966268358163847
Female,HIS,35-44,11,4706043,sat_fat,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.35845059490443326,0.007238646900992538,0.3590546666860936,0.35133513203934413,0.36505259675511115
Female,HIS,35-44,11,4706043,sat_fat,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.038995483039692795,0.0010088951180601505,0.03894591063217157,0.038058969082410694,0.03997413354336793
Female,HIS,35-44,11,4706043,sat_fat,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.009592938424077466,1.9372235667058587e-4,0.009609104733989,0.009402512747306555,0.009769622737423576
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.19505472071118435,0.007021503159232984,0.19122258893749497,0.19080506556271096,0.20256168786729373
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.3177353345818297,0.01032191370244221,0.3123150777987637,0.3113057866627208,0.3287721007665446
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.009263495319557401,3.334636629898426e-4,0.009081500571519158,0.009061671644467252,0.009620014530480057
Female,HIS,45-54,19,2981376,oil,g/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.04956501474403309,8.411216737608157e-4,0.04911390343771169,0.049049092505768055,0.05046438159267133
Female,HIS,45-54,19,2981376,oil,g/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.033940246777207944,7.683414753471828e-4,0.03350157070450574,0.03349222840208643,0.03476113981412633
Female,HIS,45-54,19,2981376,oil,g/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.0024400951569323284,4.140858089387303e-5,0.0024178868610309403,0.002414696206453945,0.0024843711589268916
Female,HIS,45-54,19,2981376,sat_fat,g/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.35182878917369104,0.006204707739192226,0.34985445463370807,0.3470016350052081,0.3583341277011595
Female,HIS,45-54,19,2981376,sat_fat,g/day,Food_price,USD,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.0438728387649656,0.0010214259813242361,0.04348790029951291,0.043119218728675426,0.04495365649689058
Female,HIS,45-54,19,2981376,sat_fat,g/day,FL,mrh-eq,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.009369704807623608,1.6524025811063018e-4,0.009317125449707548,0.009241150775061916,0.009542951294413954
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,CED,MJ,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.2082704566607117,0.0044943920126661735,0.20638769840623117,0.20509184387052948,0.2130494139672024
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,Food_price,USD,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.28163259255484435,0.00629043252696372,0.28037682152657006,0.2762803708709975,0.28805221961272426
Female,HIS,55-64,27,2911586,added_sugar,tsp eq/day,FL,mrh-eq,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.0099690029584747,2.151270419683305e-4,0.009878883491172694,0.009816856557985493,0.01019775090617061
Female,HIS,55-64,27,2911586,oil,g/day,CED,MJ,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.049047489112031335,0.001159944594371398,0.04886153440367769,0.048035244357125355,0.050217795369037914
Female,HIS,55-64,27,2911586,oil,g/day,Food_price,USD,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.04125510899380917,8.962331580538917e-4,0.0411699281020279,0.04044277842682197,0.042139843318810453
Female,HIS,55-64,27,2911586,oil,g/day,FL,mrh-eq,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.002633775620003369,6.22872617644493e-5,0.002623790134789884,0.002579419615135148,0.0026966192873030524
Female,HIS,55-64,27,2911586,sat_fat,g/day,CED,MJ,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.37426328927864094,0.004112970703655139,0.3748211447077631,0.37014592737852825,0.3779064740639997
Female,HIS,55-64,27,2911586,sat_fat,g/day,Food_price,USD,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.03790159100060678,2.0971696014867507e-4,0.03784709868983118,0.037730628839371706,0.0381188716260011
Female,HIS,55-64,27,2911586,sat_fat,g/day,FL,mrh-eq,27,4,55-64,1,Female,3,HIS,0,4,1,3,55,0.010023686892086521,1.1015542189357275e-4,0.010038627625823315,0.009913413863204415,0.010121260297292354
Female,HIS,65-74,35,1616432,added_sugar,tsp eq/day,CED,MJ,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.16963636512281277,0.0030489771012894187,0.16818047455909393,0.167617854898134,0.1728923823266526
Female,HIS,65-74,35,1616432,added_sugar,tsp eq/day,Food_price,USD,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.20781148911533096,0.003717485719330173,0.20679674842913032,0.20481123791026432,0.21167426990366814
Female,HIS,65-74,35,1616432,added_sugar,tsp eq/day,FL,mrh-eq,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.009367034662238797,1.6835938550954416e-4,0.009286642834903255,0.009255575923854729,0.009546826453858076
Female,HIS,65-74,35,1616432,oil,g/day,CED,MJ,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.049827356022071514,0.0018688623411029055,0.050301096874792194,0.047893907012659886,0.05135812530667056
Female,HIS,65-74,35,1616432,oil,g/day,Food_price,USD,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.04176882961711001,0.0016632049593383468,0.0422798120065414,0.04002857077300547,0.04307475343019786
Female,HIS,65-74,35,1616432,oil,g/day,FL,mrh-eq,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.0023546596857000994,8.83156395207709e-5,0.0023770469559954888,0.002263291915056158,0.00242699827659296
Female,HIS,65-74,35,1616432,sat_fat,g/day,CED,MJ,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.3704558856581679,0.012002193463561945,0.3721665832028826,0.3584139530117324,0.38104372539159587
Female,HIS,65-74,35,1616432,sat_fat,g/day,Food_price,USD,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.04264217284623046,0.001509996679917842,0.04260682921948796,0.041222991786183716,0.04409139598900833
Female,HIS,65-74,35,1616432,sat_fat,g/day,FL,mrh-eq,35,5,65-74,1,Female,3,HIS,0,5,1,3,65,0.00994739702588206,3.2228016394281655e-4,0.009993332286535933,0.009624049794456102,0.010231699285752228
Female,HIS,75+,43,737080,added_sugar,tsp eq/day,CED,MJ,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.174616500728104,8.026550084861373e-4,0.17440355387191148,0.17396488025849316,0.1754491260254785
Female,HIS,75+,43,737080,added_sugar,tsp eq/day,Food_price,USD,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.2626177774000278,0.01130254104789982,0.26689097310707954,0.250656119195765,0.2709472192532965
Female,HIS,75+,43,737080,added_sugar,tsp eq/day,FL,mrh-eq,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.009796007349895438,4.5029045535641784e-5,0.009784061004849581,0.00975945136072469,0.009842717732355165
Female,HIS,75+,43,737080,oil,g/day,CED,MJ,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.05167045038809428,8.160385045524805e-4,0.051590082421852305,0.05093219508848401,0.052477018459010226
Female,HIS,75+,43,737080,oil,g/day,Food_price,USD,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.04669855805289618,8.087716302429477e-4,0.04690505517540359,0.045861481751826035,0.047360111799835035
Female,HIS,75+,43,737080,oil,g/day,FL,mrh-eq,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.0023966297006490288,3.785030132686009e-5,0.0023929019945146796,0.002362387216513155,0.002434040734999099
Female,HIS,75+,43,737080,sat_fat,g/day,CED,MJ,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.37716819571485677,0.02646944869385255,0.3680325659461061,0.35705441537435223,0.4050472613587993
Female,HIS,75+,43,737080,sat_fat,g/day,Food_price,USD,43,6,75+,1,Female,3,HIS,0,6,1,3,75,0.037692778072583207,0.0029632067796102352,0.03692012715333796,0.03527882008129932,0.04076348934522556
