Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,-5826986.74020422,-5566948.76653152,-6041520.11185579
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,-12830233.4955349,-11787890.8663702,-12899041.6658811
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,-268114.196005804,-256149.200142471,-277985.411613676
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-630748.578239086,-350992.972098874,-435527.950673066
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-412095.752915458,-219915.182446914,-262462.939709592
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-33625.7896373482,-18711.7597267268,-23218.3975608847
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,-15060516.5805146,-15868476.9429622,-15476151.3559204
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,-1800548.14861602,-1848337.97465541,-1874558.58367539
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,-392541.678004427,-413600.591537751,-403374.903498557
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,-1932962.03950476,-1775252.4469013,-1937685.73669615
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,-3478987.94468896,-3034387.97825527,-3566776.89973582
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,-75980.6816425356,-69781.4484953354,-76166.3602669157
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-220476.953851525,-261850.4276251,-258298.552252232
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-161344.440618907,-183975.692200416,-185340.814254066
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-11357.9451003272,-13489.3136425765,-13306.3375773529
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,-3659488.0506353,-3445874.1406428,-3446044.50254346
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,-398040.589691297,-389424.981309249,-389949.985954641
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,-95882.4242415293,-90285.5158055975,-90289.979466035
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,-2105635.96320586,-2377521.7341998,-2401240.52275709
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,-3175320.84302625,-3604684.31014431,-3695016.74519046
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,-91272.0500512325,-103057.359635608,-104085.487238948
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-42364.8130313236,-25791.2579640642,-64854.8861085197
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-22558.8460029523,-30698.8658170104,-53427.5570666386
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-2186.76242559641,-1331.2782422285,-3347.64201493313
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,-4970819.18066187,-4905319.85206701,-5104039.67182173
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,-732518.427727526,-725703.466557705,-765141.651784819
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,-136077.338867881,-134284.279412511,-139724.281003742
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,-960103.926490004,-911491.746354775,-1041720.25077736
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,-1801877.46887035,-1844727.91351283,-2024369.46756716
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,-43648.9129374965,-41438.8721701581,-47359.4110771316
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-222485.106306108,-105189.741086813,-147923.571784854
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-182046.358114704,-62374.3209374487,-140723.768010185
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-11387.4074103137,-5383.90392520427,-7571.14040337304
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,-2332468.3153623,-2507443.06339089,-2518422.21626155
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,-299824.338903068,-325794.423466032,-327444.703349401
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,-61776.5896987759,-66410.883397608,-66701.6717515865
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,-4327115.76887205,-4361585.0706774,-4274997.70765414
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,-8583746.01595459,-8481484.42076282,-8766129.85324012
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,-177508.126422463,-178922.135547566,-175370.12506227
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,479403.977612016,606846.774964101,553265.327297156
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,398067.784313094,405954.879453394,342849.483103133
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,24582.9598844199,31117.9936371019,28370.4349182385
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,-16014213.6444268,-15203956.63137,-15595318.7965389
