sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.35035292657608336,0.025076325336617623,-0.3629823570354651,-0.36642250505601565,-0.3235483322056766
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.5330828433618103,0.04239227188070387,-0.5503364231937591,-0.5634381440875108,-0.4880619997789535
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.015186589899120998,0.0010869721363136317,-0.015734032110951462,-0.01588315065176387,-0.014024703266422231
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.0067690416210319454,0.0029933514812296963,-0.0064679449479995085,-0.009729881374123357,-0.004064134040018104
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.00542930478186277,0.0024425469571676037,-0.004686874787424116,-0.00798342014104765,-0.0035062549179507435
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-3.4940047683501834e-4,1.5450908613515377e-4,-3.3385864284716165e-4,-5.022313913839682e-4,-2.0978012117574662e-4
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.7623541349483349,0.015460366186311884,-0.7589077469363379,-0.7782299061542676,-0.7494077935525997
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.1131488766769517,0.003218271717709832,-0.1118354720563432,-0.11656710998943572,-0.11084703729198489
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.02086962293101991,4.2323114402164226e-4,-0.02077527725230297,-0.021304225884710724,-0.020515213804238496
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,-0.26692747859146804,0.010873194703027476,-0.2703646500228902,-0.27540159852834695,-0.2555317629378803
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,-0.45136364937796203,0.029794236665167537,-0.4384233307747464,-0.4830892672826386,-0.4306373022860188
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,-0.013336644941406357,5.432634283224235e-4,-0.013508378234754485,-0.013760042073037082,-0.012767274510429727
