Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Intake_unit,outcome,outcome_unit,X1,X2,X3
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,CED,MJ,1715898.93853613,1715898.93853613,1715898.93853613
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,Food_price,USD,3686343.41645999,3686343.41645999,3686343.41645999
added_sugar,Female,NHW,20-34,1,18192633,tsp eq/day,FL,mrh-eq,78952.7906694193,78952.7906694193,78952.7906694193
oil,Female,NHW,20-34,1,18192633,g/day,CED,MJ,913338.734339302,913338.734339302,913338.734339302
oil,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,637076.637435005,637076.637435005,637076.637435005
oil,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,48690.9320259994,48690.9320259994,48690.9320259994
sat_fat,Female,NHW,20-34,1,18192633,g/day,CED,MJ,3615988.5965233,3615988.5965233,3615988.5965233
sat_fat,Female,NHW,20-34,1,18192633,g/day,Food_price,USD,427968.584355588,427968.584355588,427968.584355588
sat_fat,Female,NHW,20-34,1,18192633,g/day,FL,mrh-eq,94248.1769291099,94248.1769291099,94248.1769291099
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,CED,MJ,452322.516610314,452322.516610314,452322.516610314
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,Food_price,USD,831619.305964233,831619.305964233,831619.305964233
added_sugar,Female,NHB,20-34,2,4596338,tsp eq/day,FL,mrh-eq,17779.848973715,17779.848973715,17779.848973715
oil,Female,NHB,20-34,2,4596338,g/day,CED,MJ,226463.781535598,226463.781535598,226463.781535598
oil,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,169386.174443906,169386.174443906,169386.174443906
oil,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,11666.3585602056,11666.3585602056,11666.3585602056
sat_fat,Female,NHB,20-34,2,4596338,g/day,CED,MJ,894337.245314591,894337.245314591,894337.245314591
sat_fat,Female,NHB,20-34,2,4596338,g/day,Food_price,USD,99826.0576604338,99826.0576604338,99826.0576604338
sat_fat,Female,NHB,20-34,2,4596338,g/day,FL,mrh-eq,23432.5736233426,23432.5736233426,23432.5736233426
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,CED,MJ,634427.475937838,634427.475937838,634427.475937838
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,Food_price,USD,962711.388077336,962711.388077336,962711.388077336
added_sugar,Female,HIS,20-34,3,6549965,tsp eq/day,FL,mrh-eq,27500.2409483516,27500.2409483516,27500.2409483516
oil,Female,HIS,20-34,3,6549965,g/day,CED,MJ,332037.970381612,332037.970381612,332037.970381612
oil,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,225118.185961207,225118.185961207,225118.185961207
oil,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,17138.9439855417,17138.9439855417,17138.9439855417
sat_fat,Female,HIS,20-34,3,6549965,g/day,CED,MJ,1457367.39710689,1457367.39710689,1457367.39710689
sat_fat,Female,HIS,20-34,3,6549965,g/day,Food_price,USD,214784.845239489,214784.845239489,214784.845239489
sat_fat,Female,HIS,20-34,3,6549965,g/day,FL,mrh-eq,39895.7737031805,39895.7737031805,39895.7737031805
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,CED,MJ,377262.043298075,377262.043298075,377262.043298075
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,Food_price,USD,732839.985059935,732839.985059935,732839.985059935
added_sugar,Female,OTH,20-34,4,3878604,tsp eq/day,FL,mrh-eq,17151.3495864358,17151.3495864358,17151.3495864358
oil,Female,OTH,20-34,4,3878604,g/day,CED,MJ,195041.242206907,195041.242206907,195041.242206907
oil,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,154682.402688775,154682.402688775,154682.402688775
oil,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,9982.75400856682,9982.75400856682,9982.75400856682
sat_fat,Female,OTH,20-34,4,3878604,g/day,CED,MJ,770764.48582946,770764.48582946,770764.48582946
sat_fat,Female,OTH,20-34,4,3878604,g/day,Food_price,USD,98988.0474201795,98988.0474201795,98988.0474201795
sat_fat,Female,OTH,20-34,4,3878604,g/day,FL,mrh-eq,20414.0828331375,20414.0828331375,20414.0828331375
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,CED,MJ,1929019.7705052,1929019.7705052,1929019.7705052
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,Food_price,USD,3778085.01442936,3778085.01442936,3778085.01442936
added_sugar,Male,NHW,20-34,5,19295314,tsp eq/day,FL,mrh-eq,79132.7765615863,79132.7765615863,79132.7765615863
oil,Male,NHW,20-34,5,19295314,g/day,CED,MJ,957161.111160675,957161.111160675,957161.111160675
oil,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,679992.00724176,679992.00724176,679992.00724176
oil,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,49081.4726147984,49081.4726147984,49081.4726147984
sat_fat,Male,NHW,20-34,5,19295314,g/day,CED,MJ,4227158.20691927,4227158.20691927,4227158.20691927
sat_fat,Male,NHW,20-34,5,19295314,g/day,Food_price,USD,487034.965378916,487034.965378916,487034.965378916
sat_fat,Male,NHW,20-34,5,19295314,g/day,FL,mrh-eq,115044.905078852,115044.905078852,115044.905078852
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,CED,MJ,419290.030279307,419290.030279307,419290.030279307
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,Food_price,USD,751292.576103026,751292.576103026,751292.576103026
added_sugar,Male,NHB,20-34,6,4186659,tsp eq/day,FL,mrh-eq,16349.7501988709,16349.7501988709,16349.7501988709
oil,Male,NHB,20-34,6,4186659,g/day,CED,MJ,210241.388717061,210241.388717061,210241.388717061
oil,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,71046.308355976,71046.308355976,71046.308355976
oil,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,10383.2963341095,10383.2963341095,10383.2963341095
sat_fat,Male,NHB,20-34,6,4186659,g/day,CED,MJ,866672.723470395,866672.723470395,866672.723470395
sat_fat,Male,NHB,20-34,6,4186659,g/day,Food_price,USD,81302.1412984539,81302.1412984539,81302.1412984539
sat_fat,Male,NHB,20-34,6,4186659,g/day,FL,mrh-eq,23322.1931523855,23322.1931523855,23322.1931523855
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,CED,MJ,684286.86197769,684286.86197769,684286.86197769
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,Food_price,USD,1244328.92930464,1244328.92930464,1244328.92930464
added_sugar,Male,HIS,20-34,7,6886181,tsp eq/day,FL,mrh-eq,25028.6400700657,25028.6400700657,25028.6400700657
oil,Male,HIS,20-34,7,6886181,g/day,CED,MJ,334985.89627592,334985.89627592,334985.89627592
oil,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,171586.87307148,171586.87307148,171586.87307148
oil,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,17550.0284894245,17550.0284894245,17550.0284894245
sat_fat,Male,HIS,20-34,7,6886181,g/day,CED,MJ,1532273.57716534,1532273.57716534,1532273.57716534
sat_fat,Male,HIS,20-34,7,6886181,g/day,Food_price,USD,164225.158353735,164225.158353735,164225.158353735
sat_fat,Male,HIS,20-34,7,6886181,g/day,FL,mrh-eq,42243.8673545427,42243.8673545427,42243.8673545427
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,CED,MJ,375841.711672176,375841.711672176,375841.711672176
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,Food_price,USD,678085.28854741,678085.28854741,678085.28854741
added_sugar,Male,OTH,20-34,8,3785306,tsp eq/day,FL,mrh-eq,16071.3746288723,16071.3746288723,16071.3746288723
oil,Male,OTH,20-34,8,3785306,g/day,CED,MJ,182620.273745509,182620.273745509,182620.273745509
oil,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,142838.974458738,142838.974458738,142838.974458738
oil,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,9675.05644457062,9675.05644457062,9675.05644457062
sat_fat,Male,OTH,20-34,8,3785306,g/day,CED,MJ,808034.770836408,808034.770836408,808034.770836408
sat_fat,Male,OTH,20-34,8,3785306,g/day,Food_price,USD,115652.041710496,115652.041710496,115652.041710496
sat_fat,Male,OTH,20-34,8,3785306,g/day,FL,mrh-eq,22014.8345709438,22014.8345709438,22014.8345709438
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,CED,MJ,1026988.14652442,1026988.14652442,1026988.14652442
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,Food_price,USD,1779016.32285205,1779016.32285205,1779016.32285205
added_sugar,Female,NHW,35-44,9,10789518,tsp eq/day,FL,mrh-eq,48151.3089063629,48151.3089063629,48151.3089063629
oil,Female,NHW,35-44,9,10789518,g/day,CED,MJ,541515.088840091,541515.088840091,541515.088840091
oil,Female,NHW,35-44,9,10789518,g/day,Food_price,USD,291650.08199229,291650.08199229,291650.08199229
oil,Female,NHW,35-44,9,10789518,g/day,FL,mrh-eq,25887.4081966256,25887.4081966256,25887.4081966256
sat_fat,Female,NHW,35-44,9,10789518,g/day,CED,MJ,2212000.12668357,2212000.12668357,2212000.12668357
sat_fat,Female,NHW,35-44,9,10789518,g/day,Food_price,USD,261525.321093911,261525.321093911,261525.321093911
sat_fat,Female,NHW,35-44,9,10789518,g/day,FL,mrh-eq,58659.0314673724,58659.0314673724,58659.0314673724
added_sugar,Female,NHB,35-44,10,2841551,tsp eq/day,CED,MJ,277726.389867706,277726.389867706,277726.389867706
