sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.6373508924585922,0.025076325336617026,0.6499803229179728,0.6105462980881862,0.653420470938525
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.9685876419232057,0.04239227188070384,0.9858412217551544,0.9235667983403489,0.998942942648906
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.02762696096247809,0.0010869721363135976,0.028174403174308534,0.02646507432977936,0.028323521715120942
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.3122017054057328,0.002993351481229635,0.31190060873269965,0.30949679782471934,0.31516254515882436
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.2125093779598989,0.0024425469571672446,0.2117669479654601,0.21058632809598732,0.21506349331908345
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.016115047128464722,1.5450908613515993e-4,0.01609950529447687,0.015975426772805442,0.016267878043013675
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,1.7129975071627446,0.015460366186312179,1.7095511191507469,1.7000511657670097,1.728873278368678
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.25325341722338884,0.003218271717709659,0.25194001260278,0.2509515778384224,0.2566716505358727
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,0.04689370781557616,4.2323114402165364e-4,0.0467993621368592,0.04653929868879475,0.04732831076926699
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.5444358954071788,0.010873194703027904,0.547873066838602,0.5330401797535905,0.5529100153440576
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.9311869789943419,0.029794236665167506,0.9182466603911269,0.9104606319023982,0.9629125968990184
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.02720195113937695,5.43263428322411e-4,0.02737368443272507,0.026632580708400334,0.02762534827100767
Female,HIS,35-44,11,4706043,oil,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.3030134064679464,0.012623186511276792,0.30936458078016943,0.2895203939939631,0.31110792077654015
Female,HIS,35-44,11,4706043,oil,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.19184638257348244,0.007918509499750771,0.19532175629551474,0.18341134446239749,0.19732735302083992
Female,HIS,35-44,11,4706043,oil,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.01541957291155396,6.423614950098539e-4,0.0157427678372269,0.014732948210474594,0.01583148192581133
Female,HIS,35-44,11,4706043,sat_fat,g/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,1.5724070757737447,0.03175360779965341,1.5750569437255972,1.541193836583963,1.6013679272044516
Female,HIS,35-44,11,4706043,sat_fat,g/day,Food_price,USD,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.17106059894021283,0.004425697278516906,0.1708431407871014,0.1669524144541925,0.17535362285637784
Female,HIS,35-44,11,4706043,sat_fat,g/day,FL,mrh-eq,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,0.042081124902311355,8.49797457988871e-4,0.04215204128648089,0.0412457889150928,0.04285618196298582
Female,HIS,45-54,19,2981376,added_sugar,tsp eq/day,CED,MJ,19,3,45-54,1,Female,3,HIS,0,3,1,3,45,0.579784915944068,0.020870869487977166,0.5683942036855069,0.5671531480787968,0.6020987892291161
