sex_gp,race_gp,age_gp,subgroup_id,population,Foodgroup,Intake_unit,outcome,outcome_unit,subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,population.se,agecat,female,race,age,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.709104834669342,0.9812219246106454,-14.203287052188859,-14.337898029529367,-12.660256754917725
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.709104834669342,0.9812219246106454,-14.203287052188859,-14.337898029529367,-12.660256754917725
Female,HIS,20-34,3,6549965,added_sugar,tsp eq/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-13.709104834669342,0.9812219246106454,-14.203287052188859,-14.337898029529367,-12.660256754917725
Female,HIS,20-34,3,6549965,oil,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.7174547778953154,0.31726711732064367,-0.6855413610824683,-1.0312759576672859,-0.43076000241426504
Female,HIS,20-34,3,6549965,oil,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.7174547778953154,0.31726711732064367,-0.6855413610824683,-1.0312759576672859,-0.43076000241426504
Female,HIS,20-34,3,6549965,oil,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-0.7174547778953154,0.31726711732064367,-0.6855413610824683,-1.0312759576672859,-0.43076000241426504
Female,HIS,20-34,3,6549965,sat_fat,g/day,CED,MJ,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-14.542602114338768,0.2949206198045237,-14.47685911211382,-14.845446964680923,-14.29563881588782
Female,HIS,20-34,3,6549965,sat_fat,g/day,Food_price,USD,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-14.542602114338768,0.2949206198045237,-14.47685911211382,-14.845446964680923,-14.29563881588782
Female,HIS,20-34,3,6549965,sat_fat,g/day,FL,mrh-eq,3,1,20-34,1,Female,3,HIS,0,1,1,3,25,-14.542602114338768,0.2949206198045237,-14.47685911211382,-14.845446964680923,-14.29563881588782
Female,HIS,35-44,11,4706043,added_sugar,tsp eq/day,CED,MJ,11,2,35-44,1,Female,3,HIS,0,2,1,3,35,-10.768706809494006,0.4386593933952132,-10.907373280230821,-11.110579866364269,-10.30896725249745
