age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,HIS,CED,MJ,-0.574965143173125,-0.581645969069584,-0.571706111940674
20-34,HIS,Food_price,USD,-0.231961965572027,-0.225873928625799,-0.239544562277156
20-34,HIS,FL,mrh-eq,-0.0176247554389211,-0.0177693708082618,-0.017669510441031
20-34,NHB,CED,MJ,-0.582057317142942,-0.539153406836462,-0.561753577852919
20-34,NHB,Food_price,USD,-0.272065379435487,-0.242661642159134,-0.262870847125936
20-34,NHB,FL,mrh-eq,-0.0183730715857427,-0.0168352334136843,-0.0176964113957474
20-34,NHW,CED,MJ,-0.644799409202305,-0.635649126658656,-0.653808255154597
20-34,NHW,Food_price,USD,-0.266730899744524,-0.267527819537273,-0.264252988566895
20-34,NHW,FL,mrh-eq,-0.0196763551695469,-0.0195148673056044,-0.0199122655746065
20-34,OTH,CED,MJ,-0.465223575797749,-0.473891816119751,-0.446923418630944
20-34,OTH,Food_price,USD,-0.215033256875859,-0.215285447946738,-0.213787958878972
20-34,OTH,FL,mrh-eq,-0.0147054241079578,-0.01498829305555,-0.0141682506733449
35-44,HIS,CED,MJ,-0.580190449618739,-0.642824757826173,-0.538606822900574
35-44,HIS,Food_price,USD,-0.220646077140577,-0.255097426422366,-0.195514564937
35-44,HIS,FL,mrh-eq,-0.0185734368368721,-0.0206540739816444,-0.0169039994437823
35-44,NHB,CED,MJ,-0.602584777611071,-0.580239659862142,-0.611229692990655
35-44,NHB,Food_price,USD,-0.294531566998838,-0.274424774683518,-0.295233108151353
35-44,NHB,FL,mrh-eq,-0.0196688904545529,-0.0186908488324829,-0.0197012284904715
35-44,NHW,CED,MJ,-0.844071479788223,-0.826996473810522,-0.742938077306055
35-44,NHW,Food_price,USD,-0.36248692365572,-0.327008410885004,-0.311692475506035
35-44,NHW,FL,mrh-eq,-0.0275498747336677,-0.0264658453665043,-0.0241426178471952
35-44,OTH,CED,MJ,-0.660476365282056,-0.622608270634471,-0.67102992332428
