sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.232927808881339,-0.239468103077948,-0.223235303143154
Female,added_sugar,Food_price,USD,-0.288220652681937,-0.298070103620106,-0.276674781443196
Female,added_sugar,FL,mrh-eq,-0.0110136621114493,-0.0113507992916513,-0.0105774581594038
Female,oil,CED,MJ,-0.0115564855866679,-0.0136591323697294,-0.0115724767903599
Female,oil,Food_price,USD,-0.0124892552517622,-0.0145941354510462,-0.0123932453655351
Female,oil,FL,mrh-eq,-0.000579300004916059,-0.000693727829843784,-0.00057982263439008
Female,sat_fat,CED,MJ,-0.585543317225309,-0.566371855175179,-0.577164249336457
Female,sat_fat,Food_price,USD,-0.0887950117755456,-0.0858777312577722,-0.0877934976149684
Female,sat_fat,FL,mrh-eq,-0.0155822215977164,-0.0150766887998147,-0.0153534681060933
Male,added_sugar,CED,MJ,-0.178545451046816,-0.187294282275938,-0.174199448922557
Male,added_sugar,Food_price,USD,-0.194292699615166,-0.205050449872457,-0.190768573494306
Male,added_sugar,FL,mrh-eq,-0.0079676976070651,-0.00844438655805655,-0.0078088718024833
Male,oil,CED,MJ,0.00665399915988572,0.00567688370227887,0.00520976457445634
Male,oil,Food_price,USD,0.00701416218534858,0.0059971349806273,0.00543138613620103
Male,oil,FL,mrh-eq,0.00033218923976897,0.000288537242839434,0.00026515166296966
Male,sat_fat,CED,MJ,-0.489847719892928,-0.505589969538311,-0.480484221950555
Male,sat_fat,Food_price,USD,-0.0752357203368586,-0.0777023078052248,-0.0738677260603488
Male,sat_fat,FL,mrh-eq,-0.0134795667878146,-0.0139214952598908,-0.013227030428032
