age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-0.176674896392072,-0.188193338066328,-0.177638952995195
20-34,Female,added_sugar,Food_price,USD,-0.208479552554519,-0.224251725689877,-0.209851452721881
20-34,Female,added_sugar,FL,mrh-eq,-0.00781692917925118,-0.00835969504673074,-0.00785935738417924
20-34,Female,oil,CED,MJ,-0.0100368134503445,-0.0121394634680473,-0.0127931187779792
20-34,Female,oil,Food_price,USD,-0.0120487180718208,-0.0142309928077633,-0.0148426374400096
20-34,Female,oil,FL,mrh-eq,-0.000527227046817397,-0.000634293495832848,-0.000673608831284668
20-34,Female,sat_fat,CED,MJ,-0.495278705579265,-0.472868616908993,-0.506161970127991
20-34,Female,sat_fat,Food_price,USD,-0.0888005940130707,-0.0852697503546554,-0.0907487462103855
20-34,Female,sat_fat,FL,mrh-eq,-0.0130551579813623,-0.0124757149118387,-0.0133420156987782
20-34,Male,added_sugar,CED,MJ,-0.132761365807125,-0.10843871701775,-0.122924664570976
20-34,Male,added_sugar,Food_price,USD,-0.143026106330799,-0.116772746533763,-0.133054833763908
20-34,Male,added_sugar,FL,mrh-eq,-0.00529716731076145,-0.0043269218274406,-0.00489765618318678
20-34,Male,oil,CED,MJ,0.00969117548847274,0.00952459343415424,0.00720024082152055
20-34,Male,oil,Food_price,USD,0.0110637829794765,0.0109478531681508,0.00836109008753224
20-34,Male,oil,FL,mrh-eq,0.000501311069068322,0.000494235865526254,0.000374356246455046
20-34,Male,sat_fat,CED,MJ,-0.401653133982681,-0.417853807676365,-0.394073892503509
20-34,Male,sat_fat,Food_price,USD,-0.0694307323898159,-0.0725145191191264,-0.0683721490608898
20-34,Male,sat_fat,FL,mrh-eq,-0.0109470304490395,-0.0113893785693448,-0.010738952204836
35-44,Female,added_sugar,CED,MJ,-0.240744742268954,-0.212601293583287,-0.218370744270304
35-44,Female,added_sugar,Food_price,USD,-0.260285667222938,-0.229380078495737,-0.236473823364692
35-44,Female,added_sugar,FL,mrh-eq,-0.0113631762241873,-0.0100430752412919,-0.0102678823594128
35-44,Female,oil,CED,MJ,-0.0141495250924609,-0.0151270698451453,-0.012882506525373
35-44,Female,oil,Food_price,USD,-0.00819769008036532,-0.00800123952651711,-0.00728509440330297
