sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.664687705869616,-0.693518385544898,-0.667154051254779
Female,HIS,Food_price,USD,-0.268241303986291,-0.287431778039811,-0.261459137532477
Female,HIS,FL,mrh-eq,-0.0217756293090878,-0.0229157959375962,-0.0216590122542663
Female,NHB,CED,MJ,-0.707044872582959,-0.685020202674785,-0.721676321706328
Female,NHB,Food_price,USD,-0.37480686168713,-0.359430336992863,-0.390636045423704
Female,NHB,FL,mrh-eq,-0.0236396982990113,-0.0228802289435176,-0.0242045164204742
Female,NHW,CED,MJ,-0.919153934634183,-0.905846491366702,-0.88492953098098
Female,NHW,Food_price,USD,-0.435016327764666,-0.448201653201322,-0.412510172239286
Female,NHW,FL,mrh-eq,-0.0299909228611184,-0.0299351670472744,-0.028794676881466
Female,OTH,CED,MJ,-0.679214881016937,-0.639957202752807,-0.690471274242707
Female,OTH,Food_price,USD,-0.31084044954973,-0.308153460534466,-0.315967859325244
Female,OTH,FL,mrh-eq,-0.0222596684954802,-0.0212524758155324,-0.0225678537050085
Male,HIS,CED,MJ,-0.543908447541033,-0.552342173330334,-0.505638895042205
Male,HIS,Food_price,USD,-0.19491231140505,-0.200846630591361,-0.181921196151112
Male,HIS,FL,mrh-eq,-0.0168350045025393,-0.0172022857870677,-0.0155620766537803
Male,NHB,CED,MJ,-0.586833077764659,-0.552836418555767,-0.559425131774966
Male,NHB,Food_price,USD,-0.23313974451545,-0.21080628569754,-0.226322393804516
Male,NHB,FL,mrh-eq,-0.0187264509372095,-0.0174320310968459,-0.0178890806005645
Male,NHW,CED,MJ,-0.74615781412829,-0.776730492251321,-0.735456716524079
Male,NHW,Food_price,USD,-0.305987067304257,-0.319759326674724,-0.298029534890333
Male,NHW,FL,mrh-eq,-0.0240416237703799,-0.025093478141829,-0.0236936340509534
Male,OTH,CED,MJ,-0.426147858284208,-0.507332977126695,-0.459201691204341
Male,OTH,Food_price,USD,-0.1424135381257,-0.20852393268926,-0.18409466927221
Male,OTH,FL,mrh-eq,-0.0130335937755903,-0.0166349688137655,-0.0146040647233687
