outcome,outcome_unit,X1,X2,X3
CED,MJ,-0.749025405423172,-0.75582316968515,-0.733756873896241
Food_price,USD,-0.328380556096724,-0.339922597204798,-0.320229915748772
FL,mrh-eq,-0.0242582741285768,-0.0246934513796977,-0.0237479178394429
