sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-0.830027611693315,-0.819499090622857,-0.811972029269971
Female,Food_price,USD,-0.389504919709244,-0.398541970328925,-0.376861524423699
Female,FL,mrh-eq,-0.0271751837140817,-0.0271212159213098,-0.0265107488998872
Male,CED,MJ,-0.661739171779858,-0.687207368111969,-0.649473906298656
Male,Food_price,USD,-0.262514257766676,-0.276755622697054,-0.259204913418454
Male,FL,mrh-eq,-0.0211150751551107,-0.0220773445751079,-0.0207707505675457
