race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,-0.604896532911021,-0.623629801702165,-0.587196774035309
HIS,Food_price,USD,-0.231940149806518,-0.244568230122904,-0.222084274035916
HIS,FL,mrh-eq,-0.0193297974964084,-0.0200873510676868,-0.0186407545165484
NHB,CED,MJ,-0.652660252043424,-0.625219374048455,-0.6482727974528
NHB,Food_price,USD,-0.310715709716917,-0.292191821463153,-0.316299449698784
NHB,FL,mrh-eq,-0.0214169123087319,-0.0204154277735209,-0.0213473709870604
NHW,CED,MJ,-0.835983945642675,-0.843772404423879,-0.813068657473781
NHW,Food_price,USD,-0.372983941485177,-0.386451442549072,-0.357472213467668
NHW,FL,mrh-eq,-0.0271307249651369,-0.0276074662191366,-0.0263422884994705
OTH,CED,MJ,-0.553755561854606,-0.574208039263196,-0.575818151454784
OTH,Food_price,USD,-0.227341914625289,-0.25876159352252,-0.250591025705592
OTH,FL,mrh-eq,-0.0176857930043197,-0.0189633222213053,-0.01861976306562
