age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-5868705.43789949,-6251319.73495176,-5900729.02667601
20-34,Female,added_sugar,Food_price,USD,-6925177.87616183,-7449090.66817251,-6970749.0248472
20-34,Female,added_sugar,FL,mrh-eq,-259659.157688943,-277688.50460258,-261068.518283269
20-34,Female,oil,CED,MJ,-333398.252259357,-403243.113328399,-424955.934732275
20-34,Female,oil,Food_price,USD,-400228.77449943,-472718.57283159,-493035.902869017
20-34,Female,oil,FL,mrh-eq,-17513.1855167388,-21069.6695695675,-22375.6282975517
20-34,Female,sat_fat,CED,MJ,-16451940.2137275,-15707532.1969191,-16813455.4892053
20-34,Female,sat_fat,Food_price,USD,-2949737.28365293,-2832451.34319578,-3014450.10719333
20-34,Female,sat_fat,FL,mrh-eq,-433660.23245222,-414412.559112599,-443188.940154791
20-34,Male,added_sugar,CED,MJ,-4534259.99663902,-3703557.38411705,-4198302.61443826
20-34,Male,added_sugar,Food_price,USD,-4884836.4015247,-3988193.32783101,-4544282.94276228
20-34,Male,added_sugar,FL,mrh-eq,-180916.591861399,-147779.351556619,-167271.904546223
20-34,Male,oil,CED,MJ,330987.174398534,325297.82086965,245913.136888169
20-34,Male,oil,Food_price,USD,377866.469438232,373907.065264313,285560.155860929
20-34,Male,oil,FL,mrh-eq,17121.5075449822,16879.8648638163,12785.5610890525
20-34,Male,sat_fat,CED,MJ,-13717844.2453522,-14271153.3063224,-13458986.9246629
20-34,Male,sat_fat,Food_price,USD,-2371299.74144628,-2476621.72815432,-2335145.45806514
20-34,Male,sat_fat,FL,mrh-eq,-373878.966560053,-388986.685392975,-366772.37456978
35-44,Female,added_sugar,CED,MJ,-5065815.14566951,-4473613.18412492,-4595015.50592446
35-44,Female,added_sugar,Food_price,USD,-5477000.5059782,-4826676.85618825,-4975945.32975069
35-44,Female,added_sugar,FL,mrh-eq,-239106.9880774,-211329.070728353,-216059.522131354
35-44,Female,oil,CED,MJ,-297738.084918762,-318307.842609197,-271077.141936141
35-44,Female,oil,Food_price,USD,-172497.983454299,-168364.218447927,-153294.901554507
35-44,Female,oil,FL,mrh-eq,-14758.5830305775,-15121.3754718389,-13009.7790134455
35-44,Female,sat_fat,CED,MJ,-11207291.4714647,-11654358.6885224,-11265582.2280191
35-44,Female,sat_fat,Food_price,USD,-1725701.73815391,-1790282.86395125,-1733907.85015996
35-44,Female,sat_fat,FL,mrh-eq,-298171.977895182,-310066.12540478,-299778.228232384
35-44,Male,added_sugar,CED,MJ,-3953219.42863185,-3987180.16800936,-3445847.34707355
35-44,Male,added_sugar,Food_price,USD,-4057752.66150046,-4144173.71729215,-3551939.45816808
35-44,Male,added_sugar,FL,mrh-eq,-167606.133372295,-170224.853763088,-147234.038599838
35-44,Male,oil,CED,MJ,243085.119929895,245962.181947379,260705.314084436
35-44,Male,oil,Food_price,USD,256460.213439837,269910.869034405,284471.011277232
35-44,Male,oil,FL,mrh-eq,12450.027299043,12537.5150000734,13358.9297168255
35-44,Male,sat_fat,CED,MJ,-9611945.12482842,-9608830.03979347,-8118637.76658507
35-44,Male,sat_fat,Food_price,USD,-1436689.94797501,-1432760.46861179,-1215687.03089627
35-44,Male,sat_fat,FL,mrh-eq,-266520.422624378,-266478.642738874,-225031.414616417
45-54,Female,added_sugar,CED,MJ,-5981729.2831322,-5662785.00965111,-4850597.32711348
45-54,Female,added_sugar,Food_price,USD,-7648255.06689082,-7243847.34964779,-6180592.22303492
45-54,Female,added_sugar,FL,mrh-eq,-267159.730634316,-253501.067571208,-216999.666548472
45-54,Female,oil,CED,MJ,-162179.74351371,-190055.329285496,6393.42060842719
45-54,Female,oil,Food_price,USD,-151419.43265144,-207618.682995237,33520.4729691095
45-54,Female,oil,FL,mrh-eq,-8438.9517850878,-10223.4790614301,942.485868297487
45-54,Female,sat_fat,CED,MJ,-11619921.8298961,-10694936.6355284,-10707050.3739261
45-54,Female,sat_fat,Food_price,USD,-1742799.09364267,-1607478.32681125,-1628212.78675411
45-54,Female,sat_fat,FL,mrh-eq,-309674.291809249,-284985.392289798,-284920.563420913
45-54,Male,added_sugar,CED,MJ,-3408327.70200142,-3668505.15850326,-3339057.31688592
45-54,Male,added_sugar,Food_price,USD,-3664970.22169049,-4012446.84376157,-3592691.55466449
45-54,Male,added_sugar,FL,mrh-eq,-155035.143247311,-167667.901669423,-152080.9721829
45-54,Male,oil,CED,MJ,36769.2623808427,52776.754235037,61833.0643373442
45-54,Male,oil,Food_price,USD,21558.0424038358,32433.3155116763,31878.3960186294
45-54,Male,oil,FL,mrh-eq,1800.24362654842,2542.95823221867,3117.97438896164
45-54,Male,sat_fat,CED,MJ,-8234525.71765483,-9342562.92489837,-8783980.66243519
45-54,Male,sat_fat,Food_price,USD,-1274219.48691986,-1445018.5333103,-1358097.72826808
45-54,Male,sat_fat,FL,mrh-eq,-227692.573468738,-258307.92475312,-242863.495888571
55-64,Female,added_sugar,CED,MJ,-5897558.79029109,-6779067.60352291,-6272106.363638
55-64,Female,added_sugar,Food_price,USD,-7754841.75237454,-8952011.27589161,-8260759.62126761
55-64,Female,added_sugar,FL,mrh-eq,-281523.374224924,-324148.517703213,-299184.864923774
55-64,Female,oil,CED,MJ,-142665.547719277,-589736.955444491,-490085.654801755
55-64,Female,oil,Food_price,USD,-169371.125720043,-678395.246530043,-569602.957798148
55-64,Female,oil,FL,mrh-eq,-7266.91094422632,-30553.0455491646,-25328.8633735501
55-64,Female,sat_fat,CED,MJ,-15611707.5034391,-15588658.9151049,-15055709.9999059
55-64,Female,sat_fat,Food_price,USD,-2130315.11848348,-2117221.13425889,-2048879.53761045
55-64,Female,sat_fat,FL,mrh-eq,-418062.001401376,-417634.41870005,-403183.928851842
55-64,Male,added_sugar,CED,MJ,-4265904.58572576,-5775268.05508113,-4349128.82890827
55-64,Male,added_sugar,Food_price,USD,-4573422.13111316,-6256794.64589874,-4713855.46671262
55-64,Male,added_sugar,FL,mrh-eq,-195590.535995317,-266714.479706685,-198246.854689703
55-64,Male,oil,CED,MJ,-95706.9154617713,25015.7804995007,11949.995975629
55-64,Male,oil,Food_price,USD,-100456.731539496,15653.7143114838,3897.88290220132
55-64,Male,oil,FL,mrh-eq,-5139.8403482847,1104.49796286094,490.288237923919
55-64,Male,sat_fat,CED,MJ,-11149359.9544146,-11998270.6287724,-11987613.9884311
55-64,Male,sat_fat,Food_price,USD,-1577823.54761754,-1693657.99891051,-1692797.06270083
55-64,Male,sat_fat,FL,mrh-eq,-312119.784133944,-335991.257461051,-335706.513221991
65-74,Female,added_sugar,CED,MJ,-3523069.74718446,-4052450.61779504,-3377042.60346726
65-74,Female,added_sugar,Food_price,USD,-4347714.6735301,-5004709.00702905,-4164839.37689027
65-74,Female,added_sugar,FL,mrh-eq,-174069.746825122,-200970.42413766,-167153.893092172
65-74,Female,oil,CED,MJ,-453674.732451495,-227028.432964768,-238391.961320161
65-74,Female,oil,Food_price,USD,-599159.780876263,-299561.356520207,-321413.242403043
65-74,Female,oil,FL,mrh-eq,-21943.2436672303,-11055.7836435721,-11616.8120514674
65-74,Female,sat_fat,CED,MJ,-11054609.2139528,-10370536.7748767,-11038906.5143847
65-74,Female,sat_fat,Food_price,USD,-1570037.4694362,-1472166.33408104,-1569392.68003669
65-74,Female,sat_fat,FL,mrh-eq,-297908.140700013,-279445.845788451,-297318.448664467
65-74,Male,added_sugar,CED,MJ,-2782394.13856628,-2994525.41370708,-3114349.88684353
65-74,Male,added_sugar,Food_price,USD,-3205879.27885619,-3443068.66395322,-3596897.81471457
65-74,Male,added_sugar,FL,mrh-eq,-135299.230675701,-146145.928308881,-151706.038795869
65-74,Male,oil,CED,MJ,165449.393717867,-22275.826346258,-49728.7337713045
65-74,Male,oil,Food_price,USD,133487.20716758,-40528.593793566,-59638.5247428096
