sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-29584394.1667555,-30415083.4795014,-28353339.3107504
Female,added_sugar,Food_price,USD,-36607193.6060061,-37858182.2289634,-35140740.9425565
Female,added_sugar,FL,mrh-eq,-1398856.24945095,-1441676.38018272,-1343453.54886149
Female,oil,CED,MJ,-1467800.80240476,-1734860.07507083,-1469831.86119288
Female,oil,Food_price,USD,-1586272.81127083,-1853615.75236696,-1574078.49951522
Female,oil,FL,mrh-eq,-73577.4735036936,-88111.0660900167,-73643.8531963411
Female,sat_fat,CED,MJ,-74370442.849647,-71935456.2640265,-73306209.0496369
Female,sat_fat,Food_price,USD,-11277943.3294188,-10907416.6106586,-11150740.0133683
Female,sat_fat,FL,mrh-eq,-1979113.56292977,-1914905.33622996,-1950059.35297649
Male,added_sugar,CED,MJ,-21044626.4985349,-22075825.4702035,-20532376.0271248
Male,added_sugar,Food_price,USD,-22900708.3116393,-24168692.6528916,-22485329.9443249
Male,added_sugar,FL,mrh-eq,-939129.05207531,-995314.974879712,-920408.722231248
Male,oil,CED,MJ,784287.284948205,669117.563565107,614059.607634497
Male,oil,Food_price,USD,826738.640079402,706864.638604022,640181.488441845
Male,oil,FL,mrh-eq,39154.1673942574,34009.0350713039,31252.6456425864
Male,sat_fat,CED,MJ,-57736908.1422444,-59592400.7470204,-56633260.2152782
Male,sat_fat,Food_price,USD,-8867812.78690913,-9158542.18770536,-8706571.33028007
Male,sat_fat,FL,mrh-eq,-1588796.83995551,-1640885.64747978,-1559031.12294753
