sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-105422637.818807,-104085399.818599,-103129380.22158
Female,Food_price,USD,-49471409.7466957,-50619214.591989,-47865559.45544
Female,FL,mrh-eq,-3451547.28588442,-3444692.7825027,-3367156.75503432
Male,CED,MJ,-77997247.3558309,-80999108.6536587,-76551576.6347685
Male,Food_price,USD,-30941782.458469,-32620370.2019929,-30551719.7861631
Male,FL,mrh-eq,-2488771.72463657,-2602191.58728819,-2448187.19953619
