Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-50629020.6652904,-52490908.9497048,-48885715.3378752
added_sugar,Food_price,USD,-59507901.9176454,-62026874.881855,-57626070.8868814
added_sugar,FL,mrh-eq,-2337985.30152626,-2436991.35506243,-2263862.27109274
oil,CED,MJ,-683513.517456555,-1065742.51150572,-855772.253558385
oil,Food_price,USD,-759534.171191428,-1146751.11376294,-933897.01107338
oil,FL,mrh-eq,-34423.3061094361,-54102.0310187127,-42391.2075537546
sat_fat,CED,MJ,-132107350.991891,-131527857.011047,-129939469.264915
sat_fat,Food_price,USD,-20145756.116328,-20065958.798364,-19857311.3436483
sat_fat,FL,mrh-eq,-3567910.40288529,-3555790.98370974,-3509090.47592401
