age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,0,0,0
20-34,Female,Food_price,USD,0,0,0
20-34,Female,FL,mrh-eq,0,0,0
20-34,Male,CED,MJ,0,0,0
20-34,Male,Food_price,USD,0,0,0
20-34,Male,FL,mrh-eq,0,0,0
35-44,Female,CED,MJ,0,0,0
35-44,Female,Food_price,USD,0,0,0
35-44,Female,FL,mrh-eq,0,0,0
35-44,Male,CED,MJ,0,0,0
35-44,Male,Food_price,USD,0,0,0
35-44,Male,FL,mrh-eq,0,0,0
45-54,Female,CED,MJ,0,0,0
45-54,Female,Food_price,USD,0,0,0
45-54,Female,FL,mrh-eq,0,0,0
45-54,Male,CED,MJ,0,0,0
45-54,Male,Food_price,USD,0,0,0
45-54,Male,FL,mrh-eq,0,0,0
55-64,Female,CED,MJ,0,0,0
55-64,Female,Food_price,USD,0,0,0
55-64,Female,FL,mrh-eq,0,0,0
55-64,Male,CED,MJ,0,0,0
55-64,Male,Food_price,USD,0,0,0
55-64,Male,FL,mrh-eq,0,0,0
65-74,Female,CED,MJ,0,0,0
65-74,Female,Food_price,USD,0,0,0
65-74,Female,FL,mrh-eq,0,0,0
65-74,Male,CED,MJ,0,0,0
65-74,Male,Food_price,USD,0,0,0
65-74,Male,FL,mrh-eq,0,0,0
75+,Female,CED,MJ,0,0,0
75+,Female,Food_price,USD,0,0,0
75+,Female,FL,mrh-eq,0,0,0
75+,Male,CED,MJ,0,0,0
75+,Male,Food_price,USD,0,0,0
75+,Male,FL,mrh-eq,0,0,0
