age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-10402965.4345385,-9954877.1190688,-10099031.6411143
20-34,added_sugar,Food_price,USD,-11810014.2776865,-11437283.9960035,-11515031.9676095
20-34,added_sugar,FL,mrh-eq,-440575.749550342,-425467.8561592,-428340.422829492
20-34,oil,CED,MJ,-2411.07786082258,-77945.2924587496,-179042.797844105
20-34,oil,Food_price,USD,-22362.3050611977,-98811.5075672775,-207475.747008088
20-34,oil,FL,mrh-eq,-391.677971756593,-4189.80470575118,-9590.06720849916
20-34,sat_fat,CED,MJ,-30169784.4590796,-29978685.5032416,-30272442.4138682
20-34,sat_fat,Food_price,USD,-5321037.02509922,-5309073.0713501,-5349595.56525846
20-34,sat_fat,FL,mrh-eq,-807539.199012273,-803399.244505573,-809961.314724571
35-44,added_sugar,CED,MJ,-9019034.57430136,-8460793.35213428,-8040862.85299801
35-44,added_sugar,Food_price,USD,-9534753.16747866,-8970850.5734804,-8527884.78791877
35-44,added_sugar,FL,mrh-eq,-406713.121449695,-381553.924491441,-363293.560731192
35-44,oil,CED,MJ,-54652.9649888671,-72345.6606618176,-10371.8278517056
35-44,oil,Food_price,USD,83962.2299855381,101546.650586478,131176.109722726
35-44,oil,FL,mrh-eq,-2308.55573153447,-2583.86047176548,349.150703380014
35-44,sat_fat,CED,MJ,-20819236.5962931,-21263188.7283159,-19384219.9946042
35-44,sat_fat,Food_price,USD,-3162391.68612892,-3223043.33256304,-2949594.88105623
35-44,sat_fat,FL,mrh-eq,-564692.40051956,-576544.768143654,-524809.642848801
45-54,added_sugar,CED,MJ,-9390056.98513361,-9331290.16815436,-8189654.6439994
45-54,added_sugar,Food_price,USD,-11313225.2885813,-11256294.1934094,-9773283.77769941
45-54,added_sugar,FL,mrh-eq,-422194.873881627,-421168.969240631,-369080.638731373
45-54,oil,CED,MJ,-125410.481132867,-137278.575050459,68226.4849457714
45-54,oil,Food_price,USD,-129861.390247604,-175185.36748356,65398.8689877388
45-54,oil,FL,mrh-eq,-6638.70815853938,-7680.52082921142,4060.46025725913
45-54,sat_fat,CED,MJ,-19854447.5475509,-20037499.5604268,-19491031.0363613
45-54,sat_fat,Food_price,USD,-3017018.58056253,-3052496.86012155,-2986310.51502218
45-54,sat_fat,FL,mrh-eq,-537366.865277987,-543293.317042918,-527784.059309484
55-64,added_sugar,CED,MJ,-10163463.3760169,-12554335.658604,-10621235.1925463
55-64,added_sugar,Food_price,USD,-12328263.8834877,-15208805.9217903,-12974615.0879802
55-64,added_sugar,FL,mrh-eq,-477113.910220241,-590862.997409898,-497431.719613477
55-64,oil,CED,MJ,-238372.463181048,-564721.17494499,-478135.658826126
55-64,oil,Food_price,USD,-269827.857259539,-662741.532218559,-565705.074895947
55-64,oil,FL,mrh-eq,-12406.751292511,-29448.5475863036,-24838.5751356262
55-64,sat_fat,CED,MJ,-26761067.4578537,-27586929.5438773,-27043323.988337
55-64,sat_fat,Food_price,USD,-3708138.66610102,-3810879.1331694,-3741676.60031128
55-64,sat_fat,FL,mrh-eq,-730181.78553532,-753625.676161101,-738890.442073833
65-74,added_sugar,CED,MJ,-6305463.88575074,-7046976.03150212,-6491392.4903108
65-74,added_sugar,Food_price,USD,-7553593.95238629,-8447777.67098227,-7761737.19160484
65-74,added_sugar,FL,mrh-eq,-309368.977500823,-347116.352446541,-318859.931888041
65-74,oil,CED,MJ,-288225.338733628,-249304.259311027,-288120.695091466
65-74,oil,Food_price,USD,-465672.573708683,-340089.950313772,-381051.767145852
65-74,oil,FL,mrh-eq,-13894.4841841736,-12131.6191477015,-14031.5303598023
65-74,sat_fat,CED,MJ,-19358113.8033745,-18423916.9589479,-19146591.3500289
65-74,sat_fat,Food_price,USD,-2803791.29080554,-2669632.15288751,-2779572.05889084
65-74,sat_fat,FL,mrh-eq,-525663.495357674,-500368.327538071,-519733.934524211
75+,added_sugar,CED,MJ,-5348036.40954927,-5142636.62024123,-5443538.51690647
75+,added_sugar,Food_price,USD,-6968051.34802491,-6705862.52618908,-7073518.07406867
75+,added_sugar,FL,mrh-eq,-282018.668923532,-270821.255314723,-286855.997299163
75+,oil,CED,MJ,25558.8084406777,35852.4509213212,31672.2411092462
75+,oil,Food_price,USD,44227.7251000585,28530.5932337516,23760.5992660431
75+,oil,FL,mrh-eq,1216.87122907894,1932.32172202054,1659.35418953388
75+,sat_fat,CED,MJ,-15144701.1277395,-14237636.7162375,-14601860.4817156
75+,sat_fat,Food_price,USD,-2133378.86763075,-2000834.2482724,-2050561.72310932
75+,sat_fat,FL,mrh-eq,-402466.657182474,-378559.650318427,-387911.082443113
