age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-13445830.7200385,-13065446.6369243,-14003275.022335
20-34,Female,NHW,Food_price,USD,-6038151.04383915,-6481511.7664232,-6339377.71886876
20-34,Female,NHW,FL,mrh-eq,-416399.79703059,-414883.456589623,-435356.159435477
20-34,Female,NHB,CED,MJ,-2876720.07009241,-2699227.55147272,-2838072.76142549
20-34,Female,NHB,Food_price,USD,-1457608.19567682,-1307525.1716116,-1396342.98519567
20-34,Female,NHB,FL,mrh-eq,-91681.747591807,-84906.4708021714,-89571.5126283791
20-34,Female,HIS,CED,MJ,-4223222.3841494,-4496324.2080675,-4475928.47532234
20-34,Female,HIS,Food_price,USD,-1773118.08433722,-1937302.21643996,-1925530.73918482
20-34,Female,HIS,FL,mrh-eq,-134297.429201792,-144173.378007978,-143515.245997813
20-34,Female,OTH,CED,MJ,-2108270.72960596,-2101096.64873475,-1821864.19153078
20-34,Female,OTH,Food_price,USD,-1006266.610461,-1027921.42972513,-816983.591660291
20-34,Female,OTH,FL,mrh-eq,-68453.6018337135,-69207.427884973,-58190.168673943
20-34,Male,NHW,CED,MJ,-10726375.3577688,-10763734.1338517,-10506654.195063
20-34,Male,NHW,Food_price,USD,-3961042.78904586,-3547556.95341565,-3566924.31111862
20-34,Male,NHW,FL,mrh-eq,-321226.362718563,-316688.854674907,-311113.797075297
20-34,Male,NHB,CED,MJ,-2235487.6002021,-2036155.2033117,-2095807.22759597
20-34,Male,NHB,Food_price,USD,-931941.215708921,-823771.303487146,-912450.876498882
20-34,Male,NHB,FL,mrh-eq,-69688.8850265568,-62957.3337645177,-65856.015571236
20-34,Male,HIS,CED,MJ,-3502093.22443561,-3318755.9526629,-3205598.31380491
20-34,Male,HIS,Food_price,USD,-1343556.75153551,-1097572.86616986,-1293024.97307714
20-34,Male,HIS,FL,mrh-eq,-102511.358089845,-94578.4824999656,-93894.8760364043
20-34,Male,OTH,CED,MJ,-1457160.88518617,-1530767.57974357,-1603316.6657491
20-34,Male,OTH,Food_price,USD,-641728.917242464,-622006.867648358,-821468.084271853
20-34,Male,OTH,FL,mrh-eq,-44247.4450415052,-45661.5011463872,-50394.0293440119
35-44,Female,NHW,CED,MJ,-9648203.82591737,-9371966.36459276,-9212853.0019334
35-44,Female,NHW,Food_price,USD,-4173786.12195329,-3628220.66364796,-3852697.17080478
35-44,Female,NHW,FL,mrh-eq,-315744.010672284,-298450.955681955,-299564.188187057
35-44,Female,NHB,CED,MJ,-1883140.88359408,-1862912.41079456,-1970981.63589009
35-44,Female,NHB,Food_price,USD,-1018236.18783455,-1014939.90513761,-1088520.01277907
35-44,Female,NHB,FL,mrh-eq,-62732.8504844783,-61907.1766791763,-65239.377739588
35-44,Female,HIS,CED,MJ,-2787343.3761448,-3174868.77014391,-2694025.55591774
35-44,Female,HIS,Food_price,USD,-1164446.75592054,-1211466.07521744,-997670.177806846
35-44,Female,HIS,FL,mrh-eq,-93874.8114794976,-104118.71019872,-87107.7989533653
35-44,Female,OTH,CED,MJ,-2252156.61639668,-2036532.16972532,-2253814.68213849
35-44,Female,OTH,Food_price,USD,-1018731.16187804,-930697.294584416,-924260.720074459
35-44,Female,OTH,FL,mrh-eq,-79685.8763668995,-72039.7290451205,-76936.1644971731
35-44,Male,NHW,CED,MJ,-8489361.1290672,-8398687.68599187,-6751538.58970148
35-44,Male,NHW,Food_price,USD,-3615400.31612863,-3398596.89301344,-2845008.71766934
35-44,Male,NHW,FL,mrh-eq,-276252.821881468,-270252.052200727,-219216.874640393
35-44,Male,NHB,CED,MJ,-1259571.93195659,-1163261.96813487,-1216817.75894736
35-44,Male,NHB,Food_price,USD,-517859.917780823,-416291.497224739,-451234.901443095
35-44,Male,NHB,FL,mrh-eq,-39848.0250966212,-35572.8333407204,-37510.1532136467
35-44,Male,HIS,CED,MJ,-2540618.62670072,-2728271.97689332,-2252068.76323791
35-44,Male,HIS,Food_price,USD,-861773.971867104,-1131125.73389488,-797764.706844809
35-44,Male,HIS,FL,mrh-eq,-76687.3992465408,-85550.2535880423,-68123.7578428177
35-44,Male,OTH,CED,MJ,-1032527.74580587,-1059826.39483539,-1083354.68768744
35-44,Male,OTH,Food_price,USD,-242948.190259071,-361009.19273648,-389147.151829882
35-44,Male,OTH,FL,mrh-eq,-28888.282473,-32790.8423723988,-34055.737802573
45-54,Female,NHW,CED,MJ,-12718413.1425235,-11718491.8001486,-10426857.5424805
45-54,Female,NHW,Food_price,USD,-7017479.25535011,-6640063.96564993,-5343160.98851434
45-54,Female,NHW,FL,mrh-eq,-419815.562234524,-390904.73459321,-336114.56907929
45-54,Female,NHB,CED,MJ,-1655153.90972801,-1506652.42651844,-1677214.48060223
45-54,Female,NHB,Food_price,USD,-946974.438286819,-808264.94279484,-929169.25473404
45-54,Female,NHB,FL,mrh-eq,-55027.4680464129,-48907.937396125,-55260.5890507556
45-54,Female,HIS,CED,MJ,-1950112.79138493,-2002501.55744011,-1900554.99494875
45-54,Female,HIS,Food_price,USD,-923270.703893685,-950116.859210983,-800832.828882762
45-54,Female,HIS,FL,mrh-eq,-64741.5906241226,-66715.0453329052,-60911.5481807918
45-54,Female,OTH,CED,MJ,-1440151.01290556,-1320131.19035793,-1546627.26239966
45-54,Female,OTH,Food_price,USD,-654749.195654312,-660498.591798528,-702121.464688775
45-54,Female,OTH,FL,mrh-eq,-45688.353323593,-42182.221600196,-48691.0377902507
45-54,Male,NHW,CED,MJ,-7528900.71894237,-8289941.81388895,-7699633.43870609
45-54,Male,NHW,Food_price,USD,-3457002.17017287,-3540958.6840447,-3252259.60830024
