sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,NHW,added_sugar,CED,MJ,-19646134.7487337,-20347675.5248529,-18450320.9603697
Female,NHW,added_sugar,Food_price,USD,-25933365.8804272,-27046036.4046997,-24439876.350838
Female,NHW,added_sugar,FL,mrh-eq,-938744.875624352,-972964.283272076,-885259.034940574
Female,NHW,oil,CED,MJ,-914447.335414496,-1186480.22754985,-897757.916835475
Female,NHW,oil,Food_price,USD,-1009020.22453509,-1243777.99671222,-916556.758091477
Female,NHW,oil,FL,mrh-eq,-45304.1573800859,-60491.6326951501,-44455.6702257647
Female,NHW,sat_fat,CED,MJ,-52263437.260327,-50235522.7799187,-50764361.329347
Female,NHW,sat_fat,Food_price,USD,-7523698.70911719,-7220935.90174516,-7326502.39403674
Female,NHW,sat_fat,FL,mrh-eq,-1392113.94068287,-1338289.55776394,-1351670.41131947
Female,NHB,added_sugar,CED,MJ,-4008140.36254734,-3893045.8753836,-4138141.50385237
Female,NHB,added_sugar,Food_price,USD,-4335847.33817504,-4211765.7303813,-4512026.56690426
Female,NHB,added_sugar,FL,mrh-eq,-174861.256454674,-171037.947624556,-180802.837279858
Female,NHB,oil,CED,MJ,-349282.527175088,-261057.677226969,-375687.912453786
Female,NHB,oil,Food_price,USD,-352329.007244624,-261662.661399549,-408817.504609843
Female,NHB,oil,FL,mrh-eq,-17354.4049186948,-12992.698709682,-18454.0257211608
Female,NHB,sat_fat,CED,MJ,-6515355.48985174,-6379984.36461707,-6583948.12507401
Female,NHB,sat_fat,Food_price,USD,-1075519.99167486,-1053811.17753026,-1086269.92317349
Female,NHB,sat_fat,FL,mrh-eq,-171310.347416105,-167816.412068122,-172954.792905872
Female,HIS,added_sugar,CED,MJ,-3697460.06640273,-3890938.74001432,-3586978.76113371
Female,HIS,added_sugar,Food_price,USD,-3726751.41213532,-3916304.69935564,-3585384.56518051
Female,HIS,added_sugar,FL,mrh-eq,-176587.761142632,-185609.863573018,-170870.893755157
Female,HIS,oil,CED,MJ,53655.0321695006,-76763.1401716911,100684.258598704
Female,HIS,oil,Food_price,USD,54994.6713899801,-80027.2042949834,86361.5475440738
Female,HIS,oil,FL,mrh-eq,3054.09029712888,-3712.97524353236,5164.55793630536
Female,HIS,sat_fat,CED,MJ,-9319254.98511025,-9557627.95057242,-9524865.37328839
Female,HIS,sat_fat,Food_price,USD,-1559614.46190383,-1609301.17379879,-1600079.10582622
Female,HIS,sat_fat,FL,mrh-eq,-251145.147793654,-257592.058972093,-256698.160807757
Female,OTH,added_sugar,CED,MJ,-2232658.98907172,-2283423.33925055,-2177898.08539468
Female,OTH,added_sugar,Food_price,USD,-2611228.97526851,-2684075.3945267,-2603453.45963377
Female,OTH,added_sugar,FL,mrh-eq,-108662.356229291,-112064.285713071,-106520.7828859
Female,OTH,oil,CED,MJ,-257725.971984676,-210559.030122316,-297070.290502325
Female,OTH,oil,Food_price,USD,-279918.250881097,-268147.889960208,-335065.784357978
Female,OTH,oil,FL,mrh-eq,-13973.0015020417,-10913.7594416522,-15898.715185721
Female,OTH,sat_fat,CED,MJ,-6272395.11435801,-5762321.16891843,-6433034.22192757
Female,OTH,sat_fat,Food_price,USD,-1119110.16672295,-1023368.35758444,-1137888.59033181
Female,OTH,sat_fat,FL,mrh-eq,-164544.12703714,-151207.30742581,-168735.987943392
Male,NHW,added_sugar,CED,MJ,-14782889.9963552,-15208275.7249459,-13980321.7849229
Male,NHW,added_sugar,Food_price,USD,-16758792.6851524,-17287796.8106884,-15934343.4637964
Male,NHW,added_sugar,FL,mrh-eq,-671478.532367047,-693418.54263775,-639422.868228286
Male,NHW,oil,CED,MJ,356400.696141183,121988.223617004,81760.9042035825
Male,NHW,oil,Food_price,USD,398760.719361319,158743.118351314,119892.282302089
Male,NHW,oil,FL,mrh-eq,17140.0511935137,6167.61854463444,4008.72255509751
Male,NHW,sat_fat,CED,MJ,-40310516.0228333,-41893483.1100713,-40053428.1556481
Male,NHW,sat_fat,Food_price,USD,-6086715.10926813,-6328005.43762213,-6048543.38725605
Male,NHW,sat_fat,FL,mrh-eq,-1109318.56747828,-1153568.56558512,-1102714.9050619
Male,NHB,added_sugar,CED,MJ,-2550775.10038374,-2292255.31127438,-2527870.96449545
Male,NHB,added_sugar,Food_price,USD,-2228044.21028826,-2010390.20588422,-2204641.7935207
Male,NHB,added_sugar,FL,mrh-eq,-104112.759292213,-93521.2039134913,-103237.824327448
Male,NHB,oil,CED,MJ,-8499.5826212222,43828.1329545577,33517.3829751538
Male,NHB,oil,Food_price,USD,-23432.4445995821,23027.7393489216,3045.5463578575
Male,NHB,oil,FL,mrh-eq,-442.918199552012,2232.47780469178,1656.37876561867
Male,NHB,sat_fat,CED,MJ,-4896264.10690477,-4775194.22134205,-4612975.44956625
Male,NHB,sat_fat,Food_price,USD,-710494.090397339,-690868.362172519,-673762.095727782
Male,NHB,sat_fat,FL,mrh-eq,-133358.282456652,-130180.01679933,-125693.974633243
Male,HIS,added_sugar,CED,MJ,-2836372.63387491,-3094222.67380376,-2731297.04982434
Male,HIS,added_sugar,Food_price,USD,-2869086.97768296,-3110995.43801536,-2776589.62443593
Male,HIS,added_sugar,FL,mrh-eq,-119838.666784097,-132557.342493217,-114448.547488854
Male,HIS,oil,CED,MJ,331463.607117579,473068.319882135,401387.657204674
Male,HIS,oil,Food_price,USD,356456.514676936,490562.072251248,428317.073271732
Male,HIS,oil,FL,mrh-eq,16856.9901642879,23854.4075593381,20385.3338343146
Male,HIS,sat_fat,CED,MJ,-7894478.53012241,-7939483.83884712,-7337774.30883569
Male,HIS,sat_fat,Food_price,USD,-1214042.05894525,-1219701.79017213,-1130013.23781286
Male,HIS,sat_fat,FL,mrh-eq,-218899.215532568,-220200.279518265,-203479.630263734
Male,OTH,added_sugar,CED,MJ,-874588.767920982,-1481071.76017946,-1292886.22788203
Male,OTH,added_sugar,Food_price,USD,-1044784.43851573,-1759510.19830364,-1569755.06257185
Male,OTH,added_sugar,FL,mrh-eq,-43699.0936319533,-75817.8858352526,-63299.4821866596
Male,OTH,oil,CED,MJ,104922.564310664,30232.8871114102,97393.6632510867
Male,OTH,oil,Food_price,USD,94953.8506407289,34531.7086525381,88926.5865101651
Male,OTH,oil,FL,mrh-eq,5600.04423600779,1754.53116263961,5202.21048755568
Male,OTH,sat_fat,CED,MJ,-4635649.48238387,-4984239.57675993,-4629082.30122816
Male,OTH,sat_fat,Food_price,USD,-856561.528298413,-919966.597738579,-854252.60948337
Male,OTH,sat_fat,FL,mrh-eq,-127220.77448802,-136936.785577072,-127142.612988648
