sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-72824019.3444752,-71769678.5323214,-70112440.2065521
Female,NHW,Food_price,USD,-34466084.8140795,-35510750.3031571,-32682935.5029662
Female,NHW,FL,mrh-eq,-2376162.97368731,-2371745.47373116,-2281385.11648581
Female,NHB,CED,MJ,-10872778.3795742,-10534087.9172276,-11097777.5413802
Female,NHB,Food_price,USD,-5763696.33709453,-5527239.5693111,-6007113.99468759
Female,NHB,FL,mrh-eq,-363526.008789475,-351847.058402359,-372211.655906891
Female,HIS,CED,MJ,-12963060.0193435,-13525329.8307584,-13011159.8758234
Female,HIS,Food_price,USD,-5231371.20264918,-5605633.07744941,-5099102.12346265
Female,HIS,FL,mrh-eq,-424678.818639157,-446914.897788643,-422404.496626608
Female,OTH,CED,MJ,-8762780.07541441,-8256303.5382913,-8908002.59782458
Female,OTH,Food_price,USD,-4010257.39287256,-3975591.64207134,-4076407.83432356
Female,OTH,FL,mrh-eq,-287179.484768473,-274185.352580533,-291155.486015014
Male,NHW,CED,MJ,-54737005.3230473,-56979770.6114001,-53951989.0363675
Male,NHW,Food_price,USD,-22446747.0750592,-23457059.1299592,-21862994.5687504
Male,NHW,FL,mrh-eq,-1763657.04865181,-1840819.48967823,-1738129.05073509
Male,NHB,CED,MJ,-7455538.78990974,-7023621.39966187,-7107329.03108654
Male,NHB,Food_price,USD,-2961970.74528518,-2678230.82870782,-2875358.34289063
Male,NHB,FL,mrh-eq,-237913.959948417,-221468.742908129,-227275.420195072
Male,HIS,CED,MJ,-10399387.5568797,-10560638.1927688,-9667683.70145536
Male,HIS,Food_price,USD,-3726672.52195128,-3840135.15593624,-3478285.78897706
Male,HIS,FL,mrh-eq,-321880.892152376,-328903.214452144,-297542.843918274
Male,OTH,CED,MJ,-5405315.68599418,-6435078.44982798,-5824574.8658591
Male,OTH,Food_price,USD,-1806392.11617342,-2644945.08738969,-2335081.08554506
Male,OTH,FL,mrh-eq,-165319.823883966,-211000.140249685,-185239.884687752
