"race","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AA","leg_tot",109.886716617138,0.501031077873752,110.005275284725,109.370451253552,110.302207113275,0.0140659582017033,0.000256225589417493,0.0140428123067547,0.013833126910028,0.0143184635040849,1.40428123067547,1.3833126910028,1.43184635040849,0.0720153598411022,0.000328355732844114,0.0720930584508285,0.0716770201666019,0.0722876556973351
1,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AFF","leg_tot",300.464286111167,22.4589495340287,296.340869215717,281.152162071831,323.281314511637,0.0131431331095939,0.000965523809813137,0.0129701051199736,0.0123105362139501,0.0141228037964151,1.29701051199736,1.23105362139501,1.41228037964151,0.196912277933336,0.0147186974198298,0.194209955390245,0.184255884105186,0.211865645923114
1,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"APCA","leg_tot",57.569502956168,17.5292056025302,53.7079534775592,42.8637761042969,75.5575468648565,0.00160370193413352,0.000503158260874061,0.00147767582668678,0.00119064347239414,0.00212388258720262,0.147767582668678,0.119064347239414,0.212388258720262,0.0377287501064095,0.0114879403813035,0.0351980449965722,0.0280912047909707,0.04951739476521
1,"BC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BC","leg_tot",1046.61258090417,97.3275331009922,1051.61468265898,952.117161584691,1136.85621373207,0.00645054756961662,0.000603739898663859,0.0065343552420522,0.00584553599233636,0.00698432262532664,0.65343552420522,0.584553599233636,0.698432262532664,0.685908032821172,0.063784573190365,0.689186210283594,0.623979513750588,0.745050101048697
1,"CC","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.0711073836874417,0.00366532581195824,0.069747161507236,0.0683881486763013,0.0749828075517569,6.9747161507236,6.83881486763013,7.49828075517569,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"CC","leg_tot",227.391518760027,49.6835551459689,254.681227975588,174.276006758259,257.31077792857,0.00226982919439634,0.000507419229588113,0.00252520629407457,0.00172744318946157,0.00259514466460463,0.252520629407458,0.172744318946157,0.259514466460463,0.149023308298249,0.0325606152606089,0.166907892437431,0.114213525753931,0.168631194324264
