"female","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"CM","leg_tot",189.463995053002,19.5890653295921,191.62440804738,170.021283763273,207.070355297509,0.0146944384758673,0.00142624154464725,0.0146612109404141,0.0133539065160957,0.016063213840774,1.46612109404141,1.33539065160957,1.6063213840774,0.160743810094349,0.0166196273671146,0.162576733632125,0.144248351469606,0.175681283711983
0,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"DIAB","leg_tot",1517.14970282483,147.978790868468,1494.82932074238,1387.26055950049,1666.01117091926,0.037123835501853,0.00346447931945252,0.0365153400107566,0.0341294878185729,0.040635404352565,3.65153400107566,3.41294878185729,4.0635404352565,1.28717028080903,0.125547203048781,1.26823336745147,1.17697057884452,1.41346635912746
0,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"ECA","leg_tot",184.766630875524,26.1225692826234,177.554659249913,163.735043725158,211.928393907659,0.0199962558378499,0.00265168741937823,0.0189636080236683,0.0180636154573294,0.0228066468604247,1.89636080236683,1.80636154573294,2.28066468604247,0.156758502938352,0.0221627402861838,0.150639768890393,0.138915020592615,0.179802909224854
0,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"ENDO","leg_tot",19.3922187358026,1.66910709051316,19.9327630130021,17.6404767093956,20.68449812659,0.0190874409093891,0.0010099318800502,0.0193845331869383,0.0180333984345087,0.0198889549483527,1.93845331869383,1.80333984345087,1.98889549483527,0.016452620060629,0.00141609297908831,0.0169112251196928,0.0149664184868245,0.0175490073342293
0,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"GC","leg_tot",13.4665319447841,2.10854179348629,14.3708229275711,11.2223805223086,14.9420360318908,0.00995678506796724,0.00170295799607451,0.0101269904550766,0.00827270942366649,0.011496186133225,1.01269904550766,0.827270942366649,1.1496186133225,0.0114251874239024,0.00178891531097158,0.012192400096508,0.00952121907373406,0.0126770250023561
0,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"HHD","leg_tot",790.936197653812,75.960935702856,757.994021625484,738.056531165095,871.816713766608,0.0306854700548774,0.00303176160127583,0.0293350154131187,0.0286021658674931,0.0339166606877567,2.93350154131187,2.86021658674931,3.39166606877567,0.671040943250692,0.064446282892922,0.643092356575367,0.626177120625517,0.739661064549893
0,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"HSTK","leg_tot",999.269032990987,44.3695943479434,994.985173400516,959.086163643884,1043.09318298999,0.0626070490224606,0.00293912231614417,0.0620436619608604,0.0600930636393068,0.0655999134079746,6.20436619608604,6.00930636393068,6.55999134079746,0.847793332064661,0.0376437625831437,0.844158847780252,0.813701643469317,0.884974332301753
0,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"IHD","leg_tot",6837.45359372853,210.631491158031,6818.69091444393,6645.92412140085,7044.93134344812,0.0319417242671543,0.0010654770182772,0.0316812995794126,0.0310631379094634,0.0330416716094256,3.16812995794126,3.10631379094634,3.30416716094256,5.80098789583614,0.178702599431224,5.78506938554113,5.63849170694971,5.97701481847334
0,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"ISTK","leg_tot",1019.5020619385,108.365093809396,1038.11353802333,909.790460867113,1113.39390833779,0.0595433058970589,0.00626895593981701,0.0603493116165523,0.0532822782715067,0.0651192286610418,6.03493116165523,5.32822782715067,6.51192286610418,0.864959306855086,0.091938407903206,0.880749534315019,0.771878504020579,0.944618416348651
0,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"KC","leg_tot",604.599307586093,36.9171808451717,597.898785476204,572.811672425779,642.082386539812,0.0146271243691784,0.00109192010047323,0.0143563354740612,0.0137290915324931,0.0157553277667134,1.43563354740612,1.37290915324931,1.57553277667134,0.512950211224072,0.0313210344019978,0.507265397846925,0.485981152600936,0.544751361217782
0,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"LVC","leg_tot",336.199910691917,5.39653043559476,337.521200959236,330.628232664327,340.648491992286,0.0131041473927575,0.000225106447909678,0.0131974125287333,0.0128648986277644,0.0132641207921712,1.31974125287333,1.28648986277644,1.32641207921712,0.285236541026597,0.00457848924416984,0.28635754151933,0.280509454201878,0.289010777432494
0,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"MLPC","leg_tot",1636.83138257981,195.993163941782,1526.87601712244,1520.8218851431,1846.30294065528,0.037763553161868,0.00434938388809955,0.0352856551302173,0.0352226758265111,0.0424106438241279,3.52856551302173,3.52226758265111,4.24106438241279,1.38870983293831,0.166283245086409,1.2954222171093,1.29028580984152,1.56642832948976
0,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"MMC","leg_tot",59.9205001260092,5.73770607008032,60.6649832600989,54.1877966501298,65.0203929379124,0.00420250535923202,0.000441344989123764,0.00428915083271659,0.00375250767249306,0.0045788543935091,0.428915083271659,0.375250767249306,0.45788543935091,0.0508373608944494,0.00486794725640708,0.0514689904317189,0.0459736579064691,0.0551641787757507
0,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"OSTK","leg_tot",1980.09627895249,230.444437440411,2018.54236477701,1747.13156349556,2180.38182145857,0.0676073553695131,0.00736266558282315,0.068258636814591,0.0603565824246835,0.0743045390860265,6.8258636814591,6.03565824246835,7.43045390860265,1.67994040315378,0.19551217041981,1.71255858117182,1.48228999485527,1.84986536013695
0,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"OTH","leg_tot",225.687176438803,3.95668922808092,224.909468355006,222.31370521688,229.721699531954,0.0131574541123295,0.000257146220555373,0.013035653754063,0.0129864292083297,0.0134320093208558,1.3035653754063,1.29864292083297,1.34320093208558,0.191476045989953,0.00335690853400972,0.190816227957003,0.188613947482509,0.194898989825405
0,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"PC","leg_tot",150.472330167743,11.3698157295501,151.135687735473,139.402874928381,160.977931474534,0.00535574873521077,0.00042261696955873,0.00541471040724677,0.00493214521675883,0.00572923483243211,0.541471040724677,0.493214521675883,0.572923483243211,0.12766275543895,0.00964630509309843,0.128225556950984,0.118271280238894,0.136575849353778
0,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"PVD","leg_tot",47.906769581732,4.58259580813548,47.9471728797951,43.5362590686563,52.2429372914541,0.0135097602281252,0.00125654111983758,0.0135230335060107,0.0123104549721139,0.0146977831979339,1.35230335060107,1.23104549721139,1.46977831979339,0.0406447497833317,0.00388793612272358,0.0406790284866243,0.0369367496868877,0.0443236129819771
0,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"RHD","leg_tot",20.2205222332274,1.74145882192528,19.6871954543937,18.8520484895508,22.0423237389126,0.0162534508898228,0.00131288431172998,0.0165710377272255,0.0148989120953918,0.0173380408724617,1.65710377272255,1.48989120953918,1.73380408724617,0.0171553639252524,0.00147747716435715,0.0167028822891975,0.0159943323344685,0.0187010049066829
0,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"SCC","leg_tot",77.4276287067012,14.1245278967391,82.1708311289321,62.5734460470189,88.2500893074874,0.0123655027196947,0.00236282158317206,0.0131062623592679,0.00989031591359229,0.0142110438321599,1.31062623592679,0.989031591359229,1.42110438321599,0.065690645029437,0.0119834400687614,0.0697148419708391,0.0530881560135857,0.0748725666450964
0,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"TC","leg_tot",39.538355054552,0.841328392498634,39.3690706092596,38.823267054327,40.3973348332755,0.00313420695175342,8.89156738467435e-05,0.00314088792031667,0.00304707667586235,0.00321565840436573,0.314088792031667,0.304707667586235,0.321565840436573,0.0335448739722495,0.000713794361366404,0.0334012507644817,0.0329381836632187,0.0342736440078828
0,"UC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,"UC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AA","leg_tot",55.5564186705462,4.33441030374707,55.265386316725,51.5693851003638,59.7908297414766,0.0134059664033139,0.000779495202260192,0.0133459201476092,0.012692615290696,0.0141703568332806,1.33459201476092,1.2692615290696,1.41703568332806,0.043741422580038,0.00341262589037234,0.0435122830948518,0.0406022979854822,0.0470753157370019
1,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"AFF","leg_tot",181.241387926209,25.1452222892134,168.999382285615,164.783361645539,208.105119001382,0.0117515386620395,0.00161606976904567,0.010941475445225,0.0107127480895738,0.0134788829687974,1.0941475445225,1.07127480895738,1.34788829687974,0.142697393532241,0.0197976727143607,0.133058853922122,0.129739440165139,0.163848105567944
1,"APCA","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1,"APCA","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1,"BC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"BC","leg_tot",1370.0192000434,96.755769813598,1368.11644593272,1278.92322058909,1462.73252049178,0.00628382795972628,0.00045201316491913,0.00630055363391704,0.0058475275790952,0.00670591151729521,0.630055363391704,0.58475275790952,0.670591151729521,1.07866183972788,0.0761790467375327,1.07716373791332,1.00693893483218,1.15165813116596
1,"CC","dairy_tot",5245.90005605066,235.993854314396,5272.66346867436,5011.4153416968,5457.63586967439,0.0771580459932812,0.00301963904435234,0.0776713935913767,0.0741024766552529,0.0797772698729284,7.76713935913767,7.41024766552529,7.97772698729284,4.13027219276121,0.185805837648973,4.151343920732,3.94565455136976,4.29697886537749
1,"CC","leg_tot",155.035725480611,24.2738121173156,160.614171511978,130.066091916254,175.263679918306,0.00227935356321309,0.000344426637507418,0.00236600090371332,0.00192318302566881,0.00256187386133218,0.236600090371332,0.192318302566881,0.256187386133218,0.122064800891232,0.0191115824032562,0.126456897628874,0.102405375040115,0.137990944515354
1,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","leg_tot",107.170549494057,15.6425611661686,101.268685900139,95.6340714523382,123.723611590606,0.0129727858327036,0.00184173688963496,0.0123615636526771,0.0115567271591546,0.0149083833592751,1.23615636526771,1.15567271591546,1.49083833592751,0.0843789503667142,0.0123159104668174,0.0797322161882174,0.0752958961817317,0.0974117286034191
1,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","leg_tot",1138.43875466738,110.077917757227,1079.27871292752,1071.02517294424,1256.13837186941,0.0359467280350186,0.00354297810133778,0.0339530179240866,0.0338549547532094,0.0397331549111201,3.39530179240866,3.38549547532094,3.97331549111201,0.896330826230859,0.0866680184319048,0.849752150939681,0.843253863454113,0.988999663005106
1,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","leg_tot",29.2578657217311,3.21729382050946,30.516734460182,25.8472455222811,31.5984474934977,0.0200888864646039,0.00213749967747255,0.0205503678107643,0.0178979421292456,0.0218875716557257,2.05503678107643,1.78979421292456,2.18875716557257,0.0230356941456835,0.00253308280005561,0.0240268435174225,0.0203503990353411,0.0248785122900478
1,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","leg_tot",12.8571447993731,0.960641419765454,12.8315268786563,11.9556664773625,13.7803983539929,0.0179549188405158,0.00172431044217966,0.0182789681968118,0.0162009436492152,0.0194334520789649,1.82789681968118,1.62009436492152,1.94334520789649,0.0101228591997107,0.000756345050587746,0.0101026893557482,0.00941309523051672,0.0108497675362727
1,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","leg_tot",30.110627644872,1.17207468627918,29.9262447692382,29.0859011543264,31.2920795797064,0.0106290837765666,0.000682442345322132,0.0108709736847025,0.00990925976423895,0.0111433013669787,1.08709736847025,0.990925976423895,1.11433013669787,0.0237071020681681,0.000922813517767004,0.0235619312765184,0.022900300702556,0.0246372986066824
1,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","leg_tot",663.017840993066,135.069106036992,675.145540814654,529.936438131227,785.790699006555,0.0262586096915214,0.00534460883340229,0.0264755254692123,0.0210921793897782,0.0312406615822273,2.64755254692123,2.10921793897782,3.12406615822273,0.522016074019498,0.106344415029838,0.531564616843429,0.417236644037808,0.618679242600848
1,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HSTK","leg_tot",1443.0234441036,76.7952949180549,1446.29413270414,1368.72751295217,1514.53928994457,0.0782459657093812,0.003390687451068,0.078287733703734,0.0750072445350601,0.0814491840885024,7.8287733703734,7.50072445350601,8.14491840885024,1.13614051754745,0.0604634986839092,1.13871563983985,1.07764485137171,1.19244732977466
1,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"IHD","leg_tot",4085.52129598212,505.831990768496,4152.34058835904,3579.73756695346,4534.50862649041,0.0272657414562137,0.00335174948193599,0.0275632720187058,0.0239645519676762,0.0303140299666328,2.75632720187058,2.39645519676762,3.03140299666328,3.21666726804407,0.398258408158279,3.2692763269845,2.81844685796426,3.57016997802451
1,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ISTK","leg_tot",1442.19148153668,193.838457432323,1392.94430186429,1283.48765077729,1642.7554150176,0.0563096917935603,0.00781897999342977,0.0541974092278596,0.0499855280728889,0.0644292956950772,5.41974092278596,4.99855280728889,6.44292956950772,1.13548548565229,0.152615486773719,1.0967115375024,1.01053266305436,1.29339616417762
1,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"KC","leg_tot",301.608821124655,25.2916877447832,314.264349410404,274.576312629724,317.884130576698,0.0128140095994336,0.000949082310286435,0.0132877560422668,0.0117996369235952,0.0134256977988637,1.32877560422668,1.17996369235952,1.34256977988637,0.237466690877158,0.0199129898557237,0.247430810666868,0.21618309474604,0.250280785187023
1,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","leg_tot",128.361723755464,23.7957216866263,137.33721534318,103.181287466456,145.912992194912,0.0124057658279875,0.00226716147019333,0.0130374022072016,0.0100471481334623,0.0142274926001805,1.30374022072016,1.00471481334623,1.42274926001805,0.101063469104903,0.0187351658512055,0.108130173183329,0.0812380712332595,0.114882168509885
1,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MLPC","leg_tot",749.659239814941,125.166768467964,783.076153579555,619.770599765005,851.143503164956,0.0455985036902209,0.00746162299988132,0.0469218798397983,0.0380316418099822,0.0520404958433188,4.69218798397983,3.80316418099822,5.20404958433188,0.590231738914444,0.0985479741774211,0.616541990389915,0.487966077651026,0.67013368642371
1,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MMC","leg_tot",51.4953297494274,0.896787560767203,51.3659588039622,50.7050390984398,52.3955857040605,0.00453461670211226,9.32104146933648e-05,0.00451075193518433,0.00445841349820316,0.0046311049579101,0.451075193518433,0.445841349820316,0.46311049579101,0.040543991736139,0.000706070776315825,0.0404421336730998,0.0399217695311603,0.0412527932947009
1,"OC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OC","leg_tot",57.5113152457361,1.65169882305784,58.4518060545788,55.7465400254686,58.4766732784873,0.00284265121577609,0.000104850797135236,0.00287376778843139,0.00273316439147883,0.00292568895331634,0.287376778843139,0.273316439147883,0.292568895331634,0.0452805778971352,0.00130043760780835,0.0460210576992294,0.0438911114679496,0.0460406364945406
1,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OSTK","leg_tot",2373.63087705609,135.727804150581,2429.15200490537,2229.45514449889,2470.6136509414,0.0575981285397945,0.00359257112042439,0.0593549628317143,0.0537597067072591,0.059943241224198,5.93549628317143,5.37597067072591,5.9943241224198,1.86883880795183,0.106863030038305,1.91255244489048,1.75532444193467,1.94519658257114
1,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OTH","leg_tot",322.398555414944,92.0366728148679,288.160781283864,254.176418202614,419.722800638691,0.0139324452419303,0.00411954682563402,0.0124523524639537,0.0108421818860642,0.0182807874590765,1.24523524639537,1.08421818860642,1.82807874590765,0.253835142528279,0.0724635441735224,0.226878600290588,0.200121577029862,0.330461768928733
1,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PC","leg_tot",121.752810247895,16.3213424906825,121.238356392434,106.471955706934,137.470950565997,0.00482585103642334,0.000682407844888777,0.00479525675525704,0.00419105498021795,0.0054866522316201,0.479525675525704,0.419105498021795,0.54866522316201,0.0958600509320406,0.0128503376575093,0.0954550042420609,0.0838289241629816,0.108235467387582
1,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PVD","leg_tot",53.2629528416297,5.91339835560057,51.0329855544586,48.9009865111956,59.5203913661591,0.0132968579712637,0.000975316237945803,0.012774082194767,0.0126983614496983,0.0143397139028513,1.2774082194767,1.26983614496983,1.43397139028513,0.0419357003899447,0.00465581588133501,0.0401799727209918,0.0385013787200965,0.0468623905784028
1,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"RHD","leg_tot",27.8828555405784,0.829175687267021,28.2645468152993,26.9982205260102,28.4430529716339,0.0119910121873788,0.000630508117850535,0.0118678893410066,0.0114529840957374,0.0126336946984368,1.18678893410066,1.14529840957374,1.26336946984368,0.0219531027399575,0.000652837691805154,0.0222536210192527,0.0212566000688477,0.0223941648736662
1,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCC","leg_tot",20.159056631943,1.57585406026878,20.8137445072959,18.4840060992872,21.2776224705488,0.0116194815668188,0.000819601770596048,0.0119290840008464,0.0107521215079023,0.0122236795568118,1.19290840008464,1.07521215079023,1.22236795568118,0.0158718980822322,0.00124072249479302,0.0163873556962959,0.0145530748941087,0.0167525822984017
1,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","leg_tot",118.758757292886,17.2984863618438,114.37340294282,104.589917600536,136.655148182793,0.00335260119703128,0.000454196755992377,0.00326924465687503,0.00296202558886372,0.00381402986433165,0.326924465687503,0.296202558886372,0.381402986433165,0.0935027331159183,0.0136196756388399,0.0900499972776534,0.0823471327499703,0.107593158944391
1,"UC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"UC","leg_tot",1441.35726614642,79.7497790989687,1472.29743326447,1356.84975042444,1499.56563981808,0.0246432091692536,0.00130855375470149,0.0251172706648923,0.0232613748727322,0.025622091194482,2.51172706648923,2.32613748727322,2.5622091194482,1.13482868003412,0.0627896626836039,1.15918890621488,1.06829309252073,1.18065807529387
